Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
18,DeSean Jackson,PHI,WR,16,987,61.7,89.5,0.3,12.8,8.6,13.1,187.4,19
19,Jerricho Cotchery,PIT,WR,16,636,39.8,60.5,0.2,11.9,7.4,12.1,119.7,18.8
20,Eric Decker,DEN,WR,16,1050,65.6,87,0,13,8.3,13,192.8,18.4
21,T.Y. Hilton,IND,WR,16,759,47.4,70.9,0.3,18.2,11.1,18.4,138.9,18.3
22,Justin Hunter,TEN,WR,14,335,23.9,31.2,0,12.5,5.4,12.5,59.4,17.7
23,Wes Welker,DEN,WR,13,770,59.2,63.8,0,14.4,9.5,14.4,135.8,17.6
23,Ted Ginn,CAR,WR,16,502,31.4,48.8,0.8,13.5,8,14.3,88.5,17.6
25,Andre Johnson,HOU,WR,16,994,62.1,88.7,0,18.2,11,18.2,170.7,17.2
26,Vincent Jackson,TB,WR,16,969,60.6,93.5,0.1,16.5,8.2,16.6,164.4,17
27,Denarius Moore,OAK,WR,13,590,45.4,56.9,0,14.6,7.8,14.6,99.5,16.9
27,Malcom Floyd,LAC,WR,2,88,44,33,0,12.5,6.8,12.5,14.9,16.9
29,Pierre Garcon,WAS,WR,16,978,61.1,85.5,0.2,18.6,11.8,18.8,164.5,16.8
30,Jordy Nelson,GB,WR,16,1083,67.7,96.5,0,11.7,7.8,11.7,179.4,16.6
30,Marques Colston,NO,WR,15,750,50,66.5,0,14.8,10,14.8,124.3,16.6
32,Rueben Randle,NYG,WR,16,578,36.1,56.3,0,13.5,7.1,13.5,95.1,16.5
33,Golden Tate,SEA,WR,16,762,47.6,75.3,0.4,13,8.8,13.4,122.9,16.1
34,Eddie Royal,LAC,WR,15,703,46.9,63.3,0.4,9.5,7.1,10,111.2,15.8
35,Keenan Allen,LAC,WR,15,944,62.9,85,0,11,7.5,11,148.6,15.7
36,Larry Fitzgerald,ARI,WR,16,998,62.4,92.1,0.2,13.5,8.5,13.8,154.2,15.5
36,Victor Cruz,NYG,WR,14,785,56.1,76.5,0,15.5,9.3,15.5,121.8,15.5
38,Da'Rick Rogers,IND,WR,5,205,41,37.8,0.5,11.2,7.3,11.7,31.2,15.2
39,Reggie Wayne,IND,WR,7,428,61.1,92.4,0.2,13.6,9.1,13.8,64.8,15.1
40,Rod Streater,OAK,WR,16,748,46.8,72.2,0.3,13.2,8.3,13.5,112.5,15
40,Terrance Williams,DAL,WR,16,678,42.4,68,0.4,10.9,6.9,11.4,102,15
42,Kendall Wright,TEN,WR,16,807,50.4,75.1,0,17.2,11.6,17.2,119.9,14.9
43,Jarius Wright,MIN,WR,16,417,26.1,40.1,0,10.3,6.2,10.3,61.4,14.7
44,Marquise Goodwin,BUF,WR,12,313,26.1,27,1,10.2,6.4,11.2,45.6,14.6
45,Doug Baldwin,SEA,WR,16,749,46.8,74,0.3,9.7,6.9,10,108.4,14.5
45,Michael Crabtree,SF,WR,5,237,47.4,72.9,0,13.9,8,13.9,34.4,14.5
47,Julian Edelman,NE,WR,16,1021,63.8,85.3,0.2,14.8,10.5,15,146.7,14.4
47,Michael Floyd,ARI,WR,16,930,58.1,85.8,0,11.9,7,11.9,134.1,14.4
47,Emmanuel Sanders,PIT,WR,16,797,49.8,75.8,0.1,14.1,8.5,14.2,114.5,14.4
50,Leonard Hankerson,WAS,WR,10,389,38.9,52.6,0,12.9,7.7,12.9,55.5,14.3
51,Greg Jennings,MIN,WR,15,742,49.5,71.3,0,14.3,9.2,14.3,104.4,14.1
52,Riley Cooper,PHI,WR,16,980,61.2,88.8,0,8.5,4.8,8.5,137.3,14
52,Griff Whalen,IND,WR,9,271,30.1,38.8,0,14.8,8.9,14.8,37.9,14
54,Jarrett Boykin,GB,WR,16,663,41.4,59.1,0,12.5,7.4,12.5,92.1,13.9
54,Aaron Dobson,NE,WR,12,547,45.6,45.7,0,13.2,6.8,13.2,75.9,13.9
56,Brian Hartline,MIA,WR,16,907,56.7,88.3,0,14.8,8.4,14.8,125.6,13.8
56,Kenny Stills,NO,WR,16,690,43.1,61.2,0.4,7.2,5.1,7.7,95.1,13.8
58,Mike Wallace,MIA,WR,16,951,59.4,92.6,0.3,14.8,8,15.1,126.3,13.3
59,Danny Amendola,NE,WR,12,571,47.6,47.7,0.2,14.5,9.6,14.7,75.4,13.2
60,Andre Holmes,OAK,WR,10,380,38,51.9,0,13.7,6.6,13.7,49.1,12.9
61,Steve Smith,CAR,WR,15,770,51.3,74.8,0,14.3,8.3,14.3,98.5,12.8
62,Torrey Smith,BAL,WR,16,1098,68.6,96.7,0,12.5,5.9,12.5,138.8,12.6
62,Cecil Shorts,JAX,WR,13,760,58.5,81.8,0,16.2,8.7,16.2,95.7,12.6
62,Jeremy Kerley,NYJ,WR,12,567,47.2,53.9,0.7,12.7,8.5,13.6,71.4,12.6
62,Lance Moore,NO,WR,13,441,33.9,39.1,0,12.2,8.4,12.2,55.7,12.6
66,Harry Douglas,ATL,WR,16,926,57.9,86,0,14.3,9.2,14.3,114.7,12.4
66,Nate Washington,TEN,WR,16,887,55.4,82.5,0,11.8,6.5,11.8,109.9,12.4
68,Kenbrell Thompkins,NE,WR,12,575,47.9,48,0,12,5.6,12,70.6,12.3
69,Marlon Brown,BAL,WR,14,790,56.4,69.5,0.1,10.4,6.3,10.5,96.2,12.2
69,Jerome Simpson,MIN,WR,16,643,40.2,61.8,0,15.6,7.5,15.6,78.6,12.2
71,Tiquan Underwood,TB,WR,12,563,46.9,73.1,0,8.2,4.3,8.2,68,12.1
72,Jermaine Kearse,SEA,WR,15,470,31.3,46.4,0,8.1,4.7,8.1,56.6,12
72,Brian Quick,LAR,WR,16,353,22.1,35.2,0,9.9,5.1,9.9,42.2,12
74,LaVon Brazill,IND,WR,10,236,23.6,32.4,0,11.4,5.1,11.4,28.1,11.9
75,Aldrick Robinson,WAS,WR,16,407,25.4,35.6,0.7,11.3,5.2,12,48.1,11.8
75,Sidney Rice,SEA,WR,8,330,41.2,63.7,0,10.6,4.5,10.6,39.1,11.8
77,Dwayne Bowe,KC,WR,15,837,55.8,77.6,0,12.3,6.8,12.3,97.3,11.6
78,James Jones,GB,WR,14,847,60.5,75.5,0,11,7,11,97.7,11.5
79,Robert Meachem,NO,WR,15,389,25.9,34.5,0.5,7.7,4.6,8.2,44.3,11.4
80,Steve Johnson,BUF,WR,12,701,58.4,60.4,0.1,14.4,7.6,14.6,78.7,11.2
81,Roddy White,ATL,WR,13,782,60.2,72.6,0,12.4,8.1,12.4,87.1,11.1
82,Austin Pettis,LAR,WR,16,579,36.2,57.7,0,10.9,6.6,10.9,63.9,11
83,Rishard Matthews,MIA,WR,16,520,32.5,50.6,0,12.9,7.9,12.9,56.8,10.9
84,Hakeem Nicks,NYG,WR,15,833,55.5,81.2,0,12.1,6.7,12.1,89.6,10.8
85,Jacoby Jones,BAL,WR,12,549,45.8,48.3,0.4,12.2,7.1,12.6,57.5,10.5
86,Brandon LaFell,CAR,WR,16,907,56.7,88.1,0.2,9.4,5.6,9.6,94.2,10.4
87,Santonio Holmes,NYJ,WR,11,500,45.5,47.6,0,11.8,4.6,11.8,51.6,10.3
88,Nate Burleson,DET,WR,9,502,55.8,44.2,0.4,11,8.2,11.4,51.3,10.2
89,Santana Moss,WAS,WR,16,551,34.4,48.2,0.5,14.3,8.2,14.9,55.7,10.1
89,Kevin Ogletree,DET,WR,16,386,24.1,34.2,0,11.7,5.4,11.7,38.9,10.1
91,Donnie Avery,KC,WR,16,706,44.1,65.4,0.3,10.1,5.9,10.3,70.2,9.9
91,Ace Sanders,JAX,WR,15,601,40.1,56.9,0.3,14.5,9,15,59.64,9.9
91,Drew Davis,ATL,WR,16,341,21.3,31.7,0,5,3.5,5,33.6,9.9
94,Andre Roberts,ARI,WR,16,605,37.8,55.8,0,12.6,7.1,12.6,59.1,9.8
95,Mike Brown,JAX,WR,11,577,52.5,54.6,0,9.7,5.5,9.7,54.6,9.5
95,David Nelson,NYJ,WR,12,569,47.4,74.7,0,10.5,6.3,10.5,54.3,9.5
95,Keshawn Martin,HOU,WR,16,373,23.3,33.3,0,10.7,5.9,10.7,35.3,9.5
95,Kerry Taylor,JAX,WR,10,303,30.3,38.6,0,11.2,7.3,11.2,28.9,9.5
99,Tandon Doss,BAL,WR,15,302,20.1,28.8,0,11.9,6.3,11.9,28.5,9.4
100,Earl Bennett,CHI,WR,15,541,36.1,51.2,0,7.9,5.9,7.9,50.3,9.3
100,Mike Williams,TB,WR,6,363,60.5,73.9,0,11,6.1,11,33.6,9.3
102,Clyde Gates,NYJ,WR,6,133,22.2,33.8,0,18,9,18,12.2,9.2
103,DeAndre Hopkins,HOU,WR,16,995,62.2,88.8,0,9.1,5.2,9.1,90.2,9.1
104,Davone Bess,CLE,WR,14,534,38.1,54.8,0,16.1,7.9,16.1,48.2,9
105,Robert Woods,BUF,WR,14,910,65,78.4,0.2,9.3,4.6,9.6,80.3,8.8
106,Mohamed Sanu,CIN,WR,16,750,46.9,66.3,0.5,10.3,6.9,10.9,58.1,7.7
107,Chris Givens,LAR,WR,16,779,48.7,77.6,0.4,10.7,4.7,11,55.7,7.2
108,Jason Avant,PHI,WR,16,789,49.3,71.5,0,9.6,4.8,9.6,54.7,6.9
109,Damian Williams,TEN,WR,10,231,23.1,21.5,0,10,6.5,10,15.8,6.8
110,Darrius Heyward-Bey,IND,WR,16,603,37.7,56.4,0.5,10.6,5.3,11.1,39.5,6.6
111,Stephen Hill,NYJ,WR,12,594,49.5,70.7,0,9.9,4,9.9,38.2,6.4
112,Kris Durham,DET,WR,16,951,59.4,83.8,0,8.9,4,8.9,59,6.2
112,Greg Little,CLE,WR,16,940,58.8,85,0,10.5,4.4,10.5,58.5,6.2
112,Darius Johnson,ATL,WR,10,401,40.1,54.6,0,10.7,5.5,10.7,25,6.2
112,Deonte Thompson,BAL,WR,7,154,22,13.6,0,13,6.5,13,9.6,6.2
116,Josh Morgan,WAS,WR,14,385,27.5,33.7,0.5,8.6,5.7,9.1,22.7,5.9
116,Josh Cooper,CLE,WR,5,101,20.2,14.5,0,13.9,8.9,13.9,6,5.9
118,Vincent Brown,LAC,WR,16,917,57.3,82.6,0,7.5,4.5,7.5,53.2,5.8
118,TJ Graham,BUF,WR,16,823,51.4,70.9,0.5,7,3.3,7.5,47.5,5.8
120,Mario Manningham,SF,WR,6,148,24.7,34,0,15.5,6.1,15.5,8.5,5.7
121,Juron Criner,OAK,WR,1,63,63,9.6,0,12.7,4.8,12.7,3.2,5.1
122,Stephen Burton,JAX,WR,4,133,33.2,15.6,0.8,9.8,6.8,10.5,6.7,5
123,Brice Butler,OAK,WR,10,210,21,20.3,0,8.1,4.3,8.1,10.3,4.9
124,Miles Austin,DAL,WR,11,524,47.6,52.6,0,9.4,4.6,9.4,24.4,4.7
125,Ryan Broyles,DET,WR,6,188,31.3,32.9,0,7.4,4.3,7.4,8.5,4.5
126,Kyle Williams,KC,WR,10,317,31.7,50.5,0.6,8.5,4.4,9.1,13.6,4.3
126,Chris Owusu,TB,WR,9,263,29.2,34.2,0,7.6,4.9,7.6,11.4,4.3
128,Nick Toon,NO,WR,8,196,24.5,17.4,0,6.1,2,6.1,6.8,3.5
129,Kenny Britt,TEN,WR,12,299,24.9,27.8,0,11.7,3.7,11.7,9.6,3.2
129,Patrick Edwards,DET,WR,4,146,36.5,35.3,0,7.5,3.4,7.5,4.6,3.2
