Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
37,Donte Moncrief,IND,WR,9,468,52,42.7,0.2,12,6.6,12.2,72.6,15.5
38,Jarvis Landry,MIA,WR,16,892,55.8,94.1,0.6,14.7,11.2,15.4,137.3,15.4
38,Emmanuel Sanders,DEN,WR,16,868,54.2,80.4,0.1,15.8,9.2,15.9,133.6,15.4
40,Demaryius Thomas,DEN,WR,16,889,55.6,82.4,0,16.2,10.1,16.2,136.3,15.3
40,Golden Tate,DET,WR,16,866,54.1,83.5,1.2,15.6,11.7,16.7,132.1,15.3
40,Ted Ginn,CAR,WR,16,688,43,62.1,2,13.8,9.9,15.8,105,15.3
43,Terrelle Pryor,CLE,WR,16,899,56.2,87.3,0.9,15.6,10.5,17.5,136.44,15.2
43,Darrius Heyward-Bey,PIT,WR,10,233,23.3,21.5,0.4,8.2,3,8.6,35.4,15.2
45,Julian Edelman,NE,WR,16,877,54.8,78.2,1.4,18.1,12.5,19.5,132.3,15.1
45,Pierre Garcon,WAS,WR,16,808,50.5,76,0,14.1,9.8,14.1,122.1,15.1
47,Mike Wallace,BAL,WR,16,872,54.5,76.9,0.6,13.3,8.8,13.9,130.8,15
48,Amari Cooper,OAK,WR,16,997,62.3,89.1,0.1,13.1,8.3,13.2,148.9,14.9
48,Tyler Lockett,SEA,WR,15,558,37.2,52.5,1.1,11.8,8.4,12.9,83.1,14.9
48,Eric Decker,NYJ,WR,3,211,70.3,20.2,0,10,4.3,10,31.4,14.9
51,Sammy Watkins,BUF,WR,8,382,47.8,35.9,0,13.6,7.3,13.6,55,14.4
52,Eli Rogers,PIT,WR,13,550,42.3,50.8,0.2,12,8.9,12.2,78,14.2
52,Justin Hunter,BUF,WR,13,303,23.3,28.8,0,7.6,3.3,7.6,42.9,14.2
54,Breshad Perriman,BAL,WR,16,484,30.2,42.7,0.2,13.6,7,13.8,68.1,14.1
55,Alshon Jeffery,CHI,WR,12,692,57.7,68.4,0,13.6,7.5,13.6,94.1,13.6
56,Markus Wheaton,PIT,WR,3,97,32.3,9,0,9.3,4.1,9.3,13.1,13.5
57,Marqise Lee,JAX,WR,16,817,51.1,73.5,0.7,12.9,8.6,13.7,109.4,13.4
57,Devante Parker,MIA,WR,15,736,49.1,77.6,0,12,7.6,12,98.4,13.4
59,Marvin Jones,DET,WR,15,879,58.6,84.8,0.1,11.7,6.4,11.8,117.3,13.3
60,Jaron Brown,ARI,WR,7,189,27,16.4,0,12.2,5.8,12.2,24.7,13.1
61,Larry Fitzgerald,ARI,WR,16,1052,65.8,91.4,0.2,14.3,10.5,14.5,136.8,13
61,Randall Cobb,GB,WR,13,681,52.4,62.6,1.5,12.3,10.3,13.8,88.3,13
63,Quincy Enunwa,NYJ,WR,16,873,54.6,83.7,0.2,12,6.9,12.3,111.8,12.8
63,Anquan Boldin,DET,WR,16,830,51.9,80,0,11.4,8.1,11.4,106.4,12.8
63,Devin Funchess,CAR,WR,15,492,32.8,44.4,0,11.8,4.7,11.8,63.1,12.8
66,Brandon Coleman,NO,WR,16,365,22.8,31.7,0,10.4,7.1,10.4,46.1,12.6
67,Demarcus Ayers,PIT,WR,2,82,41,40.2,2.4,15.9,9.8,18.3,10.1,12.3
68,Allen Robinson,JAX,WR,16,1047,65.4,94.2,0,14.4,7,14.4,126.3,12.1
68,Brandon LaFell,CIN,WR,16,1010,63.1,92.9,0.1,10.6,6.4,10.7,122,12.1
68,Mohamed Sanu,ATL,WR,15,745,49.7,71.6,0.1,10.9,8.1,11,89.8,12.1
68,Tavon Austin,LAR,WR,15,731,48.7,72.8,3.8,14.5,11.8,18.3,88.8,12.1
72,Adam Humphries,TB,WR,15,648,43.2,57,0.8,12.8,9.3,13.6,78,12
73,Sterling Shepard,NYG,WR,16,1005,62.8,94.7,0.3,10.4,6.8,10.7,119.4,11.9
73,Malcolm Mitchell,NE,WR,14,539,38.5,48.1,0,8.9,5.9,8.9,64.1,11.9
75,Jordan Matthews,PHI,WR,14,844,60.3,74.5,0.1,13.9,8.8,14,98.5,11.7
76,Cordarrelle Patterson,MIN,WR,16,531,33.2,50.4,1.3,13.2,11.1,14.5,61.6,11.6
77,Corey Coleman,CLE,WR,10,533,53.3,51.7,0.4,13.7,6.6,14.1,60.3,11.3
78,DeAndre Hopkins,HOU,WR,16,1087,67.9,96.7,0,13.9,7.2,13.9,119.4,11
79,Dontrelle Inman,LAC,WR,16,960,60,89.8,0,10.1,6,10.1,105,10.9
79,Chris Hogan,NE,WR,15,832,55.5,74.2,0.4,7,4.9,7.3,90.9,10.9
79,Terrance Williams,DAL,WR,16,746,46.6,70.4,0,8.2,5.9,8.2,81.4,10.9
79,John Brown,ARI,WR,15,596,39.7,51.8,0.2,12.1,6.7,12.2,64.7,10.9
79,Albert Wilson,KC,WR,16,466,29.1,45.5,0.4,10.9,7.1,11.4,50.9,10.9
79,Russell Shepard,TB,WR,14,432,30.9,38,0.2,9.3,5.6,9.5,47,10.9
79,Deonte Thompson,CHI,WR,16,320,20,31.7,0,11.2,6.9,11.2,34.9,10.9
86,Brian Quick,LAR,WR,16,691,43.2,68.8,0,11.1,5.9,11.1,74.4,10.8
87,Brandon Marshall,NYJ,WR,15,901,60.1,86.4,0,14.2,6.5,14.2,96.8,10.7
87,Robert Woods,BUF,WR,13,633,48.7,59.5,0.2,12,8.2,12.2,67.9,10.7
89,Michael Floyd,NE,WR,15,746,49.7,63.3,0,10.2,5,10.2,78.8,10.6
90,Jeremy Kerley,SF,WR,16,790,49.4,76.4,0,14.6,8.1,14.6,82.7,10.5
91,Jeremy Maclin,KC,WR,12,629,52.4,61.4,0.2,12.1,7.3,12.4,65.5,10.4
91,Paul Richardson,SEA,WR,15,338,22.5,31.8,0.3,10.7,6.5,10.9,35.3,10.4
91,Bryan Walters,JAX,WR,10,321,32.1,30.7,0.3,10.6,7.8,10.9,33.5,10.4
94,Allen Hurns,JAX,WR,11,635,57.7,57.1,0,12,5.5,12,65.7,10.3
94,Kevin White,CHI,WR,4,191,47.8,18.9,0.5,18.8,10.5,19.4,19.6,10.3
96,Robby Anderson,NYJ,WR,16,717,44.8,68.7,0.4,10.9,6.3,11.3,72.9,10.2
97,Seth Roberts,OAK,WR,16,749,46.8,66.9,0,10.3,5.1,10.3,73.7,9.8
98,Marquise Goodwin,BUF,WR,15,638,42.5,60,0,10.7,4.5,10.7,61.1,9.6
99,Tyler Boyd,CIN,WR,16,739,46.2,68,0.5,11,7.8,11.5,70.1,9.5
100,Andre Johnson,TEN,WR,8,217,27.1,20.4,0,10.6,4.1,10.6,20.5,9.4
101,Brice Butler,DAL,WR,16,429,26.8,40.5,0,7.5,3.7,7.5,39.9,9.3
102,Cobi Hamilton,PIT,WR,11,385,35,51.6,0,7.3,4.4,7.3,35.4,9.2
103,Will Fuller,HOU,WR,14,830,59.3,73.8,0.1,11.1,5.8,11.2,75.2,9.1
104,Harry Douglas,TEN,WR,11,237,21.5,22.3,0,9.3,6.3,9.3,21,8.9
105,Phillip Dorsett,IND,WR,15,795,53,72.5,0.3,7.4,4.4,7.7,65.8,8.3
106,Tajae Sharpe,TEN,WR,16,786,49.1,73.9,0.1,10.6,5.3,10.7,64.3,8.2
106,Victor Cruz,NYG,WR,15,766,51.1,72.2,0,9.4,5.1,9.4,62.6,8.2
106,Paul Turner,PHI,WR,4,154,38.5,35.3,0,9.1,5.8,9.1,12.6,8.2
109,Dorial Green-Beckham,PHI,WR,15,642,42.8,56.7,0,11.5,5.6,11.5,51.2,8
110,Andrew Hawkins,CLE,WR,16,647,40.4,62.8,0.3,8.2,5.4,8.5,50.4,7.8
111,Charone Peake,NYJ,WR,15,323,21.5,31,0,10.8,5.9,10.8,24.6,7.6
111,Cody Core,CIN,WR,8,262,32.8,24.1,0,10.3,6.5,10.3,20,7.6
113,Torrey Smith,SF,WR,12,643,53.6,62.2,0,7.6,3.1,7.6,44.7,7
113,Daniel Brown,CHI,WR,8,261,32.6,35.8,0,7.7,6.1,7.7,18.4,7
115,Jermaine Kearse,SEA,WR,16,828,51.8,77.9,0,10.7,5,10.7,57.1,6.9
116,Chris Conley,KC,WR,16,818,51.1,79.9,0,8.4,5.4,8.4,53,6.5
116,Kamar Aiken,BAL,WR,16,595,37.2,52.5,0,8.4,4.9,8.4,38.8,6.5
118,Chester Rogers,IND,WR,14,434,31,39.6,0,7.8,4.4,7.8,27.3,6.3
119,Cecil Shorts,TB,WR,9,252,28,22.2,0,10.7,4.4,10.7,15.2,6
120,Nelson Agholor,PHI,WR,15,883,58.9,77.9,0.6,7.8,4.6,8.4,51.9,5.9
121,Quinton Patton,SF,WR,14,701,50.1,67.8,0,9,5.3,9,40.8,5.8
121,Chris Harper,SF,WR,9,229,25.4,38.8,0,9.2,5.7,9.2,13.3,5.8
123,Charles Johnson,MIN,WR,16,406,25.4,38.6,0,9.1,4.9,9.1,23.2,5.7
124,Corey Brown,CAR,WR,16,584,36.5,52.7,0.3,9.1,5,9.4,32.2,5.5
124,Vincent Jackson,TB,WR,5,313,62.6,27.5,0,10.2,4.8,10.2,17.3,5.5
126,Walter Powell,BUF,WR,9,296,32.9,27.8,0,8.4,4.7,8.4,14.2,4.8
127,Jordan Norwood,DEN,WR,14,476,34,44.1,0.2,6.7,4,6.9,21.4,4.5
127,DeAndre Smelter,SF,WR,2,51,25.5,37.5,0,2,2,2,2.3,4.5
129,Jaelen Strong,HOU,WR,8,300,37.5,26.7,0,8,4.7,8,13.1,4.4
130,Braxton Miller,HOU,WR,10,380,38,33.8,0.8,7.4,4.7,8.2,15.9,4.2
131,Keith Mumphery,HOU,WR,11,278,25.3,24.7,0,4.3,3.6,4.3,6.9,2.5
131,Percy Harvin,BUF,WR,2,67,33.5,12.1,1.5,6,4.5,7.5,1.7,2.5
