Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
26,Jordan Norwood,CLE,WR,2,76,38,23.9,1.3,25,18.4,26.3,13.8,18.2
27,Roddy White,ATL,WR,16,988,61.8,93.2,0,14.5,9.3,14.5,177.1,17.9
28,Domenik Hixon,NYG,WR,13,386,29.7,37.8,0,15.3,10.1,15.3,68.7,17.8
29,Eric Decker,DEN,WR,16,1047,65.4,91.6,0,11.7,8.1,11.7,184.4,17.6
30,Danny Amendola,LAR,WR,11,503,45.7,48.2,0.4,20.1,12.9,20.5,83.4,16.6
30,Santonio Holmes,NYJ,WR,4,188,47,73.2,0,21.8,10.6,21.8,31.2,16.6
32,James Jones,GB,WR,16,1001,62.6,90.8,0,9.8,6.4,9.8,162.4,16.2
33,Golden Tate,SEA,WR,15,717,47.8,70.6,0.4,9.3,6.8,9.9,115.72,16.1
33,Antonio Brown,PIT,WR,13,654,50.3,61.3,1.1,16.2,11.5,17.6,105.1,16.1
35,Wes Welker,NE,WR,16,1076,67.2,86.8,0.2,16.3,11.2,16.4,171.4,15.9
36,Steve Smith,CAR,WR,16,911,56.9,88.4,0.3,15.1,8.3,15.5,142.1,15.6
36,Mike Wallace,PIT,WR,15,835,55.7,82.7,0.6,14.3,8.3,14.9,130.3,15.6
38,Sidney Rice,SEA,WR,16,765,47.8,75.3,0.3,10.7,7.1,11.2,118.4,15.5
38,Andrew Hawkins,CIN,WR,14,519,37.1,49.1,1.2,15.4,11,16.6,80.3,15.5
38,Travis Benjamin,CLE,WR,14,299,21.4,29,2,12.4,8,14.4,46.4,15.5
38,Ryan Broyles,DET,WR,10,278,27.8,31,0,11.5,7.9,11.5,43,15.5
42,Kendall Wright,TEN,WR,15,556,37.1,55.8,0.2,18.7,11.7,18.9,85,15.3
43,Kevin Ogletree,DAL,WR,15,452,30.1,41.1,0.4,12.2,7.5,12.6,68.5,15.2
43,Mario Manningham,SF,WR,12,363,30.2,38.7,0.8,15.7,12.4,16.5,55.3,15.2
45,Reggie Wayne,IND,WR,16,1079,67.4,92.3,0.1,18.1,9.9,18.2,163,15.1
45,Randy Moss,SF,WR,16,406,25.4,40.4,0,12.3,6.9,12.3,61.4,15.1
47,Miles Austin,DAL,WR,16,860,53.8,78.2,0,13.8,7.7,13.8,128.3,14.9
48,Chris Givens,LAR,WR,15,615,41,58.9,0.5,13,7.3,13.5,91,14.8
48,Julian Edelman,NE,WR,9,297,33,32.3,1.3,10.8,8.4,12.1,44,14.8
50,Steve Johnson,BUF,WR,16,940,58.8,93,0,15.7,8.4,15.7,138.6,14.7
50,Joseph Morgan,NO,WR,14,382,27.3,34.5,0.3,5.2,2.9,5.5,56,14.7
52,Torrey Smith,BAL,WR,16,919,57.4,84.2,0.3,12,5.7,12.3,134.4,14.6
52,Denarius Moore,OAK,WR,15,794,52.9,73.5,0.1,14.4,6.5,14.5,115.6,14.6
54,Greg Jennings,GB,WR,8,420,52.5,38.1,0,14.8,8.6,14.8,60.6,14.4
55,Brandon Stokley,DEN,WR,15,597,39.8,52.2,0,9.9,7.5,9.9,84.4,14.1
56,Jeremy Kerley,NYJ,WR,16,663,41.4,61.7,0.8,14.5,9.4,15.4,91.18,13.8
56,Kenny Britt,TEN,WR,14,600,42.9,64.4,0,15,7.5,15,82.9,13.8
58,Brad Smith,BUF,WR,15,314,20.9,31.1,4.5,7,9.2,11.8,42.8,13.6
59,Anquan Boldin,BAL,WR,15,877,58.5,80.4,0.1,12.8,7.5,12.9,118.4,13.5
60,Austin Pettis,LAR,WR,14,374,26.7,40.7,0,12.8,8,12.8,50.1,13.4
61,Josh Gordon,CLE,WR,16,815,50.9,79,0,11.7,6.1,11.7,108.5,13.3
62,Malcom Floyd,LAC,WR,14,846,60.4,92.7,0,10,6.6,10,111.4,13.2
63,Rod Streater,OAK,WR,16,581,36.3,53.8,0,12.7,6.7,12.7,76.4,13.1
64,Andre Roberts,ARI,WR,15,838,55.9,79.7,0.5,13.6,8.1,14.1,108.8,13
64,Brandon Gibson,LAR,WR,16,763,47.7,73.1,0,10.7,6.7,10.7,99.1,13
64,Dwayne Bowe,KC,WR,13,738,56.8,83.8,0,15.4,8,15.4,96.1,13
64,Hakeem Nicks,NYG,WR,13,670,51.5,65.7,0,14.9,7.9,14.9,87.2,13
68,Jeremy Maclin,PHI,WR,15,975,65,86.5,0,12.5,7.1,12.5,125.7,12.9
69,Leonard Hankerson,WAS,WR,16,573,35.8,55.5,0.3,9.9,7,10.3,72.8,12.7
69,Alshon Jeffery,CHI,WR,10,431,43.1,41.2,0,11.1,5.6,11.1,54.7,12.7
71,Brian Hartline,MIA,WR,16,894,55.9,86.3,0,14.7,8.3,14.7,112.3,12.6
71,Brandon LaFell,CAR,WR,14,757,54.1,73.5,0.4,10,6.2,10.4,95.2,12.6
71,Doug Baldwin,SEA,WR,14,434,31,42.7,0,11.5,6.7,11.5,54.6,12.6
74,Justin Blackmon,JAX,WR,16,965,60.3,90.8,0.2,13.7,6.8,13.9,120.8,12.5
74,Nate Washington,TEN,WR,16,789,49.3,79.2,0,11.4,5.8,11.4,98.6,12.5
76,Tiquan Underwood,TB,WR,14,445,31.8,47.7,0.2,12.4,6.5,12.6,54.6,12.3
77,Nate Burleson,DET,WR,6,356,59.3,78.9,2.2,12.1,9.8,14.3,42.8,12
78,Michael Floyd,ARI,WR,16,555,34.7,52.8,0,15.5,8.1,15.5,66.2,11.9
78,Kyle Williams,SF,WR,11,246,22.4,36.2,1.6,8.9,7.3,10.6,29.3,11.9
80,Earl Bennett,CHI,WR,12,418,34.8,40,0,11.7,6.9,11.7,49.5,11.8
81,Brandon Lloyd,NE,WR,16,1041,65.1,84,0,12.5,7.1,12.5,121.1,11.6
81,DeSean Jackson,PHI,WR,11,700,63.6,88.6,0.4,12.6,6.9,13,81.3,11.6
81,Eddie Royal,LAC,WR,10,273,27.3,26.6,1.1,16.1,9.5,17.2,31.6,11.6
84,Darrius Heyward-Bey,OAK,WR,15,806,53.7,74.6,0.2,9.9,5.3,10.2,92.2,11.4
85,Davone Bess,MIA,WR,13,741,57,71.5,0,14.2,8.2,14.2,83.8,11.3
86,Jordan Shipley,JAX,WR,7,253,36.1,52.3,0,15.4,9.1,15.4,28.4,11.2
87,Jacoby Jones,BAL,WR,16,426,26.6,39,0.2,12.9,7.3,13.1,47.2,11.1
87,David Nelson,BUF,WR,1,28,28,46.7,0,17.9,7.1,17.9,3.1,11.1
89,Titus Young,DET,WR,10,603,60.3,67.3,0.3,9.3,5.8,9.6,63.9,10.6
90,Stephen Hill,NYJ,WR,11,412,37.5,43.9,0,11.4,5.1,11.4,43.2,10.5
91,Donald Jones,BUF,WR,12,670,55.8,75.7,0,10,6.1,10,68.3,10.2
92,Larry Fitzgerald,ARI,WR,16,1030,64.4,97.9,0,15.1,6.9,15.1,103.8,10.1
92,Josh Morgan,WAS,WR,16,709,44.3,68.6,0.4,10.3,7.3,10.9,71.5,10.1
92,Mohamed Massaquoi,CLE,WR,9,252,28,26,0,13.1,6.7,13.1,25.4,10.1
95,Greg Little,CLE,WR,16,906,56.6,87.9,0.2,10.2,6.1,10.4,90.2,10
96,Jason Avant,PHI,WR,14,656,46.9,58.2,0,11.6,8.1,11.6,64.8,9.9
96,Clyde Gates,NYJ,WR,11,239,21.7,22.3,0.4,14.6,7.1,15.1,23.6,9.9
98,Donnie Avery,IND,WR,16,1025,64.1,87.7,0.4,12.3,6.2,12.7,97,9.5
99,Emmanuel Sanders,PIT,WR,16,722,45.1,67.7,0.1,10.2,6.2,10.4,65,9
100,Braylon Edwards,NYJ,WR,13,292,22.5,30.2,0,12,6.2,12,25.9,8.9
101,Riley Cooper,PHI,WR,11,487,44.3,43.2,0,9.9,4.7,9.9,42.8,8.8
101,Laurent Robinson,JAX,WR,7,264,37.7,41.3,0,16.3,9.1,16.3,23.2,8.8
103,Marvin Jones,CIN,WR,11,355,32.3,33.6,0.8,9,5.9,9.9,30.8,8.7
104,Damian Williams,TEN,WR,13,379,29.2,38.1,0,11.9,7.9,11.9,32.4,8.5
104,Devin Hester,CHI,WR,15,361,24.1,34.5,0.8,11.1,7.2,11.9,30.8,8.5
104,Kris Durham,DET,WR,4,218,54.5,71.9,0,9.6,3.7,9.6,18.5,8.5
107,Michael Jenkins,MIN,WR,16,707,44.2,68.3,0,10.2,5.7,10.2,56.9,8
107,Robert Meachem,LAC,WR,15,400,26.7,39,0.2,8,3.8,8.2,32.1,8
107,Armon Binns,MIA,WR,11,396,36,39.8,0,10.1,6.1,10.1,31.7,8
110,Kevin Walter,HOU,WR,16,819,51.2,72.7,0,8.3,5,8.3,63.8,7.8
110,Harry Douglas,ATL,WR,15,586,39.1,55.3,0.3,10.1,6.8,10.4,45.9,7.8
112,Chaz Schilens,NYJ,WR,15,505,33.7,47,0,8.1,5.5,8.1,38.9,7.7
113,Jabar Gaffney,MIA,WR,3,90,30,24.9,0,11.1,4.4,11.1,6.8,7.6
114,Jonathan Baldwin,KC,WR,15,542,36.1,51.5,0,8.7,3.7,8.7,38.5,7.1
115,Louis Murphy,CAR,WR,16,668,41.8,64.9,0.1,9.1,3.9,9.3,45.9,6.9
116,Rishard Matthews,MIA,WR,8,236,29.5,22.8,0,8.5,4.7,8.5,15.1,6.4
117,Seyi Ajirotutu,LAC,WR,3,72,24,22.6,0,5.6,4.2,5.6,4.5,6.2
118,TJ Graham,BUF,WR,15,696,46.4,68.8,0.1,8.3,4.6,8.5,38.7,5.6
118,Jerome Simpson,MIN,WR,12,453,37.8,54.8,0,11.3,5.7,11.3,25.4,5.6
118,Early Doucet,ARI,WR,12,387,32.2,36.8,0.5,13.7,7.8,14.2,21.6,5.6
121,Devery Henderson,NO,WR,15,702,46.8,63.4,0.1,6.7,3.3,6.8,38.9,5.5
122,Devin Aromashodu,MIN,WR,15,336,22.4,32.5,0,6.5,3.3,6.5,18.2,5.4
123,Mike Thomas,DET,WR,16,456,28.5,40.9,1.5,8.8,5.5,10.3,22.5,4.9
124,Steve Smith,LAR,WR,15,322,21.5,30.8,0,7.8,4.3,7.8,13.1,4.1
125,Jamar Newsome,KC,WR,6,191,31.8,53.8,0,8.4,2.6,8.4,7.3,3.8
126,Toney Clemons,JAX,WR,4,114,28.5,31.7,0,9.6,2.6,9.6,4.1,3.6
127,Deion Branch,NE,WR,10,475,47.5,58.9,0,6.1,3.4,6.1,14.5,3.1
128,Steve Breaston,KC,WR,10,257,25.7,24.4,0,5.8,2.7,5.8,7.4,2.9
129,Kris Adams,IND,WR,3,94,31.3,44.1,0,8.5,2.1,8.5,2.6,2.8
130,Legedu Naanee,MIA,WR,4,121,30.2,40.7,0,4.1,0.8,4.1,-0.1,-0.1
