Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
72,Trent Taylor,SF,WR,15,493,32.9,44.7,0,12.2,8.7,12.2,53,10.8
72,Tavarres King,NYG,WR,8,393,49.1,49.9,0.5,9.4,5.1,9.9,42.3,10.8
75,Nick Williams,ATL,WR,1,28,28,2.7,0,14.3,10.7,14.3,3,10.7
76,Tyler Lockett,SEA,WR,16,692,43.2,64.8,1.4,10.3,7.9,11.7,73.3,10.6
76,Emmanuel Sanders,DEN,WR,12,635,52.9,56.4,0,14.5,7.4,14.5,67.5,10.6
76,Hunter Sharp,NYG,WR,3,108,36,35.8,0,8.3,4.6,8.3,11.4,10.6
79,Justin Hardy,ATL,WR,16,383,23.9,37.3,0,7.6,5.2,7.6,40.1,10.5
79,Michael Campanaro,BAL,WR,13,263,20.2,24.2,1.9,10.3,9.1,12.2,27.5,10.5
81,Jordy Nelson,GB,WR,15,806,53.7,77,0,10.9,6.6,10.9,84.2,10.4
82,Dede Westbrook,JAX,WR,7,386,55.1,34.1,0,13.2,7,13.2,39.9,10.3
83,Deonte Thompson,BUF,WR,16,662,41.4,62.8,0.3,10.3,6,10.6,67,10.1
83,Josh Bellamy,CHI,WR,15,438,29.2,44.2,0.2,10.5,5.7,10.7,44.2,10.1
85,John Brown,ARI,WR,10,491,49.1,43.7,0.2,11.2,4.5,11.4,48.9,10
86,Adam Humphries,TB,WR,16,684,42.8,62.5,0.1,12.1,9.1,12.3,67.7,9.9
87,Cole Beasley,DAL,WR,15,576,38.4,53.9,0,10.9,6.2,10.9,55.4,9.6
87,Kenny Britt,NE,WR,12,392,32.7,37.7,0,11,5.1,11,37.6,9.6
89,Corey Coleman,CLE,WR,9,450,50,42.1,0,12.7,5.1,12.7,42.5,9.4
90,Bennie Fowler,DEN,WR,16,575,35.9,51.1,0,9.7,5,9.7,53,9.2
91,Kendrick Bourne,SF,WR,11,283,25.7,25.6,0,12,5.7,12,25.7,9.1
92,Taylor Gabriel,ATL,WR,16,540,33.8,52.6,1.5,9.4,7.6,10.9,48.7,9
93,Dontrelle Inman,CHI,WR,12,457,38.1,45.9,0,9.6,5.5,9.6,40.3,8.8
93,Andre Holmes,BUF,WR,14,340,24.3,34.4,0,6.8,3.8,6.8,30,8.8
95,Jaron Brown,ARI,WR,16,822,51.4,73.1,0,8.4,3.8,8.4,71.7,8.7
95,Aldrick Robinson,SF,WR,16,438,27.4,39.7,0,11,4.3,11,38,8.7
97,Jeremy Kerley,NYJ,WR,8,277,34.6,35.8,0,9.7,7.9,9.7,23.7,8.6
98,Eric Decker,TEN,WR,16,736,46,71.9,0,11.3,7.5,11.4,62.3,8.5
99,Brandon LaFell,CIN,WR,16,863,53.9,89.2,0,10.3,6,10.3,72.8,8.4
99,Terrance Williams,DAL,WR,16,692,43.2,64.8,0.3,11.1,7.9,11.4,58.3,8.4
101,Donte Moncrief,IND,WR,12,614,51.2,59.6,0,7.7,4.2,7.7,51.1,8.3
102,Louis Murphy,SF,WR,7,227,32.4,47.1,0,7.5,3.5,7.5,18.1,8
103,Bruce Ellington,HOU,WR,11,591,53.7,68.6,0.5,9.6,5.4,10.2,46.7,7.9
103,Chester Rogers,IND,WR,11,445,40.5,43.2,0.7,8.3,5.8,9,35.2,7.9
103,Terrelle Pryor,WAS,WR,9,378,42,52,0,9.8,5.3,9.8,30,7.9
103,Curtis Samuel,CAR,WR,9,226,25.1,29.9,1.8,11.5,8.4,13.3,17.9,7.9
107,Brandon Coleman,NO,WR,16,650,40.6,62.6,0,5.7,3.5,5.7,50.4,7.8
108,Roger Lewis,NYG,WR,15,695,46.3,64.1,0,10.4,5.2,10.4,53.6,7.7
108,Brenton Bersin,CAR,WR,8,166,20.8,16.5,0,8.4,4.8,8.4,12.8,7.7
110,Torrey Smith,PHI,WR,16,735,45.9,65,0.1,9.3,5,9.4,54.7,7.4
111,Corey Davis,TEN,WR,11,516,46.9,50.4,0,12.6,6.6,12.6,35.5,6.9
112,Geronimo Allison,GB,WR,15,343,22.9,32.8,0,11.4,6.7,11.4,23.3,6.8
113,Seth Roberts,OAK,WR,15,752,50.1,74.2,0,8.6,5.7,8.6,47.5,6.3
113,Rashard Higgins,CLE,WR,15,664,44.3,66.2,0.2,7.5,4.2,7.7,41.6,6.3
113,Jordan Matthews,BUF,WR,10,509,50.9,64.6,0,7.1,4.9,7.1,32.2,6.3
116,Ricardo Louis,CLE,WR,16,572,35.8,53.5,0,10.7,4.7,10.7,35.7,6.2
116,Tre McBride,CHI,WR,8,234,29.2,42.2,0,6.4,3.4,6.4,14.4,6.2
118,Brandon Marshall,NYG,WR,5,254,50.8,36.1,0,13,7.1,13,15.4,6.1
119,Chris Conley,KC,WR,5,293,58.6,42.1,0,5.5,3.8,5.5,17.5,6
120,Russell Shepard,CAR,WR,15,482,32.1,44.7,0.4,6.8,3.9,7.3,28.1,5.8
121,Zay Jones,BUF,WR,15,793,52.9,75.2,0,9.3,3.4,9.3,43.6,5.5
121,Jordan Taylor,DEN,WR,10,258,25.8,22.9,0,7.8,5,7.8,14.2,5.5
121,Michael Clark,GB,WR,2,75,37.5,22.3,0,18.7,5.3,18.7,4.1,5.5
124,Phillip Dorsett,NE,WR,15,377,25.1,33,0.3,4.8,3.4,5,20.1,5.3
125,Braxton Miller,HOU,WR,11,427,38.8,38.7,0.2,6.8,4.7,7,22.3,5.2
126,Josh Malone,CIN,WR,11,249,22.6,25.7,0.8,6.8,3.2,7.6,12.5,5
127,Eli Rogers,PIT,WR,14,386,27.6,34.8,0,9.3,4.7,9.3,18.9,4.9
128,Mike Williams,LAC,WR,10,234,23.4,22,0,9.8,4.7,9.8,9.5,4.1
129,Laquon Treadwell,MIN,WR,16,502,31.4,44.9,0,7,4,7,20,4
129,Travis Rudolph,NYG,WR,7,253,36.1,33.6,0,8.3,3.2,8.3,10.1,4
129,Bryce Treggs,CLE,WR,6,162,27,26.9,0.6,11.1,3.7,11.7,6.5,4
132,Demarcus Robinson,KC,WR,16,586,36.6,56.7,0,6.7,3.6,6.7,21.2,3.6
133,Willie Snead,NO,WR,11,259,23.5,24.9,0,6.2,3.1,6.2,7.2,2.8
133,Griff Whalen,BAL,WR,2,83,41.5,63.8,0,7.2,4.8,7.2,2.3,2.8
135,Chad Hansen,NYJ,WR,15,342,22.8,32.9,0,4.7,2.6,4.7,9.4,2.7
135,Darius Powe,NYG,WR,1,48,48,60,0,8.3,4.2,8.3,1.3,2.7
137,Deandrew White,HOU,WR,2,94,47,39.2,0,7.4,1.1,7.4,2.4,2.6
138,Kamar Aiken,IND,WR,15,588,39.2,57.1,0,7.5,2.6,7.5,13.3,2.3
139,Breshad Perriman,BAL,WR,11,387,35.2,35.6,0,9,2.6,9,7.7,2
140,Tanner Gentry,CHI,WR,4,182,45.5,73.1,0,3.3,1.6,3.3,3.5,1.9
141,Kevin White,CHI,WR,1,47,47,6.8,0,8.5,4.3,8.5,0.6,1.3
142,Marquis Bundy,NYG,WR,1,64,64,82.1,0,4.7,0,4.7,0,0
142,Quincy Adeboyejo,BAL,WR,1,21,21,27.6,0,0,0,0,0,0
