Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
1,Antonio Brown,PIT,WR,14,888,63.4,80.1,0,18.4,11.4,18.4,209.3,23.6
2,Odell Beckham Jr,NYG,WR,4,212,53,30.1,0.5,19.3,12.3,19.8,49,23.1
3,Julio Jones,ATL,WR,16,766,47.9,74.7,0.1,19.3,11.6,19.5,163.9,21.4
4,Tyreek Hill,KC,WR,15,779,51.9,75.4,2.2,13.5,11.9,15.8,164.2,21.1
5,DeAndre Hopkins,HOU,WR,15,1027,68.5,93.2,0,16.9,9.3,16.9,213.8,20.8
6,Keenan Allen,LAC,WR,16,897,56.1,84.3,0.2,17.7,11.6,17.9,182.2,20.3
7,Davante Adams,GB,WR,14,776,55.4,74.1,0,15.1,9.5,15.1,148.5,19.1
8,Juju Smith-Schuster,PIT,WR,14,707,50.5,69.4,0,11.2,8.2,11.2,133.7,18.9
8,Michael Crabtree,OAK,WR,14,603,43.1,63.6,0,16.7,9.6,16.7,113.8,18.9
8,Brice Butler,DAL,WR,13,263,20.2,24.6,0,9.1,5.7,9.1,49.7,18.9
11,Michael Thomas,NO,WR,16,851,53.2,81.9,0,17.5,12.2,17.5,154.5,18.2
12,AJ Green,CIN,WR,16,857,53.6,88.6,0,16.8,8.8,16.8,151.8,17.7
13,Doug Baldwin,SEA,WR,16,855,53.4,80.1,0.2,13.6,9,13.8,148.3,17.3
13,Ted Ginn,NO,WR,15,617,41.1,59.4,1.6,11.3,10.2,13,106.6,17.3
15,Stefon Diggs,MIN,WR,14,781,55.8,69.9,1,12.2,9.2,13.2,134.2,17.2
16,Robby Anderson,NYJ,WR,16,812,50.8,78.2,0.4,14,8.1,14.4,137,16.9
17,Golden Tate,DET,WR,16,791,49.4,75.8,0.6,15.2,12.3,15.8,132.5,16.8
18,Robert Woods,LAR,WR,12,651,54.2,62.5,0.3,13.1,8.9,13.4,107.3,16.5
19,Marvin Jones,DET,WR,16,1005,62.8,96.3,0,10.6,6.1,10.6,164.1,16.3
20,Nelson Agholor,PHI,WR,16,813,50.8,71.9,0.1,11.7,7.7,11.8,131.5,16.2
21,Will Fuller,HOU,WR,10,530,53,48.1,0.4,9.4,5.7,9.8,85.2,16.1
22,Travis Benjamin,LAC,WR,16,566,35.4,53.2,2.3,11.5,8.3,13.8,90.3,16
23,Jarvis Landry,MIA,WR,16,932,58.2,89.6,0.1,17.3,12.2,17.5,148,15.9
24,Jaelen Strong,JAX,WR,2,63,31.5,8.5,0,6.3,4.8,6.3,9.8,15.6
25,Devin Funchess,CAR,WR,16,853,53.3,79.1,0,13,7.4,13,132,15.5
25,Cooper Kupp,LAR,WR,15,742,49.5,71.3,0,12.7,8.5,12.8,114.9,15.5
25,Amari Cooper,OAK,WR,14,710,50.7,70.1,0.1,13.5,6.9,13.7,110.4,15.5
28,Josh Gordon,CLE,WR,5,259,51.8,24.2,0,16.6,6.9,16.6,39.5,15.3
29,Alshon Jeffery,PHI,WR,16,927,57.9,82,0,12.9,6.1,12.9,138.9,15
30,Mike Evans,TB,WR,15,884,58.9,80.8,0,15.4,8,15.4,132.1,14.9
31,Brandin Cooks,NE,WR,16,1058,66.1,92.7,0.9,10.8,7,11.6,156.2,14.8
32,Marquise Goodwin,SF,WR,16,771,48.2,69.8,0.5,13.6,7.8,14.1,112.6,14.6
32,Kelvin Benjamin,BUF,WR,14,597,42.6,52.6,0,13.1,8,13.1,87.2,14.6
34,DeSean Jackson,TB,WR,14,610,43.6,55.8,0.5,14.8,8.7,15.2,88.6,14.5
35,Adam Thielen,MIN,WR,16,1034,64.6,92.5,0.1,13.8,8.9,13.9,148.7,14.4
36,Larry Fitzgerald,ARI,WR,16,1074,67.1,95.6,0,15,10.2,15.1,152.44,14.2
36,Mohamed Sanu,ATL,WR,15,756,50.4,73.7,0.5,12.7,9.5,13.4,107.34,14.2
38,Jamison Crowder,WAS,WR,15,674,44.9,66.3,1,15.3,10.8,16.3,94.3,14
38,Kenny Golladay,DET,WR,11,477,43.4,45.7,0.2,10.1,6.1,10.3,66.6,14
40,Demaryius Thomas,DEN,WR,16,886,55.4,78.8,0,15.8,9.4,15.8,122.9,13.9
40,Mike Wallace,BAL,WR,15,714,47.6,65.7,0.1,12.9,7.4,13,99.2,13.9
42,Sammy Watkins,LAR,WR,15,778,51.9,74.7,0,9,5,9,107.3,13.8
42,Rishard Matthews,TEN,WR,14,746,53.3,72.9,0.1,11.7,7.2,11.8,103.2,13.8
42,Albert Wilson,KC,WR,13,538,41.4,52.1,0.6,11.5,8.4,12.1,74,13.8
45,Danny Amendola,NE,WR,15,569,37.9,49.9,0,15.3,10.7,15.3,77.9,13.7
46,Ryan Grant,WAS,WR,16,616,38.5,60.6,0,10.6,7.3,10.6,81.3,13.2
47,Dez Bryant,DAL,WR,16,894,55.9,83.7,0.1,14.8,7.8,14.9,117.4,13.1
48,Paul Richardson,SEA,WR,16,816,51,76.4,0,9.8,5.4,9.8,106.3,13
48,Chris Godwin,TB,WR,16,449,28.1,41,0,12.2,7.6,12.2,58.5,13
50,T.Y. Hilton,IND,WR,16,926,57.9,89.9,0,11.8,6.2,11.8,118.6,12.8
50,Chris Hogan,NE,WR,9,591,65.7,51.8,0.5,10,6.3,10.5,75.6,12.8
50,Cordarrelle Patterson,OAK,WR,16,431,26.9,42.5,3,9.7,10.2,12.8,55,12.8
53,Jermaine Kearse,NYJ,WR,16,880,55,84.8,0,11.6,7.4,11.6,111,12.6
53,Randall Cobb,GB,WR,15,741,49.4,70.8,1.2,12.4,10.3,13.8,93.4,12.6
55,Marqise Lee,JAX,WR,14,738,52.7,65.1,0.1,13,7.9,13.3,91.9,12.5
56,Kenny Stills,MIA,WR,16,942,58.9,90.6,0,11.1,6.2,11.1,116.7,12.4
56,Sterling Shepard,NYG,WR,11,688,62.5,63.5,0.6,12.2,9.2,12.8,85.5,12.4
56,Damiere Byrd,CAR,WR,8,191,23.9,18.8,0.5,8.9,5.8,9.4,23.7,12.4
59,Jeremy Maclin,BAL,WR,12,512,42.7,47.1,0,14.1,7.8,14.1,62,12.1
60,Keelan Cole,JAX,WR,16,755,47.2,66.6,0,11,5.6,11,90.8,12
60,Martavis Bryant,PIT,WR,15,685,45.7,61.8,0.9,12.3,8.2,13.1,82.5,12
60,JJ Nelson,ARI,WR,16,539,33.7,48,0.6,11.3,5.9,11.9,64.5,12
60,TJ Jones,DET,WR,14,400,28.6,43.4,0,12.2,7.5,12.2,47.9,12
64,Kendall Wright,CHI,WR,16,580,36.2,58.6,0,15.7,10.2,15.7,67.4,11.6
65,Pierre Garcon,SF,WR,8,433,54.1,57.4,0,15.5,9.2,15.5,50,11.5
66,Cody Latimer,DEN,WR,11,376,34.2,33.4,0,8.2,5.1,8.2,42.7,11.4
67,Josh Doctson,WAS,WR,16,756,47.2,74.3,0.1,10.3,4.8,10.4,84.8,11.2
67,Allen Hurns,JAX,WR,10,537,53.7,47.4,0,10.4,7.3,10.4,60.4,11.2
67,Chris Moore,BAL,WR,13,375,28.8,34.5,0.5,10.1,5.3,10.7,41.9,11.2
67,Tyler Boyd,CIN,WR,10,307,30.7,31.7,0,10.4,7.2,10.4,34.5,11.2
71,Tyrell Williams,LAC,WR,16,852,53.2,80.1,0,8.1,5,8.1,94.8,11.1
72,Devante Parker,MIA,WR,13,678,52.2,65.2,0,14.2,8.4,14.2,73,10.8
