Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
52,Travis Benjamin,CLE,WR,16,383,23.9,36.4,0.8,12,5.5,12.8,50.5,13.2
54,Andre Holmes,OAK,WR,16,714,44.6,69.4,0,13.9,6.6,13.9,93.3,13.1
55,Sammy Watkins,BUF,WR,16,1027,64.2,96.7,0.2,12.5,6.5,12.7,133,13
55,Michael Crabtree,SF,WR,16,722,45.1,68.2,0.1,15,9.6,15.1,94.2,13
55,Josh Gordon,CLE,WR,5,233,46.6,78.2,0,20.2,10.7,20.6,30.3,13
58,Malcom Floyd,LAC,WR,16,943,58.9,88.3,0,9.8,5.5,9.8,121.6,12.9
58,Miles Austin,CLE,WR,12,535,44.6,64.3,0,13.5,8.8,13.5,68.8,12.9
60,Austin Pettis,LAR,WR,5,139,27.8,34.3,0,12.9,8.6,12.9,17.8,12.8
61,Greg Jennings,MIN,WR,16,873,54.6,85.3,0,10.4,6.8,10.4,110.2,12.6
61,Stedman Bailey,LAR,WR,14,404,28.9,46.1,0.2,11.4,7.7,11.6,50.8,12.6
63,Mohamed Sanu,CIN,WR,16,986,61.6,92.8,0.7,9.9,6.7,11,123.26,12.5
63,Michael Floyd,ARI,WR,16,944,59,89.1,0.1,10.5,5.1,10.6,118.3,12.5
63,Harry Douglas,ATL,WR,12,557,46.4,51.5,0,13.3,9.2,13.3,69.6,12.5
66,Vincent Jackson,TB,WR,16,904,56.5,90.9,0,15.7,7.7,15.7,110.2,12.2
67,Kenny Britt,LAR,WR,16,785,49.1,78.2,0.3,10.7,6.4,11,94.2,12
68,Keenan Allen,LAC,WR,14,837,59.8,78.4,0,14.5,9.2,14.5,98.3,11.7
69,Rueben Randle,NYG,WR,16,961,60.1,85.2,0,13.2,7.4,13.2,111.8,11.6
70,Doug Baldwin,SEA,WR,16,879,54.9,83.2,0.1,11.1,7.6,11.3,101.3,11.5
71,Andre Johnson,HOU,WR,15,926,61.7,83.5,0,15.8,9.2,15.8,105.6,11.4
71,Justin Hunter,TEN,WR,12,593,49.4,83.2,0,11.3,4.7,11.3,67.8,11.4
73,Taylor Gabriel,CLE,WR,16,611,38.2,58.1,0.5,11.9,6.5,12.4,69.1,11.3
73,Joseph Morgan,NO,WR,5,141,28.2,18.1,0.7,7.1,3.5,7.8,15.9,11.3
75,Hakeem Nicks,IND,WR,16,576,36,49.9,0,11.8,6.6,11.8,64.5,11.2
75,Greg Salas,NYJ,WR,10,220,22,26.8,0.5,10.5,4.1,10.9,24.7,11.2
77,Robert Woods,BUF,WR,16,899,56.2,84.7,0,11.6,7.2,11.6,99.9,11.1
78,Louis Murphy,TB,WR,11,456,41.5,64.7,0,12.3,6.8,12.3,50,11
79,Tavon Austin,LAR,WR,15,536,35.7,53.4,6.7,8.2,12.5,14.9,58.6,10.9
80,Nick Toon,NO,WR,8,239,29.9,21,0.4,9.6,7.5,10,25.9,10.8
81,Pierre Garcon,WAS,WR,16,872,54.5,82.7,0,12,7.9,12.2,93.2,10.7
81,Victor Cruz,NYG,WR,6,372,62,89.4,0,11,6.2,11,39.7,10.7
81,Mike Williams,BUF,WR,8,188,23.5,20.1,0,10.1,4.3,10.1,20.2,10.7
84,Cordarrelle Patterson,MIN,WR,16,566,35.4,55.3,1.8,11.8,7.6,13.6,60.1,10.6
84,Brandon Lloyd,SF,WR,14,335,23.9,31.7,0,10.4,4.2,10.4,35.4,10.6
86,Markus Wheaton,PIT,WR,16,747,46.7,67.1,0.5,11.5,7.6,12,78.3,10.5
87,Larry Fitzgerald,ARI,WR,14,857,61.2,80.9,0,12,7.4,12,88.4,10.3
88,Reggie Wayne,IND,WR,15,859,57.3,74.4,0,13.5,7.5,13.5,87.9,10.2
89,Nate Washington,TEN,WR,16,765,47.8,79.2,0,9.4,5.2,9.4,76.7,10
89,Marqise Lee,JAX,WR,13,492,37.8,47.4,0.6,13.8,8.1,14.4,49.1,10
91,Dwayne Bowe,KC,WR,15,790,52.7,83.2,0,12,7.6,12,75.4,9.5
92,Cecil Shorts,JAX,WR,13,741,57,71.5,0,14.8,7.4,15.1,64.98,8.8
93,Preston Parker,NYG,WR,16,593,37.1,52.6,0,9.4,6.1,9.4,51.8,8.7
94,Davante Adams,GB,WR,16,738,46.1,70.3,0,8.9,5.1,8.9,62.6,8.5
95,Jerricho Cotchery,CAR,WR,15,783,52.2,70.9,0,10,6.1,10,66,8.4
96,Andre Roberts,WAS,WR,16,693,43.3,65.7,0.3,10.5,5.5,10.8,55.4,8
97,Wes Welker,DEN,WR,14,743,53.1,73.9,0,8.6,6.6,8.6,58.4,7.9
98,Jermaine Kearse,SEA,WR,15,791,52.7,74.8,0.3,8.7,5.2,9.1,61.88,7.8
99,Riley Cooper,PHI,WR,16,956,59.8,81.3,0,9.8,5.8,9.8,73.7,7.7
100,Jeremy Kerley,NYJ,WR,16,734,45.9,67.5,0.5,10.2,5.9,10.9,55.5,7.6
101,Jason Avant,KC,WR,16,554,34.6,52.8,0.2,11.2,6.3,11.4,41.4,7.5
102,Brian Hartline,MIA,WR,16,813,50.8,74.2,0,7.7,4.8,7.7,59.4,7.3
103,Damaris Johnson,HOU,WR,16,576,36,51.9,0.9,8.5,6.2,9.4,41,7.1
103,Brandon Gibson,MIA,WR,14,503,35.9,45.9,0,10.1,5.8,10.1,35.5,7.1
105,Kenbrell Thompkins,OAK,WR,14,394,28.1,36.9,0.5,12.2,5.8,12.7,26.7,6.8
105,Marlon Brown,BAL,WR,14,375,26.8,34.9,0,8.3,6.4,8.3,25.5,6.8
107,Paul Richardson,SEA,WR,15,497,33.1,47,0,8.9,5.8,8.9,33.1,6.7
107,Donnie Avery,KC,WR,6,232,38.7,23,0,11.2,6.5,11.2,15.6,6.7
107,Mike Brown,JAX,WR,5,101,20.2,14.1,0,14.9,6.9,14.9,6.8,6.7
110,Corey Fuller,DET,WR,16,410,25.6,37.5,0,7.6,3.4,7.6,24.2,5.9
111,Danny Amendola,NE,WR,16,456,28.5,40.3,0,9.2,5.9,9.2,26,5.7
112,Marquess Wilson,CHI,WR,7,373,53.3,82.5,0,8.6,4.6,8.6,20,5.4
113,Brandon Tate,CIN,WR,16,484,30.2,45.6,0.6,5.4,4.1,6,25.4,5.2
114,Quinton Patton,SF,WR,4,86,21.5,8.1,1.2,9.3,4.7,10.5,4.4,5.1
115,Greg Little,CIN,WR,6,137,22.8,18.7,0,8.8,4.4,8.8,6.9,5
115,Kris Durham,TEN,WR,4,108,27,11.2,0,10.2,5.6,10.2,5.4,5
117,Jeremy Ross,DET,WR,16,709,44.3,64.9,0.3,4.9,3.7,5.2,33.3,4.7
118,Robert Meachem,NO,WR,11,250,22.7,21.9,0,8.4,2.8,8.4,11.4,4.6
119,DeVier Posey,HOU,WR,1,66,66,6,0,1.5,1.5,1.5,3,4.5
120,Denarius Moore,OAK,WR,10,229,22.9,22.3,0.4,11.8,5.7,12.2,9.6,4.2
121,Josh Morgan,CHI,WR,14,422,30.1,39.9,0.5,4.5,2.8,5,16,3.8
122,AJ Jenkins,KC,WR,9,247,27.4,35.1,0.8,6.1,4.5,6.9,9.1,3.7
123,Jerrel Jernigan,NYG,WR,2,108,54,81.8,0.9,8.3,6.5,9.3,3.8,3.5
124,Justin Brown,PIT,WR,8,260,32.5,23.4,0,8.1,4.6,8.1,7.4,2.8
125,Santonio Holmes,CHI,WR,9,249,27.7,41.1,0,5.6,3.2,5.6,6.7,2.7
126,Tavarres King,TB,WR,2,55,27.5,12.3,0,5.5,3.6,5.5,1.3,2.4
127,David Nelson,NYJ,WR,6,298,49.7,61.3,0,5.4,2.7,5.4,6.5,2.2
128,Leonard Hankerson,WAS,WR,1,21,21,4.6,0,4.8,0,4.8,0,0
