Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
45,Mohamed Sanu,ATL,WR,6,310,51.7,75.6,0.3,10.6,7.4,11,49.9,16.1
46,Robby Anderson,NYJ,WR,6,256,42.7,68.1,0.4,10.2,5.9,10.5,40.1,15.7
47,Demaryius Thomas,DEN,WR,7,353,50.4,75.1,0,13.9,9.3,13.9,55.2,15.6
48,Christian Kirk,ARI,WR,7,283,40.4,73.9,0.7,13.1,10.6,13.8,44,15.5
48,Josh Gordon,NE,WR,4,168,42,53,0,10.7,6,10.7,26.1,15.5
50,Devin Funchess,CAR,WR,5,284,56.8,85.5,0,12.7,8.1,12.7,43.2,15.2
50,John Ross,CIN,WR,4,129,32.2,48,0.8,11.6,6.2,12.4,19.6,15.2
52,Julian Edelman,NE,WR,2,119,59.5,81,0.8,13.4,10.1,14.3,17.8,15
53,Kenny Stills,MIA,WR,6,320,53.3,89.6,0,8.1,4.7,8.1,47.6,14.9
54,Corey Davis,TEN,WR,6,310,51.7,86.4,0,15.8,8.7,15.8,44.5,14.4
55,Jordy Nelson,OAK,WR,6,365,60.8,87.1,0,8.5,6,8.5,52.3,14.3
56,Keke Coutee,HOU,WR,3,182,60.7,61.9,1.6,14.8,12.6,16.5,25.3,13.9
57,Michael Crabtree,BAL,WR,6,339,56.5,71.2,0,16.2,8.8,16.2,46.3,13.7
57,Anthony Miller,CHI,WR,4,153,38.2,54.6,0,9.8,5.9,9.8,20.9,13.7
59,Marvin Jones,DET,WR,5,314,62.8,93.2,0,10.5,5.1,10.5,42.1,13.4
60,Sterling Shepard,NYG,WR,6,363,60.5,94.5,0,11.8,8.5,11.8,48.1,13.3
61,Taywan Taylor,TEN,WR,6,168,28,46.8,0,15.5,10.7,15.5,22.2,13.2
62,Martavis Bryant,OAK,WR,5,156,31.2,45.2,0.6,14.1,9.6,14.7,20.4,13.1
63,Sammy Watkins,KC,WR,6,293,48.8,74.7,1.4,11.3,8.9,12.6,38.2,13
63,Jordan Matthews,PHI,WR,4,128,32,44.1,0,7,4.7,7,16.7,13
65,Allen Robinson,CHI,WR,5,311,62.2,91.2,0,12.2,7.7,12.2,40.1,12.9
66,Rashard Higgins,CLE,WR,5,238,47.6,61,0,9.7,6.7,9.7,30.4,12.8
67,Quincy Enunwa,NYJ,WR,6,260,43.3,69.1,0.4,16.5,8.8,16.9,32.7,12.6
67,Bruce Ellington,HOU,WR,3,121,40.3,57.9,0,9.9,6.6,9.9,15.2,12.6
69,Paul Richardson,WAS,WR,5,268,53.6,77.7,0.4,9,6.3,9.3,33.4,12.5
69,Marquez Valdes-Scantling,GB,WR,6,217,36.2,50,0,9.7,5.5,9.7,27.2,12.5
71,Willie Snead,BAL,WR,6,300,50,63,0,14.3,10,14.3,37.3,12.4
71,Randall Cobb,GB,WR,3,188,62.7,91.3,0,14.4,9,14.4,23.4,12.4
71,Damion Ratley,CLE,WR,3,66,22,31,0,12.1,9.1,12.1,8.2,12.4
74,Dante Pettis,SF,WR,4,129,32.2,50,0,5.4,2.3,5.4,15.6,12.1
75,Phillip Dorsett,NE,WR,6,260,43.3,63.1,0,11.2,7.3,11.2,31,11.9
76,Seth Roberts,OAK,WR,5,171,34.2,49.9,0,12.3,8.8,12.3,19.8,11.6
76,Trent Taylor,SF,WR,5,159,31.8,44.7,0,14.5,10.1,14.5,18.5,11.6
78,Chester Rogers,IND,WR,6,295,49.2,66.4,0,14.2,9.5,14.2,33.5,11.4
78,Equanimeous St. Brown,GB,WR,3,95,31.7,33,0,6.3,4.2,6.3,10.8,11.4
80,Donte Moncrief,JAX,WR,6,308,51.3,77.2,0,12.7,5.8,12.7,34.9,11.3
81,Courtland Sutton,DEN,WR,7,327,46.7,69.6,0,10.1,4.3,10.1,36.6,11.2
82,Keelan Cole,JAX,WR,6,338,56.3,84.7,0,11.5,7.4,11.5,37.6,11.1
82,Jamison Crowder,WAS,WR,4,207,51.8,75.3,1.4,9.7,7.7,11.1,22.9,11.1
84,Jaron Brown,SEA,WR,6,176,29.3,46.1,0,5.7,4,5.7,19.3,11
85,Jarvis Landry,CLE,WR,6,432,72,93.1,0,15.5,7.2,15.5,47.2,10.9
86,Amari Cooper,OAK,WR,6,325,54.2,77.6,0.3,9.5,7.1,9.8,34.9,10.7
86,Jarius Wright,CAR,WR,5,169,33.8,50.9,0,12.4,7.7,12.4,18,10.7
88,Torrey Smith,CAR,WR,5,241,48.2,72.6,0,8.7,5,8.7,25,10.4
88,Brandon Marshall,SEA,WR,6,188,31.3,49.2,0,12.2,5.9,12.2,19.6,10.4
90,Ryan Grant,IND,WR,6,337,56.2,75.9,0,10.7,7.7,10.7,33,9.8
91,Chris Hogan,NE,WR,6,351,58.5,85.2,0,6.6,4.3,6.6,34.1,9.7
92,Nelson Agholor,PHI,WR,6,408,68,92.5,0.5,11.8,8.6,12.5,38.7,9.5
92,Larry Fitzgerald,ARI,WR,7,333,47.6,86.9,0,12.9,7.8,12.9,31.5,9.5
92,Zach Pascal,IND,WR,6,203,33.8,45.7,0.5,13.3,7.4,13.8,19.2,9.5
95,Laquon Treadwell,MIN,WR,6,255,42.5,61.2,0,11.4,7.5,11.4,24,9.4
95,Tajae Sharpe,TEN,WR,6,209,34.8,58.2,0.5,7.2,4.8,7.7,19.7,9.4
97,Antonio Callaway,CLE,WR,6,318,53,68.5,0.6,11.3,5.3,11.9,27.3,8.6
98,Kelvin Benjamin,BUF,WR,6,249,41.5,65.9,0,12.9,4,12.9,20.6,8.3
98,Adam Humphries,TB,WR,5,226,45.2,69.1,0.4,10.2,7.5,10.6,18.7,8.3
98,Jermaine Kearse,NYJ,WR,5,199,39.8,63,0,13.6,8,13.6,16.5,8.3
101,Zay Jones,BUF,WR,6,314,52.3,83.1,0,9.2,5.1,9.2,25.9,8.2
101,Doug Baldwin,SEA,WR,4,162,40.5,65.6,0,10.5,7.4,10.5,13.3,8.2
103,Pierre Garcon,SF,WR,6,308,51.3,74.6,0,12.7,6.5,12.7,22.5,7.3
104,Danny Amendola,MIA,WR,6,290,48.3,81.2,0,10.7,8.3,10.7,21,7.2
104,Chris Conley,KC,WR,6,274,45.7,69.9,0,6.6,4.4,6.6,19.8,7.2
106,Deonte Thompson,DAL,WR,6,153,25.5,40.1,0,11.1,7.8,11.1,10.3,6.7
107,Cody Latimer,NYG,WR,4,163,40.8,50.6,0,5.5,3.7,5.5,10.8,6.6
108,Maurice Harris,WAS,WR,3,102,34,38.3,1,11.8,6.9,12.7,6.6,6.5
109,Allen Hurns,DAL,WR,6,248,41.3,64.9,0,8.9,3.2,8.9,14.4,5.8
110,D.J. Chark,JAX,WR,6,121,20.2,30.3,0,9.1,3.3,9.1,6.7,5.5
111,Michael Gallup,DAL,WR,6,202,33.7,52.9,0,8.4,3.5,8.4,10.9,5.4
111,Austin Carr,NO,WR,5,114,22.8,33,0,6.1,4.4,6.1,6.2,5.4
113,James Washington,PIT,WR,6,215,35.8,50.1,0,6.5,2.3,6.5,10.9,5.1
114,Chad Williams,ARI,WR,7,303,43.3,79.1,0,9.6,3,9.6,15.2,5
115,Neal Sterling,NYJ,WR,3,86,28.7,43.9,0,5.8,5.8,5.8,4,4.7
116,Chris Moore,BAL,WR,6,161,26.8,33.8,1.2,6.2,6.2,7.5,7,4.3
117,Travis Benjamin,LAC,WR,2,52,26,25.1,1.9,11.5,5.8,13.5,2.2,4.2
118,Andre Holmes,BUF,WR,6,173,28.8,45.8,0,9.2,4,9.2,7.1,4.1
119,Kamar Aiken,PHI,WR,5,131,26.2,35.5,0,5.3,4.6,5.3,5.3,4
120,Alex Erickson,CIN,WR,6,126,21,32.3,0.8,6.3,5.6,7.1,4.8,3.8
121,Vyncint Smith,HOU,WR,3,78,26,37.3,0,5.1,1.3,5.1,2.8,3.6
122,Josh Doctson,WAS,WR,4,247,61.8,87,0,7.7,3.2,7.7,6.8,2.8
123,Victor Bolden Jr.,SF,WR,2,60,30,38.7,0,6.7,1.7,6.7,1,1.7
124,Jeremy Kerley,BUF,WR,1,44,44,68.8,0,9.1,4.5,9.1,0.7,1.6
125,Rishard Matthews,TEN,WR,3,95,31.7,50,0,6.3,3.2,6.3,1.1,1.2
126,Justin Hunter,PIT,WR,3,67,22.3,30.7,0,9,1.5,9,0.6,0.9
127,Mike Wallace,PHI,WR,2,73,36.5,48.3,0,4.1,0,4.1,0,0
127,Brandon LaFell,OAK,WR,2,40,20,18.6,0,0,0,0,0,0
127,Nick Williams,TEN,WR,2,49,24.5,29,0,2,0,2,0,0
