Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
1,Ryan Mathews,PHI,RB,13,287,22.1,25.3,54,4.9,58.5,58.9,131.6,45.9
2,Tevin Coleman,ATL,RB,13,353,27.2,33.9,33.4,11.3,42.2,44.8,160.1,45.4
3,LeGarrette Blount,NE,RB,16,529,33.1,47.2,56.5,1.5,57.8,58,225.9,42.7
4,Ezekiel Elliott,DAL,RB,15,716,47.7,67.5,45,5.6,49.4,50.6,293.4,41
5,LeSean McCoy,BUF,RB,15,645,43,60.6,36.3,9,44.2,45.3,248.3,38.5
6,Danny Woodhead,LAC,RB,2,55,27.5,5.1,34.5,14.5,45.5,49.1,21.1,38.4
7,Ameer Abdullah,DET,RB,2,57,28.5,5.5,31.6,8.8,40.4,40.4,21.8,38.2
8,Devonta Freeman,ATL,RB,16,605,37.8,58.2,37.5,10.7,46.4,48.3,230.1,38
9,Mark Ingram,NO,RB,16,530,33.1,46,38.7,10.9,47.4,49.6,196.2,37
10,Jeremy Hill,CIN,RB,15,443,29.5,40.8,50.1,6.1,54.9,56.2,155.3,35.1
11,Rob Kelley,WAS,RB,15,345,23,32.5,48.7,5.2,52.2,53.9,120.6,35
12,David Johnson,ARI,RB,16,964,60.2,83.8,30.4,12.4,38.7,42.8,327.8,34
13,Latavius Murray,OAK,RB,14,525,37.5,46.9,37.1,8.2,43.4,45.3,175.2,33.4
14,Cameron Artis-Payne,CAR,RB,3,84,28,7.6,42.9,1.2,44,44,27.5,32.7
15,Jay Ajayi,MIA,RB,15,582,38.8,61.4,44.7,6,49.3,50.7,188.3,32.4
16,Andre Williams,LAC,RB,1,27,27,13,66.7,7.4,66.7,74.1,8.7,32.2
17,Melvin Gordon,LAC,RB,13,661,50.8,61.8,38.4,8.6,44.6,47,209.6,31.7
18,Matt Forte,NYJ,RB,14,488,34.9,46.8,44.7,8.8,50.8,53.5,153.6,31.5
19,Le'Veon Bell,PIT,RB,12,781,65.1,72.1,33.4,12,43.1,45.6,242.4,31
20,Carlos Hyde,SF,RB,13,535,41.2,51.7,40.6,6.2,45.6,46.7,165.1,30.9
20,Terrance West,BAL,RB,16,443,27.7,39.1,43.6,10.2,51.2,53.7,137,30.9
22,Jordan Howard,CHI,RB,15,654,43.6,64.7,38.5,7.6,43,46.2,201.1,30.7
23,Matt Jones,WAS,RB,7,221,31.6,20.8,44.8,3.6,48.4,48.4,67.3,30.5
24,DeAngelo Williams,PIT,RB,9,271,30.1,25,36.2,10,42.8,46.1,82.1,30.3
25,CJ Prosise,SEA,RB,6,147,24.5,13.8,20.4,12.9,32,33.3,44,29.9
26,Spencer Ware,KC,RB,14,546,39,53.3,39.2,7.7,45.2,46.9,160.9,29.5
27,Isaiah Crowell,CLE,RB,16,568,35.5,55.1,34.9,9.3,41.9,44.2,165.1,29.1
28,Christine Michael,GB,RB,15,398,26.5,38.6,37.2,7.3,42.7,44.5,115,28.9
29,Kenneth Dixon,BAL,RB,12,258,21.5,22.8,34.1,15.9,45.7,50,72.4,28.1
30,DeMarco Murray,TEN,RB,16,861,53.8,81,34,7.8,40.4,42,240.8,28
31,CJ Anderson,DEN,RB,7,313,44.7,29,35.1,7.7,40.3,42.8,86.5,27.6
32,Robert Turbin,IND,RB,15,300,20,27.4,15.7,11.7,24.3,27.3,82.3,27.4
33,Frank Gore,IND,RB,16,650,40.6,59.3,40.5,7.2,46.3,47.7,176.3,27.1
34,Bilal Powell,NYJ,RB,16,531,33.2,50.9,24.7,13.9,35.6,38.6,139,26.2
35,Lamar Miller,HOU,RB,14,624,44.6,55.5,42.9,6.2,47.9,49.2,160.1,25.7
35,Theo Riddick,DET,RB,10,423,42.3,40.8,21.7,15.8,34.3,37.6,108.8,25.7
37,Zach Zenner,DET,RB,14,293,20.9,28.3,30,7.8,36.2,37.9,75,25.6
38,Matt Asiata,MIN,RB,16,407,25.4,38.7,29.7,9.3,37.6,39.1,100.5,24.7
39,Ty Montgomery,GB,RB,15,392,26.1,36,19.6,14.3,30.9,33.9,96.5,24.6
40,Jonathan Stewart,CAR,RB,13,566,43.5,51.1,38.5,3.7,39.9,42.2,138.4,24.5
41,Chris Ivory,JAX,RB,11,311,28.3,28,37.6,9,44.1,46.6,74.5,24
42,James White,NE,RB,16,427,26.7,38.1,9.1,20.1,23.2,29.3,101.7,23.8
43,Eddie Lacy,GB,RB,5,166,33.2,15.3,42.8,4.2,45.2,47,38.8,23.4
44,Rashad Jennings,NYG,RB,13,443,34.1,41.8,40.9,9.5,48.8,50.3,103.4,23.3
45,Shane Vereen,NYG,RB,5,117,23.4,11,28.2,16.2,37.6,44.4,27.2,23.2
46,Dion Lewis,NE,RB,7,163,23.3,14.5,39.3,14.7,49.7,54,37.7,23.1
47,Jacquizz Rodgers,TB,RB,10,341,34.1,31.8,37.8,4.7,41.6,42.5,77.8,22.8
48,Devontae Booker,DEN,RB,16,497,31.1,46.1,35,9.3,41.2,44.3,111.7,22.5
49,Doug Martin,TB,RB,8,321,40.1,28.2,44.9,5,49.2,49.8,71.5,22.3
50,Jeremy Langford,CHI,RB,12,248,20.7,24.5,25,10.9,32.7,35.9,54.2,21.9
51,Darren Sproles,PHI,RB,15,511,34.1,45.1,18.4,13.9,28.6,32.3,110.5,21.6
52,Paul Perkins,NYG,RB,14,289,20.6,27.2,38.8,8.3,43.9,47.1,61.8,21.4
53,Giovani Bernard,CIN,RB,10,394,39.4,36.2,23.1,12.9,33,36,83.3,21.1
54,Todd Gurley,LAR,RB,16,741,46.3,73.8,37.5,7.8,43.3,45.3,155.2,20.9
55,Jerick McKinnon,MIN,RB,15,511,34.1,48.5,31.1,10.4,39.7,41.7,105.4,20.6
55,Thomas Rawls,SEA,RB,9,303,33.7,28.5,36,5.6,40.3,41.6,62.5,20.6
57,Chris Thompson,WAS,RB,16,489,30.6,46,13.9,12.7,23.9,26.6,98.5,20.1
58,Duke Johnson,CLE,RB,16,457,28.6,44.4,16,16.2,27.8,32.4,91.2,20
59,Charcandrick West,KC,RB,15,358,23.9,35,24.6,9.5,32.4,34.1,66.1,18.5
60,Charles Sims,TB,RB,7,238,34,20.9,21.4,13.4,31.5,34.9,43.9,18.4
61,Justin Forsett,DEN,RB,9,265,29.4,28.8,32.8,10.2,40.4,43,41.6,15.7
62,Arian Foster,MIA,RB,4,85,21.2,9,25.9,11.8,32.9,37.6,13.3,15.6
