Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
43,TJ Watt,PIT,OLB,15,40,14,11,7,0,12,8,1,1,0,0,6.5,98
44,De'Vondre Campbell,ATL,ILB,16,61,31,4,2,0,6,4,0,1,0,0,6.1,97.5
45,Jon Bostic,IND,ILB,14,57,41,8.5,1,0,3,3,0,0,1,0,6.9,97
46,Avery Williamson,TEN,ILB,16,52,40,6,3,0,4,2,0,2,0,0,6,96
46,Kyle Van Noy,NE,LB,13,58,15,8.5,5.5,0,9,2,0,0,0,0,7.4,96
48,Christian Jones,CHI,OLB,16,60,29,5.5,2,0,3,2,0,1,1,0,5.9,95
49,Patrick Onwuasor,BAL,OLB,16,67,23,4,1,0,1,2,0,1,1,0,5.8,93.5
50,James Burgess,CLE,ILB,14,45,28,13.5,4,0,6,3,0,1,0,0,6.6,92.5
51,Clay Matthews,GB,OLB,15,29,15,11,8,0,19,3,0,1,1,0,6.1,91.5
52,Antonio Morrison,IND,ILB,15,65,43,3.5,0,0,0,1,0,0,0,0,6.1,91
53,Ramon Humber,BUF,OLB,13,59,28,8,1,0,3,1,0,1,0,0,6.9,90
53,Deone Bucannon,ARI,OLB,12,58,24,4,1,0,2,3,1,2,0,0,7.5,90
55,Zach Cunningham,HOU,OLB,16,48,40,7.5,1.5,0,2,6,0,1,0,0,5.6,89.5
56,Anthony Hitchens,DAL,ILB,12,55,29,8.5,0,0,2,2,0,1,0,0,7.1,85
56,Anthony Barr,MIN,OLB,16,52,23,9.5,1,0,4,6,0,0,0,0,5.3,85
58,Thomas Davis,CAR,OLB,15,52,24,5.5,2.5,0,7,0,0,0,1,0,5.6,84.5
58,Kendell Beckwith,TB,OLB,16,60,13,7,1,0,1,2,0,2,0,0,5.3,84.5
60,Brian Orakpo,TEN,OLB,16,30,14,6.5,7,0,18,2,0,2,0,0,5.2,83.5
60,Mychal Kendricks,PHI,OLB,15,53,22,4.5,2,0,5,6,0,0,0,0,5.6,83.5
62,Jake Ryan,GB,ILB,15,52,29,4.5,1,0,1,0,0,2,1,0,5.5,83
63,Lawrence Timmons,MIA,OLB,14,58,26,5,0,0,3,3,0,0,0,0,5.9,82
64,Nick Vigil,CIN,OLB,11,44,34,6,1,0,2,5,1,0,0,0,7.2,79
65,Reuben Foster,SF,OLB,10,59,13,7,0,0,5,1,0,0,0,0,7.8,78.5
66,Derrick Johnson,KC,ILB,15,48,23,5.5,0,0,0,7,0,1,1,0,5.2,78
66,Jaylon Smith,DAL,ILB,16,50,31,3.5,1,0,2,2,0,1,0,0,4.9,78
68,Vontaze Burfict,CIN,OLB,10,47,20,6.5,2,0,5,2,0,1,0,0,7.8,77.5
69,Olivier Vernon,NYG,OLB,12,22,16,8.5,7,0,14,1,1,2,0,0,6.4,76.5
70,Vincent Rey,CIN,OLB,14,52,32,2.5,0,0,0,2,1,0,0,0,5.4,75.5
71,Jatavis Brown,LAC,OLB,16,54,25,2,0,0,2,1,0,0,1,0,4.7,74.5
72,Elandon Roberts,NE,LB,15,45,23,5,2,0,3,1,0,0,1,0,4.8,72.5
73,Barkevious Mingo,IND,OLB,16,33,11,5.5,2,0,7,2,0,2,3,0,4.5,72
73,Ray Ray Armstrong,NYG,ILB,15,43,20,2,1,0,1,2,2,2,0,0,4.8,72
73,Bud Dupree,PIT,OLB,15,31,9,13.5,6,0,7,1,0,0,1,0,4.8,72
73,Todd Davis,DEN,ILB,14,48,34,4,1,0,1,0,0,0,0,0,5.1,72
77,Shaq Thompson,CAR,OLB,14,41,20,7.5,2,0,5,1,0,1,0,0,5.1,71.5
78,Jordan Jenkins,NYJ,OLB,16,32,17,5.5,3,0,8,2,0,1,2,0,4.4,71
79,Shaquil Barrett,DEN,OLB,16,31,6,7,4,0,12,0,0,2,1,0,4.4,70
79,Hayes Pullard,LAC,ILB,13,47,25,3.5,0,0,0,1,1,0,1,0,5.4,70
79,Leonard Floyd,CHI,OLB,10,24,10,10,5.5,0,13,2,0,0,1,0,7,70
82,Derrick Morgan,TEN,OLB,14,16,16,8.5,7.5,0,14,2,0,0,2,0,5,69.5
82,Nick Perry,GB,OLB,12,22,15,8,7,0,14,0,0,1,1,0,5.8,69.5
82,Martrell Spaight,WAS,OLB,15,44,30,4.5,0,0,1,2,0,0,1,0,4.6,69.5
85,John Simon,IND,LB,9,28,14,6.5,3,0,11,1,1,0,0,1,7.6,68.5
86,Sam Acho,CHI,OLB,16,28,14,3,3,0,17,1,0,1,1,0,4.2,68
87,Paul Posluszny,JAX,ILB,16,43,18,7,1.5,0,3,2,0,0,0,0,4.2,67
88,Korey Toomer,LAC,ILB,15,32,18,2.5,1,0,2,3,1,2,0,1,4.4,65.5
88,Manti Te'o,NO,ILB,16,42,19,8,0,0,0,3,0,0,1,0,4.1,65.5
88,AJ Klein,NO,OLB,12,37,17,6,2,0,3,4,0,1,0,0,5.5,65.5
91,Brock Coyle,SF,ILB,16,37,26,4,0.5,0,3,1,0,1,0,0,3.9,62
91,Matt Milano,BUF,OLB,16,31,17,3.5,0,0,2,2,1,1,1,1,3.9,62
91,Calvin Munson,NYG,ILB,14,35,22,7,2,0,2,0,0,1,0,0,4.4,62
94,Connor Barwin,LAR,OLB,14,26,8,6.5,5,0,12,0,0,0,1,0,4.4,61.5
95,Devon Kennard,NYG,OLB,15,25,17,7.5,4,0,7,2,0,0,1,0,4.1,61
96,Nick Kwiatkoski,CHI,ILB,11,40,11,3,2,0,3,2,0,1,0,0,5.5,60.5
96,Nicholas Morrow,OAK,OLB,16,39,21,5,0,0,2,4,0,0,0,0,3.8,60.5
98,Cory James,OAK,OLB,10,42,14,6,0,0,0,1,0,1,0,0,5.9,59
99,Jayon Brown,TEN,ILB,16,37,14,1.5,1.5,0,3,4,0,0,1,0,3.7,58.5
100,Zach Vigil,WAS,ILB,7,41,18,2.5,0,0,0,2,0,0,1,0,8.2,57.5
101,Josh Martin,NYJ,OLB,14,26,14,10,1.5,0,8,1,0,0,0,0,3.9,55
101,Matt Longacre,LAR,OLB,14,16,6,6,5.5,0,13,0,0,1,1,0,3.9,55
103,Erik Walden,TEN,OLB,16,25,11,6,4,0,7,0,0,0,1,0,3.4,54.5
104,Kelvin Sheppard,NYG,ILB,7,32,17,2,0,0,1,4,2,0,0,0,7.6,53.5
105,BJ Goodson,NYG,ILB,7,37,16,2.5,0,0,0,2,0,1,0,0,7.5,52.5
106,Haason Reddick,ARI,OLB,16,23,13,5.5,2.5,0,6,0,0,2,0,0,3.2,52
107,Lamarr Houston,CHI,OLB,10,14,3,7,5,0,9,1,0,0,1,1,5.2,51.5
108,Za'Darius Smith,BAL,OLB,14,15,9,4.5,3.5,0,16,1,0,1,0,0,3.6,51
109,Pernell McPhee,CHI,OLB,13,21,1,5,4,0,11,2,0,1,0,0,3.9,50.5
110,Frank Zombo,KC,OLB,16,24,17,5,1.5,0,5,0,0,0,1,0,3,48.5
111,Marquis Flowers,NE,ILB,16,23,7,5,3.5,0,4,1,0,1,0,0,2.9,46.5
111,Cory Littleton,LAR,ILB,16,22,13,3,1,0,3,4,1,1,0,0,2.9,46.5
113,Dylan Cole,HOU,OLB,12,14,15,5,1,0,2,3,2,0,0,1,3.8,45.5
114,Kyler Fackrell,GB,OLB,16,21,6,5,3,0,7,0,0,0,1,0,2.8,45
115,Junior Galette,WAS,OLB,16,14,6,3.5,3,0,13,2,0,1,0,0,2.8,44.5
115,Adarius Taylor,TB,OLB,14,22,8,1.5,1,0,2,1,0,1,1,1,3.2,44.5
117,Josh Bynes,ARI,ILB,14,27,4,3,1,0,1,3,1,1,0,0,3.1,44
118,Ryan Davis,BUF,OLB,16,17,9,5.5,3,0,7,0,0,1,0,0,2.7,43
118,Eli Harold,SF,OLB,16,26,8,5,2,0,4,0,0,0,0,0,2.7,43
120,Jamie Collins,CLE,OLB,6,21,10,5.5,1,0,2,3,1,0,0,0,6.9,41.5
120,Reggie Ragland,KC,ILB,12,31,13,4,0,0,0,0,0,0,0,0,3.5,41.5
122,Samson Ebukam,LAR,OLB,16,25,5,2,2,0,4,0,0,1,0,0,2.5,40.5
123,Kevin Pierre-Louis,KC,ILB,14,30,10,2,0,0,1,2,0,0,0,0,2.9,40
124,Kareem Martin,ARI,OLB,16,18,6,3.5,1,0,4,3,1,1,0,0,2.5,39.5
124,Kyle Emanuel,LAC,OLB,16,20,13,2,1.5,0,2,3,1,0,0,0,2.5,39.5
126,Jordan Evans,CIN,OLB,15,27,10,3.5,0,0,1,2,0,0,0,0,2.6,38.5
127,Mason Foster,WAS,ILB,5,22,9,1.5,0.5,0,2,1,1,0,1,0,7.6,38
127,David Bass,NYJ,OLB,15,17,8,4,3.5,0,6,0,0,0,0,0,2.5,38
129,Jalen Reeves-Maybin,DET,OLB,14,25,5,3,0.5,0,1,2,0,1,0,0,2.7,37.5
130,Chase Allen,MIA,ILB,16,28,10,1,0,0,0,0,0,1,0,0,2.3,37
131,Brennan Scarlett,HOU,OLB,11,19,7,6,2,0,3,1,0,0,0,0,3.3,36.5
132,Jonathan Casillas,NYG,OLB,8,25,10,3,0,0,2,1,0,0,0,0,4.5,36
133,Denzel Perryman,LAC,ILB,7,25,12,1,0,0,0,0,0,0,1,0,5,35
133,Mike Hull,MIA,OLB,16,26,8,1,0,0,1,0,0,0,1,0,2.2,35
135,Damien Wilson,DAL,OLB,16,19,14,1.5,1,0,4,1,0,0,0,0,2.2,34.5
136,Anthony Chickillo,PIT,OLB,16,11,6,3,3,0,3,1,0,0,0,0,2.1,33
137,Ahmad Brooks,GB,OLB,12,13,6,5,1.5,0,6,2,0,0,0,0,2.7,32
138,Paul Worrilow,DET,ILB,13,20,10,1.5,0,0,1,1,0,0,1,0,2.4,31.5
138,Zaire Anderson,DEN,ILB,16,16,5,1,0,0,0,0,0,1,1,1,2,31.5
140,Terence Garvin,SEA,OLB,15,16,8,1.5,1,0,3,1,0,1,0,0,2,30.5
141,Kemal Ishmael,ATL,OLB,16,15,13,1.5,1,0,1,1,0,0,1,0,1.9,30
141,Ben Gedeon,MIN,OLB,16,23,14,0,0,0,0,0,0,0,0,0,1.9,30
143,Michael Wilhoite,SEA,OLB,14,19,8,2,0,0,0,1,1,0,0,0,2.1,29
143,Dee Ford,KC,OLB,6,11,2,3,2,0,6,1,0,1,0,0,4.8,29
143,Jordan Hicks,PHI,ILB,7,19,9,0.5,0,0,2,0,0,0,1,0,4.1,29
143,Tyus Bowser,BAL,OLB,16,9,2,3,3,0,4,3,1,0,0,0,1.8,29
147,Jeremiah George,IND,OLB,16,19,4,1.5,0.5,0,2,0,0,0,1,0,1.8,28.5
148,Keenan Robinson,NYG,OLB,6,20,12,0,0,0,0,2,0,0,0,0,4.7,28
149,Ramik Wilson,KC,ILB,8,14,2,2,0,0,0,0,0,0,1,1,3.2,26
150,James Cowser,OAK,OLB,16,14,8,1.5,0,0,0,0,0,0,2,0,1.6,25.5
151,Hau'oli Kikaha,NO,OLB,12,6,4,4,4,0,4,1,0,0,0,0,2.1,25
152,David Harris,NE,LB,10,15,6,0.5,1.5,0,2,1,0,0,0,0,2.4,24.5
152,Kevin Minter,CIN,ILB,9,16,16,0.5,0,0,0,0,0,0,0,0,2.7,24.5
152,Kamu Grugier-Hill,PHI,OLB,16,18,3,1,0,0,1,0,0,1,0,0,1.5,24.5
155,James Harrison,NE,LB,6,6,2,3.5,3,0,4,0,0,1,0,0,3.9,23.5
155,Marquel Lee,OAK,ILB,13,18,7,2,0,0,0,0,0,0,0,0,1.8,23.5
157,Najee Goode,PHI,OLB,16,18,4,3,0,0,0,0,0,0,0,0,1.4,23
158,Dont'a Hightower,NE,LB,5,12,2,2.5,2,0,3,0,0,0,0,0,4.5,22.5
158,Duke Riley,ATL,OLB,12,15,15,0,0,0,0,0,0,0,0,0,1.9,22.5
160,Will Compton,WAS,ILB,9,13,6,0,0,0,0,3,1,0,0,0,2.4,22
160,Shane Ray,DEN,OLB,8,10,6,3,1,0,4,0,0,0,0,0,2.8,22
160,Avery Moss,NYG,OLB,11,10,4,0,0,0,5,2,0,1,0,0,2,22
163,Rey Maualuga,MIA,ILB,6,14,9,1.5,0,0,0,0,0,0,0,0,3.3,20
163,Sean Spence,PIT,ILB,7,11,8,1,1,0,2,0,0,0,0,0,2.9,20
165,Aaron Lynch,SF,OLB,7,5,4,2.5,1,0,5,0,0,0,1,0,2.8,19.5
165,Tanoh Kpassagnon,KC,OLB,16,8,5,3,2,0,2,0,0,0,0,0,1.2,19.5
167,Tyler Matakevich,PIT,ILB,15,16,4,0,0,0,0,1,0,0,0,0,1.3,19
168,Brian Cushing,HOU,ILB,5,8,8,1.5,1.5,0,2,0,0,0,0,0,3.7,18.5
168,Bryce Hager,LAR,ILB,16,8,3,0,0,0,2,1,0,1,1,0,1.2,18.5
168,Alex Anzalone,NO,OLB,4,11,5,1,1,0,1,1,0,0,0,0,4.6,18.5
171,LJ Fort,PIT,ILB,15,9,2,1,1,0,1,4,0,0,0,0,1.2,18
171,Lerentee McCray,JAX,OLB,13,7,5,1.5,1.5,0,3,1,0,0,0,0,1.4,18
171,Curtis Grant,NYG,OLB,9,13,4,0,0,0,0,0,0,0,1,0,2,18
174,Whitney Mercilus,HOU,OLB,5,9,1,2,1,0,1,0,0,1,0,0,3.5,17.5
174,Ryan Anderson,WAS,OLB,14,13,3,1,0,0,2,0,0,0,0,0,1.2,17.5
176,Emmanuel Lamur,MIN,OLB,16,9,8,0,0,0,0,1,0,0,1,0,1.1,17
176,Josh Harvey-Clemons,WAS,ILB,10,9,7,1.5,0.5,0,1,1,0,0,0,0,1.7,17
178,Julian Stanford,NYJ,ILB,16,13,5,1,0,0,0,0,0,0,0,0,1,16.5
178,John Timu,CHI,ILB,11,12,3,2,0,0,0,1,0,0,0,0,1.5,16.5
180,Willie Young,CHI,OLB,4,4,3,2,2,0,4,0,0,0,0,0,3.9,15.5
180,Stephone Anthony,MIA,OLB,8,12,3,1,0,0,1,0,0,0,0,0,1.9,15.5
180,Ufomba Kamalu,HOU,OLB,9,5,1,3,2,0,3,0,0,0,0,0,1.7,15.5
180,Anthony Walker,IND,ILB,10,9,11,1,0,0,0,0,0,0,0,0,1.6,15.5
180,Blair Brown,JAX,OLB,13,11,4,0.5,0.5,0,1,0,0,0,0,0,1.2,15.5
180,Hardy Nickerson Jr,CIN,ILB,14,12,5,0,0,0,0,1,0,0,0,0,1.1,15.5
186,Vince Biegel,GB,OLB,9,11,5,1.5,0,0,0,0,0,0,0,0,1.7,15
187,David Mayo,CAR,OLB,16,8,10,0.5,0,0,0,1,0,0,0,0,0.9,14.5
187,Kamalei Correa,BAL,OLB,16,9,5,1,0,0,1,1,0,0,0,0,0.9,14.5
187,Terrance Smith,KC,ILB,15,9,1,0,0,0,0,2,1,0,0,0,1,14.5
190,Justin Durant,DAL,ILB,7,9,4,3,0,0,0,0,0,0,0,0,2,14
190,Devante Bond,TB,ILB,14,12,2,0,0,0,1,0,0,0,0,0,1,14
192,Michael Mauti,NO,ILB,11,8,3,1,0,0,0,0,0,1,0,0,1.2,13.5
192,Joe Thomas,GB,OLB,12,6,7,1,0.5,0,1,1,0,0,0,0,1.1,13.5
192,Nick Dzubnar,LAC,ILB,12,11,5,0,0,0,0,0,0,0,0,0,1.1,13.5
192,Brian Peters,HOU,ILB,16,11,5,0,0,0,0,0,0,0,0,0,0.8,13.5
196,Courtney Upshaw,ATL,OLB,13,5,4,1,1,0,3,0,0,0,0,0,1,13
197,Tyrell Adams,OAK,OLB,6,8,7,0.5,0,0,0,0,0,0,0,0,2,12
198,Freddie Bishop,NYJ,OLB,5,5,5,0,0,0,1,0,0,0,1,0,2.3,11.5
198,Donald Payne,JAX,ILB,13,10,3,0,0,0,0,0,0,0,0,0,0.9,11.5
200,Kyle Wilber,DAL,OLB,16,7,2,0,0,0,0,0,0,1,0,0,0.7,11
201,DJ Alexander,SEA,OLB,12,9,1,1,0,0,0,0,0,0,0,0,0.9,10.5
201,Justin Currie,CLE,ILB,3,6,1,1,1,0,1,0,0,0,0,0,3.5,10.5
203,Jelani Jenkins,HOU,ILB,7,9,2,0,0,0,0,0,0,0,0,0,1.4,10
203,Ukeme Eligwe,KC,ILB,14,5,0,1,1,0,2,0,0,0,0,0,0.7,10
205,Jerrell Freeman,CHI,ILB,1,7,3,1,0,0,0,0,0,0,0,0,9.5,9.5
205,Cameron Lynch,LAR,OLB,14,6,1,0,0,0,0,0,0,0,1,0,0.7,9.5
205,Steve Longa,DET,OLB,15,9,1,0,0,0,0,0,0,0,0,0,0.6,9.5
205,Trevor Reilly,NE,LB,6,7,3,1,0,0,0,0,0,0,0,0,1.6,9.5
209,Dannell Ellerbe,PHI,ILB,3,6,2,2,0,0,0,0,0,0,0,0,3,9
210,Nate Palmer,TEN,ILB,10,6,4,0.5,0,0,0,0,0,0,0,0,0.8,8.5
210,Jonathan Anderson,CHI,ILB,12,8,1,0,0,0,0,0,0,0,0,0,0.7,8.5
210,Joe Walker,PHI,OLB,12,5,4,0.5,0,0,0,1,0,0,0,0,0.7,8.5
210,Nigel Harris,TB,OLB,8,7,3,0,0,0,0,0,0,0,0,0,1.1,8.5
214,Deon Lacey,BUF,OLB,16,7,2,0,0,0,0,0,0,0,0,0,0.5,8
214,Xavier Woodson-Luster,OAK,ILB,14,5,6,0,0,0,0,0,0,0,0,0,0.6,8
214,Isaiah Irving,CHI,OLB,6,5,0,0,0,0,0,0,0,0,1,0,1.3,8
214,Brandon Bell,CIN,OLB,3,6,4,0,0,0,0,0,0,0,0,0,2.7,8
218,Jeremiah Attaochu,LAC,OLB,4,6,1,1,0,0,0,0,0,0,0,0,1.9,7.5
218,Kevin Dodd,TEN,OLB,9,4,3,1,0,0,1,0,0,0,0,0,0.8,7.5
218,Tim Williams,BAL,OLB,8,5,1,0,0,0,2,0,0,0,0,0,0.9,7.5
218,Deiontrez Mount,DEN,OLB,7,5,1,1,0,0,1,0,0,0,0,0,1.1,7.5
222,Brandon King,NE,LB,13,6,2,0,0,0,0,0,0,0,0,0,0.5,7
222,Kentrell Brothers,MIN,OLB,16,5,4,0,0,0,0,0,0,0,0,0,0.4,7
222,Eric Wilson,MIN,OLB,16,3,2,0,0,0,0,0,0,1,0,0,0.4,7
222,Latroy Lewis,HOU,OLB,2,3,0,1,1,0,1,0,0,0,0,0,3.5,7
226,Dylan Donahue,NYJ,OLB,4,4,1,1,0,0,1,0,0,0,0,0,1.6,6.5
226,Howard Jones,CHI,OLB,4,2,1,1,1,0,1,0,0,0,0,0,1.6,6.5
228,LaRoy Reynolds,ATL,OLB,9,5,2,0,0,0,0,0,0,0,0,0,0.7,6
228,Chris Odom,GB,OLB,7,3,3,1.5,0,0,0,0,0,0,0,0,0.9,6
230,Nathan Gerry,PHI,OLB,10,3,2,0.5,0,0,0,1,0,0,0,0,0.6,5.5
230,Carlos Thompson,LAR,OLB,3,4,1,1,0,0,0,0,0,0,0,0,1.8,5.5
232,Ben Jacobs,CAR,OLB,16,4,2,0,0,0,0,0,0,0,0,0,0.3,5
232,Scooby Wright,ARI,ILB,10,5,0,0,0,0,0,0,0,0,0,0,0.5,5
232,James Onwualu,LAC,OLB,9,5,0,0,0,0,0,0,0,0,0,0,0.6,5
235,Steven Johnson,BAL,ILB,11,4,1,0,0,0,0,0,0,0,0,0,0.4,4.5
235,Daren Bates,TEN,ILB,16,4,1,0,0,0,0,0,0,0,0,0,0.3,4.5
235,BJ Bello,CLE,OLB,16,3,1,0,0,0,1,0,0,0,0,0,0.3,4.5
235,Nicholas Grigsby,NE,LB,5,4,1,0,0,0,0,0,0,0,0,0,0.9,4.5
239,Andrew Gachkar,CAR,OLB,6,4,0,0,0,0,0,0,0,0,0,0,0.7,4
239,Joseph Jones,DEN,ILB,7,4,0,0,0,0,0,0,0,0,0,0,0.6,4
239,Pete Robertson,WAS,OLB,4,2,2,0,0,0,1,0,0,0,0,0,1,4
242,Jonathan Freeny,NO,ILB,6,3,1,0,0,0,0,0,0,0,0,0,0.6,3.5
242,Chris Carter,WAS,OLB,13,2,3,0,0,0,0,0,0,0,0,0,0.3,3.5
242,Tanner Vallejo,BUF,OLB,15,3,1,0,0,0,0,0,0,0,0,0,0.2,3.5
245,Bruce Carter,NYJ,ILB,14,2,2,0,0,0,0,0,0,0,0,0,0.2,3
245,Gerald Hodges,NO,OLB,11,3,0,0,0,0,0,0,0,0,0,0,0.3,3
245,Corey Nelson,DEN,OLB,5,2,2,0,0,0,0,0,0,0,0,0,0.6,3
245,Josh Keyes,CLE,ILB,10,2,2,0,0,0,0,0,0,0,0,0,0.3,3
245,Jermaine Grace,IND,OLB,11,3,0,0,0,0,0,0,0,0,0,0,0.3,3
245,Reggie Gilbert,GB,OLB,2,1,0,0,0,0,2,0,0,0,0,0,1.5,3
251,Mark Nzeocha,SF,OLB,10,2,1,0,0,0,0,0,0,0,0,0,0.2,2.5
251,Tyrone Holmes,CLE,OLB,4,1,2,0.5,0,0,0,0,0,0,0,0,0.6,2.5
251,Deon King,CLE,OLB,9,1,1,0,0,0,0,1,0,0,0,0,0.3,2.5
251,Elijah Lee,SF,ILB,14,2,1,0,0,0,0,0,0,0,0,0,0.2,2.5
251,Akeem Ayers,NYG,OLB,6,2,1,0,0,0,0,0,0,0,0,0,0.4,2.5
251,Paul Dawson,SEA,OLB,3,2,1,0,0,0,0,0,0,0,0,0,0.8,2.5
251,Otha Peters,WAS,ILB,3,2,1,0,0,0,0,0,0,0,0,0,0.8,2.5
258,Tamba Hali,KC,OLB,5,1,0,0,0,0,1,0,0,0,0,0,0.4,2
258,Deontae Skinner,NYG,OLB,3,2,0,0,0,0,0,0,0,0,0,0,0.7,2
258,Justin March,DAL,OLB,9,2,0,0,0,0,0,0,0,0,0,0,0.2,2
258,Jerrol Garcia-Williams,DEN,OLB,11,2,0,0,0,0,0,0,0,0,0,0,0.2,2
258,Gabe Martin,ARI,ILB,3,2,0,0,0,0,0,0,0,0,0,0,0.7,2
258,Gimel President,HOU,OLB,4,1,2,0,0,0,0,0,0,0,0,0,0.5,2
264,Kasim Edebali,NO,OLB,13,0,1,0,0,0,1,0,0,0,0,0,0.1,1.5
264,Riley Bullough,TB,ILB,3,1,1,0,0,0,0,0,0,0,0,0,0.5,1.5
266,Ben Heeney,HOU,OLB,5,0,2,0,0,0,0,0,0,0,0,0,0.2,1
266,Obum Gwacham,NYJ,OLB,5,0,2,0,0,0,0,0,0,0,0,0,0.2,1
266,Edmond Robinson,ARI,OLB,1,1,0,0,0,0,0,0,0,0,0,0,1,1
266,Jared Norris,CAR,ILB,11,1,0,0,0,0,0,0,0,0,0,0,0.1,1
266,Dominique Alexander,CLE,OLB,4,1,0,0,0,0,0,0,0,0,0,0,0.2,1
266,Adam Bighill,NO,ILB,2,1,0,0,0,0,0,0,0,0,0,0,0.5,1
266,Sean Weatherspoon,ATL,ILB,2,1,0,0,0,0,0,0,0,0,0,0,0.5,1
266,Neville Hewitt,MIA,ILB,6,1,0,0,0,0,0,0,0,0,0,0,0.2,1
274,JT Thomas,NYG,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Nathan Stupar,NO,ILB,4,0,0,0,0,0,0,0,0,0,0,0,0,0
