Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
68,Dont'a Hightower,NE,LB,12,51,10,5,3.5,26.5,6,2,0,0,1,0,6.8,81.65
69,Jasper Brinkley,NYG,ILB,15,49,18,5,1,0,1,0,0,4,1,0,5.4,81
70,Preston Smith,WAS,OLB,16,20,10,6,8,77,10,4,0,3,1,0,5,80.7
71,Michael Wilhoite,SF,OLB,12,62,23,3,0,0,0,1,1,0,0,0,6.7,80.5
72,Koa Misi,MIA,OLB,13,59,19,8,0,0,1,1,0,0,0,0,6,78.5
73,Shea McClellin,CHI,LB,12,53,28,2,0,0,2,1,0,1,1,0,6.5,78
74,Jordan Hicks,PHI,ILB,8,42,7,1,1,6,1,3,2,1,3,1,9.6,77.1
75,Willie Young,CHI,OLB,15,24,6,11,6.5,50,15,2,1,0,0,0,5.1,76
76,Jelani Jenkins,MIA,ILB,13,50,21,6,0,0,0,3,0,1,1,0,5.8,75.5
77,Hau'oli Kikaha,NO,OLB,15,31,19,2,4,25,5,2,0,4,1,0,5,75
78,Anthony Hitchens,DAL,ILB,16,39,27,5,2,14,5,1,0,1,1,0,4.7,74.9
79,Demarcus Ware,DEN,OLB,11,17,8,8,7.5,57.5,16,0,0,1,1,0,6.7,73.75
80,Justin Durant,ATL,ILB,13,57,25,1,0,0,0,3,0,0,0,0,5.7,73.5
81,Courtney Upshaw,BAL,OLB,16,29,22,3,2,13,7,2,0,2,3,0,4.5,72.3
81,John Simon,HOU,LB,16,36,13,3,5,28,11,0,0,0,1,0,4.5,72.3
83,Jadeveon Clowney,HOU,OLB,13,27,13,8,4.5,43.5,8,6,0,1,0,0,5.5,71.85
84,Akeem Ayers,LAR,OLB,16,35,12,3,0.5,6.5,3,5,0,1,3,1,4.5,71.65
84,Ahmad Brooks,SF,OLB,14,28,14,6,6.5,36.5,10,1,0,0,1,0,5.1,71.65
86,Rey Maualuga,CIN,ILB,15,43,32,1,0,0,1,3,1,0,1,0,4.7,70
87,Tahir Whitehead,DET,OLB,16,36,11,7,2,10,4,6,1,0,1,0,4.3,69.5
87,Uani' Unga,NYG,ILB,13,42,17,2,0,0,1,4,2,2,0,0,5.3,69.5
87,Devin Unga,NYG,ILB,13,42,17,2,0,0,1,4,2,2,0,0,5.3,69.5
90,Robert Mathis,IND,OLB,15,15,5,7,7,47,14,0,0,1,1,1,4.6,69.2
91,Christian Kirksey,CLE,OLB,16,34,19,5,3.5,13,5,1,0,1,1,0,4.3,68.8
92,Josh Mauga,KC,ILB,14,45,12,4,1,9,1,3,2,0,0,0,4.8,67.9
93,Gerald Hodges,SF,OLB,14,53,16,4,0,0,1,1,0,0,0,0,4.8,67
94,Erik Walden,IND,OLB,15,28,14,9,3,16,12,0,0,1,0,0,4.4,66.6
95,Nate Palmer,GB,ILB,16,47,20,2,1,0,2,2,0,0,0,0,4.1,65
96,Curtis Lofton,OAK,ILB,16,45,19,3,1,0,2,0,0,0,1,0,4,64.5
97,Devon Kennard,NYG,OLB,9,36,20,2,0,0,5,4,1,1,0,0,7,63
98,Manny Lawson,BUF,OLB,16,36,10,8,1,6,3,5,1,0,0,0,3.9,62.6
99,Mike Neal,GB,OLB,16,24,12,8,4,27.5,10,0,0,1,0,0,3.9,61.75
100,Benardrick McKinney,HOU,ILB,14,35,23,7,1,11,2,0,0,1,0,0,4.4,61.6
101,Keenan Robinson,WAS,OLB,12,36,27,2,0,0,0,3,1,0,1,0,5,60.5
102,Nigel Bradham,BUF,OLB,11,42,15,2,1,3,3,3,0,0,0,0,5.4,59.8
103,Craig Robertson,CLE,ILB,12,34,20,2,0,0,2,5,1,0,1,0,4.9,59
104,Danny Lansanah,TB,OLB,16,36,19,3,1,4,1,4,0,1,0,0,3.7,58.9
105,AJ Klein,CAR,OLB,15,34,14,7,1,8,1,1,1,1,0,0,3.9,58.8
106,Trent Cole,IND,OLB,14,20,12,6,3,24,7,3,0,2,0,0,4,56.4
107,DeMeco Ryans,PHI,ILB,14,32,17,0,0,0,1,5,1,1,1,0,4,55.5
108,Jared Allen,CAR,OLB,15,19,13,2,2,13,15,3,1,0,0,0,3.6,53.8
109,Za'Darius Smith,BAL,OLB,15,20,10,7,5.5,24.5,7,1,0,0,0,0,3.6,53.45
110,Nathan Stupar,ATL,ILB,16,33,6,2,1,0,2,2,0,0,1,1,3.3,53
111,Derrick Morgan,TEN,OLB,10,17,7,5,4.5,33.5,10,2,0,1,0,0,5.3,52.85
112,Jonathan Freeny,NE,ILB,13,26,21,1,1,13,1,1,0,1,2,0,4,51.8
113,Jerod Mayo,NE,ILB,16,35,12,4,1,0,3,1,0,0,0,0,3.2,51
114,David Bass,TEN,OLB,16,20,11,4,1.5,11.5,4,4,1,0,2,0,3.2,50.65
115,Dee Ford,KC,OLB,14,21,2,6,4,25,10,2,0,0,0,0,3.6,50.5
116,Aldon Smith,OAK,OLB,9,21,7,5,3.5,24,8,3,0,0,0,0,5.5,49.9
117,Howard Jones,TB,OLB,12,9,5,4,5,25.5,9,0,0,1,1,1,4.1,49.05
118,Dan Skuta,JAX,OLB,13,31,6,3,1.5,9,4,1,0,1,0,0,3.8,48.9
119,Ben Heeney,OAK,OLB,15,27,6,5,2.5,17.5,3,1,0,1,0,0,3.2,48.75
120,Calvin Pace,NYJ,OLB,16,15,7,1,3,41,6,1,0,3,1,0,3,48.6
121,Bruce Carter,TB,ILB,14,30,14,1,2,23,2,2,0,0,0,0,3.4,48.3
122,Shaq Thompson,CAR,OLB,14,30,18,3,1,0,2,2,0,0,0,0,3.4,48
123,Nick Perry,GB,OLB,14,16,15,7,3.5,21.5,4,1,0,1,0,0,3.4,47.65
124,O'Brien Schofield,ATL,OLB,16,24,6,2,2,12,10,0,0,1,0,0,3,47.2
125,Jarvis Jones,PIT,OLB,15,14,13,1,2,12.5,5,3,1,1,2,0,3.1,46.75
126,Alec Ogletree,LAR,ILB,4,27,15,4,2,9,2,0,0,0,0,0,11.4,45.4
127,Jake Ryan,GB,ILB,14,31,15,3,0,0,0,0,0,0,1,0,3.2,44.5
127,Ramon Humber,NO,OLB,14,29,18,1,1,5,2,1,0,0,0,0,3.2,44.5
127,Dannell Ellerbe,NO,ILB,6,34,5,0,0,0,1,1,0,1,1,0,7.4,44.5
130,Emmanuel Lamur,CIN,OLB,16,27,12,0,0.5,4,1,3,0,1,1,0,2.8,44.4
131,Perry Riley,WAS,ILB,9,23,20,1,0,0,1,3,2,0,0,0,4.9,44
132,Kasim Edebali,NO,OLB,16,16,2,4,5,16,6,2,0,0,1,0,2.7,43.6
133,Jonathan Anderson,CHI,ILB,11,30,4,1,0,0,2,2,1,1,0,0,3.9,43
134,Kemal Ishmael,ATL,OLB,16,29,13,1,0,0,0,3,1,0,0,0,2.7,42.5
135,Kiko Alonso,PHI,OLB,11,30,13,1,0,0,0,1,1,0,0,0,3.8,41.5
136,Jayrone Elliott,GB,OLB,14,15,2,3,3,24,6,2,1,1,0,0,3,41.4
137,Shane Ray,DEN,OLB,14,15,5,5,4,28,7,1,0,0,0,0,3,41.3
138,Bud Dupree,PIT,OLB,16,17,9,4,4,7,6,1,0,0,0,0,2.6,41.2
139,Vince Williams,PIT,ILB,16,25,10,1,0.5,3,1,1,0,0,2,0,2.5,40.3
139,Donald Butler,LAC,OLB,16,24,16,2,0.5,3,1,0,0,1,1,0,2.5,40.3
141,Lorenzo Mauldin,NYJ,OLB,15,7,3,3,4,25,12,0,0,1,1,0,2.7,40
142,Sean Spence,PIT,ILB,15,29,7,2,1,6,1,0,0,0,0,0,2.5,38.1
143,Sam Acho,CHI,OLB,15,24,8,1,0,0,2,1,0,1,1,0,2.5,38
144,Neville Hewitt,MIA,ILB,16,22,10,3,0,0,1,3,1,0,0,0,2.3,37
144,David Hawthorne,NO,OLB,11,20,12,1,0,0,1,0,0,3,0,0,3.4,37
146,Mason Foster,WAS,ILB,13,24,10,1,0,0,0,0,0,1,1,0,2.8,36
147,JT Thomas,NYG,OLB,12,27,16,0,0,0,0,0,0,0,0,0,2.9,35
148,Ryan Davis,JAX,OLB,14,8,2,2,3.5,20,7,0,0,1,1,0,2.4,33
149,Philip Wheeler,ATL,OLB,9,21,8,1,1,5,1,0,0,1,0,0,3.6,32.5
150,Erin Henderson,NYJ,ILB,16,23,8,1,0,0,0,1,0,1,0,0,2,32
151,Michael Mauti,NO,ILB,16,19,9,2,0,0,0,0,0,0,0,0,2,31.5
152,Frank Zombo,KC,OLB,16,8,2,2,3,25,5,0,0,1,1,0,1.9,30.5
153,Joe Thomas,GB,OLB,14,17,2,3,1,2,3,1,0,1,0,0,2.2,30.2
154,John Timu,CHI,ILB,7,20,3,1,0,0,0,0,0,0,2,0,4.1,28.5
155,Ray Ray Armstrong,SF,ILB,15,18,2,1,1,3,3,0,0,0,1,0,1.9,28.3
156,Dominique Easley,NE,OLB,11,9,6,1,2,13.5,8,0,0,0,0,0,2.4,26.35
157,Kyle Emanuel,LAC,OLB,15,10,7,3,1,13,2,1,1,0,0,0,1.7,25.8
158,Ramik Wilson,KC,ILB,11,13,7,0,0,0,0,0,0,0,1,1,2.3,25.5
159,Jonathan Newsome,IND,OLB,14,10,9,1,1,4,2,2,0,1,0,0,1.8,24.9
160,AJ Hawk,CIN,OLB,16,16,8,1,1,8,1,0,0,0,0,0,1.6,24.8
161,Barkevious Mingo,CLE,OLB,16,15,5,0,0,0,0,4,1,0,0,0,1.5,24.5
162,Travis Lewis,DET,OLB,15,18,3,1,1,9,1,0,0,0,0,0,1.6,24.4
163,Nate Irving,IND,ILB,8,12,2,2,1,8,1,2,0,1,0,0,3,23.8
164,Zach Orr,BAL,ILB,16,14,3,2,1,8,2,1,0,0,0,0,1.5,23.3
165,Trevor Reilly,NYJ,LB,15,12,2,0,1,7,1,0,0,2,0,0,1.5,22.7
166,Obum Gwacham,NO,OLB,9,3,1,2,2.5,17,4,0,0,1,1,0,2.5,22.2
167,Kavell Conner,LAC,ILB,10,19,2,1,0,0,0,1,0,0,0,0,2.2,22
168,Kyle Wilber,DAL,OLB,16,12,5,1,0,0,0,0,0,0,0,0,1.3,21.5
168,Thurston Armbrister,JAX,ILB,16,15,7,1,0,0,1,1,0,0,0,0,1.3,21.5
168,Eli Harold,SF,OLB,16,9,5,4,0,0,3,0,0,0,1,0,1.3,21.5
171,AJ Tarpley,BUF,ILB,15,5,2,0,1,0,1,2,2,1,0,0,1.3,20
172,Justin Tuggle,HOU,ILB,11,11,3,0,0,0,0,0,0,0,2,0,1.7,18.5
172,LaRoy Reynolds,CHI,OLB,15,17,1,1,0,0,0,0,0,0,0,0,1.2,18.5
174,Kareem Martin,ARI,OLB,16,5,2,1,1.5,20,3,0,0,1,0,0,1.1,18
174,Hayes Pullard,JAX,ILB,8,13,6,1,0,0,1,0,0,0,0,0,2.2,18
174,Mark Herzlich,NYG,ILB,16,9,8,2,0,0,0,0,0,1,0,0,1.1,18
177,Albert McClellan,BAL,ILB,13,7,4,1,1,9,1,1,0,0,1,0,1.4,17.9
178,Todd Davis,DEN,ILB,16,11,3,2,0,0,0,0,0,0,1,0,1.1,17.5
179,Lamarr Woodley,ARI,OLB,10,9,1,2,1,7,2,1,0,0,0,0,1.7,17.2
180,Bjoern Werner,IND,OLB,10,7,5,2,0,0,0,0,0,0,1,0,1.4,14.5
180,James Anderson,NO,ILB,6,11,5,0,0,0,1,0,0,0,0,0,2.4,14.5
180,Jon Beason,NYG,ILB,5,11,7,0,0,0,0,0,0,0,0,0,2.9,14.5
183,Michael Morgan,SEA,OLB,14,7,4,2,1,4,1,0,0,0,0,0,1,14.4
184,Lerentee McCray,DEN,OLB,11,9,6,0,0.5,0,1,0,0,0,0,0,1.3,14
184,Max Bullough,HOU,ILB,13,10,6,1,0,0,0,0,0,0,0,0,1.1,14
186,Corey Nelson,DEN,OLB,16,9,1,1,1,1,1,0,0,0,0,0,0.8,13.6
187,Corey Lemonier,SF,OLB,10,8,4,0,0,0,3,0,0,0,0,0,1.3,13
188,Cordarro Law,LAC,OLB,14,9,3,1,0,0,1,0,0,0,0,0,0.9,12.5
189,Neiron Ball,OAK,OLB,6,4,1,1,1,6,1,0,0,0,1,0,2,12.1
190,Sean Weatherspoon,ARI,ILB,14,9,2,1,0,0,1,0,0,0,0,0,0.9,12
190,Chris Carter,BAL,OLB,15,7,2,0,0,0,1,0,0,0,1,0,0.8,12
190,Joplo Bartu,JAX,ILB,10,10,2,1,0,0,0,0,0,0,0,0,1.2,12
190,Matt Longacre,LAR,OLB,5,7,4,1,0,0,2,0,0,0,0,0,2.4,12
194,Akeem Dent,HOU,OLB,12,7,3,1,0,0,2,0,0,0,0,0,1,11.5
194,Daren Bates,LAR,ILB,15,7,1,0,0,0,0,1,0,0,1,0,0.8,11.5
194,Lorenzo Alexander,OAK,OLB,16,11,1,2,0,0,0,0,0,0,0,0,0.7,11.5
194,Najee Goode,PHI,OLB,14,5,1,0,0,0,0,0,0,0,0,0,0.8,11.5
198,Kyle Van Noy,DET,LB,15,5,2,2,1,1,1,0,0,0,0,0,0.7,11.1
199,IK Enemkpali,BUF,OLB,11,9,4,0,0,0,0,0,0,0,0,0,1,11
199,Jordan Tripp,JAX,ILB,12,10,2,0,0,0,0,0,0,0,0,0,0.9,11
199,Steven Johnson,TEN,ILB,16,5,0,0,0,0,0,0,0,0,2,0,0.7,11
202,Ben Jacobs,CAR,OLB,16,9,3,0,0,0,0,0,0,0,0,0,0.7,10.5
202,Zach Vigil,MIA,ILB,16,8,3,1,0,0,0,0,0,0,0,0,0.7,10.5
202,Jason Trusnik,MIN,OLB,8,10,1,0,0,0,0,0,0,0,0,0,1.3,10.5
205,Phillip Hunt,NO,OLB,2,6,1,0,1,7,1,0,0,0,0,0,5.1,10.2
206,Josh McNary,IND,OLB,13,7,4,1,0,0,0,0,0,0,0,0,0.8,10
207,Brandon Watts,MIN,OLB,7,6,1,0,0,0,0,0,0,1,0,0,1.4,9.5
207,Kevin Pierre-Louis,SEA,ILB,14,3,9,0,0,0,1,1,0,0,0,0,0.7,9.5
209,Brandon Copeland,DET,OLB,16,6,2,0,0.5,0,1,0,0,0,0,0,0.6,9
209,Spencer Paysinger,MIA,OLB,14,8,2,0,0,0,0,0,0,0,0,0,0.6,9
209,Jamari Lattimore,NYJ,OLB,15,9,0,0,0,0,0,0,0,0,0,0,0.6,9
212,JR Tavai,TEN,OLB,4,3,0,0,1,5,0,0,0,1,0,0,2.1,8.5
213,Jo-Lonn Dunbar,NO,OLB,3,5,6,0,0,0,0,0,0,0,0,0,2.7,8
213,Terence Garvin,PIT,OLB,12,8,0,0,0,0,0,0,0,0,0,0,0.7,8
213,Houston Bates,WAS,OLB,10,4,0,2,0,0,0,0,0,0,0,0,0.8,8
216,Chris Clemons,ARI,ILB,7,4,1,0,0,0,0,0,0,0,1,0,1.1,7.5
216,Andrew Gachkar,DAL,OLB,16,5,3,1,0,0,0,0,0,0,0,0,0.5,7.5
218,Alani Fua,ARI,OLB,16,2,0,0,0,0,2,0,0,0,1,0,0.4,7
218,Jackson Jeffcoat,WAS,OLB,6,4,0,0,0,0,0,0,0,1,0,0,1.2,7
220,Allen Bradford,ATL,ILB,6,6,1,0,0,0,0,0,0,0,0,0,1.1,6.5
220,Damien Wilson,DAL,OLB,16,4,3,1,0,0,0,0,0,0,0,0,0.4,6.5
220,Sio Moore,IND,ILB,12,4,3,1,0,0,0,0,0,0,0,0,0.5,6.5
223,Edmond Robinson,MIN,OLB,9,4,2,0,0,0,0,1,0,0,0,0,0.7,6
223,Anthony Chickillo,PIT,OLB,7,0,0,0,0,0,0,0,0,1,1,0,0.9,6
225,Tank Carder,CLE,ILB,16,5,1,0,0,0,0,0,0,0,0,0,0.3,5.5
226,Paul Dawson,CIN,OLB,11,3,2,0,0,0,0,1,0,0,0,0,0.5,5
226,Dezman Moses,KC,OLB,13,1,0,0,0,0,1,0,0,1,0,0,0.4,5
226,Audie Cole,MIN,OLB,7,2,0,0,0,0,0,0,0,0,1,0,0.7,5
229,Josh Keyes,TB,ILB,7,2,3,1,0,0,0,0,0,0,0,0,0.6,4.5
229,Jeremiah George,TB,OLB,15,4,1,0,0,0,0,0,0,0,0,0,0.3,4.5
231,Cameron Lynch,LAR,OLB,16,4,0,0,0,0,0,0,0,0,0,0,0.2,4
231,Brad Jones,PHI,ILB,7,4,0,0,0,0,0,0,0,0,0,0,0.6,4
231,Joe Mays,LAC,ILB,9,3,2,0,0,0,0,0,0,0,0,0,0.4,4
231,Orie Lemon,TB,ILB,8,3,0,1,0,0,0,0,0,0,0,0,0.5,4
231,Deiontrez Mount,TEN,OLB,4,0,0,0,0,0,0,1,1,0,0,0,1,4
236,Kevin Reddick,BUF,ILB,5,3,1,0,0,0,0,0,0,0,0,0,0.7,3.5
236,Randell Johnson,BUF,ILB,10,0,1,0,0,0,0,0,0,0,1,0,0.4,3.5
236,DJ Alexander,KC,OLB,16,1,1,0,0,0,0,0,0,0,0,0,0.2,3.5
239,Andy Mulumba,GB,OLB,6,2,2,0,0,0,0,0,0,0,0,0,0.5,3
239,Brandon King,NE,LB,13,0,0,0,0,0,0,0,0,1,0,0,0.2,3
239,Josh Shirley,TB,OLB,5,2,0,1,0,0,0,0,0,0,0,0,0.6,3
239,Carlos Fields Jr,WAS,ILB,5,3,0,0,0,0,0,0,0,0,0,0,0.6,3
243,Jon Bostic,NE,ILB,11,1,1,0,0,0,1,0,0,0,0,0,0.2,2.5
243,Darius Fleming,NE,OLB,6,2,1,0,0,0,0,0,0,0,0,0,0.4,2.5
243,Brock Coyle,SEA,ILB,8,2,1,0,0,0,0,0,0,0,0,0,0.3,2.5
246,Arthur Brown,BAL,ILB,16,2,0,0,0,0,0,0,0,0,0,0,0.1,2
246,Carlos Thompson,HOU,OLB,2,2,0,0,0,0,0,0,0,0,0,0,1,2
246,Eric Martin,NE,ILB,4,2,0,0,0,0,0,0,0,0,0,0,0.5,2
246,James Morris,NYG,ILB,6,2,0,0,0,0,0,0,0,0,0,0,0.3,2
246,Brad Bars,NYG,OLB,2,2,0,0,0,0,0,0,0,0,0,0,1,2
246,James-Michael Johnson,MIA,ILB,6,2,0,0,0,0,0,0,0,0,0,0,0.3,2
246,Justin Staples,TEN,ILB,12,0,0,0,0,0,0,2,0,0,0,0,0.2,2
253,Tony Steward,BUF,OLB,7,1,1,0,0,0,0,0,0,0,0,0,0.2,1.5
253,Nick Dzubnar,LAC,ILB,16,1,1,0,0,0,0,0,0,0,0,0,0.1,1.5
255,Lamin Barrow,CHI,OLB,16,1,0,0,0,0,0,0,0,0,0,0,0.1,1
255,Sam Barrington,GB,ILB,1,1,0,0,0,0,0,0,0,0,0,0,1,1
255,Mike Hull,MIA,OLB,3,1,0,0,0,0,0,0,0,0,0,0,0.3,1
255,Terrance Plummer,WAS,OLB,3,1,0,0,0,0,0,0,0,0,0,0,0.3,1
259,Kenny Anunike,DEN,OLB,3,0,1,0,0,0,0,0,0,0,0,0,0.2,0.5
260,Kenny Demens,ARI,ILB,5,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Tyler Starr,ATL,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Jason Babin,BAL,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Terrell Suggs,BAL,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,David Mayo,CAR,OLB,12,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Jayson DiManche,CLE,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Scott Solomon,CLE,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Mark Nzeocha,DAL,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0
260,DeAndre Levy,DET,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Brian Peters,HOU,ILB,12,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Junior Sylvestre,IND,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Andy Studebaker,IND,ILB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Daniel Adongo,IND,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Amarlo Herrera,IND,ILB,3,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Bryce Hager,LAR,ILB,16,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Mike Mohamed,NO,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Nico Johnson,NYG,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0
