Year,Player,College,Position,Grade,Height,Arm Length,Weight,Hands,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,Three Cone Drill,20 Yard Shuttle,60 Yard Shuttle
2017,Devine Redding,Indiana,RB,5.25,68,29.25,205,9.625,4.76,16,30.5,116,7.18,4.46,12.03
2017,Elijah McGuire,Louisiana,RB,5.23,70,31,214,9,4.53,15,36,120,7.26,4.56,11.78
2017,Christopher Carson,Oklahoma State,RB,5.22,72,33.25,218,9.625,4.58,23,37,130,,,
2017,Dare Ogunbowale,Wisconsin,RB,5.2,71,31.375,213,9.125,4.65,14,35,120,6.99,4.34,
2017,Sam Rogers,Virginia Tech,FB,5.18,70,30.25,231,9.75,4.93,19,32,114,7.27,4.34,11.84
2017,Elijah Hood,North Carolina,RB,5.14,71,30.375,232,9.375,,18,,,,,
2017,Jamaal Williams,BYU,RB,5.13,72,31.25,212,10,4.59,,30,123,7.25,4.53,
2017,De'Angelo Henderson,Coastal Carolina,RB,5.12,67,29,208,9.5,4.48,20,34,120,,,
2017,Justin Davis,USC,RB,5.08,73,31,208,9.625,,21,,,,,
2017,Freddie Stevenson,Florida State,FB,5.05,72,32.75,234,9.625,4.75,24,28,111,7.65,4.45,
2017,Jahad Thomas,Temple,RB,5.05,70,30.125,190,9,4.62,11,32,116,,,
2017,Stanley Williams,Kentucky,RB,4.99,67,30,190,8.625,4.51,18,36,121,6.86,4.18,
2017,De'Veon Smith,Michigan,RB,4.9,71,29.5,223,9,,22,29,108,7.3,4.56,11.75
2017,Brian Hill,Wyoming,RB,,73,31.375,219,8.875,4.54,15,34,125,7.03,4.32,11.29
2017,Aaron Jones,UTEP,RB,,69,32.5,208,9.5,4.56,16,37.5,127,6.82,4.2,11.53
2017,Rushel Shell,West Virginia,RB,,70,30,227,9.625,4.74,21,32.5,,,,
2017,Mike Williams,Clemson,WR,6.32,76,33.375,218,9.375,,15,32.5,121,,,
2017,Corey Davis,Western Michigan,WR,6.23,75,33,209,9.125,,,,,,,
2017,John Ross,Washington,WR,6.19,71,31.5,188,8.75,4.22,,37,133,,,
2017,JuJu Smith-Schuster,USC,WR,5.85,73,32.875,215,10.5,4.54,15,32.5,120,,,
2017,Chad Hansen,California,WR,5.84,74,32.125,202,10.125,4.53,11,35,119,6.74,4.13,
2017,Cooper Kupp,Eastern Washington,WR,5.81,74,31.5,204,9.5,4.62,,31,116,6.75,4.08,
2017,Dede Westbrook,Oklahoma,WR,5.77,72,30.625,178,9,,,,,,,
2017,Isaiah Ford,Virginia Tech,WR,5.74,73,32.625,194,9.25,4.61,14,35.5,127,6.94,4.34,
2017,Curtis Samuel,Ohio State,WR,5.73,71,31.25,196,9.5,4.31,18,37,119,7.09,4.33,
2017,Shelton Gibson,West Virginia,WR,5.72,71,32,191,8.875,4.5,8,32,118,6.83,4.2,10.71
2017,Josh Reynolds,Texas A&M,WR,5.71,75,31.5,194,9.375,4.52,,37,124,6.83,4.13,11.32
2017,Travin Dural,LSU,WR,5.67,73,32,202,9,4.57,,30.5,116,7.29,4.55,12.21
2017,Taywan Taylor,Western Kentucky,WR,5.66,71,32.625,203,9.25,4.5,13,33.5,132,6.57,4.21,11.23
2017,Amara Darboh,Michigan,WR,5.56,74,32.625,214,9.875,4.45,17,36,124,,,
2017,Zay Jones,East Carolina,WR,5.55,74,32.5,201,9,4.45,15,36.5,133,6.79,4.01,11.17
2017,Mack Hollins,North Carolina,WR,5.51,76,33.25,221,9.75,4.53,,,,,,
2017,Travis Rudolph,Florida State,WR,5.51,72,31.875,189,9.25,4.65,12,31.5,114,6.93,4.46,
2017,Noah Brown,Ohio State,WR,5.5,74,31.75,222,9.125,,19,,,7.07,4.33,
2017,Jalen Robinette,Air Force,WR,5.5,75,32.375,220,10.875,4.62,13,31.5,120,6.77,4.46,11.68
2017,Carlos Henderson,Louisiana Tech,WR,5.49,71,31.375,199,9.125,4.46,13,36,131,7.18,4.35,11.79
2017,Artavis Scott,Clemson,WR,5.47,70,31,193,9.375,4.61,13,31,116,7.19,4.49,12.06
2017,Jehu Chesson,Michigan,WR,5.46,75,33.25,204,9.125,4.47,10,35.5,132,6.7,4.09,
2017,Kenny Golladay,Northern Illinois,WR,5.45,76,32,218,9.75,4.5,18,35.5,120,7,4.15,
2017,Rodney Adams,USF,WR,5.41,73,32,189,9,4.44,8,29.5,125,6.98,4.28,11.39
2017,Malachi Dupre,LSU,WR,5.39,74,31.5,196,9,4.52,11,39.5,135,7.19,4.26,11.88
2017,Keon Hatcher,Arkansas,WR,5.38,73,32,212,9.5,4.64,16,,,,,
2017,Stacy Coley,Miami,WR,5.35,72,32.25,195,9.75,4.45,10,34,122,,,
2017,Jamari Staples,Louisville,WR,5.33,75,33.5,195,9.5,4.51,,36,130,,,
2017,Amba Etta-Tawo,Syracuse,WR,5.32,73,32,208,9.125,4.49,14,31,126,6.95,4.32,
2017,KD Cannon,Baylor,WR,5.3,71,30.75,182,8.875,4.41,13,37,119,,,
2017,Kendrick Bourne,Eastern Washington,WR,5.27,73,32.5,203,9.125,4.68,9,34,125,6.73,4.21,
2017,Drew Morgan,Arkansas,WR,5.25,72,30.375,190,9.5,4.74,10,30,112,6.85,4.12,11.19
2017,Ryan Switzer,North Carolina,WR,5.23,68,28,181,9.25,4.51,11,32,116,6.77,4,11.14
2017,Quincy Adeboyejo,Ole Miss,WR,5.22,75,31.75,197,9.375,4.42,8,34.5,123,6.73,4.14,
2017,Darreus Rogers,USC,WR,5.22,73,32,216,10.125,,8,26.5,112,7.22,4.54,
2017,Isaiah McKenzie,Georgia,WR,5.2,67,28.875,173,8.875,4.42,11,36,123,6.64,4.15,
2017,Gabe Marks,Washington State,WR,5.18,71,30.375,189,8.75,4.56,11,29.5,117,7.01,4.2,
2017,Trent Taylor,Louisiana Tech,WR,5.18,68,28.75,181,8.25,4.63,13,33,117,6.74,4.01,11.14
2017,Noel Thomas,Connecticut,WR,5.12,72,30,205,8.75,4.63,9,32.5,118,,,
2017,Bobo Wilson,Florida State,WR,5.07,69,31.375,189,9.375,4.57,10,,119,,4.57,
2017,Krishawn Hogan,Marian,WR,5,75,32.125,222,9.875,4.56,13,36.5,124,6.74,4.21,
2017,James Quick,Louisville,WR,5,72,30.75,186,9,4.6,11,31,115,7,4.39,
2017,Keevan Lucas,Tulsa,WR,4.97,69,31.875,192,9.875,4.55,11,32.5,119,7.23,4.43,12
2017,Speedy Noil,Texas A&M,WR,4.96,71,30,199,9.25,,18,43.5,133,,,
2017,Michael Rector,Stanford,WR,4.96,72,32.5,193,9.25,4.42,,36.5,129,6.77,4.19,11.31
2017,Billy Brown,Shepherd,WR,4.95,76,33,255,10.375,4.7,23,29,118,,,
2017,Fred Ross,Mississippi State,WR,4.94,73,31.25,213,9.25,4.51,10,35,113,6.99,4.28,
2017,Kermit Whitfield,Florida State,WR,4.94,68,30,185,8.5,4.44,8,32.5,120,7.17,4.37,
2017,Zach Pascal,Old Dominion,WR,4.93,74,32,219,10,4.55,14,36,126,7.11,4.29,
2017,"Greg Ward, Jr.",Houston,WR,4.93,71,31.125,186,9.875,,10,,,,,
2017,Jerome Lane,Akron,WR,4.92,74,31.5,226,9.75,4.6,16,35,125,6.87,4.12,
2017,Bug Howard,North Carolina,WR,4.9,76,33.125,221,10.375,4.58,,37.5,119,6.95,4.14,11.75
2017,"Victor Bolden, Jr.",Oregon State,WR,,68,31.125,178,9,4.54,9,32,117,6.83,4.22,11.21
2017,Robert Davis,Georgia State,WR,,75,33,219,9.625,4.44,19,41,136,6.82,4.28,11.48
2017,Chris Godwin,Penn State,WR,,73,31.625,209,9.125,4.42,19,36,126,7.01,4,11.21
2017,Josh Malone,Tennessee,WR,,75,31.375,208,9.625,4.4,10,30.5,121,7.05,4.19,11.77
2017,Ricky Seals-Jones,Texas A&M,WR,,77,33.125,243,9.625,4.69,17,28,121,7.46,4.33,11.85
2017,ArDarius Stewart,Alabama,WR,,71,32.5,204,9.375,4.49,,34,124,,,
2017,O.J. Howard,Alabama,TE,6.51,78,33.75,251,10,4.51,22,30,121,6.85,4.16,11.46
2017,David Njoku,Miami,TE,6.4,76,35.25,246,10,4.64,21,37.5,133,6.97,4.34,
2017,Gerald Everett,South Alabama,TE,6,75,33,239,8.5,4.62,22,37.5,126,6.99,4.33,
2017,Bucky Hodges,Virginia Tech,TE,5.93,78,32.5,257,10.125,4.57,18,39,134,,4.45,12.08
2017,Evan Engram,Ole Miss,TE,5.82,75,33.5,234,10,4.42,19,36,125,6.92,4.23,
2017,Jake Butt,Michigan,TE,5.81,77,32,246,10,,,,,,,
2017,Adam Shaheen,Ashland,TE,5.75,78,33.5,278,9.625,4.79,24,32.5,121,7.09,4.38,12.38
2017,Jeremy Sprinkle,Arkansas,TE,5.7,77,34.5,252,10.75,4.69,,29,116,,,
2017,Jordan Leggett,Clemson,TE,5.58,77,33.5,258,10.375,,18,33,114,7.12,4.33,12.06
2017,Jonnu Smith,FIU,TE,5.46,75,32.875,248,9.25,4.62,22,38,127,,4.18,11.57
2017,Michael Roberts,Toledo,TE,5.45,76,33,270,11.5,4.86,,30,110,7.05,4.51,
2017,George Kittle,Iowa,TE,5.38,76,33.125,247,9.25,4.52,18,35,132,,,
2017,Eric Saubert,Drake,TE,5.37,77,33.5,253,10.375,,22,33,121,,,
2017,Hayden Plinke,UTEP,TE,5.34,76,32.5,264,10,4.97,18,28,109,7.55,4.59,12.41
2017,Cole Hikutini,Louisville,TE,5.3,76,32.75,247,10,,20,,,,,
2017,Darrell Daniels,Washington,TE,5.19,75,34.5,247,10.25,4.55,17,32,116,7.09,4.47,
2017,Scott Orndoff,Pittsburgh,TE,5.14,77,33.25,253,10,4.84,17,27,112,7.37,4.45,12.34
2017,Pharaoh Brown,Oregon,TE,4.96,78,35.625,255,10.375,,24,34,,,,
2017,Cethan Carter,Nebraska,TE,4.9,75,32.375,241,9,4.68,19,,,,,
2017,Ryan Ramczyk,Wisconsin,OT,6.2,78,33.75,310,10.875,,25,,,,,
2017,Cam Robinson,Alabama,OT,6.16,78,35.5,322,10.5,5.15,,26,106,7.81,4.82,
2017,Forrest Lamp,Western Kentucky,OG,6.11,76,32.25,309,10.625,5,34,27.5,111,7.55,4.62,
2017,Garett Bolles,Utah,OT,6.1,77,34,297,9.375,4.95,,28,115,7.29,4.55,
2017,Pat Elflein,Ohio State,C,5.85,75,33.25,303,9.75,5.32,22,23.5,99,7.94,4.71,
2017,Dorian Johnson,Pittsburgh,OG,5.83,77,35.25,300,10.875,5.27,21,30,114,8.39,5.09,
2017,Dan Feeney,Indiana,OG,5.79,76,33.375,305,10.25,5.24,26,28,101,7.52,4.68,
2017,Antonio Garcia,Troy,OT,5.75,78,33.375,302,9.875,5.15,24,31,108,7.98,4.94,
2017,Zach Banner,USC,OT,5.72,80,34.875,353,10.75,5.58,22,23.5,92,8.31,5.21,
2017,Dion Dawkins,Temple,OG,5.71,76,35,314,9.875,5.11,26,26,106,7.3,4.78,
2017,Ethan Pocic,LSU,C,5.7,78,33.125,310,10.125,5.15,26,27,107,7.89,4.81,
2017,Taylor Moton,Western Michigan,OG,5.68,77,34.125,319,10.625,5.18,23,30.5,109,7.73,4.58,
2017,Roderick Johnson,Florida State,OT,5.62,79,36,298,10.75,,,,,,,
2017,Nico Siragusa,San Diego State,OG,5.54,76,33.5,319,10.625,5.35,28,32,110,7.71,4.56,
2017,Will Holden,Vanderbilt,OT,5.53,79,33.25,311,10.125,5.47,23,28,111,7.71,4.72,
2017,Isaac Asiata,Utah,OG,5.51,75,33.75,323,10.375,5.34,35,25.5,102,7.83,4.93,
2017,Collin Buchanan,Miami (OH),OL,5.51,77,32.375,316,10.5,,23,25,97,,,
2017,Adam Bisnowaty,Pittsburgh,OT,5.5,78,33.875,304,11.375,5.23,23,29.5,96,8.02,4.94,
2017,Damien Mama,USC,G,5.49,75,35,334,11,5.84,,24.5,96,8.51,5.38,
2017,David Sharpe,Florida,OT,5.49,78,35.375,343,10,5.44,19,20.5,97,7.87,4.78,
2017,Jermaine Eluemunor,Texas A&M,OL,5.46,76,33.25,332,9.5,5.22,34,,,,,
2017,Chad Wheeler,USC,C,5.46,79,33.125,306,9.5,5.48,15,20.5,105,,5.01,
2017,Chase Roullier,Wyoming,C,5.42,76,32.25,312,9.5,5.54,19,26.5,97,7.6,4.47,
2017,Aviante Collins,TCU,OT,5.39,76,33.375,295,9.375,4.81,34,,,,,
2017,Avery Gennesy,Texas A&M,OT,5.39,75,33.625,318,9.5,5.35,24,20,91,8.08,5,
2017,Jordan Morgan,Kutztown,G,5.39,75,34.625,309,10,5.36,21,27,102,8.13,4.73,
2017,Tyler Orlosky,West Virginia,C,5.38,75,32.25,298,9.75,,24,,,,,
2017,Jon Toth,Kentucky,C,5.35,77,33.625,307,10,5.51,21,25.5,100,8.09,4.84,
2017,Kyle Fuller,Baylor,C,5.31,77,34.125,307,10.25,5.24,23,26,96,7.71,4.84,
2017,Danny Isidora,Miami,G,5.3,75,33,306,9.875,5.03,26,29,94,8.13,4.9,
2017,Jessamen Dunker,Tennessee State,G,5.28,76,33.5,318,10,4.98,23,28.5,108,,,
2017,Cameron Lee,Illinois State,OG,5.28,77,33.875,312,10.875,5.44,18,25.5,100,8.02,4.75,
2017,Julie'n Davenport,Bucknell,OT,5.26,79,36.5,318,10.5,5.45,18,27,106,7.57,4.69,
2017,Justin Senior,Mississippi State,OT,5.21,77,34,331,10.25,5.55,,23,98,8.19,5.06,
2017,Erik Austell,Charleston Southern,OT,5.2,75,32,301,9,5.23,24,27.5,107,8.13,4.9,
2017,J.J. Dielman,Utah,C,5.2,77,32.25,309,10,,27,,,,,
2017,Ethan Cooper,Indiana (PA),OL,5.19,74,32.625,322,10.375,5.36,26,24.5,99,8.02,4.88,
2017,Jerry Ugokwe,William & Mary,OT,5.18,79,35.375,321,10.375,5.61,18,26,103,8.35,5.17,
2017,Corey Levin,Chattanooga,OL,5.15,76,33.5,307,10.875,5.16,26,26.5,106,7.55,4.73,
2017,Sean Harlow,Oregon State,OG,5.14,76,32,303,9.5,5.15,26,30.5,105,8.16,4.81,
2017,Dan Skipper,Arkansas,OT,5.1,82,33.375,309,10.5,5.42,,26,97,7.61,5.01,
2017,Conor McDermott,UCLA,OT,5.07,80,34.75,307,11,5.18,,28.5,105,7.52,4.58,
2017,Daniel Brunskill,San Diego State,OT,4.97,77,33.875,273,9.875,,17,28,106,7.9,4.84,
2017,Javarius Leamon,South Carolina State,OL,4.9,79,35.25,332,9.625,,22,23.5,,,,
2017,Sam Tevi,Utah,OT,4.9,77,34,311,10.125,5.27,15,26,107,7.84,4.6,
2017,Nate Theaker,Wayne State (MI),OG,4.9,77,32.625,315,9.625,5.41,23,27,105,7.97,4.89,
2017,Ben Braden,Michigan,OG,4.88,78,34,329,9.875,5.04,25,28,102,7.85,4.9,
2017,Myles Garrett,Texas A&M,DE,7.63,76,35.25,272,10.25,4.64,33,41,128,,,
2017,Solomon Thomas,Stanford,DE,6.85,75,33,273,9.375,4.69,30,35,126,6.95,4.28,
2017,Jonathan Allen,Alabama,DE,6.81,75,33.625,286,9.375,5,21,30,108,7.49,4.5,
2017,Taco Charlton,Michigan,DE,6.58,78,34.25,277,9.75,4.92,25,33,116,7.17,4.39,
2017,Malik McDowell,Michigan State,DT,6.56,78,34.75,295,10.5,4.85,23,28.5,112,7.69,4.53,
2017,Caleb Brantley,Florida,DT,6.31,75,32,307,9.75,5.14,21,27,105,7.66,4.62,
2017,Haason Reddick,Temple,DE,6.25,73,32.75,237,10.125,4.52,24,36.5,133,7.01,4.37,
2017,Tim Williams,Alabama,DE,6.24,75,32.75,244,9.25,4.68,,33.5,124,7.36,4.57,
2017,Derek Barnett,Tennessee,DE,6.21,75,32.125,259,10,4.88,,31,117,6.96,4.44,
2017,Takkarist McKinley,UCLA,DE,6.1,74,34.75,250,9.75,4.59,24,33,122,7.48,4.62,
2017,Charles Harris,Missouri,DE,6,75,32.375,253,9.625,4.82,21,32,109,7.47,4.42,12.48
2017,Larry Ogunjobi,Charlotte,DT,5.79,75,32.625,305,10,4.97,26,32,116,7.55,4.75,
2017,Jarron Jones,Notre Dame,DT,5.77,78,35.5,316,10.5,5.33,22,20.5,,,,
2017,Carl Lawson,Auburn,DE,5.75,74,31.5,261,10.375,4.67,35,33,114,7.46,4.19,
2017,D.J. Jones,Ole Miss,DT,5.73,73,32.5,319,10.25,5.04,25,28.5,108,7.73,4.65,
2017,Chris Wormley,Michigan,DE,5.7,77,34.125,298,10.5,,23,,,,,
2017,Jaleel Johnson,Iowa,DT,5.67,75,33.25,316,9.625,5.38,19,28,100,7.64,4.62,
2017,Dalvin Tomlinson,Alabama,DT,5.64,75,33.5,310,10.125,5.19,,27,110,7.68,4.59,
2017,Demarcus Walker,Florida State,DE,5.64,76,33,280,10.5,,18,,,,,
2017,Eddie Vanderdoes,UCLA,DT,5.63,75,33.125,305,10.625,4.99,28,28.5,111,7.69,4.39,
2017,Jordan Willis,Kansas State,DE,5.62,76,33.5,255,9.875,4.53,24,39,125,6.85,4.28,
2017,Montravius Adams,Auburn,DT,5.61,76,32.75,304,9.25,4.87,22,29,108,7.62,4.89,
2017,Elijah Qualls,Washington,DT,5.6,73,30.625,313,9.375,5.13,33,31.5,105,7.65,4.66,
2017,Tanoh Kpassagnon,Villanova,DE,5.59,79,35.625,289,10.625,4.83,23,30,128,7.46,4.62,
2017,Tarell Basham,Ohio,DE,5.57,76,34.25,269,10.25,4.7,15,31.5,119,7.27,4.35,
2017,Daeshon Hall,Texas A&M,DE,5.57,77,35,266,9.625,4.76,18,36,123,7.03,4.38,
2017,Nazair Jones,North Carolina,DT,5.57,77,34.625,304,10.875,5.11,,24.5,101,7.93,4.63,
2017,Carlos Watkins,Clemson,DT,5.57,75,34.625,309,10.375,,25,,,,,
2017,Charles Walker,Oklahoma,DT,5.56,74,33.75,310,9.625,4.96,25,28,107,7.89,4.96,
2017,Avery Moss,Youngstown State,DE,5.53,75,34.5,264,10.375,4.79,14,32.5,114,7.25,4.43,
2017,Noble Nwachukwu,West Virginia,DE,5.51,73,33.125,268,9,4.83,27,30.5,110,,,
2017,Stevie Tu'ikolovatu,USC,NT,5.5,73,33,331,10.25,5.45,28,24.5,91,7.83,5,
2017,Ejuan Price,Pittsburgh,DE,5.49,71,32.75,241,10,4.84,20,31.5,117,,4.34,
2017,Dawuane Smoot,Illinois,DE,5.49,75,33.25,264,9.25,4.77,,29.5,117,7.18,4.39,
2017,Tanzel Smart,Tulane,DT,5.48,73,32.875,296,9.625,5.24,22,27,105,7.53,4.57,
2017,Ryan Glasgow,Michigan,DT,5.46,75,33.375,302,9.625,5.13,20,27.5,105,7.55,4.5,
2017,Deatrich Wise,Arkansas,DE,5.46,77,35.625,274,10.5,4.92,22,33,125,7.07,4.36,
2017,Davon Godchaux,LSU,DT,5.41,75,32.375,310,10.25,5.27,18,,,,,
2017,Derek Rivers,Youngstown State,DE,5.41,76,32.75,248,9.375,4.61,30,35,123,6.94,4.4,12.43
2017,Carroll Phillips,Illinois,DE,5.4,75,33,242,9.75,4.64,23,30,123,7.06,4.37,
2017,Isaac Rochell,Notre Dame,DT,5.4,76,32.75,280,9.75,4.89,25,31.5,114,,,
2017,Bryan Cox Jr.,Florida,DE,5.39,75,33.75,265,9.5,4.89,16,26.5,109,7.36,4.46,
2017,Dylan Donahue,West Georgia,DL,5.39,75,30.25,248,9,4.75,26,29.5,116,7.02,4.46,
2017,Josh Carraway,TCU,DE,5.37,75,34.25,242,9.25,4.74,25,29.5,120,7.2,4.44,11.71
2017,Ifeadi Odenigbo,Northwestern,DL,5.36,75,32.625,258,10.5,4.72,25,31.5,128,7.26,4.4,
2017,Vincent Taylor,Oklahoma State,DT,5.35,75,34.375,304,10.125,5.07,26,28.5,108,7.58,4.72,
2017,Tashawn Bower,LSU,DE,5.29,77,33.375,250,9.875,4.82,20,31.5,121,7.2,4.37,11.77
2017,Trey Hendrickson,FAU,DE,5.29,76,32,266,9.875,4.65,,33.5,122,7.03,4.2,11.43
2017,Garrett Sickels,Penn State,DE,5.25,75,32.125,261,9.5,4.9,20,28,105,7.21,4.41,
2017,Al-Quadin Muhammad,Miami,DE,5.22,75,33.25,253,9.375,4.88,22,30.5,117,7.25,4.47,12.14
2017,Treyvon Hester,Toledo,DT,5.18,74,32,300,9.75,,,,,,,
2017,Harvey Langi,BYU,DE,5.13,74,32.875,251,9.125,,23,33,118,7,4.32,11.83
2017,Fadol Brown,Ole Miss,DE,5.12,76,35,273,10.25,4.94,19,34,115,7.24,4.44,
2017,Pita Taumoepenu,Utah,DL,5.1,73,32.375,243,9.875,4.67,24,28.5,112,6.91,4.33,
2017,Ken Ekanem,Virginia Tech,DL,5.05,75,32,257,10.5,4.88,,30.5,115,7.38,4.58,12.3
2017,Chunky Clements,Illinois,DT,5,74,32.875,301,10.375,,23,,,,,
2017,Keionta Davis,Chattanooga,DE,5,75,34,271,9.5,,,,,,,
2017,Jeremiah Ledbetter,Arkansas,DE,5,75,34.25,280,10,4.84,29,32.5,113,7.55,4.56,
2017,Reuben Foster,Alabama,LB,6.43,72,32.375,229,10.25,,,,,,,
2017,Jabrill Peppers,Michigan,LB,6.14,71,30.75,213,9.625,4.46,19,35.5,128,,,
2017,Zach Cunningham,Vanderbilt,LB,5.94,75,34.375,234,9.25,4.67,15,35,125,7.03,4.29,
2017,Jarrad Davis,Florida,LB,5.91,73,33.5,238,9.75,,,,,,,
2017,Ryan Anderson,Alabama,OLB,5.89,74,31.5,253,9.375,4.78,,,,,,
2017,T.J. Watt,Wisconsin,LB,5.88,76,33.125,252,11,4.69,21,37,128,6.79,4.13,11.2
2017,Alex Anzalone,Florida,LB,5.74,75,32.125,241,9.125,4.63,16,30.5,116,6.88,4.25,11.71
2017,Kendell Beckwith,LSU,ILB,5.62,74,33,243,9.5,,20,,,,,
2017,Tyus Bowser,Houston,LB,5.62,75,33.25,247,10.125,4.65,21,37.5,127,6.75,,
2017,Raekwon McMillan,Ohio State,LB,5.55,74,33,240,9.75,4.61,23,33,121,7.15,4.39,11.84
2017,Anthony Walker Jr.,Northwestern,LB,5.53,73,30.375,238,9.5,4.65,23,30.5,116,7.23,4.34,
2017,Devonte' Fields,Louisville,OLB,5.52,74,32.375,236,9,4.72,,34,124,7.4,4.5,
2017,Blair Brown,Ohio,LB,5.48,71,31.25,238,9.375,4.65,,37,124,6.92,4.18,
2017,Duke Riley,LSU,OLB,5.43,72,32,232,9.25,4.58,18,34.5,122,6.89,4.21,
2017,Connor Harris,Lindenwood,ILB,5.41,71,30.125,242,9.375,4.73,18,33,114,7.13,4.31,11.84
2017,Matt Milano,Boston College,OLB,5.37,72,32,223,9.375,4.67,24,35,126,,,
2017,Jalen Reeves-Maybin,Tennessee,LB,5.36,72,32.25,230,9.625,,,,,,,
2017,Vince Biegel,Wisconsin,OLB,5.28,75,32.375,246,9.125,4.67,21,33.5,118,6.92,4.3,
2017,Marquel Lee,Wake Forest,LB,5.2,75,32.5,240,9.5,,25,31,118,,,
2017,Ben Gedeon,Michigan,ILB,5.18,74,32.625,244,10,4.75,27,34.5,119,6.98,4.13,11.58
2017,Tanner Vallejo,Boise State,LB,5.11,73,30.5,228,9.625,4.67,,33.5,121,,4.39,
2017,JoJo Mathis,Washington,OLB,5.1,74,33,266,9,,24,,,,,
2017,Ben Boulware,Clemson,ILB,5.05,72,30.5,238,10,,20,29.5,111,7.02,4.43,12.13
2017,Jayon Brown,UCLA,LB,5.01,72,31.375,231,9.625,4.7,17,31.5,120,,,
2017,Riley Bullough,Michigan State,LB,5,74,31.25,226,9.875,,20,31.5,116,,,
2017,Kevin Davis,Colorado State,LB,4.97,74,32.375,235,10.25,4.91,11,30.5,110,7.18,4.38,11.91
2017,Brooks Ellis,Arkansas,ILB,4.92,74,31.75,240,9.75,4.79,18,29.5,115,6.8,4.25,11.28
2017,Hardy Nickerson,Illinois,LB,4.92,72,32,232,10,4.78,18,33,116,,4.38,
2017,Keith Kelsey,Louisville,LB,4.88,72,31.375,233,10.125,4.92,23,29.5,112,7.28,4.56,
2017,Malik Hooker,Ohio State,S,6.7,73,32.25,206,10.75,,,,,,,
2017,Jamal Adams,LSU,S,6.6,72,33.375,214,9.25,4.56,18,31.5,120,6.96,4.13,11.92
