Year,Player,College,Position,Grade,Height,Arm Length,Weight,Hands,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,Three Cone Drill,20 Yard Shuttle,60 Yard Shuttle
2016,Chris Jones,Mississippi State,DT,6.2,78,34.5,310,10.75,5.03,26,24.5,106,7.44,4.62,
2016,Jarran Reed,Alabama,DT,6.19,75,33.375,307,10.5,5.21,,31,104,7.77,4.75,
2016,Sheldon Rankins,Louisville,DT,6.18,73,33.375,299,9.375,5.03,28,34.5,118,7.44,4.59,
2016,Hassan Ridgeway,Texas,DT,6.17,75,33,303,9.375,5.02,24,32,113,8.28,4.82,
2016,Vernon Butler,Louisiana Tech,DT,6.15,76,35.125,323,10.75,5.33,26,29.5,104,7.82,4.76,
2016,Jonathan Bullard,Florida,DT,6.08,75,33.625,285,10,4.93,23,32,116,7.31,4.56,
2016,Willie Henry,Michigan,DT,6.05,75,33.375,303,10.875,5,28,30.5,110,7.57,4.53,
2016,Adolphus Washington,Ohio State,DT,5.6,75,34.5,301,9.875,5.17,21,27,99,8.06,4.79,
2016,Maliek Collins,Nebraska,DT,5.6,74,33.125,311,9.5,5.03,25,29.5,109,7.53,4.52,
2016,Matthew Ioannidis,Temple,DT,5.57,75,32.375,299,10.125,5.03,32,28,108,7.78,4.71,
2016,Sheldon Day,Notre Dame,DT,5.55,73,32.625,293,9.625,5.07,21,30,102,7.44,4.5,
2016,Adam Gotsis,Georgia Tech,DT,5.5,76,34.125,287,10.75,,,,,,,
2016,Darius Latham,Indiana,DT,5.48,76,34.75,311,10,5.32,,29,100,7.76,4.63,
2016,Anthony Zettel,Penn State,DT,5.32,76,31.125,277,9.5,4.81,28,30.5,109,7.63,4.39,
2016,Luther Maddy,Virginia Tech,DT,5.24,72,33.25,287,9,,29,,,,,
2016,Javon Hargrave,South Carolina State,DT,5.23,73,32,309,9.625,4.93,29,34.5,109,7.9,4.7,
2016,Vincent Valentine,Nebraska,DT,5.22,76,33.125,329,9.625,5.19,17,29,110,8.03,4.59,
2016,Nile Lawrence-Stample,Florida State,DT,5.2,73,32.75,320,9.875,,,,,,,
2016,Lawrence Thomas,Michigan State,DT,5.17,75,33.25,286,10.125,4.98,,35,113,,,
2016,Quinton Jefferson,Maryland,DT,5.13,76,33.375,291,8.875,4.95,24,29,,7.95,4.37,
2016,Joel Heath,Michigan State,DT,5.11,77,34.5,293,10.5,5.02,26,33,113,7.44,4.52,
2016,Antwaun Woods,USC,DT,5,72,31,318,9.625,,,,,,,
2016,DeVaunte Sigler,Jacksonville State,DT,4.97,75,33.75,298,9.875,5.15,23,25,,7.9,4.97,
2016,Chris Mayes,Georgia,DT,4.94,75,34,338,9,5.34,33,23.5,104,,5.13,
2016,Connor Wujciak,Boston College,DT,4.82,74,33.25,291,10,4.91,22,34.5,117,7.32,4.27,
2016,DeForest Buckner,Oregon,DE,7.32,79,34.375,291,11.75,5.05,,32,116,7.51,4.47,
2016,Joey Bosa,Ohio State,DE,6.76,77,33.375,269,10.25,4.86,24,32,120,6.89,4.21,
2016,Kevin Dodd,Clemson,DE,6.33,77,34,277,10,4.86,,,,,,
2016,Shaq Lawson,Clemson,DE,6.21,75,32.75,269,10,4.7,,33,120,7.16,4.21,
2016,Emmanuel Ogbah,Oklahoma State,DE,6.17,76,35.5,273,10,4.63,20,35.5,121,7.26,4.5,
2016,Noah Spence,Eastern Kentucky,DE,6.11,74,33,251,10.75,4.8,25,35,121,7.21,4.35,
2016,Shilique Calhoun,Michigan State,DE,5.74,76,34.25,251,9.875,4.82,23,35,115,6.97,4.25,
2016,Carl Nassib,Penn State,DE,5.61,79,34.5,277,10.375,4.84,21,28.5,114,7.27,4.37,
2016,Kamalei Correa,Boise State,DE,5.59,75,31.625,243,9.375,4.69,21,33,108,,,
2016,Shawn Oakman,Baylor,DE,5.59,80,35.75,287,10.625,4.96,23,32,123,7.53,4.56,
2016,Jihad Ward,Illinois,DE,5.57,77,33.875,297,9.375,5.11,20,25,111,7.38,4.63,
2016,Bronson Kaufusi,BYU,DE,5.55,78,34.5,285,9.75,4.87,25,30,111,7.03,4.25,
2016,Ronald Blair,Appalachian State,DE,5.53,74,34,284,10.25,5.15,32,30,113,7.95,4.53,
2016,James Cowser,Southern Utah,DE,5.42,75,32.875,248,10.25,4.82,21,31.5,111,6.8,4.31,
2016,Yannick Ngakoue,Maryland,DE,5.39,74,32.5,252,9.5,4.75,26,34.5,118,7.35,4.5,
2016,Charles Tapper,Oklahoma,DE,5.34,75,34.375,271,11.5,4.59,23,34,119,,,
2016,Alex McCalister,Florida,DE,5.32,78,36,239,9.375,4.8,,34.5,128,7.01,4,
2016,Ron Thompson,Syracuse,DE,5.32,75,32.25,253,9.375,4.92,18,,,7.46,4.5,
2016,Victor Ochi,Stony Brook,DE,5.32,73,33.75,246,10.125,4.86,,32,119,7.24,4.4,
2016,Dadi Nicolas,Virginia Tech,DE,5.24,75,34.75,235,10.375,4.74,14,41,116,7.04,4.38,
2016,Ufomba Kamalu,Miami,DE,5.21,77,35,295,10,5.01,26,25,106,7.32,4.58,
2016,Dean Lowry,Northwestern,DE,5.2,78,31,296,9.375,4.87,30,32.5,114,7.26,4.38,
2016,Jason Fanaika,Utah,DE,5.2,74,32.625,271,9.875,4.92,23,35.5,113,7.06,4.39,
2016,Matt Judon,Grand Valley State,DE,5.2,75,33.875,275,9.5,4.73,30,35,109,7.67,4.52,
2016,Sterling Bailey,Georgia,DE,5.18,76,33.375,285,10.25,5.23,20,30,111,7.46,4.73,
2016,D.J. Pettway,Alabama,DE,5.16,74,32.25,265,9.5,4.99,17,28,108,7.74,4.69,
2016,Drew Ott,Iowa,DE,5.14,76,32.25,273,9.625,,,,,,,
2016,Mehdi Abdesmad,Boston College,DE,5.05,78,33.375,284,9.75,5.1,25,29.5,108,7.55,4.62,
2016,Branden Jackson,Texas Tech,DE,4.87,76,33.375,273,10.25,5.06,20,31.5,113,7.4,4.77,
2016,Giorgio Newberry,Florida State,DE,4.85,77,34,285,9.5,4.94,20,30,114,7.53,4.78,
2016,Romeo Okwara,Notre Dame,DE,4.8,77,34.125,265,10.125,4.9,23,33,120,7.38,4.53,
2016,Jimmy Bean,Oklahoma State,DE,4.77,77,33.5,264,9.75,,20,,,,,
2016,Reggie Ragland,Alabama,ILB,6.51,73,32,247,9.875,4.72,,31.5,116,,4.28,
2016,Scooby Wright III,Arizona,ILB,6.02,72,30.5,239,9.75,4.9,22,31,113,,4.47,
2016,Dominique Alexander,Oklahoma,ILB,5.56,72,32.25,232,9,,17,28.5,104,,,
2016,Terrance Smith,Florida State,ILB,5.39,75,32.75,235,9.875,4.77,19,34.5,120,,,
2016,Antonio Morrison,Florida,ILB,5.37,73,30.375,232,9,,,,,,,
2016,Nick Vigil,Utah State,ILB,5.37,74,32.375,239,10.25,4.72,,31.5,115,6.73,4,
2016,Jared Norris,Utah,ILB,5.36,73,31.5,241,10.125,4.8,19,29.5,114,,4.52,
2016,Joshua Perry,Ohio State,ILB,5.36,76,33.875,254,10.25,4.68,20,33.5,124,,,
2016,Blake Martinez,Stanford,ILB,5.32,74,31.625,237,10.875,4.71,22,28.5,113,6.98,4.2,
2016,Josh Forrest,Kentucky,ILB,5.28,75,33.5,249,9.5,4.91,11,30.5,118,,,
2016,Raphael Kirby,Miami,ILB,5.13,72,31,236,9.875,,27,,,,,
2016,Steven Daniels,Boston College,ILB,5.11,71,32.625,243,10,4.86,16,32,112,7.33,4.54,
2016,Nick Kwiatkoski,West Virginia,ILB,5.1,74,31.75,243,9.5,4.73,19,32,120,7.16,4.22,
2016,Cassanova McKinzy,Auburn,ILB,5.09,73,31.25,248,9.875,,21,,,,,
2016,C.J. Johnson,Ole Miss,ILB,5.05,73,32.75,234,8.875,4.81,,,,,4.52,
2016,Myles Jack,UCLA,OLB,7.5,73,33.625,245,10.25,,19,,,,,
2016,Jaylon Smith,Notre Dame,OLB,7.16,74,33,223,9.5,,,,,,,
2016,Leonard Floyd,Georgia,OLB,6.52,78,33.125,244,10.125,4.6,,39.5,127,,,
2016,Su'a Cravens,USC,OLB,6.1,73,32.125,226,9.5,,16,27,114,,,
2016,Darron Lee,Ohio State,OLB,6.07,73,33.25,232,9.75,4.47,17,35.5,133,7.12,4.2,
2016,Kyler Fackrell,Utah State,OLB,5.94,77,33.25,245,10.125,4.72,15,34.5,121,,,
2016,Jordan Jenkins,Georgia,OLB,5.91,75,34.25,259,11.25,4.8,16,36.5,121,,,
2016,Kentrell Brothers,Missouri,OLB,5.82,72,30.75,245,9.75,4.89,19,28.5,110,6.99,4.11,
2016,Deion Jones,LSU,OLB,5.56,73,32.375,222,9.25,4.59,,33,120,,,
2016,B.J. Goodson,Clemson,OLB,5.42,73,33.25,242,10,4.69,30,34.5,118,7.05,4.51,
2016,Eric Striker,Oklahoma,OLB,5.41,71,31.25,227,10.125,4.8,23,30,116,7.3,4.46,
2016,Joe Schobert,Wisconsin,OLB,5.37,73,31.5,244,9.75,4.76,22,33.5,111,7.11,4.3,11.59
2016,De'Vondre Campbell,Minnesota,OLB,5.29,76,33.625,232,9.625,4.58,16,34,116,,,
2016,Steve Longa,Rutgers,OLB,5.27,73,32,241,9.75,4.78,19,32,116,7.5,4.56,12
