Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
42,NaVorro Bowman,SF,ILB,16,1103,68.9,96.8,14,0.2,0.7,161.85,14.7
42,Whitney Mercilus,HOU,OLB,16,742,46.4,71.3,7,1.6,2.2,109,14.7
42,Kelvin Sheppard,MIA,ILB,16,709,44.3,61.9,15.1,0,0,104,14.7
42,Josh Mauga,KC,ILB,14,462,33,42.5,12.6,0.2,0.2,67.9,14.7
46,Justin Houston,KC,OLB,11,621,56.5,57.2,4.8,1.2,2.1,90.9,14.6
47,Bobby Wagner,SEA,ILB,15,907,60.5,90.9,12.6,0.1,0.4,131.95,14.5
47,Kwon Alexander,TB,ILB,12,819,68.2,98.7,11.4,0.4,0.6,119.15,14.5
47,Willie Young,CHI,OLB,15,524,34.9,50.6,5.7,1.2,2.9,76,14.5
50,Eric Kendricks,MIN,ILB,14,763,54.5,71.1,12.1,0.5,1,109.3,14.3
51,CJ Mosley,BAL,ILB,16,1057,66.1,99.1,11.1,0.4,0.9,149.8,14.2
51,Mark Barron,LAR,ILB,16,920,57.5,79.4,12.6,0.1,0.4,131,14.2
53,Derrick Johnson,KC,ILB,16,1062,66.4,97.8,10.9,0.4,0.5,148.8,14
53,Chad Greenway,MIN,OLB,16,632,39.5,58.9,10.9,0.4,0.8,88.4,14
55,Anthony Hitchens,DAL,ILB,16,538,33.6,51,12.5,0.4,0.9,74.9,13.9
56,Jonathan Anderson,CHI,ILB,11,312,28.4,42.6,11.5,0,0.6,43,13.8
57,Malcolm Smith,OAK,OLB,16,1144,71.5,99.2,10.7,0.3,0.5,156.7,13.7
57,Dont'a Hightower,NE,LB,12,594,49.5,54.2,10.3,0.6,1,81.65,13.7
59,James Harrison,PIT,LB,15,611,40.7,55.3,6.5,0.8,2.5,83.3,13.6
59,Akeem Ayers,LAR,OLB,16,527,32.9,45.5,8.9,0.1,0.6,71.65,13.6
59,Nick Perry,GB,OLB,14,351,25.1,33.4,8.8,1,1.1,47.65,13.6
62,Jonathan Casillas,NYG,OLB,15,674,44.9,58.9,13.1,0.3,0.3,91.2,13.5
63,Jonathan Freeny,NE,ILB,13,390,30,35.6,12.8,0.3,0.3,51.8,13.3
64,Lawrence Timmons,PIT,OLB,16,1059,66.2,95.9,11.2,0.5,0.9,139.65,13.2
65,Za'Darius Smith,BAL,OLB,15,407,27.1,38.1,7.4,1.4,1.7,53.45,13.1
65,Shaq Thompson,CAR,OLB,14,366,26.1,33.2,13.7,0.3,0.5,48,13.1
65,Emmanuel Lamur,CIN,OLB,16,340,21.2,31.2,13.8,0.1,0.3,44.4,13.1
68,Michael Wilhoite,SF,OLB,12,618,51.5,57.8,13.8,0,0,80.5,13
69,Stephone Anthony,NO,OLB,16,991,61.9,93.1,11.3,0.1,0.4,127.8,12.9
69,Vincent Rey,CIN,OLB,16,729,45.6,67,13.4,0.1,0.3,94.3,12.9
69,Gerald Hodges,SF,OLB,14,520,37.1,44.8,13.5,0,0.2,67,12.9
69,Devon Kennard,NYG,OLB,9,487,54.1,45.1,11.9,0,1,63,12.9
69,Jerod Mayo,NE,ILB,16,395,24.7,36.1,11.9,0.3,0.8,51,12.9
74,Karlos Dansby,CLE,ILB,16,1035,64.7,98.9,10.4,0,0.6,132,12.8
74,KJ Wright,SEA,OLB,16,969,60.6,97.1,12,0.1,0.2,123.6,12.8
74,Brandon Marshall,DEN,ILB,16,918,57.4,84.6,11.1,0.2,0.3,117.55,12.8
74,Manti Te'o,LAC,ILB,12,711,59.2,71,11.7,0.1,0.4,91.05,12.8
78,Jadeveon Clowney,HOU,OLB,13,564,43.4,54.2,7.1,0.8,1.4,71.85,12.7
78,Robert Mathis,IND,OLB,15,543,36.2,47.7,3.7,1.3,2.6,69.2,12.7
78,Howard Jones,TB,OLB,12,386,32.2,47.6,3.6,1.3,2.3,49.05,12.7
81,David Harris,NYJ,LB,16,976,61,92.4,11.1,0.5,0.7,122.55,12.6
82,Anthony Barr,MIN,OLB,14,830,59.3,77.4,8.2,0.4,1,101,12.2
83,Paul Worrilow,ATL,ILB,15,874,58.3,83.2,10.9,0,0.5,106,12.1
83,Will Compton,WAS,ILB,16,716,44.8,67.9,13.4,0.1,0.3,86.7,12.1
83,Hau'oli Kikaha,NO,OLB,15,621,41.4,58.4,8.4,0.6,0.8,75,12.1
83,Christian Kirksey,CLE,OLB,16,570,35.6,54.4,11.1,0.6,0.9,68.8,12.1
83,Nate Palmer,GB,ILB,16,539,33.7,51.3,13.2,0.2,0.4,65,12.1
83,Kasim Edebali,NO,OLB,16,361,22.6,33.9,5.8,1.4,1.7,43.6,12.1
83,Shane Ray,DEN,OLB,14,341,24.4,31.4,5.9,1.2,2.1,41.3,12.1
90,Daryl Smith,BAL,OLB,16,985,61.6,92.3,12.3,0.3,0.5,117.45,11.9
91,Tahir Whitehead,DET,OLB,16,588,36.8,56.4,8.7,0.3,0.7,69.5,11.8
92,Tamba Hali,KC,OLB,15,838,55.9,77.2,5.7,0.8,2.1,97.8,11.7
92,Dan Skuta,JAX,OLB,13,418,32.2,35.9,9.6,0.4,1,48.9,11.7
94,Avery Williamson,TEN,ILB,15,926,61.7,87.4,11,0.4,0.6,107.35,11.6
95,Shea McClellin,CHI,LB,12,678,56.5,65.5,11.9,0,0.3,78,11.5
96,Preston Brown,BUF,ILB,16,1071,66.9,98.2,11.2,0,0.6,121,11.3
96,Clay Matthews,GB,OLB,16,1020,63.8,97.1,6.5,0.6,1.9,115.55,11.3
96,Olivier Vernon,MIA,OLB,16,943,58.9,82.3,6.5,0.8,2.8,106.65,11.3
96,Demario Davis,NYJ,OLB,16,855,53.4,81,10.5,0.2,1.1,96.4,11.3
96,John Simon,HOU,LB,16,639,39.9,61.4,8.3,0.8,1.7,72.3,11.3
96,Rey Maualuga,CIN,ILB,15,622,41.5,57.2,12.1,0,0.2,70,11.3
96,Kemal Ishmael,ATL,OLB,16,375,23.4,35.7,12.3,0,0,42.5,11.3
103,Aaron Lynch,SF,OLB,14,798,57,70,4.8,0.8,2.6,89.05,11.2
103,Justin Durant,ATL,ILB,13,658,50.6,62.7,12.5,0,0,73.5,11.2
105,Kevin Minter,ARI,ILB,16,928,58,88.7,10.1,0.1,0.6,103.35,11.1
105,Christian Jones,CHI,OLB,15,746,49.7,72.1,11.5,0,0.4,83,11.1
105,Curtis Lofton,OAK,ILB,16,580,36.2,50.3,11,0.2,0.3,64.5,11.1
105,Keenan Robinson,WAS,OLB,12,547,45.6,51.8,11.7,0,0,60.5,11.1
109,Ryan Kerrigan,WAS,OLB,16,887,55.4,84.1,4.7,1.1,1.5,97.55,11
110,Josh Bynes,DET,ILB,16,819,51.2,78.6,10.3,0.1,0.4,89.55,10.9
110,Neville Hewitt,MIA,ILB,16,341,21.3,29.8,11.4,0,0.3,37,10.9
112,Rob Ninkovich,NE,OLB,16,891,55.7,81.4,5.8,0.7,1.9,96,10.8
112,Koa Misi,MIA,OLB,13,730,56.2,71.1,10.7,0,0.1,78.5,10.8
112,Jelani Jenkins,MIA,ILB,13,700,53.8,61.1,10.1,0,0,75.5,10.8
115,Trent Cole,IND,OLB,14,529,37.8,46.4,6,0.6,1.3,56.4,10.7
116,Dee Ford,KC,OLB,14,480,34.3,44.2,4.8,0.8,2.1,50.5,10.5
116,Kavell Conner,LAC,ILB,10,209,20.9,20.9,13.4,0,0,22,10.5
118,Jarvis Jones,PIT,OLB,15,456,30.4,41.3,6.4,0.4,1.1,46.75,10.3
119,Brian Cushing,HOU,ILB,16,988,61.8,95,11.1,0,0.2,98.5,10
119,Derrick Morgan,TEN,OLB,10,530,53,62.3,4.5,0.8,1.9,52.85,10
121,James Laurinaitis,LAR,ILB,16,1156,72.2,99.8,9.4,0.1,0.8,111.8,9.7
121,Connor Barwin,PHI,OLB,16,1054,65.9,86.6,5.1,0.7,1.5,101.9,9.7
123,Brian Orakpo,TEN,OLB,16,961,60.1,90.7,5.3,0.7,1,92.7,9.6
123,Ahmad Brooks,SF,OLB,14,746,53.3,65.4,5.6,0.9,1.3,71.65,9.6
123,David Bass,TEN,OLB,16,529,33.1,49.9,6.8,0.3,0.8,50.65,9.6
123,Aldon Smith,OAK,OLB,9,520,57.8,77.7,5.4,0.7,1.5,49.9,9.6
123,Dominique Easley,NE,OLB,11,275,25,31,5.5,0.7,2.9,26.35,9.6
128,Perry Riley,WAS,ILB,9,463,51.4,43.9,9.3,0,0.2,44,9.5
129,O'Brien Schofield,ATL,OLB,16,500,31.2,47.6,6.4,0.4,2,47.2,9.4
130,Calvin Pace,NYJ,OLB,16,527,32.9,49.9,4.2,0.6,1.1,48.6,9.2
131,DeMeco Ryans,PHI,ILB,14,607,43.4,49.9,8.1,0,0.2,55.5,9.1
132,Courtney Upshaw,BAL,OLB,16,803,50.2,75.3,6.4,0.2,0.9,72.3,9
132,Jon Beason,NYG,ILB,5,161,32.2,27.3,11.2,0,0,14.5,9
134,Manny Lawson,BUF,OLB,16,702,43.9,64.3,6.8,0.1,0.4,62.6,8.9
135,Kiko Alonso,PHI,OLB,11,472,42.9,38.8,9.1,0,0,41.5,8.8
135,JT Thomas,NYG,OLB,12,400,33.3,37.1,11.5,0,0,35,8.8
137,Matt Longacre,LAR,OLB,5,138,27.6,20.8,8,0,1.4,12,8.7
138,Kyle Emanuel,LAC,OLB,15,300,20,29.9,8.3,0.3,0.7,25.8,8.6
139,Erik Walden,IND,OLB,15,788,52.5,69.2,5.3,0.4,1.5,66.6,8.5
140,Mike Neal,GB,OLB,16,734,45.9,69.8,4.9,0.5,1.4,61.75,8.4
140,Sam Acho,CHI,OLB,15,450,30,46.2,8.7,0,0.4,38,8.4
142,Nigel Bradham,BUF,OLB,11,731,66.5,67,7.9,0.1,0.4,59.8,8.2
142,Jared Allen,CAR,OLB,15,654,43.6,61.7,4.9,0.3,2.3,53.8,8.2
144,Donald Butler,LAC,OLB,16,521,32.6,52,8.3,0.1,0.2,40.3,7.7
145,Bud Dupree,PIT,OLB,16,563,35.2,51,4.6,0.7,1.1,41.2,7.3
146,Jonathan Newsome,IND,OLB,14,347,24.8,30.5,5.8,0.3,0.6,24.9,7.2
147,Eli Harold,SF,OLB,16,337,21.1,29.6,4.5,0,0.9,21.5,6.4
148,Lamarr Woodley,ARI,OLB,10,279,27.9,42,3.6,0.4,0.7,17.2,6.2
149,Corey Lemonier,SF,OLB,10,272,27.2,23.9,4.4,0,1.1,13,4.8
150,Terrell Suggs,BAL,OLB,1,55,55,71.4,0,0,0,0,0
