Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
1,Khalil Mack,CHI,OLB,5,253,50.6,79.8,7.5,2,2.4,66,26.1
2,Lorenzo Alexander,BUF,OLB,6,204,34,51.8,13.7,1.2,2,50.85,24.9
3,Von Miller,DEN,OLB,7,355,50.7,74.9,8.2,2.1,3.9,83.95,23.6
4,Darius Leonard,IND,OLB,5,367,73.4,84,16.9,1.1,1.1,86.4,23.5
5,Kenny Young,BAL,OLB,6,185,30.8,46.8,14.6,1.4,2.7,38.55,20.8
5,Kyler Fackrell,GB,OLB,6,120,20,31.5,9.2,2.5,2.5,24.9,20.8
7,Za'Darius Smith,BAL,OLB,6,259,43.2,65.6,7.7,2.1,4.2,51.85,20
8,Ramik Wilson,LAR,ILB,6,128,21.3,35.5,19.5,0,0,25.5,19.9
9,Mychal Kendricks,SEA,OLB,3,140,46.7,44.7,10.7,1.4,2.1,27.4,19.6
9,Jatavis Brown,LAC,OLB,5,139,27.8,45.3,13.7,0.7,0.7,27.3,19.6
11,Wesley Woodyard,TEN,ILB,4,182,45.5,68.9,18.1,0.5,1.1,35.4,19.5
12,Demario Davis,NO,OLB,5,270,54,84.6,15.9,0.7,1.1,51.2,19
13,Leighton Vander Esch,DAL,OLB,6,255,42.5,62,19.6,0,0,46.5,18.2
14,Matt Milano,BUF,OLB,6,334,55.7,84.8,12.6,0.3,0.6,60.3,18.1
15,TJ Watt,PIT,OLB,6,378,63,88.1,7.9,1.6,3.2,67.1,17.8
15,Jon Bostic,PIT,ILB,6,279,46.5,65,13.3,0.9,1.1,49.8,17.8
17,Anthony Walker,IND,ILB,6,281,46.8,64.3,14.9,0.4,0.7,49.6,17.7
18,Jerome Baker,MIA,OLB,6,233,38.8,55.3,15.5,0.9,0.9,40.9,17.6
19,Kiko Alonso,MIA,OLB,6,421,70.2,100,14.5,0,0.2,73.5,17.5
19,Terrell Suggs,BAL,OLB,6,254,42.3,64.3,5.9,1.8,2,44.5,17.5
19,Aaron Lynch,CHI,OLB,5,131,26.2,41.3,6.1,1.5,3.8,22.9,17.5
22,Shaquil Barrett,DEN,OLB,7,154,22,32.5,9.7,1.3,1.9,26.7,17.3
23,Todd Davis,DEN,ILB,7,350,50,73.8,14.6,0.1,0.9,60,17.1
24,Jaylon Smith,DAL,ILB,6,357,59.5,86.9,14.3,0.8,1.4,60.6,17
25,Foyesade Oluokun,ATL,OLB,6,134,22.3,32.1,20.1,0,0,22.5,16.8
26,Deion Jones,ATL,ILB,1,69,69,95.8,13,0,0,11.5,16.7
27,Nick Perry,GB,OLB,6,216,36,56.7,8.8,0.7,1.4,35.55,16.5
27,Patrick Onwuasor,BAL,OLB,6,175,29.2,44.3,10.3,1.1,1.7,28.9,16.5
29,Kamalei Correa,TEN,OLB,5,121,24.2,34.9,9.1,1.7,2.5,19.8,16.4
30,Blake Martinez,GB,ILB,6,381,63.5,100,13.4,0.8,1,62.1,16.3
31,Jordan Hicks,PHI,ILB,6,385,64.2,100,13,0.4,1,61.25,15.9
31,Elandon Roberts,NE,LB,6,167,27.8,41.2,17.4,0,0,26.5,15.9
