Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
33,Danny Trevathan,CHI,ILB,5,287,57.4,90.5,11.1,0.7,1,45.1,15.7
33,Haason Reddick,ARI,OLB,7,258,36.9,49.7,10.1,0.8,1.2,40.4,15.7
35,Luke Kuechly,CAR,ILB,5,310,62,97.5,12.6,0.3,0.3,48.1,15.5
36,Jarrad Davis,DET,ILB,5,316,63.2,98.8,11.1,0.6,1.6,48.7,15.4
37,Bradley Chubb,DEN,OLB,7,361,51.6,76.2,5.5,1.8,2.8,55.4,15.3
38,Kwon Alexander,TB,ILB,5,335,67,99.4,11.3,0.3,0.6,50.5,15.1
38,Sean Lee,DAL,OLB,3,136,45.3,66.7,14.7,0.4,1.5,20.5,15.1
40,Joe Schobert,CLE,ILB,6,425,70.8,94,11.5,0.4,0.7,63.5,14.9
41,Vontaze Burfict,CIN,OLB,2,95,47.5,74.8,15.8,0,0,14,14.7
42,Tremaine Edmunds,BUF,ILB,6,394,65.7,100,11.9,0.3,0.8,57.5,14.6
42,Devon Kennard,DET,OLB,5,317,63.4,99.1,5.4,1.6,2.5,46.3,14.6
44,Kyzir White,LAC,OLB,3,142,47.3,72.8,12,0,0,20.5,14.4
44,Olivier Vernon,NYG,OLB,1,54,54,76.1,3.7,1.9,3.7,7.8,14.4
46,Nick Vigil,CIN,OLB,6,363,60.5,84.2,14,0,0,52,14.3
46,Cory Littleton,LAR,ILB,6,359,59.8,99.4,13.4,0,0,51.5,14.3
46,Lavonte David,TB,OLB,5,335,67,99.4,11.9,0,0.6,48,14.3
49,Zach Cunningham,HOU,OLB,6,348,58,84.9,14.7,0,0.3,49.5,14.2
49,Roquan Smith,CHI,ILB,5,231,46.2,72.9,13.4,0.4,0.4,32.9,14.2
49,Oren Burks,GB,ILB,4,81,20.2,26,17.3,0,0,11.5,14.2
52,Avery Williamson,NYJ,ILB,6,424,70.7,98.6,10.4,0.4,0.7,59.95,14.1
53,Genard Avery,CLE,OLB,6,198,33,43.8,5.6,0.8,4,27.65,14
54,Nigel Bradham,PHI,OLB,5,268,53.6,85.1,10.4,0.7,0.7,36.9,13.8
54,Reggie Gilbert,GB,OLB,6,174,29,45.7,9.2,0.9,2.9,24,13.8
54,Austin Calitro,SEA,OLB,6,127,21.2,32.8,13.4,0,0,17.5,13.8
57,Jayon Brown,TEN,ILB,6,347,57.8,85.9,11.5,0.6,0.9,47.3,13.6
58,Bud Dupree,PIT,OLB,6,377,62.8,87.9,5,0.8,1.6,50.8,13.5
59,Duke Riley,ATL,OLB,6,264,44,63.3,14,0,0.4,35,13.3
59,Dylan Cole,HOU,OLB,3,75,25,38.3,12,0,0,10,13.3
61,Jadeveon Clowney,HOU,OLB,5,311,62.2,75.9,4.2,0.8,1.9,40.65,13.1
62,Josh Bynes,ARI,ILB,7,509,72.7,98.1,11,0.2,0.2,65.5,12.9
62,Darron Lee,NYJ,ILB,6,412,68.7,95.8,9,0,0.2,53,12.9
62,Dee Ford,KC,OLB,6,358,59.7,79.2,4.5,1.1,3.6,46.3,12.9
62,Benardrick McKinney,HOU,ILB,6,358,59.7,87.3,12.3,0.4,0.8,46.25,12.9
66,Fred Warner,SF,ILB,6,414,69,100,12.1,0,0.2,53,12.8
66,Mason Foster,WAS,ILB,5,292,58.4,94.5,14.4,0,0,37.5,12.8
66,Jordan Jenkins,NYJ,OLB,6,277,46.2,64.4,3.6,0.9,1.8,35.55,12.8
66,Reggie Ragland,KC,ILB,6,215,35.8,47.6,14.9,0.2,0.5,27.5,12.8
70,Jamie Collins,CLE,OLB,6,353,58.8,78.1,10.8,0.6,0.6,44.9,12.7
71,Telvin Smith,JAX,OLB,6,392,65.3,100,12.5,0.3,0.3,49.4,12.6
71,Preston Brown,CIN,ILB,4,179,44.8,64.2,11.7,0,0,22.5,12.6
71,Ja'whaun Bentley,NE,LB,3,139,46.3,63.5,10.1,0,0.7,17.5,12.6
74,Terrance Smith,KC,ILB,6,168,28,37.2,11.9,0.6,0.6,21,12.5
75,Barkevious Mingo,SEA,OLB,6,255,42.5,65.9,9.8,0.4,0.8,31.5,12.4
76,Anthony Hitchens,KC,ILB,6,427,71.2,94.5,14.1,0,0.2,52.5,12.3
76,Christian Jones,DET,OLB,5,186,37.2,58.1,9.7,0.5,1.6,22.9,12.3
78,Denzel Perryman,LAC,ILB,6,279,46.5,73.2,14,0,0.4,34,12.2
79,Lorenzo Carter,NYG,OLB,6,157,26.2,39.6,9.6,0.6,1.9,19,12.1
80,Shaq Thompson,CAR,OLB,5,285,57,89.6,9.1,0.7,1.1,34.1,12
81,AJ Klein,NO,OLB,5,231,46.2,72.4,10.4,0,0.4,27.5,11.9
82,Zach Brown,WAS,ILB,5,241,48.2,78,13.3,0,0,28.5,11.8
82,BJ Goodson,NYG,ILB,6,161,26.8,40.7,10.6,0.3,1.9,19,11.8
84,Alec Ogletree,NYG,ILB,6,396,66,100,11.1,0,0.3,46,11.6
85,Myles Jack,JAX,ILB,6,392,65.3,100,10.5,0,0,44.5,11.4
85,Justin Houston,KC,OLB,5,277,55.4,74.1,4,1.1,1.4,31.5,11.4
87,Shane Ray,DEN,OLB,6,134,22.3,32.8,5.2,0.7,0.7,15.1,11.3
87,Thomas Davis,CAR,OLB,1,62,62,88.6,9.7,0,0,7,11.3
89,James Burgess,CLE,ILB,3,76,25.3,40.2,10.5,0,0,8.5,11.2
90,Alex Anzalone,NO,OLB,5,123,24.6,38.6,9.8,0,0,13.5,11
91,Reuben Foster,SF,OLB,4,265,66.2,99.6,9.8,0,0.4,29,10.9
92,Eric Kendricks,MIN,ILB,6,380,63.3,98.7,10.3,0,0,41,10.8
92,Matt Judon,BAL,OLB,6,249,41.5,63,5.2,0.6,2,26.8,10.8
92,Hardy Nickerson Jr,CIN,ILB,6,213,35.5,49.4,12.7,0,0,23,10.8
92,Malcolm Smith,SF,OLB,4,106,26.5,39.8,10.4,0,1.9,11.5,10.8
96,Marquel Lee,OAK,ILB,6,239,39.8,62.7,11.7,0,0.4,25.5,10.7
96,Harold Landry,TEN,OLB,5,183,36.6,53.5,4.9,0.5,1.6,19.5,10.7
98,CJ Mosley,BAL,ILB,5,237,47.4,72.5,11,0,0,25,10.5
98,Frankie Luvu,NYJ,OLB,5,153,30.6,43.3,5.9,0,3.3,16,10.5
100,Vince Williams,PIT,ILB,5,345,69,96.6,10.4,0.3,0.6,35.9,10.4
101,Deone Bucannon,ARI,OLB,7,166,23.7,32,8.4,0,0.6,17,10.2
101,Jordan Evans,CIN,OLB,6,157,26.2,36.4,12.1,0,0,16,10.2
103,Tahir Whitehead,OAK,OLB,6,380,63.3,99.7,11.3,0,0,38.5,10.1
103,Bobby Wagner,SEA,ILB,5,321,64.2,100,9.7,0,0.3,32.5,10.1
103,Derrick Johnson,OAK,ILB,6,153,25.5,40.2,11.1,0,0,15.5,10.1
106,Breeland Speaks,KC,OLB,6,193,32.2,42.7,5.7,0.3,1.6,19.2,9.9
107,Kyle Van Noy,NE,LB,6,335,55.8,82.7,9,0,0.3,32.5,9.7
107,Manti Te'o,NO,ILB,2,62,31,48.4,12.9,0,0,6,9.7
109,Raekwon McMillan,MIA,ILB,6,321,53.5,76.2,9.7,0,0,29.5,9.2
110,Ray Ray Armstrong,NYG,ILB,6,186,31,47,10.8,0,0,17,9.1
110,Mark Barron,LAR,ILB,2,88,44,44,11.4,0,0,8,9.1
112,Christian Kirksey,CLE,OLB,4,287,71.8,73.8,8,0,0,25.5,8.9
113,Samson Ebukam,LAR,OLB,6,297,49.5,82.3,5.1,0.3,1,25.2,8.5
114,Dont'a Hightower,NE,LB,6,290,48.3,71.6,6.9,0,1,24.5,8.4
114,Brandon Copeland,NYJ,OLB,6,261,43.5,60.7,4.6,0.4,2.3,21.8,8.4
116,Anthony Barr,MIN,OLB,6,380,63.3,98.7,7.1,0,0.3,31.5,8.3
116,Clay Matthews,GB,OLB,6,273,45.5,71.7,5.9,0.5,1.5,22.65,8.3
118,Brock Coyle,SF,ILB,1,61,61,85.9,9.8,0,0,5,8.2
119,Connor Barwin,NYG,OLB,6,203,33.8,51.3,3.9,0.5,2,16.5,8.1
120,Rashaan Evans,TEN,ILB,5,184,36.8,53.8,8.7,0,0,14.5,7.9
121,De'Vondre Campbell,ATL,ILB,6,384,64,92.1,8.9,0,0,30,7.8
121,Brian Orakpo,TEN,OLB,6,282,47,69.8,6.4,0,0.4,22,7.8
123,Leonard Floyd,CHI,OLB,5,224,44.8,70.7,5.4,0,0.4,16.5,7.4
124,Adarius Taylor,TB,OLB,5,117,23.4,34.7,6.8,0,0,8.5,7.3
125,Derrick Morgan,TEN,OLB,6,218,36.3,54,3.7,0,1.4,15.5,7.1
126,Brandon Marshall,DEN,ILB,7,369,52.7,77.8,8.7,0,0,25,6.8
127,Dominique Easley,LAR,OLB,3,62,20.7,38.5,6.5,0,0,4,6.5
128,Preston Smith,WAS,OLB,5,249,49.8,80.6,6.4,0,0.8,15.5,6.2
129,Kareem Martin,NYG,OLB,6,289,48.2,73,4.2,0,2.1,15.9,5.5
130,Matt Longacre,LAR,OLB,6,151,25.2,41.8,6,0,0.7,7.5,5
131,Ryan Kerrigan,WAS,OLB,5,239,47.8,77.3,2.5,0.4,0.4,11.3,4.7
132,Whitney Mercilus,HOU,OLB,6,333,55.5,81.2,3.9,0,1.2,14.5,4.4
133,A.J. Johnson,DEN,ILB,1,39,39,68.4,0,0,0,0,0
