Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
19,Kwon Alexander,TB,ILB,12,723,60.2,67.9,13.4,0,0.4,110,15.2
19,Christian Jones,CHI,OLB,16,624,39,59.1,14.3,0.3,0.5,95,15.2
21,Matt Judon,BAL,OLB,16,789,49.3,72.3,7.6,1,2.3,119,15.1
21,Ray Ray Armstrong,NYG,ILB,15,478,31.9,45,13.2,0.2,0.2,72,15.1
23,Wesley Woodyard,TEN,ILB,16,1018,63.6,93.4,12.2,0.5,0.9,152.5,15
24,Jadeveon Clowney,HOU,OLB,16,898,56.1,90.2,6.6,1.1,2.4,134,14.9
24,Von Miller,DEN,OLB,16,850,53.1,86.3,6.7,1.2,2.7,127,14.9
26,Lorenzo Alexander,BUF,OLB,16,671,41.9,60.7,10.4,0.4,1.9,99.5,14.8
27,Khalil Mack,OAK,OLB,16,931,58.2,89.5,8.4,1.1,2.4,136.5,14.7
27,Avery Williamson,TEN,ILB,16,654,40.9,60,14.1,0.5,0.6,96,14.7
27,Jatavis Brown,LAC,OLB,16,506,31.6,48.4,15.6,0,0.4,74.5,14.7
27,Hayes Pullard,LAC,ILB,13,476,36.6,45.5,15.1,0,0,70,14.7
31,Deion Jones,ATL,ILB,16,1021,63.8,97.1,13.5,0.1,0,149,14.6
31,John Simon,IND,LB,9,469,52.1,58.4,9,0.6,2.3,68.5,14.6
31,Matt Longacre,LAR,OLB,14,378,27,38.2,5.8,1.5,3.4,55,14.6
34,Zach Vigil,WAS,ILB,7,396,56.6,78.4,14.9,0,0,57.5,14.5
35,Ryan Kerrigan,WAS,OLB,16,822,51.4,74.8,5.6,1.6,2.2,118,14.4
35,Patrick Onwuasor,BAL,OLB,16,648,40.5,59.3,13.9,0.2,0.2,93.5,14.4
35,Barkevious Mingo,IND,OLB,16,501,31.3,46.5,8.8,0.4,1.4,72,14.4
38,Demario Davis,NYJ,OLB,16,1118,69.9,100,11.9,0.4,1.3,160,14.3
39,James Burgess,CLE,ILB,14,650,46.4,60.6,11.2,0.6,0.9,92.5,14.2
39,Reuben Foster,SF,OLB,10,554,55.4,49,13,0,0.9,78.5,14.2
41,Danny Trevathan,CHI,ILB,12,714,59.5,67.6,12.7,0.3,0.6,101,14.1
42,BJ Goodson,NYG,ILB,7,374,53.4,35.8,14.2,0,0,52.5,14
43,Christian Kirksey,CLE,OLB,16,1072,67,100,13,0.3,0.6,149,13.9
43,Clay Matthews,GB,OLB,15,660,44,62.7,6.7,1.2,2.9,91.5,13.9
43,Paul Posluszny,JAX,ILB,16,481,30.1,46.4,12.7,0.3,0.6,67,13.9
46,Todd Davis,DEN,ILB,14,522,37.3,53,15.7,0.2,0.2,72,13.8
46,Kelvin Sheppard,NYG,ILB,7,388,55.4,73.3,12.6,0,0.3,53.5,13.8
48,Matt Milano,BUF,OLB,16,452,28.2,40.9,10.6,0,0.4,62,13.7
49,Mychal Kendricks,PHI,OLB,15,612,40.8,59.4,12.3,0.3,0.8,83.5,13.6
49,Lamarr Houston,CHI,OLB,10,378,37.8,53.5,4.5,1.3,2.4,51.5,13.6
51,Joe Schobert,CLE,ILB,16,1072,67,100,13.3,0.3,0.6,144.5,13.5
51,Brandon Marshall,DEN,ILB,16,912,57,92.6,11.7,0.3,0.4,123.5,13.5
51,Kyle Van Noy,NE,LB,13,711,54.7,66.9,10.3,0.8,1.3,96,13.5
51,Jaylon Smith,DAL,ILB,16,578,36.1,55.9,14,0.2,0.3,78,13.5
55,Tahir Whitehead,DET,OLB,16,950,59.4,87.2,11.6,0.1,0.4,126.5,13.3
55,Terrell Suggs,BAL,OLB,16,845,52.8,77.4,5.8,1.3,2.2,112,13.3
55,Preston Smith,WAS,OLB,16,756,47.2,68.8,5.6,1.1,2.8,100.5,13.3
58,Vontaze Burfict,CIN,OLB,10,587,58.7,51.4,11.4,0.3,0.9,77.5,13.2
58,Mason Foster,WAS,ILB,5,287,57.4,39.8,10.8,0.2,0.7,38,13.2
60,Pernell McPhee,CHI,OLB,13,386,29.7,41.9,5.7,1,2.8,50.5,13.1
61,NaVorro Bowman,OAK,ILB,15,999,66.6,96.5,12.8,0.2,0.6,130,13
61,TJ Watt,PIT,OLB,15,752,50.1,76.5,7.2,0.9,1.6,98,13
61,Manti Te'o,NO,ILB,16,503,31.4,47.5,12.1,0,0,65.5,13
61,Cory James,OAK,OLB,10,455,45.5,54.4,12.3,0,0,59,13
61,Willie Young,CHI,OLB,4,119,29.8,16.3,5.9,1.7,3.4,15.5,13
66,Eric Kendricks,MIN,ILB,16,970,60.6,97.6,11.8,0.1,0.6,125.5,12.9
66,Elandon Roberts,NE,LB,15,560,37.3,52.7,12.1,0.4,0.5,72.5,12.9
68,Nick Perry,GB,OLB,12,545,45.4,54.8,6.8,1.3,2.6,69.5,12.8
68,Reggie Ragland,KC,ILB,12,323,26.9,29.3,13.6,0,0,41.5,12.8
68,Denzel Perryman,LAC,ILB,7,274,39.1,26.2,13.5,0,0,35,12.8
71,Jarrad Davis,DET,ILB,14,830,59.3,76.2,11.6,0.2,0.5,105,12.7
71,Deone Bucannon,ARI,OLB,12,707,58.9,66.6,11.6,0.1,0.3,90,12.7
73,Justin Houston,KC,OLB,15,952,63.5,86.3,6.2,1,2.1,119.5,12.6
73,Alec Ogletree,LAR,ILB,15,926,61.7,87.9,10.3,0.2,0.5,117,12.6
73,Craig Robertson,NO,ILB,16,793,49.6,74.8,10,0.3,0.3,100,12.6
73,Jamie Collins,CLE,OLB,6,330,55,45.5,9.4,0.3,0.6,41.5,12.6
77,Mark Barron,LAR,ILB,14,826,59,78.4,10.3,0.1,0.2,103,12.5
77,Aaron Lynch,SF,OLB,7,156,22.3,13.8,5.8,0.6,3.2,19.5,12.5
79,Vincent Rey,CIN,OLB,14,611,43.6,53.5,13.7,0,0,75.5,12.4
80,Jordan Evans,CIN,OLB,15,314,20.9,27.5,11.8,0,0.3,38.5,12.3
80,Kevin Minter,CIN,ILB,9,199,22.1,21.1,16.1,0,0,24.5,12.3
82,Brennan Scarlett,HOU,OLB,11,302,27.5,40.9,8.6,0.7,1,36.5,12.1
82,Sean Spence,PIT,ILB,7,165,23.6,36.3,11.5,0.6,1.2,20,12.1
84,Leonard Floyd,CHI,OLB,10,582,58.2,79.7,5.8,0.9,2.2,70,12
85,Jayon Brown,TEN,ILB,16,490,30.6,45,10.4,0.3,0.6,58.5,11.9
86,Dannell Ellerbe,PHI,ILB,3,76,25.3,16.8,10.5,0,0,9,11.8
87,Haason Reddick,ARI,OLB,16,445,27.8,41.9,8.1,0.6,1.3,52,11.7
87,Alex Anzalone,NO,OLB,4,158,39.5,22.3,10.1,0.6,0.6,18.5,11.7
89,Karlos Dansby,ARI,ILB,16,923,57.7,86.9,10.3,0.1,0.5,107.5,11.6
90,Preston Brown,BUF,ILB,16,1098,68.6,99.3,13.1,0,0.2,126,11.5
90,Kiko Alonso,MIA,OLB,16,1016,63.5,96.4,11.3,0.1,0.5,117,11.5
90,KJ Wright,SEA,OLB,15,958,63.9,87,11.4,0,0.2,110,11.5
90,Samson Ebukam,LAR,OLB,16,352,22,33.4,8.5,0.6,1.1,40.5,11.5
94,Nigel Bradham,PHI,OLB,15,923,61.5,89.5,9.5,0.1,0.3,105,11.4
94,Paul Worrilow,DET,ILB,13,277,21.3,25.4,10.8,0,0.4,31.5,11.4
96,Rey Maualuga,MIA,ILB,6,177,29.5,30.9,13,0,0,20,11.3
97,Antonio Morrison,IND,ILB,15,812,54.1,75.4,13.3,0,0,91,11.2
97,Devon Kennard,NYG,OLB,15,545,36.3,49.5,7.7,0.7,1.3,61,11.2
97,Josh Martin,NYJ,OLB,14,491,35.1,43.9,8.1,0.3,1.6,55,11.2
97,Brian Cushing,HOU,ILB,5,165,33,16.6,9.7,0.9,1.2,18.5,11.2
101,Shaq Thompson,CAR,OLB,14,644,46,64.3,9.5,0.3,0.8,71.5,11.1
102,Darron Lee,NYJ,ILB,15,1028,68.5,91.9,9.2,0.3,0.7,113,11
102,Zach Cunningham,HOU,OLB,16,816,51,81.9,10.8,0.2,0.2,89.5,11
104,Benardrick McKinney,HOU,ILB,16,963,60.2,96.7,9.9,0.3,0.9,104.5,10.9
104,Olivier Vernon,NYG,OLB,12,701,58.4,63.7,5.4,1,2,76.5,10.9
104,Nicholas Morrow,OAK,OLB,16,554,34.6,53.3,10.8,0,0.4,60.5,10.9
107,Junior Galette,WAS,OLB,16,411,25.7,37.4,4.9,0.7,3.2,44.5,10.8
107,David Bass,NYJ,OLB,15,351,23.4,31.5,7.1,1,1.7,38,10.8
107,Jordan Hicks,PHI,ILB,7,268,38.3,38.5,10.4,0,0.7,29,10.8
110,Thomas Davis,CAR,OLB,15,793,52.9,84.9,9.6,0.3,0.9,84.5,10.7
111,Jon Bostic,IND,ILB,14,915,65.4,96.4,10.7,0.1,0.3,97,10.6
111,Sam Acho,CHI,OLB,16,640,40,60.6,6.6,0.5,2.7,68,10.6
111,Damien Wilson,DAL,OLB,16,325,20.3,31.4,10.2,0.3,1.2,34.5,10.6
114,Shaquil Barrett,DEN,OLB,16,667,41.7,67.7,5.5,0.6,1.8,70,10.5
115,Nick Vigil,CIN,OLB,11,757,68.8,75.5,10.3,0.1,0.3,79,10.4
116,Myles Jack,JAX,ILB,16,1018,63.6,98.2,8.7,0.2,0.5,104.5,10.3
116,De'Vondre Campbell,ATL,ILB,16,948,59.2,90.2,9.7,0.2,0.6,97.5,10.3
116,Latroy Lewis,HOU,OLB,2,68,34,21.9,4.4,1.5,1.5,7,10.3
119,Lawrence Timmons,MIA,OLB,14,801,57.2,76,10.5,0,0.4,82,10.2
120,Brian Orakpo,TEN,OLB,16,836,52.2,76.7,5.3,0.8,2.2,83.5,10
120,Kyler Fackrell,GB,OLB,16,448,28,42.5,6,0.7,1.6,45,10
122,Kendell Beckwith,TB,OLB,16,850,53.1,79.8,8.6,0.1,0.1,84.5,9.9
122,Jordan Jenkins,NYJ,OLB,16,717,44.8,64.1,6.8,0.4,1.1,71,9.9
122,AJ Klein,NO,OLB,12,664,55.3,72.8,8.1,0.3,0.5,65.5,9.9
125,Derrick Morgan,TEN,OLB,14,719,51.4,66,4.5,1,1.9,69.5,9.7
126,Brock Coyle,SF,ILB,16,649,40.6,57.4,9.7,0.1,0.5,62,9.6
126,Za'Darius Smith,BAL,OLB,14,531,37.9,48.6,4.5,0.7,3,51,9.6
126,Keenan Robinson,NYG,OLB,6,292,48.7,37.5,11,0,0,28,9.6
129,Eli Harold,SF,OLB,16,454,28.4,40.2,7.5,0.4,0.9,43,9.5
129,Dont'a Hightower,NE,LB,5,237,47.4,32.6,5.9,0.8,1.3,22.5,9.5
131,Erik Walden,TEN,OLB,16,581,36.3,53.3,6.2,0.7,1.2,54.5,9.4
131,Ryan Davis,BUF,OLB,16,456,28.5,41.2,5.7,0.7,1.5,43,9.4
133,Connor Barwin,LAR,OLB,14,659,47.1,62.6,5.2,0.8,1.8,61.5,9.3
134,Anthony Barr,MIN,OLB,16,925,57.8,93.1,8.1,0.1,0.4,85,9.2
134,Derrick Johnson,KC,ILB,15,848,56.5,76.9,8.4,0,0,78,9.2
134,Ahmad Brooks,GB,OLB,12,346,28.8,32.9,5.5,0.4,1.7,32,9.2
137,Michael Wilhoite,SEA,OLB,14,318,22.7,28.9,8.5,0,0,29,9.1
137,Dee Ford,KC,OLB,6,317,52.8,37,4.1,0.6,1.9,29,9.1
139,Bud Dupree,PIT,OLB,15,799,53.3,81.3,5,0.8,0.9,72,9
140,Avery Moss,NYG,OLB,11,248,22.5,22.5,5.6,0,2,22,8.9
141,Justin Durant,DAL,ILB,7,159,22.7,16.3,8.2,0,0,14,8.8
142,Kareem Martin,ARI,OLB,16,458,28.6,43.1,5.2,0.2,0.9,39.5,8.6
142,Whitney Mercilus,HOU,OLB,5,204,40.8,29.8,4.9,0.5,0.5,17.5,8.6
144,Ufomba Kamalu,HOU,OLB,9,183,20.3,18.4,3.3,1.1,1.6,15.5,8.5
145,Frank Zombo,KC,OLB,16,588,36.8,53.3,7,0.3,0.9,48.5,8.2
146,Jonathan Casillas,NYG,OLB,8,457,57.1,54.1,7.7,0,0.4,36,7.9
147,Shane Ray,DEN,OLB,8,354,44.2,41.5,4.5,0.3,1.1,22,6.2
148,Reggie Gilbert,GB,OLB,2,86,43,69.9,1.2,0,2.3,3,3.5
149,Ejuan Price,LAR,OLB,1,21,21,3,0,0,0,0,0
