Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
1,Vincent Rey,CIN,OLB,16,341,21.3,31.9,16.7,1.2,1.2,81.3,23.8
2,Brian Cushing,HOU,ILB,7,330,47.1,82.9,14.5,0.6,0.9,71.4,21.6
3,Lavonte David,TB,OLB,16,1022,63.9,98,14.2,0.6,1.2,208.1,20.4
4,Robert Mathis,IND,OLB,16,841,52.6,79.8,7,2.3,2.5,162,19.3
5,NaVorro Bowman,SF,ILB,16,1040,65,98.1,13.9,0.5,0.5,198,19
6,Karlos Dansby,ARI,ILB,16,1078,67.4,99.6,11.2,0.6,1,203.8,18.9
7,Vontaze Burfict,CIN,OLB,16,1029,64.3,96.3,16.5,0.3,0.5,189.5,18.4
8,Paul Posluszny,JAX,ILB,15,1039,69.3,92.7,15.5,0.3,0.7,187.4,18
9,Jerrell Freeman,IND,ILB,16,958,59.9,90.9,13.2,0.6,0.7,166.8,17.4
10,DJ Williams,CHI,ILB,6,213,35.5,57,12.7,0.9,0.5,36.8,17.3
11,Lance Briggs,CHI,OLB,9,557,61.9,53.5,12.7,0.5,0.4,95.1,17.1
12,Brad Jones,GB,ILB,12,585,48.8,55.7,14.2,0.5,0.9,98.5,16.8
13,Luke Kuechly,CAR,ILB,16,989,61.8,97.6,15.8,0.2,0.2,161,16.3
13,Mason Foster,TB,ILB,15,770,51.3,73.8,11.7,0.3,0.8,125.4,16.3
13,Sean Lee,DAL,OLB,11,702,63.8,61.6,14.1,0,0.1,114.5,16.3
16,Brian Orakpo,WAS,OLB,15,813,54.2,79.6,7.4,1.2,2.2,131.2,16.1
17,Zach Brown,TEN,ILB,16,757,47.3,71.1,12,0.5,0.9,121.1,16
18,Justin Houston,KC,OLB,11,696,63.3,62.9,6.3,1.6,2.2,111,15.9
19,Danny Trevathan,DEN,ILB,16,947,59.2,85.5,13.5,0.2,0.4,149.8,15.8
20,Bobby Wagner,SEA,ILB,14,861,61.5,83.6,13.9,0.6,0.7,133.6,15.5
20,Erin Henderson,MIN,ILB,14,849,60.6,73.1,13.2,0.5,0.8,132,15.5
22,Derrick Johnson,KC,ILB,15,1009,67.3,91.2,10.6,0.4,1,153.7,15.2
22,Thomas Davis,CAR,OLB,16,989,61.8,97.6,12.4,0.4,0.5,150.6,15.2
24,Mychal Kendricks,PHI,OLB,15,995,66.3,84.4,10.7,0.4,0.6,149.9,15.1
25,Daryl Smith,BAL,OLB,16,1071,66.9,99.5,11.5,0.5,0.7,160.3,15
25,Paul Worrilow,ATL,ILB,16,771,48.2,74.1,16.5,0.3,0.4,115.7,15
27,Alec Ogletree,LAR,ILB,16,1033,64.6,97,11.3,0.1,0.1,152.4,14.8
27,DeAndre Levy,DET,OLB,16,1017,63.6,98.6,11.5,0,0.3,151,14.8
27,Colin McCarthy,TEN,ILB,16,330,20.6,31,16.7,0,0,49,14.8
30,Von Miller,DEN,OLB,9,539,59.9,83.8,6.3,0.9,1.5,79.4,14.7
31,Kiko Alonso,BUF,OLB,16,1145,71.6,100,13.9,0.2,0.1,166.7,14.6
31,Clay Matthews,GB,OLB,11,560,50.9,53.3,7.1,1.3,1.8,82,14.6
31,DeVonte Holloman,DAL,OLB,9,207,23,18.2,12.6,1,1,30.2,14.6
34,Patrick Willis,SF,ILB,14,863,61.6,81.4,12.1,0.3,0.6,124.2,14.4
34,Aldon Smith,SF,OLB,11,574,52.2,79.4,5.9,1.5,3.1,82.4,14.4
36,Daryl Washington,ARI,ILB,12,798,66.5,99.1,9.4,0.4,1.5,113.3,14.2
37,AJ Hawk,GB,OLB,16,994,62.1,94.7,11.9,0.5,0.6,140,14.1
37,Manny Lawson,BUF,OLB,15,706,47.1,61.7,10.3,0.6,0.8,99.2,14.1
37,David Hawthorne,NO,OLB,16,680,42.5,70,13.4,0.4,0.6,95.8,14.1
