Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
37,Malcolm Smith,SEA,OLB,15,482,32.1,46.8,11.2,0.2,0.2,67.8,14.1
37,Akeem Jordan,KC,ILB,16,469,29.3,42.4,14.3,0,0,66,14.1
42,Jerod Mayo,NE,ILB,6,399,66.5,96.4,13.8,0.4,0.5,55.5,13.9
43,Kevin Burnett,OAK,OLB,16,971,60.7,90.4,10.6,0.3,0.4,134.1,13.8
44,Stephen Tulloch,DET,ILB,16,1027,64.2,99.6,13.2,0.3,0.5,140.4,13.7
44,Terrell Suggs,BAL,OLB,16,903,56.4,83.9,8.9,1.1,2.1,123.3,13.7
44,Jason Worilds,PIT,OLB,15,772,51.5,72.1,8.2,1,2.7,106,13.7
47,Lawrence Timmons,PIT,OLB,16,1070,66.9,100,11.8,0.3,0.6,145.4,13.6
47,James Laurinaitis,LAR,ILB,16,1055,65.9,99.1,11.1,0.3,0.5,143.1,13.6
47,Tamba Hali,KC,OLB,15,942,62.8,85.2,4.8,1.2,1.3,128.3,13.6
47,Junior Galette,NO,OLB,16,836,52.2,86,4.8,1.4,2.6,113.3,13.6
47,Donald Butler,LAC,OLB,13,699,53.8,70.4,12,0.1,0.1,95.1,13.6
52,Jeff Tarpinian,HOU,ILB,8,180,22.5,29.5,13.3,0.3,1.1,24.3,13.5
53,Curtis Lofton,NO,ILB,16,934,58.4,96.1,13.4,0.2,0.2,125.4,13.4
54,Koa Misi,MIA,OLB,15,473,31.5,41.3,11.4,0.4,0.8,62.6,13.2
54,Audie Cole,MIN,OLB,13,323,24.8,31.6,13.9,0.3,1.2,42.7,13.2
56,DeMeco Ryans,PHI,ILB,16,1159,72.4,98.3,11,0.3,0.3,152.1,13.1
56,Nick Roach,OAK,ILB,16,1074,67.1,100,10.3,0.5,0.4,140.7,13.1
56,Perry Riley,WAS,ILB,16,989,61.8,96.9,11.6,0.3,0.9,129.3,13.1
56,Osi Umenyiora,ATL,OLB,16,727,45.4,69.8,6.5,1,1.2,95.6,13.1
56,Nick Perry,GB,OLB,11,367,33.4,35,7.6,1.1,0.3,47.9,13.1
61,John Abraham,ARI,OLB,16,862,53.9,79.7,4.3,1.3,1.6,111.9,13
61,Akeem Dent,ATL,OLB,15,363,24.2,34.9,14,0.4,0.6,47.2,13
63,Joe Mays,HOU,ILB,14,544,38.9,54,12.1,0.2,0.7,70.2,12.9
63,Parys Haralson,NO,OLB,16,360,22.5,37,8.3,1,2.2,46.6,12.9
65,Vince Williams,PIT,ILB,15,398,26.5,37.2,13.3,0,0,50.5,12.7
66,James Anderson,CHI,ILB,16,998,62.4,95.8,10.2,0.4,0.5,126.2,12.6
66,Mark Barron,TB,ILB,14,834,59.6,80,10.6,0.2,0.4,104.9,12.6
66,Shaun Phillips,DEN,OLB,16,768,48,69.3,4.8,1.3,1.6,96.7,12.6
66,Jason Babin,JAX,OLB,16,764,47.8,68.2,5.2,1,2.5,96,12.6
66,Demarcus Ware,DAL,OLB,13,629,48.4,55.2,6.4,1,1.9,79,12.6
71,Trent Cole,PHI,OLB,16,880,55,74.6,6.2,0.9,1.4,110.3,12.5
72,Ahmad Brooks,SF,OLB,16,965,60.3,91,6.2,0.9,1.5,119.2,12.4
72,Wesley Woodyard,DEN,ILB,14,751,53.6,67.8,11.2,0.2,1.1,93.2,12.4
74,Pat Angerer,IND,ILB,11,493,44.8,53.1,12.8,0.1,0.4,60.4,12.3
75,David Bass,CHI,OLB,12,311,25.9,29.8,7.4,0.3,0.6,37.9,12.2
76,Philip Wheeler,MIA,OLB,16,1033,64.6,90.3,11.4,0.1,0.5,124.5,12.1
76,Ryan Kerrigan,WAS,OLB,16,973,60.8,95.3,6.8,0.9,0.7,117.9,12.1
76,Olivier Vernon,MIA,OLB,16,910,56.9,79.5,6.3,1.3,1.8,110,12.1
76,James Harrison,CIN,LB,15,379,25.3,35.5,8.2,0.5,1.6,45.7,12.1
80,Chad Greenway,MIN,OLB,16,1153,72.1,99.2,11.6,0.3,0.3,138,12
80,Jon Beason,NYG,ILB,15,782,52.1,76.9,13.3,0,0.1,94,12
80,Sio Moore,OAK,ILB,15,577,38.5,53.7,8.5,0.8,1.2,69,12
80,Reggie Walker,LAC,ILB,16,471,29.4,47.4,7.6,0.6,1.1,56.5,12
84,Jared Allen,MIN,OLB,16,1059,66.2,91.1,4.9,1.2,2.5,126.5,11.9
84,Joplo Bartu,ATL,ILB,16,770,48.1,74,10.9,0.5,1,91.6,11.9
84,Rey Maualuga,CIN,ILB,13,602,46.3,56.3,12.5,0.2,0.2,71.5,11.9
87,Moise Fokou,TEN,ILB,12,719,59.9,67.5,10.7,0.1,0.4,85,11.8
87,Brandon Spikes,NE,ILB,16,687,42.9,59.9,12.5,0,0,81,11.8
87,Manti Te'o,LAC,ILB,13,524,40.3,52.8,11.8,0,0,62,11.8
87,Kyle Wilber,DAL,OLB,16,501,31.3,43.9,8.8,0.4,0.8,59.2,11.8
87,Kelvin Sheppard,IND,ILB,15,333,22.2,31.6,13.8,0.3,0.6,39.4,11.8
92,D'Qwell Jackson,CLE,ILB,16,1149,71.8,99.9,12.2,0.1,0.3,132.9,11.6
92,Bruce Carter,DAL,ILB,15,875,58.3,76.8,11,0.2,0.5,101.6,11.6
92,Jameel McClain,BAL,ILB,10,367,36.7,55,14.2,0,0,42.5,11.6
95,Calvin Pace,NYJ,OLB,16,871,54.4,79,6.3,1.1,1.3,100.4,11.5
95,Sean Weatherspoon,ATL,ILB,7,391,55.9,66,9.7,0,0.3,45,11.5
97,Rob Ninkovich,NE,OLB,16,1097,68.6,95.6,8.3,0.7,1.5,125.3,11.4
97,Darryl Sharpton,HOU,ILB,15,718,47.9,71.2,12,0,0.6,81.5,11.4
97,Jonathan Massaquoi,ATL,OLB,16,526,32.9,50.5,8.7,0.8,1.3,60,11.4
97,Josh Martin,KC,OLB,5,101,20.2,18,11.9,0,0,11.5,11.4
101,Russell Allen,JAX,OLB,14,597,42.6,61,10.7,0.2,0.2,67.4,11.3
102,London Fletcher,WAS,ILB,16,916,57.2,89.7,12,0.2,0.2,102.6,11.2
103,Lamarr Houston,OAK,OLB,16,1020,63.8,95,6.8,0.6,1.5,113.7,11.1
103,Dannell Ellerbe,MIA,ILB,15,1009,67.3,88.2,10,0.1,0.4,112,11.1
103,Craig Robertson,CLE,ILB,14,845,60.4,73.5,10.1,0.4,0.4,93.4,11.1
106,Jarret Johnson,LAC,OLB,11,434,39.5,43.7,7.6,0.7,1.2,47.1,10.9
107,David Harris,NYJ,LB,16,1100,68.8,99.8,11.1,0.2,0.5,117.8,10.7
107,KJ Wright,SEA,OLB,13,739,56.8,71.7,10.8,0.2,0.3,79.4,10.7
107,Sam Acho,ARI,OLB,3,102,34,50.7,4.9,1,1,10.9,10.7
110,Dont'a Hightower,NE,LB,16,857,53.6,74.7,11.3,0.1,0.6,90.9,10.6
110,Jacquian Williams,NYG,OLB,16,604,37.8,53.6,9.4,0,0.2,64,10.6
110,Lamarr Woodley,PIT,OLB,11,574,52.2,62,6.3,0.9,1.6,60.9,10.6
113,Derrick Morgan,TEN,OLB,15,797,53.1,74.8,4.4,0.8,2.4,83.7,10.5
113,Barkevious Mingo,CLE,OLB,15,666,44.4,57.9,6.3,0.8,1.8,69.9,10.5
113,Everette Brown,DAL,ILB,7,154,22,27.7,6.5,0.6,0.6,16.2,10.5
116,Mike Neal,GB,OLB,16,729,45.6,69.4,6.7,0.7,1.1,75.2,10.3
116,Jon Bostic,CHI,ILB,16,605,37.8,58.1,9.4,0.2,0.2,62.3,10.3
118,Spencer Paysinger,NYG,OLB,16,690,43.1,61.2,10.7,0.1,0.3,70,10.1
118,Frank Zombo,KC,OLB,16,421,26.3,38.1,6.4,0.5,1.2,42.5,10.1
118,Ernie Sims,DAL,OLB,12,383,31.9,33.6,11,0,0,38.5,10.1
121,Jo-Lonn Dunbar,LAR,OLB,12,419,34.9,52.4,9.3,0,0.5,42,10
122,Keith Rivers,NYG,OLB,16,419,26.2,37.2,10.7,0.2,0.2,41.2,9.8
122,Bjoern Werner,IND,OLB,13,305,23.5,28.9,5.9,0.8,1,30,9.8
124,Geno Hayes,JAX,OLB,14,921,65.8,82.2,8.5,0.1,0.2,88.4,9.6
125,Willie Young,DET,OLB,16,770,48.1,74.7,6,0.4,1.3,73.5,9.5
125,Larry Foote,PIT,ILB,1,58,58,86.6,13.8,0,0,5.5,9.5
127,Akeem Ayers,TEN,OLB,16,722,45.1,67.8,6.6,0.1,1,68,9.4
127,Ashlee Palmer,DET,OLB,16,355,22.2,34.4,9.3,0,0.3,33.5,9.4
129,Antwan Barnes,NYJ,OLB,5,146,29.2,41,2.1,1.4,2.1,13.5,9.2
130,Demario Davis,NYJ,OLB,16,1048,65.5,95.1,10.2,0.1,0.4,95.8,9.1
131,Connor Barwin,PHI,OLB,16,1131,70.7,95.9,5.1,0.4,0.6,101,8.9
132,Anthony Spencer,DAL,OLB,1,34,34,17.3,5.9,0,2.9,3,8.8
133,Whitney Mercilus,HOU,OLB,16,932,58.2,92.5,5,0.8,1.8,80.6,8.6
133,Andy Mulumba,GB,OLB,14,298,21.3,28.4,10.4,0.3,0.3,25.7,8.6
135,Erik Walden,IND,OLB,15,844,56.3,86.2,5.3,0.4,1.2,65.8,7.8
135,Shea McClellin,CHI,LB,14,651,46.5,62.5,4.6,0.7,1.4,51,7.8
137,Chris Clemons,MIA,ILB,16,1136,71,99.3,8.1,0,0.1,87,7.7
137,Josh Bynes,BAL,ILB,15,454,30.3,42.2,9.9,0,0.2,35,7.7
139,Kamerion Wimbley,TEN,OLB,16,352,22,33.1,3.1,0.9,1.4,26,7.4
139,Garrett McIntyre,NYJ,OLB,13,266,20.5,24.1,7.1,0.4,0.4,19.8,7.4
141,Jarvis Jones,PIT,OLB,14,630,45,58.9,6.5,0.2,0.5,46.2,7.3
142,Nate Palmer,GB,ILB,8,196,24.5,18.7,8.7,0,0,13,6.6
143,Lorenzo Alexander,ARI,OLB,3,77,25.7,38.3,5.2,0,1.3,5,6.5
144,Courtney Upshaw,BAL,OLB,16,639,39.9,59.4,4.9,0.2,0.6,36.3,5.7
145,Caesar Rayford,DAL,OLB,7,144,20.6,19.5,3.5,0,0,3.5,2.4
