Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
36,Paul Posluszny,JAX,ILB,7,486,69.4,95.3,14.2,0.4,0.6,72,14.8
37,Terrell Suggs,BAL,OLB,16,850,53.1,79.1,7.2,1.4,2.5,124.2,14.6
37,Mychal Kendricks,PHI,OLB,12,761,63.4,65.5,10.9,0.5,0.8,111.2,14.6
39,Demarcus Ware,DEN,OLB,16,738,46.1,68.9,5.4,1.4,2.7,107,14.5
39,Anthony Hitchens,DAL,ILB,16,530,33.1,52.1,14.2,0,0.4,77,14.5
39,Dan Skuta,SF,OLB,14,386,27.6,36.8,8.5,1.3,1.3,56.1,14.5
42,Keenan Robinson,WAS,OLB,13,810,62.3,78.6,12.8,0.2,1.1,115.1,14.2
42,Nigel Bradham,BUF,OLB,14,806,57.6,80.3,12.9,0.2,0.7,114.8,14.2
44,CJ Mosley,BAL,ILB,16,1065,66.6,99.2,12.4,0.3,1.1,150.6,14.1
45,Jelani Jenkins,MIA,ILB,15,899,59.9,85.7,12.2,0.4,0.7,126.1,14
45,Anthony Barr,MIN,OLB,12,776,64.7,76,9,0.5,0.8,108.8,14
47,Connor Barwin,PHI,OLB,16,1009,63.1,86.8,6.3,1.4,1.9,139.9,13.9
47,Kemal Ishmael,ATL,OLB,16,805,50.3,74.3,11.9,0,0,111.5,13.9
49,Nate Irving,DEN,ILB,8,349,43.6,55.1,13.2,0.3,0.6,47.3,13.6
50,Dont'a Hightower,NE,LB,12,834,69.5,76.9,10.7,0.7,1.4,113,13.5
50,Casey Matthews,PHI,ILB,16,434,27.1,37.3,12.2,0.3,0.7,58.7,13.5
50,Andrew Gachkar,LAC,OLB,15,382,25.5,36.6,12.8,0.3,0.3,51.5,13.5
53,Curtis Lofton,NO,ILB,16,1044,65.2,97.6,13.9,0,0.4,139.5,13.4
53,Manti Te'o,LAC,ILB,10,457,45.7,43.7,13.3,0.2,0.2,61.2,13.4
55,Derrick Johnson,KC,ILB,1,30,30,38,13.3,0,0,4,13.3
56,Lawrence Timmons,PIT,OLB,16,977,61.1,98.7,13.6,0.2,0.5,128.6,13.2
56,Prince Shembo,ATL,OLB,16,340,21.2,31.4,17.1,0,0.3,45,13.2
58,David Harris,NYJ,LB,16,1010,63.1,99.4,12.3,0.5,0.6,132.5,13.1
58,Junior Galette,NO,OLB,16,795,49.7,74.3,5.7,1.3,2.3,104.5,13.1
58,Rey Maualuga,CIN,ILB,12,444,37,39.6,13.3,0,0,58,13.1
61,Paul Worrilow,ATL,ILB,16,1079,67.4,99.6,13.3,0.2,0.8,140.6,13
61,Alec Ogletree,LAR,ILB,16,1043,65.2,99.6,10.6,0,0.1,136,13
61,Willie Young,CHI,OLB,15,664,44.3,67.8,6,1.4,1.7,86.4,13
64,Demario Davis,NYJ,OLB,16,1006,62.9,99,11.5,0.4,0.6,129.7,12.9
64,JT Thomas,JAX,OLB,16,714,44.6,63.7,11.9,0,0,92,12.9
64,Deone Bucannon,ARI,OLB,16,691,43.2,65.4,11.6,0.3,0.4,89.4,12.9
67,KJ Wright,SEA,OLB,16,919,57.4,94.6,11.6,0.2,0.2,117.3,12.8
67,Ryan Shazier,PIT,ILB,9,258,28.7,26.1,14,0,0.4,33,12.8
69,Jameel McClain,NYG,ILB,16,972,60.8,92.2,11.9,0.3,0.7,123.1,12.7
69,Will Compton,WAS,ILB,16,359,22.4,34.8,16.7,0,0.6,45.5,12.7
71,Daryl Smith,BAL,OLB,16,1042,65.1,97,12.3,0.1,0.3,130.7,12.5
71,Jerrell Freeman,IND,ILB,12,765,63.8,73.1,12.3,0.2,0.4,95.4,12.5
71,Mark Barron,LAR,ILB,16,639,39.9,58.7,11.3,0.5,0.6,79.6,12.5
74,David Hawthorne,NO,OLB,12,743,61.9,69.4,11.2,0.4,0.5,92.3,12.4
74,Koa Misi,MIA,OLB,11,573,52.1,54.6,11.5,0.2,0.7,70.8,12.4
76,Chad Greenway,MIN,OLB,12,760,63.3,70.2,12.2,0.1,0.7,92.5,12.2
76,Jacquian Williams,NYG,OLB,9,563,62.6,61.3,13.9,0,0.2,68.5,12.2
76,Aaron Lynch,SF,OLB,16,515,32.2,49.1,4.5,1.2,2.7,62.9,12.2
79,Jason Trusnik,MIA,OLB,16,394,24.6,37.6,12.7,0,0,47.5,12.1
79,O'Brien Schofield,SEA,OLB,16,337,21.1,34.7,6.5,1.2,2.7,40.9,12.1
81,Thomas Davis,CAR,OLB,15,922,61.5,89.7,10.8,0.3,0.4,110.2,12
81,Nick Perry,GB,OLB,15,360,24,32.9,6.7,0.8,0.8,43.2,12
83,James Laurinaitis,LAR,ILB,16,1040,65,99.3,10.5,0.3,0.6,123.6,11.9
83,AJ Klein,CAR,OLB,14,282,20.1,27.4,13.8,0,0,33.5,11.9
83,Jonathan Casillas,NE,OLB,13,261,20.1,25.2,14.2,0,0.4,31,11.9
86,Perry Riley,WAS,ILB,14,886,63.3,85.9,10.7,0.3,0.5,103.7,11.7
86,Karlos Dansby,CLE,ILB,12,815,67.9,70,11.4,0.4,0.4,95.4,11.7
88,Jared Allen,CHI,OLB,15,886,59.1,85.1,6.3,0.7,2,102.4,11.6
88,Erik Walden,IND,OLB,15,657,43.8,62.8,5.6,0.9,2.7,76,11.6
88,James-Michael Johnson,KC,ILB,16,437,27.3,41.3,11.7,0,0,50.5,11.6
91,Wesley Woodyard,TEN,ILB,16,878,54.9,77,10.7,0.3,0.7,100.7,11.5
91,Trent Cole,PHI,OLB,15,804,53.6,69.2,6.5,0.8,1.1,92.1,11.5
91,Patrick Willis,SF,ILB,6,343,57.2,59.5,9.9,0,0.6,39.5,11.5
91,Osi Umenyiora,ATL,OLB,16,339,21.2,31.3,3.5,0.7,2.7,39,11.5
95,Tahir Whitehead,DET,OLB,16,722,45.1,69.1,11.8,0,0.1,82,11.4
95,Christian Kirksey,CLE,OLB,16,684,42.8,58.8,11.8,0.3,0.6,77.7,11.4
95,Jon Bostic,CHI,ILB,13,679,52.2,65.2,12.2,0,0,77.5,11.4
98,Rob Ninkovich,NE,OLB,16,1021,63.8,94.2,6.1,0.8,1.6,114.9,11.3
98,Khalil Mack,OAK,OLB,16,994,62.1,89.1,7.5,0.4,1.2,111.9,11.3
98,Jason Worilds,PIT,OLB,16,978,61.1,98.8,6,0.8,1.8,110.4,11.3
98,Brandon Spikes,BUF,ILB,16,504,31.5,46.8,10.7,0.2,0.2,57.1,11.3
102,Avery Williamson,TEN,ILB,16,813,50.8,71.3,9.7,0.4,0.7,89.9,11.1
102,Donald Butler,LAC,OLB,14,706,50.4,77.3,10.3,0.1,0.1,78.6,11.1
102,Mike Mohamed,HOU,ILB,14,511,36.5,45.7,13.1,0,0.2,56.5,11.1
102,Jonathan Massaquoi,ATL,OLB,15,328,21.9,30.3,6.7,0.6,2.1,36.3,11.1
106,Ahmad Brooks,SF,OLB,13,603,46.4,57.5,5,1,1.7,66.6,11
106,Jarvis Jones,PIT,OLB,7,230,32.9,50.5,7.8,0.9,1.3,25.3,11
108,Parys Haralson,NO,OLB,16,489,30.6,45.7,7.4,0.6,1.6,53.2,10.9
108,Philip Wheeler,MIA,OLB,15,379,25.3,36.1,11.9,0,0,41.5,10.9
108,Anthony Spencer,DAL,OLB,13,372,28.6,36.5,6.2,0.1,1.9,40.7,10.9
111,Bjoern Werner,IND,OLB,15,747,49.8,71.4,6.7,0.5,1.1,80.5,10.8
111,Geno Hayes,JAX,OLB,16,572,35.8,51,8.9,0.3,0.2,61.5,10.8
111,Jackson Jeffcoat,WAS,OLB,3,118,39.3,28.2,4.2,0.8,1.7,12.7,10.8
114,Jamari Lattimore,GB,OLB,11,281,25.5,31,13.2,0,0,30,10.7
115,Josh Mauga,KC,ILB,16,1004,62.8,94.8,10.3,0,0.6,106.9,10.6
115,DeMeco Ryans,PHI,ILB,8,513,64.1,88.8,8.8,0,0.2,54.5,10.6
115,Akeem Ayers,NE,OLB,11,392,35.6,35.1,5.9,1,1.3,41.5,10.6
118,Vincent Rey,CIN,OLB,16,934,58.4,83.2,13.1,0,0.1,98.5,10.5
119,Mason Foster,TB,ILB,10,556,55.6,50.8,11.2,0,0.4,58,10.4
119,Manny Lawson,BUF,OLB,16,340,21.2,31.5,5.9,0.4,1.2,35.3,10.4
121,Brian Cushing,HOU,ILB,14,724,51.7,64.8,9.9,0.1,1.2,74.3,10.3
121,Sean Spence,PIT,ILB,16,498,31.1,50.3,10.6,0.2,0.4,51.2,10.3
123,Tamba Hali,KC,OLB,16,974,60.9,92,6.1,0.6,1.1,99,10.2
123,Emmanuel Lamur,CIN,OLB,14,889,63.5,79.2,10.3,0,0.2,90.5,10.2
125,Larry Foote,ARI,ILB,15,994,66.3,94,8.5,0.2,0.6,99.9,10.1
125,Scott Solomon,CLE,OLB,8,234,29.2,41.5,5.6,0.9,0.4,23.7,10.1
125,Danny Trevathan,DEN,ILB,3,99,33,23.3,11.1,0,0,10,10.1
128,Jarret Johnson,LAC,OLB,15,548,36.5,52.4,9.1,0.2,0.2,54.9,10
128,Ramon Humber,NO,OLB,15,447,29.8,41.8,11.2,0.2,0.4,44.7,10
130,Preston Brown,BUF,ILB,16,1020,63.8,94.6,10.7,0,0,100.5,9.9
130,Derrick Morgan,TEN,OLB,16,1005,62.8,88.1,6.3,0.6,0.7,99.5,9.9
130,Whitney Mercilus,HOU,OLB,15,804,53.6,72,6.2,0.6,1.4,79.5,9.9
133,Jo-Lonn Dunbar,LAR,OLB,15,420,28,40.1,8.6,0.1,0.7,41,9.8
134,Olivier Vernon,MIA,OLB,16,839,52.4,80,5.6,0.8,1.4,81.6,9.7
135,Shea McClellin,CHI,LB,12,424,35.3,40.7,8.5,0.2,0.2,40.5,9.6
136,Michael Wilhoite,SF,OLB,16,1015,63.4,96.9,8.6,0,0.2,96,9.5
136,DJ Williams,CHI,ILB,12,412,34.3,49.1,11.2,0,0,39,9.5
138,Miles Burris,OAK,OLB,16,1063,66.4,95.3,10.3,0,0.1,99,9.3
139,Lance Briggs,CHI,OLB,8,453,56.6,58.3,7.7,0,0.2,41.5,9.2
139,Dane Fletcher,TB,ILB,16,351,21.9,32.1,12,0.1,0.3,32.3,9.2
141,AJ Hawk,GB,OLB,16,837,52.3,76.6,10.8,0.1,0.1,76.5,9.1
141,Kaluka Maiava,OAK,ILB,4,99,24.8,34.4,15.2,0,0,9,9.1
143,Mike Neal,GB,OLB,16,642,40.1,58.7,5.1,0.7,1.7,56.6,8.8
144,Sam Acho,ARI,OLB,16,469,29.3,44.4,6.6,0.2,0.2,39,8.3
145,Courtney Upshaw,BAL,OLB,16,525,32.8,48.9,8,0.2,0.4,43.1,8.2
145,Brian Orakpo,WAS,OLB,7,385,55,84.8,6.2,0.3,1.6,31.6,8.2
147,John Simon,HOU,LB,11,235,21.4,30.2,5.1,0.6,2.6,19,8.1
148,Barkevious Mingo,CLE,OLB,15,668,44.5,57.4,6.3,0.3,1,53.3,8
148,Jason Babin,NYJ,OLB,16,459,28.7,45.2,5.7,0.4,1.7,36.5,8
150,Dontay Moch,TEN,OLB,3,78,26,23.3,5.1,0,1.3,6,7.7
151,Calvin Pace,NYJ,OLB,16,821,51.3,80.8,4.6,0.5,0.9,62.7,7.6
152,Dominique Easley,NE,OLB,11,261,23.7,27.1,3.4,0.4,1.1,18.9,7.2
152,Jon Beason,NYG,ILB,4,159,39.8,34.5,6.9,0,0.6,11.5,7.2
154,Kamerion Wimbley,TEN,OLB,13,539,41.5,47.2,5.9,0.4,0.9,37.9,7
154,Shaun Phillips,IND,OLB,16,446,27.9,39,5.4,0.4,0.4,31.2,7
154,Aldon Smith,SF,OLB,7,417,59.6,88.3,3.6,0.5,1.7,29.1,7
157,Lamarr Houston,CHI,OLB,8,396,49.5,77,2.8,0.3,1.5,25.6,6.5
158,Jadeveon Clowney,HOU,OLB,4,143,35.8,15.6,4.9,0,0,9,6.3
159,Lamarr Woodley,OAK,OLB,6,286,47.7,65.4,1.7,0,1,7,2.4
160,John Abraham,ARI,OLB,1,36,36,59,0,0,0,0,0
