Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
57,John Simon,HOU,LB,11,519,47.2,52.1,9.8,0.7,1.9,68.4,13.2
61,KJ Wright,SEA,OLB,16,1051,65.7,97.4,12,0.4,0.7,138.1,13.1
61,Erik Walden,IND,OLB,16,761,47.6,70.7,5.5,1.4,2.2,99.7,13.1
63,Sean Spence,TEN,ILB,15,505,33.7,47.2,10.7,0.6,1,65.7,13
64,Paul Posluszny,JAX,ILB,16,1057,66.1,98.2,12.5,0.1,0.3,136.7,12.9
64,Koa Misi,MIA,OLB,3,128,42.7,11.1,17.2,0,0,16.5,12.9
66,Kiko Alonso,MIA,OLB,15,1050,70,91.1,10.9,0,0.6,134.5,12.8
66,Whitney Mercilus,HOU,OLB,15,874,58.3,87.8,5.8,0.9,2.5,111.85,12.8
68,Antonio Morrison,IND,ILB,16,333,20.8,30.9,15,0,0.3,41.5,12.5
69,Derrick Johnson,KC,ILB,13,845,65,75.6,10.7,0.1,0.2,104.8,12.4
70,Malcolm Smith,OAK,OLB,15,934,62.3,89,11.1,0,0.2,115,12.3
70,Demario Davis,CLE,OLB,16,788,49.2,70.8,12.6,0.3,0.6,97,12.3
70,Anthony Hitchens,DAL,ILB,16,582,36.4,55.2,13.4,0.3,0.9,71.5,12.3
73,Mark Barron,LAR,ILB,16,1086,67.9,99.7,10.9,0.1,0.3,132.5,12.2
73,Preston Brown,BUF,ILB,16,1068,66.8,99.4,12.9,0.1,0.3,130,12.2
73,Brian Orakpo,TEN,OLB,16,864,54,80.7,5.3,1.3,2.2,105.7,12.2
73,Joe Thomas,GB,OLB,16,634,39.6,61.4,11,0,0.3,77.5,12.2
77,Craig Robertson,NO,ILB,15,972,64.8,92.5,11.7,0.1,0.6,118,12.1
77,Jonathan Casillas,NYG,OLB,16,796,49.8,71.7,11.9,0.2,0.4,96,12.1
77,Edwin Jackson,IND,ILB,16,497,31.1,46.1,13.5,0.4,0.4,60,12.1
80,Corey Nelson,DEN,OLB,16,546,34.1,47.9,12.8,0,0.4,65.5,12
80,Devon Kennard,NYG,OLB,16,533,33.3,48,11.3,0.2,0.9,64,12
82,Nigel Bradham,PHI,OLB,16,990,61.9,97.2,10.1,0.2,0.3,117.4,11.9
82,Avery Williamson,TEN,ILB,16,907,56.7,84.7,11.4,0.2,0.6,107.9,11.9
82,D'Qwell Jackson,IND,ILB,12,708,59,65.7,11,0.1,0.4,84,11.9
82,Robert Mathis,IND,OLB,14,534,38.1,49.6,3.7,0.9,1.1,63.4,11.9
82,Clay Matthews,GB,OLB,12,479,39.9,46.4,5,1,1.9,57,11.9
82,Dominique Easley,LAR,OLB,16,470,29.4,43.2,7.4,0.7,1.1,55.85,11.9
88,Danny Trevathan,CHI,ILB,9,565,62.8,52.6,11.7,0.2,0.2,66.7,11.8
89,CJ Mosley,BAL,ILB,14,874,62.4,84,10.6,0,0.5,101.5,11.6
90,Jordan Hicks,PHI,ILB,16,971,60.7,95.3,8.8,0.1,0.5,111.8,11.5
90,Ryan Kerrigan,WAS,OLB,16,788,49.2,71.9,4.2,1.3,2,90.8,11.5
92,Olivier Vernon,NYG,OLB,16,1040,65,93.7,6.2,0.8,2.2,118.8,11.4
92,Wesley Woodyard,TEN,ILB,16,612,38.2,57.1,9,0.3,0.7,69.5,11.4
94,Will Compton,WAS,ILB,15,938,62.5,85.6,11.1,0,0.2,106,11.3
94,Cory James,OAK,OLB,16,375,23.4,35.7,11.5,0,0,42.5,11.3
94,Manti Te'o,LAC,ILB,3,142,47.3,13.4,12,0,0,16,11.3
97,Dee Ford,KC,OLB,15,798,53.2,71.4,4.8,1.3,2.1,89.75,11.2
97,Kyle Emanuel,LAC,OLB,16,546,34.1,51.6,10.3,0.1,0.7,61,11.2
99,Michael Wilhoite,SF,OLB,16,511,31.9,44.6,10.6,0.1,0.2,56.9,11.1
99,Trent Cole,IND,OLB,7,238,34,22.1,7.1,0.8,1.7,26.5,11.1
101,Derrick Morgan,TEN,OLB,15,765,51,71.4,4.3,1.2,2.9,83.9,11
101,AJ Klein,CAR,OLB,15,351,23.4,32.8,8.8,0.6,0.6,38.5,11
101,Courtney Upshaw,ATL,OLB,13,310,23.8,27.9,7.4,0.3,1.3,34,11
101,Aaron Lynch,SF,OLB,7,222,31.7,19.4,5.9,0.7,1.8,24.4,11
105,De'Vondre Campbell,ATL,ILB,11,547,49.7,49.2,8.8,0,0,59.5,10.9
106,Deone Bucannon,ARI,OLB,13,818,62.9,76.2,11,0,0,88,10.8
106,Kyle Van Noy,NE,LB,14,524,37.4,52.2,9.7,0.2,0.4,56.5,10.8
108,Josh Bynes,DET,ILB,9,374,41.6,65,10.2,0,0,40,10.7
108,Jeremiah Attaochu,LAC,OLB,8,177,22.1,16.7,6.2,1.1,2.3,18.9,10.7
110,Nick Kwiatkoski,CHI,ILB,14,457,32.6,42.6,9.6,0.2,0.2,48.5,10.6
110,DeAndre Levy,DET,OLB,5,199,39.8,19.4,10.6,0,0.5,21,10.6
112,Demarcus Ware,DEN,OLB,10,318,31.8,27.9,4.7,1.3,2.5,33.3,10.5
113,Darron Lee,NYJ,ILB,13,641,49.3,61.9,10.9,0.2,0.5,66.9,10.4
114,Ufomba Kamalu,HOU,OLB,4,89,22.2,24.7,5.6,1.1,1.1,9,10.1
115,Rob Ninkovich,NE,OLB,12,461,38.4,44.9,6.9,0.9,1.1,46,10
116,Keenan Robinson,NYG,OLB,16,780,48.8,70.3,10.5,0,0.1,77.5,9.9
116,Willie Young,CHI,OLB,16,713,44.6,66.4,5.5,1.1,1.3,70.3,9.9
116,Dont'a Hightower,NE,LB,13,708,54.5,68.9,9.2,0.4,1,70.25,9.9
116,Lorenzo Mauldin,NYJ,OLB,11,353,32.1,34.1,4.5,0.7,3.4,35,9.9
120,David Harris,NYJ,LB,15,899,59.9,86.8,10.5,0.1,0.2,88,9.8
120,Frank Zombo,KC,OLB,16,490,30.6,43.8,8.2,0.2,0.6,48,9.8
120,Shea McClellin,NE,LB,14,382,27.3,37.2,10.7,0.3,0.8,37.5,9.8
120,Erin Henderson,NYJ,ILB,5,169,33.8,16.3,12.4,0,0,16.5,9.8
120,Ben Heeney,OAK,OLB,4,133,33.2,12.7,11.3,0,0.8,13,9.8
125,Kevin Minter,ARI,ILB,16,1003,62.7,93.4,8.2,0.3,0.7,96.3,9.6
125,Chad Greenway,MIN,OLB,16,403,25.2,39.1,9.9,0,0,38.5,9.6
127,Jordan Jenkins,NYJ,OLB,14,513,36.6,49.5,7.8,0.5,0.6,48.5,9.5
128,Ahmad Brooks,SF,OLB,16,918,57.4,80,5.7,0.7,1,86.25,9.4
129,Daryl Smith,TB,OLB,16,476,29.8,44.9,7.4,0,0,44.5,9.3
129,Shaquil Barrett,DEN,OLB,16,422,26.4,37,8.1,0.4,0.9,39.45,9.3
131,Brian Cushing,HOU,ILB,13,613,47.2,61.5,10.6,0,0.3,56,9.1
132,Preston Smith,WAS,OLB,16,768,48,70.1,5.1,0.7,1.6,68.6,8.9
132,Tamba Hali,KC,OLB,16,596,37.2,53.3,5.7,0.6,1.5,53.1,8.9
134,Rey Maualuga,CIN,ILB,14,325,23.2,30.1,8.6,0,0,28.5,8.8
135,Kelvin Sheppard,NYG,ILB,16,453,28.3,40.8,10.6,0,0,39,8.6
136,Connor Barwin,PHI,OLB,16,713,44.6,70,4.8,0.7,1.4,60.7,8.5
136,Akeem Ayers,IND,OLB,16,365,22.8,33.9,5.5,0.5,1.1,31,8.5
138,Perry Riley,OAK,ILB,11,628,57.1,82.7,7.6,0,0,52.5,8.4
138,Albert McClellan,BAL,ILB,16,603,37.7,57.9,9.1,0.2,0.3,50.5,8.4
138,Dan Skuta,JAX,OLB,13,267,20.5,24.8,6.7,0,0.7,22.5,8.4
141,Brandon Marshall,DEN,ILB,11,600,54.5,52.6,8.5,0,0,48.5,8.1
142,Philip Wheeler,ATL,OLB,16,339,21.2,30.5,8.3,0,0.6,27,8
143,James Laurinaitis,NO,ILB,5,216,43.2,31.8,7.9,0,0,17,7.9
144,Anthony Barr,MIN,OLB,16,1025,64.1,99.4,6.9,0.2,0.8,79.2,7.7
145,Eli Harold,SF,OLB,16,688,43,60,5.4,0.4,0.9,52.5,7.6
145,Julian Stanford,NYJ,ILB,9,243,27,29.5,9.1,0,0,18.5,7.6
147,Donald Butler,MIA,OLB,14,356,25.4,33.2,7.9,0,0,26,7.3
148,Sam Acho,CHI,OLB,16,499,31.2,46.5,5.2,0.2,1,34.8,7
149,Jelani Jenkins,MIA,ILB,9,372,41.3,32.3,7.8,0,0,25,6.7
150,Freddie Bishop,NYJ,OLB,4,153,38.2,63,5.9,0,0,10,6.5
151,Za'Darius Smith,BAL,OLB,13,494,38,47.5,4,0.2,0.8,29,5.9
152,Matt Longacre,LAR,OLB,6,157,26.2,14.4,3.8,0,0.6,8.5,5.4
