Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
1,Brandon Meriweather,WAS,SS,1,41,41,6,17.1,0,0,11,26.8
2,Darrelle Revis,NYJ,CB,2,91,45.5,26.5,13.2,0,0,22.5,24.7
3,Charles Tillman,CHI,CB,16,921,57.6,88.7,9.4,0,0,161,17.5
4,Darius Butler,IND,FS,11,371,33.7,43.7,8.4,0,0,61,16.4
5,Greg Toler,ARI,CB,11,302,27.5,28,8.9,0,0,46.5,15.4
6,Richard Sherman,SEA,CB,16,950,59.4,96,6.8,0.1,0.1,136.1,14.3
6,Joselio Hanson,OAK,CB,16,553,34.6,53.6,11,0,0.4,79,14.3
6,Ellis Lankster,NYJ,CB,15,326,21.7,30.6,12,0.3,0.3,46.7,14.3
9,William Moore,ATL,SS,12,758,63.2,74.2,9.9,0.1,0.3,106.3,14
10,Stevie Brown,NYG,SS,16,829,51.8,79.5,9.2,0,0.1,112,13.5
11,Cortez Allen,PIT,CB,15,543,36.2,55.1,10.1,0,0.2,71.5,13.2
12,Janoris Jenkins,LAR,CB,15,955,63.7,88.8,7.6,0,0,124.5,13
13,Ryan Clark,PIT,FS,15,883,58.9,89.6,11.6,0,0,114,12.9
14,Morgan Burnett,GB,SS,16,1088,68,100,11.3,0.2,0.3,139,12.8
14,Reed Doughty,WAS,FS,16,383,23.9,35.7,18,0,0.3,49,12.8
16,Tim Jennings,CHI,CB,14,886,63.3,85.4,6.8,0,0,112.5,12.7
17,Trumaine Johnson,LAR,CB,16,356,22.2,33.1,8.7,0,0,45,12.6
18,LaRon Landry,NYJ,FS,16,1019,63.7,95.5,9.8,0,0.3,127,12.5
18,Casey Hayward,GB,CB,16,684,42.8,62.9,7.7,0,0.1,85.5,12.5
18,Mike Harris,JAX,CB,15,529,35.3,46.4,10.4,0.2,0.2,66.1,12.5
21,Cortland Finnegan,LAR,CB,16,1005,62.8,93.4,10,0.1,0.1,124.7,12.4
22,Eric Weddle,LAC,FS,16,1033,64.6,97.7,9.4,0.1,0.2,127,12.3
22,Robert McClain,ATL,CB,15,604,40.3,59.1,10.1,0,0.2,74,12.3
24,Harrison Smith,MIN,FS,16,1038,64.9,92.1,10,0.1,0.2,126,12.1
24,Bernard Pollard,BAL,SS,13,895,68.8,78.8,10.9,0.2,0.3,107.9,12.1
24,Vontae Davis,IND,CB,10,591,59.1,56,8.6,0.2,0.2,71.8,12.1
27,Buster Skrine,CLE,CB,16,722,45.1,62.2,11.8,0,0.1,87,12
28,Antoine Winfield,MIN,CB,16,1026,64.1,91,9.8,0,0.1,121.5,11.8
28,Tracy Porter,DEN,CB,6,302,50.3,28.2,7,0,0,35.5,11.8
28,Colt Anderson,PHI,SS,14,292,20.9,27.9,11.6,0,0,34.5,11.8
31,Ronde Barber,TB,FS,16,1071,66.9,99.7,8.6,0.1,0,125.7,11.7
31,Reggie Nelson,CIN,FS,14,891,63.6,84.3,9.5,0.1,0.3,104.3,11.7
31,Tavon Wilson,NE,SS,16,464,29,42.4,8.8,0,0,54.5,11.7
31,Mike Mitchell,OAK,SS,16,331,20.7,32.1,12.4,0.3,1.8,38.6,11.7
35,Chris Harris,DEN,CB,15,904,60.3,84.5,6.7,0.3,0.4,103.8,11.5
35,Brent Grimes,ATL,CB,1,52,52,75.4,11.5,0,0,6,11.5
37,Roman Harper,NO,SS,16,1097,68.6,96.5,10.5,0,0.1,123.5,11.3
37,Malcolm Jenkins,NO,SS,13,873,67.2,93.9,10.8,0,0.1,98.5,11.3
37,Tyvon Branch,OAK,SS,14,835,59.6,81,11.3,0,0.1,94,11.3
37,Leonard Johnson,TB,CB,16,582,36.4,54.2,7,0,0,65.5,11.3
41,Reshad Jones,MIA,SS,16,1117,69.8,99.9,8.4,0.1,0.4,125,11.2
41,DeAngelo Hall,WAS,FS,16,1045,65.3,97.3,9.1,0.1,0.1,116.7,11.2
41,Sheldon Brown,CLE,CB,15,879,58.6,75.7,6.8,0.1,0,98.1,11.2
41,Jordan Babineaux,TEN,SS,16,765,47.8,67.9,12.5,0,0.3,85.5,11.2
41,Corey Lynch,LAC,SS,16,495,30.9,46.8,9.5,0,0,55.5,11.2
46,Derek Cox,JAX,CB,12,764,63.7,67.1,7.9,0,0,84.5,11.1
46,Tony Carter,DEN,CB,15,496,33.1,46.4,5.4,0,0,55,11.1
46,Leodis McKelvin,BUF,CB,13,347,26.7,36.6,6.1,0,0.3,38.5,11.1
49,Corey Graham,BAL,FS,16,574,35.9,50.5,10.5,0,0,63,11
49,Eric Wright,TB,CB,10,495,49.5,62,7.7,0,0,54.5,11
49,Richard Marshall,MIA,CB,4,237,59.2,40.1,7.2,0,0,26,11
52,Quintin Mikell,LAR,SS,16,1022,63.9,95,9.9,0.3,0.1,111.5,10.9
52,Aqib Talib,NE,CB,10,574,57.4,76,7,0,0,62.5,10.9
52,Troy Polamalu,PIT,SS,7,387,55.3,39.2,8.8,0.3,0.3,42.1,10.9
52,DJ Moore,CHI,CB,13,364,28,35.1,8.8,0,0,39.5,10.9
56,Mike Adams,DEN,FS,16,979,61.2,91.5,8.2,0.1,0.8,106.2,10.8
56,Dunta Robinson,ATL,CB,16,931,58.2,91.1,8.6,0.2,0.2,100.6,10.8
56,Lardarius Webb,BAL,FS,6,376,62.7,82.3,6.6,0,0.3,40.5,10.8
59,Glover Quin,HOU,FS,16,1027,64.2,97.5,8.2,0.1,0.1,109.8,10.7
59,Jairus Byrd,BUF,FS,16,1022,63.9,94,7.4,0,0.1,109.5,10.7
59,Kurt Coleman,PHI,SS,14,879,62.8,84,10.6,0,0,94,10.7
59,Kelvin Hayden,CHI,CB,16,462,28.9,44.5,8,0,0,49.5,10.7
59,Ryan Mouton,TEN,DB,13,387,29.8,34.3,11.4,0,0,41.5,10.7
64,Jason McCourty,TEN,CB,16,1126,70.4,99.9,8.2,0,0,119.5,10.6
64,Josh Wilson,WAS,CB,16,1028,64.2,95.7,7.2,0.1,0.2,109.2,10.6
64,Quentin Jammer,LAC,CB,16,990,61.9,93.7,6.5,0,0,104.5,10.6
64,Terence Newman,CIN,CB,15,865,57.7,81.8,8.7,0,0,91.5,10.6
64,Ahmad Black,TB,FS,16,417,26.1,38.8,8.6,0,0.2,44,10.6
69,Usama Young,CLE,FS,13,669,51.5,60.5,7.9,0.2,0.3,70,10.5
69,Alfonzo Dennard,NE,CB,10,586,58.6,53.6,6,0,0,61.5,10.5
69,Charles Woodson,GB,SS,7,467,66.7,42.9,8.1,0.3,0.4,49.1,10.5
69,Cedric Griffin,WAS,SS,9,353,39.2,42.9,9.3,0,0,37,10.5
69,Marcus Trufant,SEA,CB,12,352,29.3,35.6,9.7,0,0,37,10.5
74,Cary Williams,BAL,CB,16,1079,67.4,95,7,0.1,0.1,111.9,10.4
74,Thomas Decoud,ATL,FS,16,1021,63.8,99.9,7.4,0.1,0.1,106.2,10.4
74,Isa Abdul-Quddus,NO,FS,15,473,31.5,41.6,9.5,0,0,49,10.4
74,Jayron Hosley,NYG,CB,12,452,37.7,43.3,8.8,0,0,47,10.4
78,Devin McCourty,NE,FS,16,1076,67.2,98.4,7.6,0,0,110.5,10.3
78,Eric Berry,KC,FS,16,993,62.1,99.5,8.7,0,0,102.5,10.3
78,Don Carey,DET,SS,9,358,39.8,61.3,10.9,0,0.3,37,10.3
