Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
78,Tysyn Hartman,KC,FS,11,237,21.5,23.7,10.1,0,0,24.5,10.3
82,Madieu Williams,WAS,FS,16,1025,64.1,95.4,9.7,0.1,0.2,104.2,10.2
82,Marcus Gilchrist,LAC,FS,16,622,38.9,58.8,9.5,0.2,0.5,63.2,10.2
82,Atari Bigby,LAC,SS,11,615,55.9,86.1,11.1,0,0.2,62.5,10.2
85,Antrel Rolle,NYG,SS,16,1015,63.4,97.3,9.5,0,0,102.5,10.1
85,Kam Chancellor,SEA,SS,16,977,61.1,98.7,10.3,0,0,99,10.1
85,George Wilson,BUF,SS,16,897,56.1,82.5,11.6,0,0,90.5,10.1
85,Bradley Fletcher,LAR,CB,16,363,22.7,33.7,7.7,0.3,0.3,36.5,10.1
85,James Dockery,CAR,CB,7,158,22.6,24.8,11.4,0,0,16,10.1
90,Antoine Bethea,IND,FS,16,1049,65.6,99.4,9.5,0.2,0.3,105.3,10
90,Danieal Manning,HOU,SS,16,1047,65.4,99.4,7.4,0.1,0.1,105,10
90,Ricardo Silva,DET,SS,10,414,41.4,48.6,9.7,0,0,41.5,10
93,Major Wright,CHI,SS,16,1028,64.2,99,6.9,0,0,101.5,9.9
93,Drayton Florence,DET,CB,8,303,37.9,53.2,6.3,0,0,30,9.9
95,Alterraun Verner,TEN,CB,16,1046,65.4,92.8,7.7,0,0,102.5,9.8
95,Cassius Vaughn,IND,CB,16,817,51.1,77.4,8.1,0,0,80,9.8
95,Javier Arenas,KC,CB,16,710,44.4,71.1,8.6,0,0,69.5,9.8
95,Jerraud Powers,IND,CB,8,505,63.1,85.7,7.9,0,0,49.5,9.8
95,Quintin Demps,HOU,SS,12,347,28.9,33,10.4,0,0,34,9.8
100,Keenan Lewis,PIT,CB,16,919,57.4,93.2,7.7,0,0,89.5,9.7
100,Jamarca Sanford,MIN,SS,16,787,49.2,69.8,8.4,0,0.1,76,9.7
100,Adam Jones,CIN,CB,16,596,37.2,56.4,6.7,0.2,0.2,58.1,9.7
100,Erik Coleman,DET,SS,12,461,38.4,57.6,10.2,0,0.2,44.5,9.7
100,Louis Delmas,DET,FS,8,434,54.2,42,8.8,0,0.2,42,9.7
100,Davon House,GB,CB,9,311,34.6,28.6,8.4,0.3,0.3,30.3,9.7
106,Kyle Arrington,NE,CB,16,827,51.7,75.6,8.9,0,0.1,79.5,9.6
106,DeJon Gomes,WAS,SS,15,385,25.7,35.8,10.4,0,0.3,37,9.6
106,Elbert Mack,NO,CB,7,254,36.3,27.3,5.5,0,0,24.5,9.6
109,Chris Culliver,SF,CB,16,670,41.9,64.1,7,0,0,63.5,9.5
110,Kerry Rhodes,ARI,FS,15,1011,67.4,93.6,6.6,0.1,0.1,95.1,9.4
110,Johnathan Joseph,HOU,CB,14,826,59,78.4,6.9,0,0,77.5,9.4
110,Josh Robinson,MIN,CB,16,637,39.8,56.5,8.8,0,0,60,9.4
110,Jonte Green,DET,CB,15,396,26.4,38.3,7.3,0.3,0.3,37.2,9.4
114,Pat Lee,DET,CB,15,427,28.5,43.6,8.7,0,0,39.5,9.3
114,Anthony Gaitor,TB,CB,4,123,30.8,22.9,5.7,0,0,11.5,9.3
116,Ed Reed,BAL,FS,16,1046,65.4,92.1,5.5,0,0,96.5,9.2
116,Chris Conte,CHI,FS,15,856,57.1,82.5,7.9,0,0,79,9.2
116,Asante Samuel,ATL,CB,15,812,54.1,79.5,4.4,0,0,75,9.2
116,Danny McCray,DAL,SS,15,639,42.6,62.1,11.1,0,0,59,9.2
116,Patrick Chung,NE,SS,12,531,44.2,48.5,8.3,0,0,49,9.2
121,Patrick Robinson,NO,CB,16,1093,68.3,96.1,5.9,0.1,0.1,99.4,9.1
121,Yeremiah Bell,NYJ,FS,16,1058,66.1,99.2,8.4,0.1,0.1,96.8,9.1
121,Donte Whitner,SF,SS,16,1036,64.8,99.1,7.9,0,0,94.5,9.1
121,Josh Norman,CAR,CB,16,771,48.2,73.4,9.5,0,0,70.5,9.1
125,Michael Griffin,TEN,SS,16,1115,69.7,98.9,7.1,0.1,0.3,100.3,9
125,Dashon Goldson,SF,FS,16,1027,64.2,98.3,6.7,0,0,92.1,9
125,Antoine Cason,LAC,CB,16,1022,63.9,96.7,7.1,0,0,91.5,9
125,Brandon Browner,SEA,SS,12,746,62.2,98.8,5.9,0,0,67.5,9
125,Steve Gregory,NE,FS,12,737,61.4,67.4,5,0,0,66,9
125,Chris Crocker,CIN,SS,13,599,46.1,70.1,6.8,0,0.2,54,9
125,Sherrod Martin,CAR,SS,12,272,22.7,33.5,8.5,0,0,24.5,9
132,Joe Haden,CLE,CB,11,774,70.4,89.4,6.6,0,0,68.5,8.9
133,Patrick Peterson,ARI,CB,16,1041,65.1,96.4,5.3,0,0,91.9,8.8
133,Earl Thomas,SEA,FS,16,960,60,97,6.9,0,0.2,84,8.8
133,Adrian Wilson,ARI,SS,15,845,56.3,78.2,6.4,0.4,0.5,74.5,8.8
133,Nolan Carroll,MIA,CB,14,641,45.8,57.3,8.3,0.2,0,56.5,8.8
133,Nate Clements,CIN,SS,15,585,39,55.3,9.1,0,0,51.5,8.8
133,MD Jennings,GB,SS,16,561,35.1,51.6,9.3,0,0,49.5,8.8
139,Amari Spievey,DET,FS,5,190,38,32.7,11.1,0,0,16.5,8.7
140,Morris Claiborne,DAL,CB,15,879,58.6,85.4,6.3,0,0,76,8.6
140,Brandon Flowers,KC,CB,15,864,57.6,86.6,5.6,0.1,0.1,74.2,8.6
140,Jimmy Wilson,MIA,SS,15,589,39.3,52.7,7,0.3,0.5,50.9,8.6
140,Sterling Moore,DAL,CB,13,327,25.2,37.3,6.7,0,0,28,8.6
144,TJ Ward,CLE,SS,14,981,70.1,95.9,6.9,0.1,0.3,83,8.5
144,Captain Munnerlyn,CAR,CB,16,914,57.1,87,6.7,0,0,77.5,8.5
144,Chris Houston,DET,CB,14,899,64.2,87,6.3,0,0,76.5,8.5
144,Bill Bentley,DET,CB,4,165,41.2,36.7,9.1,0,0,14,8.5
148,Dawan Landry,JAX,SS,16,1137,71.1,99.8,8.8,0,0,95.5,8.4
148,Kareem Jackson,HOU,SS,16,1010,63.1,95.9,5.2,0,0,85,8.4
150,Josh Victorian,PIT,CB,4,132,33,48.2,7.6,0,0,11,8.3
151,Rahim Moore,DEN,FS,16,1044,65.2,97.6,6.9,0.1,0.1,85.3,8.2
151,Carlos Rogers,SF,CB,16,1037,64.8,99.2,5.4,0.1,0.2,84.7,8.2
151,William Gay,ARI,FS,16,1005,62.8,93.1,5.7,0.1,0.1,82.9,8.2
151,Prince Amukamara,NYG,CB,13,728,56,69.8,7.3,0,0,60,8.2
151,Sam Shields,GB,CB,10,586,58.6,53.9,4.8,0.2,0.2,47.8,8.2
151,Tashaun Gipson,CLE,FS,10,367,36.7,31.6,9,0,0,30,8.2
151,Kenny Phillips,NYG,FS,7,293,41.9,28.1,8.2,0,0,24,8.2
158,Stephon Gilmore,BUF,CB,16,1056,66,97.1,5.8,0,0,85.5,8.1
158,Charles Godfrey,CAR,SS,15,985,65.7,93.7,7,0,0,79.5,8.1
158,EJ Biggers,TB,CB,13,798,61.4,74.3,6.4,0.1,0,64.8,8.1
158,Haruki Nakamura,CAR,FS,13,591,45.5,67.3,9.1,0,0.2,48.1,8.1
158,Stanford Routt,HOU,CB,9,406,45.1,55.9,5.2,0,0,33,8.1
158,Eric Smith,NYJ,FS,12,321,26.8,30.1,5,0,0.6,26,8.1
164,Champ Bailey,DEN,CB,16,1013,63.3,94.7,6.5,0,0,81.5,8
164,Nate Allen,PHI,FS,15,846,56.4,80.8,8.6,0,0,67.5,8
164,Jabari Greer,NO,CB,14,818,58.4,71.9,6.2,0,0,65.5,8
167,Corey Webster,NYG,CB,16,1016,63.5,97.4,5.7,0,0,80,7.9
168,Sean Smith,MIA,CB,16,1046,65.4,93.6,5.6,0,0,82,7.8
168,Abram Elam,KC,FS,12,451,37.6,45.2,7.8,0,0,35,7.8
168,Charlie Peprah,DAL,SS,5,180,36,26.4,6.1,0,0,14,7.8
171,Chris Prosinski,JAX,FS,16,673,42.1,59.1,7.9,0,0,51.5,7.7
171,Justin Rogers,BUF,CB,16,537,33.6,49.4,6.9,0,0,41.5,7.7
173,Brandon Carr,DAL,CB,16,1011,63.2,98.3,5.2,0,0,76.5,7.6
173,Dimitri Patterson,MIA,CB,9,491,54.6,42,6.7,0,0.2,37.5,7.6
175,Orlando Scandrick,DAL,CB,11,326,29.6,43.5,6.4,0,0,24.5,7.5
175,Danny Gorrer,TB,CB,6,186,31,18.2,5.9,0,0,14,7.5
177,Tramon Williams,GB,CB,16,1073,67.1,98.6,5.7,0,0,79.5,7.4
177,Dominique Rodgers-Cromartie,PHI,CB,16,993,62.1,94.8,5.1,0,0,73,7.4
177,Brandon Harris,HOU,CB,8,176,22,16.7,8,0,0,13,7.4
180,AJ Jefferson,MIN,CB,15,582,38.8,51.6,6.4,0,0,42.5,7.3
180,Jacob Lacey,DET,CB,11,575,52.3,63.3,6.3,0,0,42,7.3
180,Jacques Reeves,KC,CB,2,55,27.5,32,7.3,0,0,4,7.3
183,Tarell Brown,SF,CB,16,1032,64.5,98.8,5.5,0,0,74.5,7.2
183,Dwight Lowery,JAX,FS,9,545,60.6,53.9,5.7,0,0,39.5,7.2
185,Michael Huff,OAK,FS,16,946,59.1,91.8,5.9,0,0,67.5,7.1
185,Brandon Boykin,PHI,CB,16,508,31.8,48.5,6.1,0.2,0,36.3,7.1
185,Jimmy Smith,BAL,CB,11,463,42.1,40.8,7.3,0,0,33,7.1
185,Ronald Bartell,DET,CB,7,413,59,79.1,6.5,0,0.2,29.5,7.1
189,Ike Taylor,PIT,CB,12,646,53.8,70,5,0,0,45.5,7
189,Brice McCain,HOU,CB,12,450,37.5,57.5,5.3,0.1,0.4,31.4,7
189,Jordan Pugh,WAS,FS,13,271,20.8,27,7,0.4,0.4,18.9,7
192,Nnamdi Asomugha,PHI,CB,16,984,61.5,94,5.6,0,0,68,6.9
192,Josh Thomas,CAR,CB,16,516,32.2,49.1,6.8,0,0,35.5,6.9
192,Will Allen,PIT,SS,16,423,26.4,42.9,8,0,0,29,6.9
192,Jalil Brown,KC,CB,15,364,24.3,36.5,6.9,0,0,25,6.9
196,Aaron Ross,JAX,CB,14,670,47.9,58.8,6.9,0,0,45.5,6.8
196,Barry Church,DAL,SS,3,103,34.3,57.5,5.8,0,0,7,6.8
198,Craig Dahl,LAR,SS,16,1036,64.8,96.3,7.5,0,0,69.5,6.7
198,Matt Giordano,OAK,FS,16,802,50.1,77.8,6.4,0,0.1,54,6.7
198,Chris Cook,MIN,CB,10,611,61.1,90.3,5.7,0.2,0.2,41.1,6.7
198,Corey White,NO,CB,10,519,51.9,51.7,6,0,0.6,35,6.7
198,Robert Johnson,TEN,FS,12,278,23.2,33.2,7.2,0,0,18.5,6.7
203,Tom Zbikowski,IND,SS,11,681,61.9,64.5,5.6,0.1,0.1,44.1,6.5
203,Johnathan Haggerty,CLE,FS,12,352,29.3,30.3,6.2,0,0.3,23,6.5
205,Aaron Williams,BUF,SS,11,547,49.7,50.3,5.9,0,0,35,6.4
206,Terrence McGee,BUF,CB,7,142,20.3,26,5.6,0,0,9,6.3
207,Leon Hall,CIN,CB,14,883,63.1,83.5,4.3,0,0,54,6.1
208,Joe Lefeged,IND,SS,16,343,21.4,32.5,9,0,0,20.5,6
209,Antonio Cromartie,NYJ,CB,16,1036,64.8,97.1,3.4,0,0,61.3,5.9
209,Kyle Wilson,NYJ,CB,16,947,59.2,88.8,5.1,0,0,55.5,5.9
211,Justin King,PIT,CB,3,69,23,17.2,4.3,0,0,4,5.8
212,Gerald Sensabaugh,DAL,FS,15,952,63.5,92.5,6.1,0,0,53.5,5.6
213,Walter Thurmond,SEA,S,2,73,36.5,17.8,4.1,0,0,4,5.5
214,Jerron McMillian,GB,FS,16,586,36.6,53.9,4.6,0,0,31,5.3
214,Rashean Mathis,JAX,CB,12,476,39.7,41.8,4.2,0,0,25,5.3
214,DJ Campbell,CAR,SS,5,245,49,23.3,4.9,0,0,13,5.3
217,Chris Gamble,CAR,CB,4,280,70,67.6,5.4,0,0,13.5,4.8
218,Kendrick Lewis,KC,SS,9,551,61.2,55.2,4.7,0,0,26,4.7
219,Mistral Raymond,MIN,SS,10,377,37.7,33.5,4.2,0,0,16,4.2
219,Mike Jenkins,DAL,CB,13,358,27.5,34.8,3.9,0,0,15,4.2
221,Shawntae Spencer,OAK,CB,2,111,55.5,21.1,2.7,0,0,4,3.6
