Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
133,Sterling Moore,NO,CB,13,806,62,76.7,6.9,0,0,70,8.7
133,Earl Thomas,SEA,FS,11,693,63,64.2,6.8,0,0,60,8.7
133,Bacarri Rambo,MIA,FS,9,469,52.1,71.8,8.5,0,0.2,41,8.7
133,Craig Mager,LAC,CB,11,408,37.1,38.5,7.6,0,0,35.5,8.7
133,Kelcie McCray,SEA,SS,16,338,21.1,31.3,11.2,0,0,29.5,8.7
143,David Amerson,OAK,CB,15,960,64,91.5,6.7,0,0,83,8.6
143,Captain Munnerlyn,MIN,CB,15,637,42.5,61.8,8.6,0,0,54.5,8.6
143,Aaron Colvin,JAX,CB,10,292,29.2,27.1,7.5,0.3,0.3,25,8.6
143,Bene' Benwikere,MIA,CB,4,197,49.2,47.6,5.1,0,0,17,8.6
147,Corey White,BUF,CB,15,413,27.5,38.5,7.3,0,0,35,8.5
147,Jaylen Watkins,PHI,FS,16,388,24.2,38.1,8.2,0,0,33,8.5
147,Robert Blanton,BUF,SS,10,270,27,25.1,13,0,0,23,8.5
150,Vernon Hargreaves,TB,CB,16,1037,64.8,97.7,7.3,0,0,87,8.4
150,Xavien Howard,MIA,CB,7,528,75.4,45.8,7.6,0,0,44.5,8.4
150,Kendall Fuller,WAS,CB,13,478,36.8,43.6,8.8,0,0.2,40,8.4
150,Robert Golden,PIT,SS,13,377,29,36.1,9,0,0,31.5,8.4
150,DeAngelo Hall,WAS,FS,3,166,55.3,15.1,9.6,0,0,14,8.4
155,Mike Mitchell,PIT,SS,16,1004,62.8,96.1,7.8,0,0.1,82.5,8.2
155,Jamar Taylor,CLE,CB,15,920,61.3,82.7,6.2,0,0.1,75.5,8.2
155,Ladarius Gunter,GB,CB,16,861,53.8,83.4,6.3,0,0,71,8.2
155,Andrew Sendejo,MIN,SS,14,855,61.1,82.9,8,0.1,0.1,70.5,8.2
155,William Gay,PIT,FS,16,844,52.8,80.8,6.9,0.1,0.1,69.5,8.2
160,Tavon Young,BAL,CB,16,832,52,79.9,6.4,0,0.1,67.5,8.1
160,Johnathan Joseph,HOU,CB,13,623,47.9,62.6,7.2,0,0,50.5,8.1
162,Patrick Chung,NE,SS,16,1005,62.8,97.9,9.1,0.1,0.1,80,8
162,Dwight Lowery,LAC,FS,16,1003,62.7,94.7,6,0,0,80,8
162,Derrick Kindred,CLE,FS,12,537,44.8,48.2,8.6,0,0,43,8
162,Ed Reynolds,CLE,S,10,505,50.5,73.2,8.1,0.2,0.6,40.5,8
166,Darian Stewart,DEN,SS,16,1087,67.9,95.4,6.3,0,0.2,85.5,7.9
166,Robert Alford,ATL,CB,16,1080,67.5,97.2,5.4,0,0,85.5,7.9
166,Lardarius Webb,BAL,FS,16,998,62.4,95.9,7.3,0.1,0.1,79,7.9
166,Trumaine Johnson,LAR,CB,14,953,68.1,87.5,6,0,0,75,7.9
166,Calvin Pryor,NYJ,SS,15,812,54.1,78.4,7.6,0,0,64.5,7.9
166,Antonio Cromartie,IND,CB,4,203,50.8,75.7,6.9,0,0,16,7.9
172,Ricardo Allen,ATL,FS,16,1101,68.8,99.1,8.2,0,0.1,85.5,7.8
172,Anthony Brown,DAL,CB,16,717,44.8,68,7.4,0,0,56,7.8
174,Adrian Amos,CHI,FS,15,939,62.6,87.4,6.9,0,0,72,7.7
175,Chris Harris,DEN,CB,16,1099,68.7,96.4,5.7,0,0,84,7.6
175,TJ McDonald,LAR,FS,16,1069,66.8,98.2,5.9,0.1,0.4,81.6,7.6
175,Glover Quin,DET,FS,16,1027,64.2,100,6.6,0,0.1,78.5,7.6
175,Patrick Robinson,IND,CB,7,401,57.3,37.2,6.5,0,0,30.5,7.6
175,Delvin Breaux,NO,CB,6,296,49.3,28.2,7.1,0,0,22.5,7.6
175,Harlan Miller,ARI,SS,2,139,69.5,97.2,4.3,0,0,10.5,7.6
181,Desmond Trufant,ATL,CB,9,591,65.7,53.2,5.1,0.3,0.2,44.3,7.5
181,Bryce Callahan,CHI,CB,11,488,44.4,45.4,6.6,0,0.2,36.5,7.5
181,Asa Jackson,DET,CB,4,93,23.2,28.8,7.5,0,0,7,7.5
181,Darian Thompson,NYG,FS,2,87,43.5,7.8,8,0,0,6.5,7.5
185,Richard Sherman,SEA,CB,16,1053,65.8,97.6,5.5,0,0,78,7.4
185,George Iloka,CIN,SS,16,1050,65.6,97.1,7,0,0,77.5,7.4
185,Ross Cockrell,PIT,CB,16,1025,64.1,98.1,6,0,0.1,75.5,7.4
185,Aqib Talib,DEN,CB,13,871,67,76.4,4.9,0,0,64.5,7.4
185,Quinten Rollins,GB,CB,13,704,54.2,68.2,5.8,0,0.1,52,7.4
185,Josh Shaw,CIN,CB,16,618,38.6,57.2,8.7,0,0,45.5,7.4
185,Will Blackmon,WAS,FS,15,573,38.2,52.3,7,0.2,0,42.5,7.4
192,Stephon Gilmore,BUF,CB,15,984,65.6,91.6,4.9,0,0,72,7.3
192,Joe Haden,CLE,CB,13,855,65.8,76.8,5.6,0,0,62.5,7.3
192,Marcus Gilchrist,NYJ,FS,13,818,62.9,79,6.7,0,0,60,7.3
192,Eric Rowe,NE,CB,9,452,50.2,44,5.8,0,0,33,7.3
192,Leonard Johnson,CAR,CB,10,436,43.6,40.8,6.9,0.2,0.2,31.7,7.3
197,Adrian Phillips,LAC,FS,14,543,38.8,51.3,6.8,0,0.2,39,7.2
198,Ron Parker,KC,SS,16,1106,69.1,98.9,5.5,0,0,78.5,7.1
198,Andre Hal,HOU,FS,15,817,54.5,82,5.9,0.1,0.1,57.7,7.1
198,Buster Skrine,NYJ,CB,14,814,58.1,78.6,5.8,0.1,0.1,57.4,7.1
198,Demetri Goodson,GB,FS,6,182,30.3,17.6,7.7,0,0,13,7.1
202,Duron Harmon,NE,SS,16,507,31.7,49.4,5.3,0,0,35.5,7
202,Corey Moore,HOU,FS,16,393,24.6,39.5,7.1,0,0,27.5,7
202,Jason Verrett,LAC,CB,4,258,64.5,24.4,5,0,0,18,7
205,Brandon Carr,DAL,CB,16,1014,63.4,96.1,6,0,0.1,70,6.9
205,BW Webb,NO,CB,14,589,42.1,60.2,4.8,0,0,40.5,6.9
205,Rashard Robinson,SF,CB,14,544,38.9,47.4,5.1,0,0,37.5,6.9
205,Steven Terrell,SEA,FS,16,383,23.9,35.5,6.5,0,0,26.5,6.9
209,Tramaine Brock,SF,CB,16,1101,68.8,96,5.4,0,0,75,6.8
209,Adam Jones,CIN,CB,16,1058,66.1,97.9,6.2,0,0.1,72,6.8
209,Tracy Porter,CHI,CB,16,944,59,87.9,5.1,0,0,64.5,6.8
209,Tramon Williams,CLE,CB,12,624,52,56.1,5.8,0,0.2,42.5,6.8
209,Dashaun Phillips,WAS,CB,5,147,29.4,19.5,5.4,0,0,10,6.8
214,Terence Newman,MIN,CB,15,752,50.1,72.9,5.1,0,0,49.5,6.6
214,Ron Brooks,PHI,CB,6,235,39.2,23.1,5.1,0,0,15.5,6.6
216,Nolan Carroll,PHI,CB,16,910,56.9,89.3,5.9,0,0,59,6.5
217,Nevin Lawson,DET,CB,16,924,57.8,90,6.2,0,0,59.5,6.4
217,Maurice Alexander,LAR,SS,14,918,65.6,84.3,5.4,0.1,0.1,58.9,6.4
219,Prince Amukamara,JAX,CB,14,871,62.2,80.9,5.6,0,0,54.5,6.3
219,Andrew Adams,NYG,FS,14,746,53.3,76.9,6.2,0,0.1,47,6.3
221,Dre Kirkpatrick,CIN,CB,15,974,64.9,90.1,4.7,0,0,60,6.2
221,Darrelle Revis,NYJ,CB,15,921,61.4,88.9,5.8,0,0,57,6.2
221,Sean Smith,OAK,CB,15,885,59,84.4,4.5,0,0,54.5,6.2
224,Patrick Peterson,ARI,CB,16,1032,64.5,96.1,4.8,0,0,63,6.1
224,Rashad Johnson,TEN,FS,14,550,39.3,51.4,6.9,0,0,33.5,6.1
226,Brice McCain,TEN,CB,16,842,52.6,78.6,4.5,0,0,50.5,6
226,Javien Elliott,TB,CB,6,184,30.7,46.8,5.4,0,0,11,6
228,Vontae Davis,IND,CB,14,823,58.8,76.4,4.5,0,0,48.5,5.9
228,Jimmy Smith,BAL,CB,11,582,52.9,55.9,5.5,0,0,34.5,5.9
228,Deon Bush,CHI,SS,11,333,30.3,31,6.6,0,0,19.5,5.9
231,Jeremy Lane,SEA,CB,16,769,48.1,71.3,6.2,0,0,43.5,5.7
232,Justin Coleman,NE,CB,10,226,22.6,22,3.5,0,0,11,4.9
233,Sam Shields,GB,CB,1,62,62,6,4.8,0,0,3,4.8
234,Winston Guy,IND,SS,2,75,37.5,55.1,5.3,0,0,3.5,4.7
235,Tashaun Gipson,JAX,FS,16,1040,65,96.7,3.9,0,0,42.5,4.1
236,Quinton Dunbar,WAS,CB,14,300,21.4,27.4,8.7,0.3,0.3,1.1,0.4
