Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
1,Trumaine McBride,NYG,CB,6,212,35.3,53.1,9.9,0.5,0,37.1,17.5
2,Tyvon Branch,OAK,SS,3,190,63.3,87.2,15.3,0.5,0.5,31.9,16.8
3,Casey Hayward,GB,CB,16,426,26.6,39,10.1,0,0.2,69.5,16.3
4,Lamarcus Joyner,LAR,FS,10,277,27.7,26.5,14.4,0.4,0.4,43.1,15.6
5,Darryl Morris,HOU,CB,11,258,23.5,23.1,12,0,0,38.5,14.9
6,LaRon Landry,IND,FS,11,407,37,56.8,11.5,0.6,1.2,57.4,14.1
6,Jumal Rolle,HOU,CB,10,202,20.2,23.7,9.4,0,0,28.5,14.1
8,Jaiquawn Jarrett,NYJ,SS,14,383,27.4,37.7,10.7,0.4,0.8,53.5,14
9,DeAngelo Hall,WAS,FS,3,144,48,79.1,11.1,0,0,20,13.9
10,Morgan Burnett,GB,SS,15,943,62.9,86.3,13.7,0.2,0.3,129.8,13.8
10,Usama Young,OAK,FS,6,218,36.3,49.9,10.6,0.5,0.9,30.1,13.8
12,Reshad Jones,MIA,SS,12,757,63.1,98.7,10.6,0.1,0.1,102.3,13.5
13,Prince Amukamara,NYG,CB,8,458,57.2,85.4,9.8,0,0,61,13.3
13,Kyle Arrington,NE,CB,14,442,31.6,40.8,8.8,0.2,0,59,13.3
15,James Ihedigbo,DET,SS,13,824,63.4,78.9,8.6,0.2,0.4,109.1,13.2
16,AJ Bouye,HOU,CB,14,633,45.2,56.7,9.3,0,0,82.5,13
16,Trumaine Johnson,LAR,CB,9,433,48.1,41.4,8.3,0,0,56.5,13
16,Leonard Johnson,TB,CB,16,387,24.2,35.4,11.9,0,0,50.5,13
16,Aaron Colvin,JAX,CB,6,277,46.2,65.3,9.7,0,0.7,36,13
16,Larry Asante,OAK,S,6,161,26.8,39.3,15.5,0,0,21,13
21,Cortez Allen,PIT,CB,11,453,41.2,61.9,9.1,0,0,58.5,12.9
22,Kurt Coleman,KC,SS,15,391,26.1,36.9,9.5,0,0,49.5,12.7
22,Marcus Burley,SEA,CB,13,320,24.6,33,10.9,0.3,0.3,40.5,12.7
24,Ryan Mundy,CHI,SS,16,946,59.1,90.9,10.9,0.1,0.1,119.1,12.6
24,Brandon Meriweather,WAS,SS,10,596,59.6,77.6,9.2,0.5,0.5,75.2,12.6
24,Leodis McKelvin,BUF,CB,10,534,53.4,76.8,9,0,0,67.5,12.6
27,Harrison Smith,MIN,FS,16,1070,66.9,98.9,8.6,0.3,0.5,134.2,12.5
28,Tyrann Mathieu,ARI,FS,13,428,32.9,40.5,8.9,0,0.7,53,12.4
28,Justin Gilbert,CLE,CB,14,363,25.9,31.2,8,0,0.3,45,12.4
30,Johnathan Joseph,HOU,CB,16,860,53.8,77,8.7,0,0,105.5,12.3
30,Bradley Roby,DEN,CB,16,805,50.3,75.2,8.1,0.1,0.1,99.3,12.3
32,Tony Jefferson,ARI,SS,16,679,42.4,64.2,11.3,0.1,0.4,81.9,12.1
33,Jahleel Addae,LAC,FS,11,431,39.2,41.2,11.1,0.2,0.2,51.6,12
33,K'Waun Williams,CLE,CB,13,347,26.7,29.8,11,0.3,0.9,41.6,12
35,Jamell Fleming,KC,FS,7,253,36.1,25.8,10.7,0,0,30,11.9
35,Isaiah Frey,TB,FS,11,227,20.6,26.2,11.9,0,0,27,11.9
37,Rashad Johnson,ARI,FS,16,1051,65.7,99.4,8.8,0.1,0.2,124.4,11.8
37,Aqib Talib,DEN,CB,15,917,61.1,85.6,6.9,0.1,0.1,108.3,11.8
37,Corey Graham,BUF,FS,16,778,48.6,72.2,10.8,0,0,92,11.8
40,TJ McDonald,LAR,FS,16,1047,65.4,100,10,0.2,0.2,122.8,11.7
41,Barry Church,DAL,SS,16,890,55.6,87.4,10.9,0,0,103,11.6
41,Antoine Cason,BAL,CB,14,673,48.1,67.2,8.6,0,0,78,11.6
41,Brad McDougald,TB,SS,15,445,29.7,40.7,11.2,0,0,51.5,11.6
41,Jason Verrett,LAC,CB,6,219,36.5,38,8.7,0,0,25.5,11.6
41,Rashaan Melvin,BAL,CB,3,172,57.3,28.6,9.9,0,0,20,11.6
46,Charles Woodson,OAK,SS,16,1102,68.9,98.7,10.1,0.1,0.1,127,11.5
46,William Gay,PIT,FS,16,858,53.6,86.7,8,0,0,99,11.5
46,Micah Hyde,GB,SS,16,704,44,64.4,8.5,0.1,0.1,80.7,11.5
49,Rafael Bush,NO,S,10,468,46.8,71.2,11.8,0,0,53.5,11.4
50,Antoine Bethea,SF,FS,16,1040,65,99.2,8.3,0.1,0.1,117.5,11.3
50,Da'Norris Searcy,BUF,SS,15,648,43.2,60.1,10,0.1,0.3,73.1,11.3
52,Ron Parker,KC,SS,16,1011,63.2,95.5,9.3,0.1,0.1,113.4,11.2
52,Duke Williams,BUF,FS,16,528,33,49,10,0,0.4,59,11.2
54,Mike Adams,IND,FS,16,1015,63.4,97,8.5,0,0.1,113,11.1
55,Michael Griffin,TEN,SS,16,1131,70.7,99.1,9.9,0.3,0.2,124,11
55,Eric Weddle,LAC,FS,16,1021,63.8,97.7,11.2,0,0,112,11
55,Jerraud Powers,ARI,CB,16,744,46.5,70.4,7.3,0.1,0.5,82,11
58,Jason McCourty,TEN,CB,16,1077,67.3,94.4,7.9,0,0,117,10.9
58,Alterraun Verner,TB,CB,14,859,61.4,78.5,8.7,0,0,94,10.9
58,Jamar Taylor,MIA,CB,12,293,24.4,29.7,10.6,0,0,32,10.9
61,Bene' Benwikere,CAR,CB,10,449,44.9,43.7,7.3,0,0.2,48.5,10.8
62,Demontre Hurst,CHI,SS,15,365,24.3,37.4,11,0,0.8,39,10.7
63,Earl Thomas,SEA,FS,16,958,59.9,98.7,10.1,0,0,102,10.6
64,EJ Gaines,LAR,CB,15,935,62.3,89.3,7.6,0.1,0.3,98.2,10.5
64,Kyle Fuller,CHI,CB,16,858,53.6,82.4,7.5,0,0,90.5,10.5
64,Adam Jones,CIN,CB,16,777,48.6,69.3,8.2,0,0,81.5,10.5
64,Robert McClain,ATL,CB,16,628,39.2,58,9.4,0.2,0.2,66.1,10.5
64,Brandon Boykin,PHI,CB,16,498,31.1,42.9,8.2,0,0,52.5,10.5
64,Charles Tillman,CHI,CB,2,95,47.5,77.2,8.4,0,1.1,10,10.5
70,Jonathan Cyprien,JAX,SS,15,983,65.5,87.7,11.6,0,0,102,10.4
70,Janoris Jenkins,LAR,CB,14,836,59.7,79.8,7.1,0,0,87,10.4
70,Quintin Demps,NYG,SS,16,627,39.2,59.5,9.1,0,0,65,10.4
70,Eric Berry,KC,FS,6,361,60.2,51.1,10.2,0,0.3,37.5,10.4
70,RJ Stanford,MIA,CB,5,135,27,42.6,8.9,0,0,14,10.4
75,Bashaud Breeland,WAS,CB,16,863,53.9,83.7,8,0,0.1,88.5,10.3
76,Joe Haden,CLE,CB,15,1023,68.2,87.9,7.1,0,0,104.5,10.2
76,Robert Blanton,MIN,SS,15,948,63.2,87.6,11.1,0,0,97,10.2
76,Darius Butler,IND,FS,14,615,43.9,58.8,7.5,0,0.2,62.5,10.2
76,Chris Conte,CHI,FS,12,463,38.6,44.5,9.3,0,0,47,10.2
76,Davon House,GB,CB,13,405,31.2,37.1,6.9,0,0,41.5,10.2
76,Pierre Warren,NO,FS,6,406,67.7,98.3,7.4,0,0,41.5,10.2
82,Reggie Nelson,CIN,FS,16,1098,68.6,97.9,8.7,0.1,0.3,111.3,10.1
82,Ryan Clark,WAS,FS,16,1011,63.2,98.1,10,0,0.1,101.9,10.1
82,DJ Hayden,OAK,CB,10,581,58.1,85.6,8.1,0,0,58.5,10.1
82,Terrence Brooks,BAL,SS,11,232,21.1,25.1,8.2,0,0.4,23.5,10.1
86,Ha'Sean Clinton-Dix,GB,FS,16,941,58.8,86.1,10,0.1,0.2,94,10
86,Tashaun Gipson,CLE,FS,11,772,70.2,75.8,6.7,0,0,77,10
86,Travis Carrie,OAK,CB,13,544,41.8,48.7,7.9,0,0.2,54.5,10
89,Antrel Rolle,NYG,SS,16,1049,65.6,99.5,8.3,0,0.1,104,9.9
89,Dawan Landry,NYJ,SS,16,942,58.9,92.7,11.4,0.2,0.3,93.1,9.9
89,Patrick Chung,NE,SS,16,839,52.4,77.4,10.1,0,0.1,83,9.9
89,Antonio Allen,NYJ,FS,15,512,34.1,50.4,8,0.1,0.2,50.9,9.9
89,Marcus Williams,NYJ,CB,8,446,55.8,88,8.3,0,0,44,9.9
89,Jairus Byrd,NO,FS,4,267,66.8,80.4,8.2,0,0.4,26.5,9.9
95,Vontae Davis,IND,CB,15,824,54.9,78.8,5.1,0,0.1,80.5,9.8
95,Chris Culliver,SF,CB,14,822,58.7,78.4,5.5,0,0,80.5,9.8
95,Kareem Jackson,HOU,SS,13,773,59.5,69.2,7.4,0,0.1,75.5,9.8
95,Corey White,NO,CB,15,758,50.5,70.8,7,0.1,0.3,74.1,9.8
95,Blidi Wreh-Wilson,TEN,CB,11,668,60.7,70.2,8.5,0,0,65.5,9.8
100,Kendrick Lewis,HOU,SS,16,1077,67.3,96.4,7.8,0,0.1,103,9.6
100,TJ Ward,DEN,SS,15,1003,66.9,93.7,7.4,0.2,0.5,96.3,9.6
100,Kam Chancellor,SEA,SS,14,833,59.5,85.8,9.4,0,0,80,9.6
100,Dashon Goldson,TB,FS,14,779,55.6,71.2,10.4,0,0,75,9.6
100,Dominique Franks,BAL,CB,4,193,48.2,71.7,6.7,0,0,18.5,9.6
105,Chris Harris,DEN,CB,16,987,61.7,92.2,5.6,0.1,0.1,94.2,9.5
106,Glover Quin,DET,FS,16,1038,64.9,99.3,6.9,0,0,98,9.4
106,Dwight Lowery,ATL,FS,16,1029,64.3,95,7.7,0.1,0.2,96.3,9.4
106,DJ Swearinger,HOU,FS,16,1018,63.6,91.1,7.3,0.1,0.3,95.8,9.4
106,Perrish Cox,SF,CB,15,941,62.7,89.8,5.6,0,0,88,9.4
106,Phillip Thomas,WAS,SS,8,270,33.8,52.7,10,0,0,25.5,9.4
106,Jeremy Lane,SEA,CB,7,180,25.7,34.7,7.2,0,0,17,9.4
112,Marcus Gilchrist,LAC,FS,16,988,61.8,94.5,7.7,0.1,0.1,91.6,9.3
112,Louis Delmas,MIA,FS,13,834,64.2,97,7.2,0.1,0.1,77.9,9.3
112,Josh Norman,CAR,CB,14,632,45.1,61.5,7.6,0,0,59,9.3
112,Pierre Desir,CLE,CB,5,118,23.6,10.1,7.6,0,0,11,9.3
116,Nickell Robey,BUF,CB,16,640,40,59.4,7.3,0.2,0,59.2,9.2
117,Malcolm Jenkins,PHI,SS,16,1157,72.3,99.6,6.8,0,0,105.5,9.1
117,Tramon Williams,GB,CB,16,1012,63.2,92.6,7,0,0.1,92,9.1
117,JJ Wilcox,DAL,SS,16,972,60.8,95.5,7.6,0,0.1,88,9.1
117,Greg Toler,IND,CB,15,966,64.4,92.4,6,0.1,0,87.6,9.1
117,Orlando Scandrick,DAL,CB,14,861,61.5,94.5,6.4,0.1,0.1,78.5,9.1
117,George Wilson,TEN,SS,16,811,50.7,71.1,9,0.1,0,74,9.1
117,Brandian Ross,OAK,FS,14,706,50.4,72.8,7.8,0,0.3,64.5,9.1
117,Troy Polamalu,PIT,SS,12,699,58.2,70.6,8.7,0,0.1,63.5,9.1
117,Major Wright,TB,SS,12,504,42,52.7,10.1,0,0,46,9.1
117,Dontae Johnson,SF,CB,16,491,30.7,46.9,6.9,0,0.6,44.5,9.1
127,Rodney McLeod,LAR,FS,16,1023,63.9,97.7,7,0,0,92,9
127,Roman Harper,CAR,SS,16,924,57.8,89.9,6.7,0.1,0,83.5,9
127,Bernard Pollard,TEN,SS,5,344,68.8,95,7.8,0.3,0.3,30.8,9
127,Phillip Adams,NYJ,CB,12,306,25.5,30.1,7.8,0,0,27.5,9
127,Chance Casey,OAK,CB,2,61,30.5,41.8,11.5,0,0,5.5,9
132,Brent Grimes,MIA,CB,16,1013,63.3,96.6,5.6,0,0,90,8.9
132,Josh Evans,JAX,FS,16,969,60.6,86.4,9.3,0,0,86,8.9
132,Will Hill,BAL,SS,10,563,56.3,83.4,7.3,0,0.2,50,8.9
135,Husain Abdullah,KC,FS,16,1024,64,96.7,6.9,0,0.5,90.5,8.8
135,Logan Ryan,NE,CB,16,509,31.8,47,8.3,0,0,45,8.8
135,Asa Jackson,BAL,CB,7,323,46.1,70.5,8.7,0,0,28.5,8.8
138,Donte Whitner,CLE,SS,16,1154,72.1,99.1,9.1,0,0,100.5,8.7
138,Bradley Fletcher,PHI,CB,15,1051,70.1,90.4,5.7,0,0,91.5,8.7
138,Brandon Flowers,LAC,CB,14,816,58.3,78.1,6.4,0,0.1,71,8.7
138,Sterling Moore,DAL,CB,16,726,45.4,71.3,6.3,0,0,63.5,8.7
138,Melvin White,CAR,CB,15,505,33.7,49.1,7.1,0,0,44,8.7
138,Jim Leonhard,CLE,FS,16,503,31.4,43.2,8.5,0.2,0.4,43.6,8.7
138,Will Blackmon,JAX,FS,8,352,44,55.3,8.5,0.3,0,30.5,8.7
138,Jeromy Miles,BAL,SS,16,326,20.4,30.4,8.6,0,0,28.5,8.7
138,Bacarri Rambo,BUF,FS,6,126,21,25.6,3.2,0,0,11,8.7
147,Terence Newman,CIN,CB,13,865,66.5,77.1,8.1,0,0,74,8.6
147,Cortland Finnegan,MIA,CB,12,704,58.7,67.1,6.2,0,0,60.5,8.6
147,Nolan Carroll,PHI,CB,16,373,23.3,32.1,8.3,0,0.3,32,8.6
147,Tre Boston,CAR,S,11,360,32.7,35,7.2,0,0,31,8.6
147,Tramaine Brock,SF,CB,3,81,27,7.7,8.6,0,0,7,8.6
152,Alfonzo Dennard,NE,CB,6,236,39.3,23,6.4,0,0,20,8.5
153,Nate Allen,PHI,FS,15,1080,72,92.9,5.7,0.1,0.1,90.4,8.4
153,Carlos Rogers,OAK,CB,7,461,65.9,58.2,7.6,0,0,38.5,8.4
153,Terrence Frederick,NO,CB,3,190,63.3,46,8.4,0,0,16,8.4
156,Johnthan Banks,TB,CB,15,908,60.5,83,5.5,0,0.1,75.5,8.3
156,Dwayne Gratz,JAX,CB,15,854,56.9,76.2,6.3,0,0,71,8.3
156,Byron Maxwell,SEA,CB,13,700,53.8,72.1,5.6,0,0,58,8.3
156,Danny Gorrer,BAL,CB,10,321,32.1,49.8,7.5,0,0,26.5,8.3
