Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
186,Lardarius Webb,BAL,FS,15,893,59.5,83.7,6,0,0,67,7.5
186,Jalil Brown,IND,CB,8,312,39,55.4,7.1,0,0,23.5,7.5
189,Darius Slay,DET,CB,16,999,62.4,95.9,5.9,0,0,72.5,7.3
189,Desmond Trufant,ATL,CB,16,969,60.6,92.3,4.3,0.1,0.2,70.4,7.3
189,Sean Smith,KC,CB,13,834,64.2,97,5.4,0,0,60.5,7.3
192,Eric Berry,KC,FS,16,1033,64.6,95.1,5.9,0,0,74,7.2
192,Tashaun Gipson,CLE,FS,13,802,61.7,76.6,7.5,0,0,58,7.2
192,Jaylen Watkins,PHI,FS,4,83,20.8,20.9,4.8,0,0,6,7.2
195,Coty Sensabaugh,TEN,CB,16,1007,62.9,95,6.2,0,0,72,7.1
195,Nickell Robey,BUF,CB,16,675,42.2,61.9,6.8,0.1,0.1,48,7.1
197,Xavier Rhodes,MIN,CB,16,1017,63.6,94.8,5.7,0,0,71.5,7
198,Vontae Davis,IND,CB,16,1049,65.6,92.1,4.6,0,0,72,6.9
198,Jamar Taylor,MIA,CB,12,712,59.3,62.1,6.9,0,0,49,6.9
198,Jayron Hosley,NYG,CB,14,528,37.7,46.1,6.8,0,0,36.5,6.9
198,Eric Rowe,PHI,CB,16,504,31.5,41.4,6.2,0,0,35,6.9
202,Adrian Amos,CHI,FS,16,1032,64.5,99.7,6.5,0.1,0.1,69.7,6.8
202,Kendrick Lewis,BAL,SS,15,933,62.2,87.4,6.5,0,0.2,63.5,6.8
202,Husain Abdullah,KC,FS,11,434,39.5,40,7.1,0,0.5,29.5,6.8
202,Mike Jenkins,TB,CB,14,332,23.7,30.2,6,0,0,22.5,6.8
206,Eric Reid,SF,SS,16,1117,69.8,98,6.4,0.1,0.1,75.3,6.7
207,Tramaine Brock,SF,CB,15,1068,71.2,93.7,5,0,0,71,6.6
207,Travis Carrie,OAK,CB,15,934,62.3,81,5.6,0,0,62,6.6
207,Brandon Flowers,LAC,CB,11,603,54.8,79.9,5.5,0.2,0.2,39.7,6.6
207,Tim Jennings,TB,CB,6,282,47,49.8,6,0,0,18.5,6.6
211,Da'Norris Searcy,TEN,SS,15,888,59.2,83.8,6.2,0.1,0.1,58.05,6.5
212,Richard Sherman,SEA,CB,16,978,61.1,98,5.1,0,0,62.5,6.4
212,Jason McCourty,TEN,CB,4,212,53,36.1,7.1,0,0,13.5,6.4
212,Kenny Phillips,NO,FS,3,156,52,80.8,7.7,0,0,10,6.4
215,Kyle Fuller,CHI,CB,16,1025,64.1,99,5.4,0,0,65,6.3
215,Brice McCain,MIA,CB,14,758,54.1,66.1,5.1,0,0,48,6.3
217,Tracy Porter,CHI,CB,14,843,60.2,81.4,4.2,0,0,52.5,6.2
217,JJ Wilcox,DAL,SS,16,821,51.3,77.9,6.5,0,0.1,51,6.2
217,Bobby McCain,MIA,CB,16,394,24.6,34.4,7.1,0,0,24.5,6.2
220,Morris Claiborne,DAL,CB,11,662,60.2,62.8,5.6,0,0,40.5,6.1
221,Dwayne Gratz,JAX,CB,12,457,38.1,39.2,5.9,0,0,25,5.5
222,Perrish Cox,TEN,CB,13,702,54,66.2,4.3,0,0,38,5.4
223,Johnthan Banks,TB,CB,14,435,31.1,39.6,5.7,0,0,23,5.3
223,Justin Rogers,WAS,CB,1,47,47,26.6,8.5,0,0,2.5,5.3
225,Patrick Peterson,ARI,CB,16,991,61.9,94.7,3.5,0,0,51,5.1
226,Duron Harmon,NE,SS,16,603,37.7,55.1,3.3,0,0,30,5
227,Antonio Cromartie,NYJ,CB,15,902,60.1,85.4,3.2,0,0,44.5,4.9
227,Cassius Vaughn,LAC,CB,2,41,20.5,16.8,2.4,0,0,2,4.9
229,Craig Mager,LAC,CB,10,226,22.6,22.6,4,0,0,10.5,4.6
230,Chris Culliver,WAS,CB,6,351,58.5,58.2,4.6,0,0,15.5,4.4
231,Rahim Moore,HOU,FS,7,446,63.7,42.9,3.6,0,0,18,4
232,Walt Aikens,MIA,SS,16,447,27.9,39,6.7,0,0,17.5,3.9
233,Phillip Gaines,KC,CB,3,169,56.3,74.8,3.6,0,0,5.5,3.3
234,Jeremy Harris,WAS,CB,1,39,39,57.4,2.6,0,0,1,2.6
235,Chris Maragos,PHI,FS,15,306,20.4,25.1,5.9,0,0,7.5,2.5
236,Sheldon Price,BAL,CB,2,50,25,26.5,2,0,0,1,2
237,Quinton Dunbar,WAS,CB,11,257,23.4,29.3,5.1,0,0,0,0
