Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,TackleSnapPercentage,SackSnapPercentage,QuarterbackHitSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
33,Jordan Lucas,KC,SS,6,135,22.5,29.9,12.6,0,0,18,13.3
33,Erik Harris,OAK,SS,6,132,22,34.6,12.1,0,0,17.5,13.3
36,Kareem Jackson,HOU,SS,6,408,68,99.5,8.6,0,0,54,13.2
36,Adam Jones,DEN,CB,4,121,30.2,46.2,7.4,0,0,16,13.2
38,Isaiah Oliver,ATL,CB,4,84,21,24.3,10.7,0,0,11,13.1
39,Tony Jefferson,BAL,SS,6,393,65.5,99.5,9.2,0.3,0.3,51.2,13
39,Jaire Alexander,GB,CB,4,199,49.8,76,9.5,0.3,0.5,25.8,13
39,Ryan Smith,TB,CB,5,193,38.6,57.3,10.4,0,0,25,13
39,Kavon Frazier,DAL,SS,6,162,27,39.4,10.5,0.6,0.6,21.1,13
43,Rafael Bush,BUF,S,5,179,35.8,52.6,13.4,0.3,0.6,22.65,12.7
43,Marqui Christian,LAR,FS,6,158,26.3,43.8,13.3,0,0,20,12.7
45,Clayton Geathers,IND,SS,5,317,63.4,86.6,13.2,0,0,39.5,12.5
45,DJ Swearinger,WAS,FS,5,309,61.8,100,7.1,0.3,0.6,38.6,12.5
45,Vonn Bell,NO,SS,5,224,44.8,70.2,12.5,0,0,28,12.5
48,Malcolm Butler,TEN,CB,6,354,59,87.6,8.8,0.3,0.3,43.9,12.4
48,Quandre Diggs,DET,SS,5,294,58.8,91.9,8.8,0,0,36.5,12.4
48,Prince Amukamara,CHI,CB,4,202,50.5,79.5,6.4,0,0,25,12.4
48,Tavon Wilson,DET,SS,4,105,26.2,43.9,14.3,0,0,13,12.4
52,Mike Hilton,PIT,CB,5,239,47.8,67.9,7.5,0,1.3,29.5,12.3
52,Doug Middleton,NYJ,FS,6,203,33.8,47.2,12.3,0,0,25,12.3
54,Landon Collins,NYG,SS,6,396,66,100,12.4,0,0.3,47.5,12
54,Josh Jackson,GB,CB,6,234,39,61.4,8.1,0,0,28,12
56,Tavon Young,BAL,CB,6,285,47.5,72.2,6.7,0.7,0.7,33.7,11.8
56,Jamal Agnew,DET,CB,5,116,23.2,36.2,6,0,0,13.7,11.8
58,Pierre Desir,IND,CB,6,315,52.5,72.1,8.9,0,0,37,11.7
59,Antoine Bethea,ARI,FS,7,517,73.9,99.6,11.8,0,0.4,59.5,11.5
59,Bene' Benwikere,ARI,CB,7,334,47.7,64.4,8.1,0.1,0.3,38.25,11.5
61,Jordan Poyer,BUF,FS,6,391,65.2,99.2,8.4,0,0,44.5,11.4
61,Ronald Darby,PHI,CB,6,373,62.2,96.9,8,0,0,42.5,11.4
61,Kenny Vaccaro,TEN,SS,4,212,53,80.3,8,0.5,0.9,24.2,11.4
64,Justin Evans,TB,SS,5,336,67.2,99.7,7.4,0,0,38,11.3
64,Jonathan Jones,NE,CB,6,288,48,71.1,9.7,0,0,32.5,11.3
64,Justin Reid,HOU,SS,6,266,44.3,64.9,9.4,0,0.4,30,11.3
67,Kevin Byard,TEN,FS,6,404,67.3,100,8.4,0,0.5,45.14,11.2
68,Damarious Randall,CLE,SS,6,434,72.3,96,7.8,0,0,48,11.1
68,Rashaan Melvin,OAK,CB,6,265,44.2,69.6,7.5,0,0,29.5,11.1
68,PJ Williams,NO,CB,4,158,39.5,62.5,8.9,0,0,17.5,11.1
71,Ha'Sean Clinton-Dix,GB,FS,6,381,63.5,100,6,0.3,0.5,42,11
71,Jalen Mills,PHI,CB,6,376,62.7,97.7,8.8,0,0,41.5,11
73,Jabrill Peppers,CLE,FS,6,229,38.2,50.7,10,0,0,25,10.9
73,Gareon Conley,OAK,CB,6,220,36.7,57.7,4.5,0,0,24,10.9
75,Chidobe Awuzie,DAL,CB,5,293,58.6,71.3,10.2,0,0,31.5,10.8
75,Sam Shields,LAR,CB,5,158,31.6,55.1,6.3,0,0,17,10.8
77,Adoree` Jackson,TEN,CB,6,331,55.2,81.9,7.6,0,0,35.5,10.7
77,Mike Adams,CAR,FS,5,314,62.8,98.7,8.3,0,0,33.5,10.7
77,Darqueze Dennard,CIN,CB,6,272,45.3,63.1,10.7,0,0,29,10.7
80,Morris Claiborne,NYJ,CB,6,391,65.2,90.9,5.1,0,0,41.5,10.6
80,Tedric Thompson,SEA,FS,6,184,30.7,47.5,9.2,0,0,19.5,10.6
80,Kurt Coleman,NO,SS,5,118,23.6,37,11.9,0,0,12.5,10.6
83,Minkah Fitzpatrick,MIA,FS,6,339,56.5,80.5,10.9,0,0,35.5,10.5
83,Eddie Jackson,CHI,SS,5,308,61.6,97.2,5.5,0.3,0.3,32.2,10.5
83,Desmond King,LAC,CB,6,295,49.2,77.4,5.8,0,0.3,31,10.5
83,Ricardo Allen,ATL,FS,3,205,68.3,94.5,8.3,0,0,21.5,10.5
87,Tyrann Mathieu,HOU,FS,6,403,67.2,98.3,8.4,0,0,42,10.4
88,Jessie Bates III,CIN,FS,6,429,71.5,99.5,9.8,0,0,44,10.3
88,Tre Flowers,SEA,CB,5,305,61,95,8.9,0,0,31.5,10.3
90,Shaquill Griffin,SEA,CB,6,320,53.3,82.7,7.5,0,0,32.5,10.2
90,Chris Conte,TB,FS,3,118,39.3,56.5,11.9,0,0,12,10.2
90,Mike Mitchell,IND,SS,1,54,54,76.1,13,0,0,5.5,10.2
93,Denzel Ward,CLE,CB,6,449,74.8,99.3,6.2,0,0,45.5,10.1
93,Johnathan Joseph,HOU,CB,6,395,65.8,96.3,6.8,0,0,40,10.1
93,Bryce Callahan,CHI,CB,5,283,56.6,89.3,7.4,0,0.7,28.5,10.1
93,Eli Apple,NYG,CB,4,238,59.5,92.2,7.1,0,0,24,10.1
97,Shawn Williams,CIN,SS,6,322,53.7,74.7,8.1,0.3,0.3,32,9.9
97,Avonte Maddox,PHI,CB,6,147,24.5,38.2,8.2,0,0,14.5,9.9
99,Chris Harris,DEN,CB,7,466,66.6,98.3,5.8,0.2,0.2,45.9,9.8
99,Devin McCourty,NE,FS,6,400,66.7,98.8,9.2,0,0,39,9.8
99,Glover Quin,DET,FS,5,302,60.4,94.4,10.3,0,0.3,29.5,9.8
99,EJ Gaines,CLE,CB,5,173,34.6,47,6.9,0,0,17,9.8
103,Patrick Peterson,ARI,CB,7,512,73.1,98.7,6.8,0.2,0.2,49,9.6
103,Jason McCourty,NE,CB,6,306,51,75.6,9.2,0,0,29.5,9.6
105,Tramaine Brock,DEN,CB,5,116,23.2,34.7,7.8,0,0,11,9.5
106,Josh Norman,WAS,CB,5,304,60.8,98.4,7.6,0,0,28.5,9.4
106,Justin Coleman,SEA,CB,6,254,42.3,65.6,7.1,0,0,24,9.4
106,Jordan Whitehead,TB,SS,4,159,39.8,57.6,10.1,0,0,15,9.4
106,Kevin Toliver,CHI,CB,4,96,24,37.4,10.4,0,0,9,9.4
110,Justin Simmons,DEN,FS,7,474,67.7,100,9.3,0,0,44,9.3
111,Janoris Jenkins,NYG,CB,6,392,65.3,99,7.1,0,0,36,9.2
111,Malcolm Jenkins,PHI,SS,6,384,64,99.7,8.1,0,0,35.5,9.2
113,Byron Jones,DAL,CB,6,383,63.8,93.2,7.8,0,0,35,9.1
113,James Bradberry,CAR,CB,5,318,63.6,100,7.9,0,0,29,9.1
113,Patrick Chung,NE,SS,5,285,57,86.1,9.1,0.2,0.4,26,9.1
116,Logan Ryan,TEN,CB,6,381,63.5,94.3,8.4,0.3,0.3,34.2,9
116,Eric Murray,KC,FS,5,293,58.6,78.3,8.9,0,0,26.5,9
116,Jaquiski Tartt,SF,SS,4,262,65.5,97,8.8,0,0,23.5,9
116,Darryl Roberts,NYJ,CB,6,195,32.5,45.3,6.2,0,0,17.5,9
116,Parry Nickerson,NYJ,CB,6,155,25.8,36,9,0,0,14,9
121,Bobby McCain,MIA,CB,4,247,61.8,84.9,6.9,0,0,22,8.9
121,Dominique Rodgers-Cromartie,OAK,CB,6,146,24.3,38.3,5.5,0,0,13,8.9
123,Eric Weddle,BAL,FS,6,378,63,95.7,7.4,0.3,0.8,33.4,8.8
123,Jahleel Addae,LAC,FS,6,375,62.5,98.4,8.8,0,0,33,8.8
123,Kevin King,GB,CB,4,204,51,77.9,6.4,0,0,18,8.8
126,Stephon Gilmore,NE,CB,6,395,65.8,97.5,5.6,0,0,34.5,8.7
126,Darian Stewart,DEN,SS,7,397,56.7,83.8,7.3,0.3,0.5,34.45,8.7
126,Barry Church,JAX,SS,6,383,63.8,97.7,6.8,0.3,0.5,33.5,8.7
126,Brent Grimes,TB,CB,3,173,57.7,51.3,8.7,0,0,15,8.7
126,Aqib Talib,LAR,CB,3,144,48,89.4,6.2,0,0,12.5,8.7
126,Donte Deayon,NYG,CB,4,115,28.8,29,5.2,0,0,10,8.7
126,Morgan Burnett,PIT,SS,2,92,46,62.6,8.7,0,1.1,8,8.7
133,Ron Parker,KC,SS,6,452,75.3,100,8,0,0,39,8.6
133,Lamarcus Joyner,LAR,FS,6,361,60.2,100,7.8,0.3,0.3,31.1,8.6
133,Leon Hall,OAK,CB,6,290,48.3,76.1,7.6,0,0.3,25,8.6
136,Kenny Moore,IND,CB,5,310,62,84.2,7.4,0,0,26.5,8.5
136,Ken Crawley,NO,CB,5,288,57.6,90.3,8,0,0,24.5,8.5
136,Sidney Jones,PHI,CB,6,218,36.3,56.6,7.8,0,0,18.5,8.5
136,Corey Graham,PHI,FS,5,177,35.4,55.3,7.9,0,0,15,8.5
140,Curtis Riley,NYG,FS,6,391,65.2,98.7,8.2,0,0,33,8.4
141,Trumaine Johnson,NYJ,CB,4,253,63.2,89.1,5.1,0,0,21,8.3
141,Dean Marlowe,BUF,SS,1,54,54,100,7.4,0,0,4.5,8.3
143,Tashaun Gipson,JAX,FS,6,374,62.3,95.4,6.7,0,0,30.5,8.2
143,Marcus Gilchrist,OAK,FS,6,317,52.8,83.2,8.5,0,0,26,8.2
143,Coty Sensabaugh,PIT,CB,5,176,35.2,51.8,8.5,0,0,14.5,8.2
143,Tyler Patmon,JAX,CB,6,164,27.3,41.8,7.3,0,0,13.5,8.2
147,Jeff Heath,DAL,SS,6,364,60.7,88.6,8,0,0,29.5,8.1
147,Kyle Fuller,CHI,CB,5,316,63.2,99.7,5.4,0,0,25.5,8.1
147,Duron Harmon,NE,SS,6,289,48.2,71.4,6.2,0,0,23.5,8.1
147,Trae Waynes,MIN,CB,5,191,38.2,58.6,6.8,0,0,15.5,8.1
151,TJ McDonald,MIA,FS,6,420,70,99.8,7.1,0,0,33.5,8
151,Reggie Nelson,OAK,FS,6,283,47.2,74.3,7.1,0,0,22.5,8
151,Marshon Lattimore,NO,CB,5,262,52.4,82.1,5.3,0,0,21,8
151,Carlton Davis,TB,CB,4,244,61,90.4,6.6,0,0,19.5,8
151,Aaron Colvin,HOU,CB,4,194,48.5,67.8,9.3,0,0,15.5,8
156,Brandon Carr,BAL,CB,6,353,58.8,89.4,5.4,0,0,28,7.9
156,Adrian Amos,CHI,FS,5,317,63.4,100,8.2,0,0,25,7.9
156,Eric Rowe,NE,CB,3,108,36,39.6,7.4,0,0,8.5,7.9
159,Xavier Rhodes,MIN,CB,6,359,59.8,93.2,5.8,0,0,28,7.8
159,Joe Haden,PIT,CB,5,338,67.6,78.8,6.2,0,0,26.5,7.8
161,Kendall Fuller,KC,CB,6,444,74,98.2,7.9,0,0,34,7.7
161,AJ Bouye,JAX,CB,6,392,65.3,100,6.1,0,0,30,7.7
161,Trevor Williams,LAC,CB,6,346,57.7,90.8,6.1,0,0,26.5,7.7
161,Marlon Humphrey,BAL,CB,6,346,57.7,87.6,5.8,0,0,26.5,7.7
161,Andrew Sendejo,MIN,SS,5,324,64.8,100,8.3,0,0,25,7.7
161,Fabian Moreau,WAS,CB,5,239,47.8,77.3,6.3,0,0,18.5,7.7
161,Captain Munnerlyn,CAR,CB,5,208,41.6,65.4,5.8,0,0,16,7.7
161,Jordan Richards,ATL,SS,5,209,41.8,60.6,9.1,0,0,16,7.7
161,Rodney McLeod,PHI,FS,3,162,54,86.6,6.2,0,0,12.5,7.7
161,Eric Reid,CAR,SS,2,104,52,82.5,7.7,0,0,8,7.7
171,Desmond Trufant,ATL,CB,6,394,65.7,94.5,6.6,0,0,30,7.6
171,Kentrell Brice,GB,SS,6,380,63.3,99.7,7.4,0.3,0.3,29,7.6
171,Anthony Brown,DAL,CB,6,304,50.7,74,5.9,0,0,23,7.6
171,Montae Nicholson,WAS,SS,5,304,60.8,98.4,8.9,0,0,23,7.6
175,Marcus Peters,LAR,CB,6,324,54,89.8,5.2,0,0,24,7.4
175,Phillip Gaines,BUF,CB,4,188,47,74.6,7.4,0,0,14,7.4
177,Terrell Edmunds,PIT,SS,6,389,64.8,90.7,5.7,0,0.3,28.5,7.3
177,Artie Burns,PIT,CB,6,295,49.2,68.8,6.4,0,0,21.5,7.3
177,Darius Slay,DET,CB,5,287,57.4,89.7,4.9,0,0,21,7.3
180,Nate Hairston,IND,CB,5,367,73.4,84,7.4,0,0,26.5,7.2
180,Orlando Scandrick,KC,CB,6,341,56.8,75.4,4.4,0,0,24.5,7.2
182,Shareece Wright,HOU,CB,5,198,39.6,59.1,6.6,0,0,14,7.1
183,Nickell Robey,LAR,CB,6,225,37.5,62.3,7.1,0,0,15.5,6.9
184,Sean Davis,PIT,FS,6,426,71,99.3,6.1,0,0.2,29,6.8
184,K'Waun Williams,SF,CB,6,258,43,62.3,6.2,0,0,17.5,6.8
184,Josh Shaw,KC,CB,1,22,22,28.2,9.1,0,0,1.5,6.8
187,Ahkello Witherspoon,SF,CB,6,254,42.3,61.4,6.7,0,0,17,6.7
188,Quinton Dunbar,WAS,CB,5,286,57.2,92.6,10.1,0,0,19,6.6
189,Steven Nelson,KC,CB,6,452,75.3,100,5.3,0,0,29.5,6.5
189,Dre Kirkpatrick,CIN,CB,6,410,68.3,95.1,3.9,0,0,26.5,6.5
189,Torry McTyer,MIA,CB,6,191,31.8,45.4,7.3,0,0,12.5,6.5
192,Malik Hooker,IND,FS,6,422,70.3,96.6,6.2,0,0,27,6.4
192,Marcus Williams,NO,FS,5,319,63.8,100,5.3,0,0,20.5,6.4
192,Da'Norris Searcy,CAR,SS,2,70,35,55.1,7.1,0,0,4.5,6.4
195,Quincy Wilson,IND,CB,3,63,21,31.5,7.9,0,0,4,6.3
196,Xavien Howard,MIA,CB,6,417,69.5,99,2.4,0,0,26,6.2
196,Nevin Lawson,DET,CB,5,289,57.8,90.3,5.5,0,0,18,6.2
198,Bradley Roby,DEN,CB,7,428,61.1,90.3,3.5,0,0,26,6.1
198,Micah Hyde,BUF,SS,5,270,54,79.4,6.7,0,0,16.5,6.1
198,Jamar Taylor,ARI,CB,7,229,32.7,44.1,5.7,0,0,14,6.1
198,Derrick Kindred,CLE,FS,6,228,38,50.4,7,0,0,14,6.1
198,Kendrick Lewis,TEN,SS,3,164,54.7,57.5,7.3,0,0,10,6.1
203,DeShawn Shead,DET,CB,2,58,29,45,6.9,0,0,3.5,6
204,Jalen Ramsey,JAX,CB,6,387,64.5,98.7,5.4,0,0,23,5.9
204,Adrian Colbert,SF,FS,6,286,47.7,69.1,7,0,0,17,5.9
206,BW Webb,NYG,CB,6,332,55.3,83.8,4.8,0,0.3,19,5.7
207,Tre'Davious White,BUF,CB,6,391,65.2,99.2,4.6,0,0,22,5.6
208,Casey Hayward,LAC,CB,6,370,61.7,97.1,4.9,0,0,20.5,5.5
209,Tramon Williams,GB,CB,6,378,63,99.2,6.1,0,0,20.5,5.4
210,Robert Alford,ATL,CB,6,414,69,99.3,3.9,0,0,21,5.1
210,Xavier Woods,DAL,FS,4,244,61,88.4,4.5,0,0,12.5,5.1
212,William Jackson III,CIN,CB,6,401,66.8,93,3.5,0,0,20,5
212,Will Parks,DEN,SS,7,189,27,39.9,5.3,0,0,9.5,5
212,Patrick Robinson,NO,CB,3,110,36.7,56.1,5.5,0,0,5.5,5
215,Jimmie Ward,SF,CB,5,209,41.8,57.6,5.3,0,0,9,4.3
216,Keanu Neal,ATL,SS,1,37,37,51.4,5.4,0,0,1.5,4.1
217,Kevin Johnson,HOU,CB,1,65,65,86.7,6.2,0,0,2.5,3.8
217,Cre'von Leblanc,DET,CB,1,26,26,32.1,3.8,0,0,1,3.8
219,Richard Sherman,SF,CB,5,304,60.8,87.9,2.6,0,0,11,3.6
220,D.J. Reed,SF,FS,6,141,23.5,34.1,5.7,0,0,5,3.5
221,Vontae Davis,BUF,CB,1,29,29,11.7,3.4,0,0,1,3.4
222,Jimmy Smith,BAL,CB,2,62,31,50,4.8,0,0,1.5,2.4
