Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
1,Kirk Cousins,WAS,QB,3,95,31.7,9.2,3.2,0,53.7,53.7,32.84,34.6
2,Robert Griffin III,WAS,QB,15,938,62.5,90.8,12.8,0.1,54.7,54.8,317.5,33.8
3,Colin Kaepernick,SF,QB,13,526,40.5,52.3,12,0,53.4,53.4,174.06,33.1
4,Aaron Rodgers,GB,QB,16,1071,66.9,97.1,5,0.1,56.7,56.7,343.6,32.1
5,Cam Newton,CAR,QB,16,1021,63.8,99.1,12.4,0,59.9,59.9,323.46,31.7
6,Drew Brees,NO,QB,16,1094,68.4,98.8,1.4,0,62.6,62.6,345.58,31.6
7,Matt Ryan,ATL,QB,16,1050,65.6,99.1,3.2,0,61.8,61.8,304.86,29
8,Russell Wilson,SEA,QB,16,979,61.2,96.4,9.6,0,49.7,49.7,275.62,28.2
9,Tom Brady,NE,QB,16,1215,75.9,98.1,1.9,0,54.3,54.3,340.28,28
9,Peyton Manning,DEN,QB,16,1110,69.4,97.1,2.1,0,54.6,54.6,310.96,28
11,Ben Roethlisberger,PIT,QB,13,834,64.2,78.2,3.1,0,57,57,223.8,26.8
12,Tony Romo,DAL,QB,16,1089,68.1,99,2.8,0.1,62.4,62.4,278.92,25.6
13,Alex Smith,SF,QB,16,484,30.2,48.2,6.4,0,51.4,51.4,122.68,25.3
14,Andy Dalton,CIN,QB,16,1027,64.2,97.2,4.6,0,56,56,250.76,24.4
15,Kevin Kolb,ARI,QB,6,349,58.2,40.2,4.6,0,57,57,84.76,24.3
16,Josh Freeman,TB,QB,16,1037,64.8,98.9,3.8,0,57.6,57.6,248.5,24
17,Andrew Luck,IND,QB,16,1169,73.1,100,5.3,0,58.9,58.9,276.46,23.6
18,Carson Palmer,OAK,QB,15,953,63.5,88.2,1.9,0,61.2,61.2,224.32,23.5
19,Matthew Stafford,DET,QB,16,1180,73.8,98.4,3,0.1,64.7,64.7,275.58,23.4
19,Joe Flacco,BAL,QB,16,1002,62.6,91.8,3.2,0,56.2,56.2,234.88,23.4
21,Eli Manning,NYG,QB,16,1005,62.8,98.5,2,0,55.3,55.3,232.92,23.2
22,Michael Vick,PHI,QB,10,667,66.7,59.2,9.3,0,61.9,61.9,151.68,22.7
23,Sam Bradford,LAR,QB,16,1036,64.8,99.2,3.6,0,56.8,56.8,230.78,22.3
23,Jake Locker,TEN,QB,11,593,53.9,59.5,6.9,0,59.9,59.9,132.14,22.3
25,Ryan Fitzpatrick,BUF,QB,16,997,62.3,98.6,4.8,0,55.5,55.5,213.7,21.4
26,Chad Henne,JAX,QB,10,546,54.6,51.4,3.5,0.2,60.1,60.1,113.16,20.7
27,Philip Rivers,LAC,QB,16,1025,64.1,100,2.6,0.1,54,54.1,208.24,20.3
28,Matt Schaub,HOU,QB,16,1104,69,98,1.9,0.1,51.3,51.3,222.82,20.2
29,Jay Cutler,CHI,QB,15,920,61.3,88,4.5,0,51.6,51.6,184.62,20.1
30,Matt Hasselbeck,TEN,QB,8,395,49.4,39.7,3.3,0,59.2,59.2,76.48,19.4
31,Nick Foles,PHI,QB,7,454,64.9,42.8,2.4,0,60.8,60.8,86.16,19
32,Christian Ponder,MIN,QB,16,1032,64.5,99.7,5.8,0.1,52.7,52.7,193.2,18.7
33,Ryan Tannehill,MIA,QB,16,981,61.3,94.7,5,0,54.3,54.3,182.86,18.6
34,Blaine Gabbert,JAX,QB,10,516,51.6,80.8,3.5,0,57.4,57.4,94.08,18.2
35,Brandon Weeden,CLE,QB,15,929,61.9,90.1,2.9,0,58.6,58.6,165.6,17.8
36,Byron Leftwich,PIT,QB,2,104,52,9.7,1,0,51.9,51.9,17.98,17.3
37,Brian Hoyer,ARI,QB,2,81,40.5,26,1.2,0,66.7,66.7,13.8,17
38,Thaddeus Lewis,CLE,QB,1,62,62,16.3,1.6,0,53.2,53.2,10.46,16.9
39,Jason Campbell,CHI,QB,6,126,21,12,5.6,0,46,46,17.4,13.8
40,Matt Cassel,KC,QB,9,578,64.2,54.9,4.7,0,52.6,52.6,78.34,13.6
41,Greg McElroy,NYJ,QB,2,90,45,8.4,8.9,0,43.3,43.3,11.56,12.8
42,Mark Sanchez,NYJ,QB,15,938,62.5,87.3,2.3,0,50.6,50.6,118.12,12.6
43,Charlie Batch,PIT,QB,2,129,64.5,12.1,0,0,54.3,54.3,15,11.6
44,John Skelton,ARI,QB,7,315,45,29.9,1.3,0,65.1,65.1,31.78,10.1
45,Brady Quinn,KC,QB,10,474,47.4,45.1,4,0.2,45.6,45.8,44.24,9.3
46,Matt Moore,MIA,QB,6,128,21.3,12.4,3.9,0,18.8,18.8,8.94,7
47,Matt Leinart,OAK,QB,2,60,30,5.6,0,0,55,55,2.6,4.3
48,Ryan Lindley,ARI,QB,6,303,50.5,28.8,1.3,0,57.8,57.8,12.78,4.2
