Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
1,Reshad Jones,MIA,SS,16,106,29,9,2,13,2,10,5,0,1,2,10.9,174.8
2,Corey Graham,BUF,FS,16,91,31,4,1,1,8,4,2,0,2,1,8.9,142.6
3,Tyrann Mathieu,ARI,FS,14,80,9,11,1,9,3,17,5,1,0,1,10.2,142.4
4,Malcolm Jenkins,PHI,SS,16,86,18,9,0,0,0,10,2,3,1,1,8.6,138
5,Marcus Peters,KC,CB,16,53,7,2,0,0,0,26,8,1,0,2,7.7,123.5
6,Ron Parker,KC,SS,16,67,11,6,5,16,5,12,3,1,0,0,7.4,119.1
7,Kenny Vaccaro,NO,SS,16,71,33,6,3,36,4,5,0,1,1,0,7.4,118.1
8,Josh Norman,CAR,CB,16,48,8,0,0,0,0,18,4,5,3,2,7.4,118
9,Kurt Coleman,CAR,SS,15,53,35,5,1,7,2,9,7,0,0,1,7.7,116.2
10,Ha'Sean Clinton-Dix,GB,FS,16,82,17,3,3,14,3,3,2,1,0,0,7.2,115.9
11,Landon Collins,NYG,SS,16,80,28,5,0,0,1,9,1,1,0,0,7.2,115
12,Dashon Goldson,WAS,FS,15,72,38,1,0,0,1,3,1,1,2,1,7.6,114
13,Trumaine Johnson,LAR,CB,15,58,13,1,0,0,0,17,7,0,1,1,7.5,112.5
14,Bashaud Breeland,WAS,CB,15,59,22,5,0,0,0,16,2,3,2,0,7.5,112
15,Reggie Nelson,CIN,FS,16,52,22,2,0,0,0,14,8,0,2,0,6.8,109
16,Walter Thurmond,PHI,S,16,52,19,4,2,9,2,7,3,3,1,1,6.8,108.4
17,Mike Adams,IND,FS,13,52,23,1,1,8,2,6,5,3,1,1,8.3,108.3
18,Charles Woodson,OAK,SS,16,59,15,0,0,0,0,9,5,2,3,0,6.6,105.2
19,Jonathan Cyprien,JAX,SS,14,77,30,1,0,0,0,2,1,1,1,0,7.4,104
20,Will Allen,PIT,SS,13,62,18,1,4,29,4,8,1,2,0,0,8,103.9
21,David Amerson,OAK,CB,16,54,5,0,0,0,0,26,4,1,0,1,6.5,103.5
22,Antwon Blake,PIT,CB,16,65,12,2,1,10,1,11,2,1,0,1,6.4,103
23,Tony Jefferson,ARI,SS,16,55,19,4,2,12,3,5,2,3,0,1,6.4,102.7
24,Mike Mitchell,PIT,SS,16,58,22,0,0,0,3,9,3,2,2,0,6.4,102
25,Barry Church,DAL,SS,15,75,38,2,0,0,1,0,0,1,0,0,6.7,100
25,Rodney McLeod,LAR,FS,16,59,22,1,0,0,0,5,1,4,1,1,6.2,100
25,Dominique Rodgers-Cromartie,NYG,CB,15,52,6,2,0,0,0,13,3,2,1,2,6.7,100
28,Aaron Colvin,JAX,CB,16,60,13,6,4,40,4,7,0,1,0,0,6.2,98.5
29,Dwight Lowery,IND,FS,16,56,20,0,1,7,2,8,4,0,0,1,6,96.7
30,Davon House,JAX,CB,16,49,11,1,0,0,0,23,4,1,1,0,6,96.5
31,Michael Griffin,TEN,SS,15,66,34,2,1,7,1,3,1,0,0,0,6.3,94.7
32,Ronald Darby,BUF,CB,15,61,7,3,0,0,0,21,2,0,0,0,6.3,94.5
33,Logan Ryan,NE,CB,16,58,16,2,0,0,0,14,4,0,0,0,5.9,94
34,Chris Conte,TB,FS,14,58,20,6,0,0,0,6,2,2,0,0,6.6,92
35,Brad McDougald,TB,SS,16,67,20,2,0,0,1,4,2,0,0,0,5.6,90
36,Captain Munnerlyn,MIN,CB,16,51,4,4,1,9,2,4,2,2,2,1,5.6,89.9
37,Harrison Smith,MIN,FS,13,49,17,3,1.5,11,6,3,2,1,0,1,6.8,88.6
38,Janoris Jenkins,LAR,CB,15,56,8,1,0,0,0,15,3,1,0,0,5.9,88
39,Glover Quin,DET,FS,16,56,11,0,0,0,0,5,4,1,0,1,5.5,87.5
40,Marcus Gilchrist,NYJ,FS,16,60,22,0,0,0,0,7,3,0,0,0,5.4,87
41,Bacarri Rambo,BUF,FS,15,46,14,0,1,8,4,6,1,5,1,0,5.8,86.8
42,Ricardo Allen,ATL,FS,15,59,9,0,1,0,1,5,3,0,2,0,5.8,86.5
42,Darian Stewart,DEN,SS,15,46,13,2,0,0,1,10,1,2,4,0,5.8,86.5
42,Damarious Randall,GB,SS,15,51,5,1,0,0,0,14,3,0,1,1,5.8,86.5
42,DJ Hayden,OAK,CB,16,64,6,3,1,5,0,8,1,1,0,0,5.4,86.5
46,Brandon Carr,DAL,CB,16,60,16,1,0,0,2,6,0,1,2,0,5.4,86
47,Brandon Browner,NO,SS,16,63,13,0,0,0,0,10,1,0,1,0,5.3,85.5
48,Johnathan Joseph,HOU,CB,16,48,10,1,0,0,0,22,1,1,1,0,5.3,85
49,Adam Jones,CIN,CB,14,53,9,1,1,1,0,12,3,1,0,0,6,84.6
50,Donte Whitner,CLE,SS,14,58,23,2,1.5,2.5,2,4,0,1,0,0,6,83.75
51,Malcolm Butler,NE,CB,16,56,11,1,0,0,0,15,2,0,0,0,5.2,83.5
51,Byron Maxwell,PHI,CB,14,53,11,0,0,0,0,10,2,2,1,0,6,83.5
53,Prince Amukamara,NYG,CB,11,55,8,2,0,0,0,10,1,2,1,0,7.5,83
54,Dre Kirkpatrick,CIN,CB,16,63,7,0,0,0,0,16,0,0,0,0,5.2,82.5
55,Lamarcus Joyner,LAR,FS,16,54,18,3,2,11,2,6,0,0,1,0,5.1,82.1
55,William Gay,PIT,FS,16,46,12,7,1,1,2,7,2,0,0,1,5.1,82.1
57,Eric Weddle,LAC,FS,13,55,23,1,0.5,4,3,7,0,0,1,0,6.3,81.9
58,Rashad Johnson,ARI,FS,14,50,9,1,0,0,1,7,5,0,1,0,5.8,81.5
58,Chris Harris,DEN,CB,16,49,9,4,0,0,0,6,2,2,0,1,5.1,81.5
60,Will Hill,BAL,SS,16,49,15,2,1,8,4,6,1,0,0,0,5,80.3
60,TJ Ward,DEN,SS,12,50,11,4,2,18,3,6,0,2,0,0,6.7,80.3
62,Jerraud Powers,ARI,CB,13,46,6,1,1,0,1,9,1,0,3,1,6.2,80
62,Kareem Jackson,HOU,SS,12,52,6,1,0,0,0,6,2,1,1,1,6.7,80
62,Terence Newman,MIN,CB,16,52,10,2,0,0,0,12,3,0,0,0,5,80
65,Patrick Chung,NE,SS,15,49,33,2,0,0,0,9,0,1,0,0,5.3,79.5
66,Andrew Sendejo,MIN,SS,13,57,16,0,0.5,4,1,3,1,0,2,0,6.1,79.4
67,Jimmy Smith,BAL,CB,16,48,6,0,1,0,1,10,3,0,0,1,4.9,79
68,Earl Thomas,SEA,FS,16,42,19,0,0,0,0,9,5,1,0,0,4.9,78.5
69,Kenneth Acker,SF,CB,15,55,10,1,0,0,0,8,3,0,0,0,5.2,78
70,Jaquiski Tartt,SF,SS,15,51,13,3,2,22,2,3,1,1,0,0,5.2,77.7
71,Robert Alford,ATL,CB,15,42,8,1,0,0,0,15,2,0,1,1,5.1,77
71,Tramon Williams,CLE,CB,15,55,14,1,0,0,1,10,1,0,0,0,5.1,77
71,Aqib Talib,DEN,CB,15,39,6,1,0,0,0,13,3,0,0,2,5.1,77
74,Morgan Burnett,GB,SS,11,47,21,4,0,0,1,5,0,2,1,0,7,76.5
74,Calvin Pryor,NYJ,SS,13,50,19,2,0,0,0,6,2,1,0,0,5.9,76.5
76,Quintin Demps,HOU,SS,14,35,26,1,0.5,6.5,1,6,1,1,2,1,5.4,75.65
77,Eric Reid,SF,SS,16,56,10,1,1,3,1,7,0,1,0,0,4.7,75.3
78,Jason Verrett,LAC,CB,14,42,5,2,0,0,1,12,3,0,0,1,5.3,74.5
78,Will Blackmon,WAS,FS,15,37,9,0,1,0,1,9,2,3,2,0,5,74.5
80,Bene' Benwikere,CAR,CB,13,44,15,4,1,9,1,9,0,1,1,0,5.7,74.4
81,Eric Berry,KC,FS,16,55,6,0,0,0,0,10,2,0,0,0,4.6,74
81,Delvin Breaux,NO,CB,16,37,8,2,0,0,0,19,3,0,1,0,4.6,74
83,James Ihedigbo,DET,SS,15,47,16,3,1,9,2,2,1,2,0,0,4.9,73.9
84,Roman Harper,CAR,SS,16,46,27,1,0,0,2,5,0,0,2,0,4.6,73.5
85,Micah Hyde,GB,SS,15,46,4,1,1,3,1,6,3,0,2,0,4.9,73.3
