Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
20,Kendrick Lewis,HOU,SS,16,52,32,4,0,0,1,6,2,3,1,1,6.4,103
22,Reshad Jones,MIA,SS,12,70,9,5,1,8,1,7,3,1,0,0,8.5,102.3
23,Jonathan Cyprien,JAX,SS,15,77,34,5,0,0,0,3,0,0,0,0,6.8,102
23,Earl Thomas,SEA,FS,16,69,26,1,0,0,0,6,1,3,1,0,6.4,102
25,Ryan Clark,WAS,FS,16,68,33,3,0.5,4,1,3,1,0,2,0,6.4,101.9
26,Donte Whitner,CLE,SS,16,68,37,3,0,0,0,5,1,1,0,0,6.3,100.5
27,Bradley Roby,DEN,CB,16,62,2,5,1,3,1,13,2,2,1,0,6.2,99.3
28,William Gay,PIT,FS,16,54,10,1,0,0,0,12,3,0,0,3,6.2,99
29,EJ Gaines,LAR,CB,15,63,8,3,0.5,2,3,15,2,0,1,0,6.5,98.2
30,Glover Quin,DET,FS,16,56,16,2,0,0,0,11,7,0,0,0,6.1,98
31,Robert Blanton,MIN,SS,15,71,34,0,0,0,0,3,1,0,1,0,6.5,97
32,Dwight Lowery,ATL,FS,16,60,19,1,1,18,2,5,2,2,1,0,6,96.3
32,TJ Ward,DEN,SS,15,60,14,6,2,23,5,6,2,0,0,0,6.4,96.3
34,DJ Swearinger,HOU,FS,16,52,22,3,1,8,3,6,2,3,1,0,6,95.8
35,Chris Harris,DEN,CB,16,51,4,6,1,2,1,17,3,1,1,0,5.9,94.2
36,Ha'Sean Clinton-Dix,GB,FS,16,63,28,1,1,0,2,6,1,0,1,0,5.9,94
36,Alterraun Verner,TB,CB,14,57,18,7,0,0,0,9,2,2,0,0,6.7,94
38,Dawan Landry,NYJ,SS,16,64,40,1,1.5,11,3,1,0,0,0,0,5.8,93.1
39,Corey Graham,BUF,FS,16,59,18,0,0,0,0,15,2,0,1,0,5.8,92
39,Tramon Williams,GB,CB,16,61,10,1,0,0,1,12,3,0,1,0,5.8,92
39,Rodney McLeod,LAR,FS,16,60,10,3,0,0,0,6,2,2,2,0,5.8,92
42,Marcus Gilchrist,LAC,FS,16,59,17,7,1,1,1,5,1,2,0,0,5.7,91.6
43,Bradley Fletcher,PHI,CB,15,50,7,1,0,0,0,22,1,1,1,1,6.1,91.5
44,Kyle Fuller,CHI,CB,16,50,13,3,0,0,0,10,4,3,0,0,5.7,90.5
44,Buster Skrine,CLE,CB,16,55,11,0,0,0,0,18,4,0,0,0,5.7,90.5
44,Husain Abdullah,KC,FS,16,58,13,2,0,0,5,10,1,0,0,1,5.7,90.5
47,Nate Allen,PHI,FS,15,51,11,1,1,9,1,5,4,1,3,0,6,90.4
48,Brent Grimes,MIA,CB,16,47,10,1,0,0,0,13,5,1,0,1,5.6,90
49,Bashaud Breeland,WAS,CB,16,54,11,3,0,0,1,13,2,2,0,0,5.5,88.5
50,JJ Wilcox,DAL,SS,16,58,12,0,0,0,1,5,3,1,2,0,5.5,88
50,Perrish Cox,SF,CB,15,49,4,0,0,0,0,18,5,0,2,0,5.9,88
52,Greg Toler,IND,CB,15,50,8,2,1,16,0,10,2,2,0,1,5.8,87.6
53,Janoris Jenkins,LAR,CB,14,55,4,1,0,0,0,5,2,2,0,2,6.2,87
54,Desmond Trufant,ATL,CB,16,53,8,1,0,0,0,16,3,0,1,0,5.4,86
54,Josh Evans,JAX,FS,16,62,28,2,0,0,0,2,0,0,2,0,5.4,86
56,Roman Harper,CAR,SS,16,39,23,0,1,0,0,10,4,1,0,1,5.2,83.5
57,George Iloka,CIN,SS,16,47,26,2,0,0,2,10,3,0,0,0,5.2,83
57,Patrick Chung,NE,SS,16,54,30,3,0,0,1,7,1,0,0,0,5.2,83
59,AJ Bouye,HOU,CB,14,47,7,1,0,0,0,10,3,1,1,1,5.9,82.5
60,Jerraud Powers,ARI,CB,16,48,5,3,1,5,4,10,3,1,0,0,5.1,82
61,Tony Jefferson,ARI,SS,16,66,8,2,1,9,3,1,0,1,0,0,5.1,81.9
62,Adam Jones,CIN,CB,16,51,13,0,0,0,0,12,3,0,1,0,5.1,81.5
63,Micah Hyde,GB,SS,16,43,14,2,1,7,1,7,2,0,0,0,5,80.7
64,Vontae Davis,IND,CB,15,35,7,0,0,0,1,20,4,2,1,0,5.4,80.5
64,Chris Culliver,SF,CB,14,38,7,0,0,0,0,15,4,1,1,1,5.8,80.5
66,Kam Chancellor,SEA,SS,14,58,18,1,0,0,0,6,1,1,0,0,5.7,80
67,Kenny Vaccaro,NO,SS,15,51,23,1,1,7,2,5,2,0,0,0,5.3,79.2
68,Orlando Scandrick,DAL,CB,14,50,5,2,1,0,1,9,2,2,0,0,5.6,78.5
69,Antoine Cason,BAL,CB,14,44,14,0,0,0,0,6,2,4,1,0,5.6,78
70,Louis Delmas,MIA,FS,13,49,11,2,1,4,1,3,1,0,2,1,6,77.9
71,Darius Slay,DET,CB,16,47,13,1,0,0,0,17,2,0,0,0,4.8,77.5
72,Tashaun Gipson,CLE,FS,11,28,24,2,0,0,0,8,6,1,0,1,7,77
73,Antonio Cromartie,ARI,CB,16,43,5,3,0,0,0,10,3,0,1,1,4.8,76.5
74,Richard Sherman,SEA,CB,16,45,12,2,0,0,0,8,4,1,0,0,4.8,76
75,Kareem Jackson,HOU,SS,13,48,9,4,0,0,1,9,3,0,0,0,5.8,75.5
75,Johnthan Banks,TB,CB,15,41,9,1,0,0,1,10,4,0,0,1,5,75.5
77,Brandon Meriweather,WAS,SS,10,34,19,5,3,27,3,3,0,3,1,0,7.5,75.2
78,Cary Williams,PHI,CB,16,55,4,2,0,0,0,10,2,0,0,0,4.7,75
78,Dashon Goldson,TB,FS,14,62,18,0,0,0,0,1,0,0,1,0,5.4,75
80,Corey White,NO,CB,15,49,3,1,1,6,2,6,2,1,1,0,4.9,74.1
81,Terence Newman,CIN,CB,13,45,24,0,0,0,0,14,1,0,0,0,5.7,74
81,George Wilson,TEN,SS,16,53,16,4,1,0,0,4,1,0,0,0,4.6,74
83,Devin McCourty,NE,FS,16,50,17,0,0,0,0,6,2,1,0,0,4.6,73.5
84,Da'Norris Searcy,BUF,SS,15,39,19,1,0.5,6,2,5,3,1,1,0,4.9,73.1
85,Patrick Peterson,ARI,CB,16,44,7,0,1,0,1,7,3,0,0,1,4.5,72.5
85,Aaron Williams,BUF,SS,15,50,25,2,0,0,0,5,1,0,0,0,4.8,72.5
87,Darrelle Revis,NE,CB,16,41,6,2,0,0,0,14,2,1,1,0,4.5,72
88,Dwayne Gratz,JAX,CB,15,38,16,1,0,0,0,9,1,2,0,1,4.7,71
88,Mike Mitchell,PIT,SS,16,53,18,0,0,0,0,3,0,2,0,0,4.4,71
88,Brandon Flowers,LAC,CB,14,48,4,1,0,0,1,10,3,0,0,0,5.1,71
91,Captain Munnerlyn,MIN,CB,16,50,10,2,0,0,0,4,2,0,1,0,4.4,70
92,Leon Hall,CIN,CB,15,47,19,2,0,0,1,7,1,0,0,0,4.6,69.5
92,Casey Hayward,GB,CB,16,28,9,2,0,0,1,7,3,0,2,2,4.3,69.5
92,Xavier Rhodes,MIN,CB,16,39,9,5,0,0,0,18,1,0,0,0,4.3,69.5
95,Rahim Moore,DEN,FS,16,43,6,0,0,0,0,5,4,1,1,0,4.3,69
96,Sean Smith,KC,CB,16,46,3,0,0,0,0,18,1,0,0,0,4.3,68.5
97,Leodis McKelvin,BUF,CB,10,45,3,0,0,0,0,8,4,1,0,0,6.8,67.5
97,Rashean Mathis,DET,CB,16,42,9,0,0,0,0,9,1,1,0,1,4.2,67.5
99,Shareece Wright,LAC,CB,14,52,6,2,0,0,0,10,0,0,0,0,4.8,67
100,Robert McClain,ATL,CB,16,45,10,2,1,1,1,5,2,0,0,0,4.1,66.1
101,Blidi Wreh-Wilson,TEN,CB,11,48,9,0,0,0,0,10,1,0,0,0,6,65.5
102,Brandon Carr,DAL,CB,16,45,9,2,1,7,3,8,0,0,0,0,4.1,65.2
103,Quintin Demps,NYG,SS,16,38,16,1,0,0,0,7,4,1,0,0,4.1,65
104,Brandian Ross,OAK,FS,14,39,15,1,0,0,2,6,2,1,0,0,4.6,64.5
104,David Amerson,WAS,CB,15,52,9,1,0,0,0,7,0,0,0,0,4.3,64.5
106,Sterling Moore,DAL,CB,16,35,11,1,0,0,0,13,0,1,2,0,4,63.5
106,Troy Polamalu,PIT,SS,12,40,21,5,0,0,1,1,0,1,1,0,5.3,63.5
108,Stephon Gilmore,BUF,CB,14,38,8,3,0,0,0,6,3,1,0,0,4.5,63
109,Darius Butler,IND,FS,14,41,5,1,0,0,1,8,0,2,1,0,4.5,62.5
110,Prince Amukamara,NYG,CB,8,37,8,0,0,0,0,11,3,0,0,0,7.6,61
111,Cortland Finnegan,MIA,CB,12,33,11,1,0,0,0,9,0,1,1,1,5,60.5
112,Nickell Robey,BUF,CB,16,36,8,3,1,2,0,8,0,0,2,0,3.7,59.2
113,Duke Williams,BUF,FS,16,34,14,1,0,0,2,3,1,1,2,0,3.7,59
113,Josh Norman,CAR,CB,14,35,12,0,0,0,0,11,2,1,0,0,4.2,59
113,Kyle Arrington,NE,CB,14,28,6,1,1,0,0,4,0,2,1,1,4.2,59
113,Keenan Lewis,NO,CB,16,37,4,1,0,0,0,13,2,0,0,0,3.7,59
117,DJ Hayden,OAK,CB,10,42,5,1,0,0,0,10,1,0,0,0,5.8,58.5
117,Cortez Allen,PIT,CB,11,36,5,0,0,0,0,11,2,0,1,0,5.3,58.5
119,Darrin Walls,NYJ,CB,14,40,0,1,0,0,0,11,2,0,0,0,4.1,58
119,Byron Maxwell,SEA,CB,13,35,4,0,0,0,0,12,2,0,1,0,4.5,58
121,Jimmy Wilson,MIA,SS,14,46,11,0,0,0,1,2,1,0,0,0,4.1,57.5
122,LaRon Landry,IND,FS,11,37,9,4,2.5,19,5,0,0,0,0,0,5.2,57.4
123,Trumaine Johnson,LAR,CB,9,33,3,1,0,0,0,6,3,0,0,1,6.3,56.5
124,Darian Stewart,BAL,SS,16,37,16,1,0,0,0,4,1,1,0,0,3.5,56
124,Dominique Rodgers-Cromartie,NYG,CB,16,36,2,1,0,0,0,12,2,0,0,0,3.5,56
126,Tim Jennings,CHI,CB,16,36,14,2,0,0,0,7,0,0,1,0,3.4,55
126,Josh Robinson,MIN,CB,16,37,2,0,0,0,0,8,3,0,0,0,3.4,55
128,Travis Carrie,OAK,CB,13,36,7,2,0,0,1,8,1,0,1,0,4.2,54.5
129,Tarell Brown,OAK,CB,14,46,8,0,0,0,0,4,0,0,0,0,3.9,54
130,Rafael Bush,NO,S,10,43,11,2,0,0,0,3,0,0,0,0,5.4,53.5
130,Jaiquawn Jarrett,NYJ,SS,14,25,11,2,1.5,10,3,2,2,1,1,0,3.8,53.5
132,Tyrann Mathieu,ARI,FS,13,36,2,3,0,0,3,4,1,0,1,0,4.1,53
133,Sam Shields,GB,CB,14,33,7,1,0,0,0,9,2,0,0,0,3.8,52.5
133,Brandon Boykin,PHI,CB,16,35,5,0,0,0,0,9,1,1,0,0,3.3,52.5
133,Eric Reid,SF,SS,15,32,7,0,0,0,1,7,3,0,0,0,3.5,52.5
136,Lardarius Webb,BAL,FS,13,36,10,0,0,0,0,8,1,0,0,0,4,52
137,Jahleel Addae,LAC,FS,11,32,12,1,1,6,1,0,0,2,1,0,4.7,51.6
138,Brad McDougald,TB,SS,15,37,9,0,0,0,0,7,1,0,0,0,3.4,51.5
139,Matt Elam,BAL,SS,16,29,18,1,0.5,3,3,5,0,1,0,0,3.2,51.3
140,Coty Sensabaugh,TEN,CB,13,37,7,1,1,6,1,6,0,0,0,0,3.9,51.1
141,Antwon Blake,PIT,CB,16,31,5,0,0,0,0,6,1,1,1,0,3.2,51
142,Antonio Allen,NYJ,FS,15,36,5,1,0.5,4,1,6,0,1,0,0,3.4,50.9
143,Leonard Johnson,TB,CB,16,27,15,0,0,0,0,4,1,3,0,0,3.2,50.5
144,Will Hill,BAL,SS,10,27,12,3,0,0,1,4,1,0,0,1,5,50
145,Kurt Coleman,KC,SS,15,27,3,0,0,0,0,6,3,1,1,0,3.3,49.5
145,Patrick Robinson,NO,CB,14,29,7,0,0,0,0,11,2,0,0,0,3.5,49.5
147,Bene' Benwikere,CAR,CB,10,24,9,0,0,0,1,7,1,1,2,0,4.8,48.5
148,Robert Alford,ATL,CB,10,23,6,2,0,0,0,11,3,0,0,0,4.8,48
149,Calvin Pryor,NYJ,SS,16,30,25,1,0.5,2,1,2,0,0,0,0,3,47.7
150,Demetrius McCray,JAX,CB,16,40,7,1,0,0,0,3,0,0,0,0,3,47.5
151,Chris Conte,CHI,FS,12,30,10,0,0,0,0,3,3,0,0,0,3.9,47
152,Thomas Decoud,CAR,FS,15,32,14,0,0,0,1,3,1,0,0,0,3.1,46
152,Major Wright,TB,SS,12,35,16,2,0,0,0,1,0,0,0,0,3.8,46
154,Justin Gilbert,CLE,CB,14,25,4,0,0,0,1,8,1,0,0,1,3.2,45
154,Logan Ryan,NE,CB,16,25,10,0,0,0,0,6,2,1,0,0,2.8,45
156,Brice McCain,PIT,CB,15,16,9,0,0,0,0,6,3,0,1,1,3,44.5
156,Dontae Johnson,SF,CB,16,22,7,1,0,0,3,6,1,0,0,1,2.8,44.5
158,Melvin White,CAR,CB,15,32,4,1,0,0,0,6,1,0,0,0,2.9,44
158,Marcus Williams,NYJ,CB,8,29,8,1,0,0,0,7,1,0,0,0,5.5,44
160,Jim Leonhard,CLE,FS,16,26,9,1,1,11,2,3,2,0,0,0,2.7,43.6
161,Lamarcus Joyner,LAR,FS,10,32,5,3,1,6,1,2,0,0,0,0,4.3,43.1
162,Sergio Brown,IND,FS,15,23,9,2,1,11,1,6,0,0,1,0,2.8,42.6
163,K'Waun Williams,CLE,CB,13,23,8,1,1,6,3,8,0,0,0,0,3.2,41.6
164,Davon House,GB,CB,13,24,1,1,0,0,0,10,1,1,0,0,3.2,41.5
164,Pierre Warren,NO,FS,6,21,9,0,0,0,0,4,2,1,1,0,6.9,41.5
166,Marcus Burley,SEA,CB,13,22,10,2,1,5,1,5,1,0,0,0,3.1,40.5
167,Stevie Brown,NYG,SS,16,28,8,2,1,6,2,1,0,0,0,0,2.5,39.6
168,Demontre Hurst,CHI,SS,15,24,8,1,0,0,3,1,1,1,0,0,2.6,39
169,Darryl Morris,HOU,CB,11,25,5,1,0,0,0,7,1,0,0,0,3.5,38.5
169,Chykie Brown,NYG,CB,15,33,7,0,0,0,0,2,0,0,0,0,2.6,38.5
169,Carlos Rogers,OAK,CB,7,26,9,3,0,0,0,2,0,1,0,0,5.5,38.5
172,Eric Berry,KC,FS,6,32,5,0,0,0,1,2,0,0,0,0,6.2,37.5
173,Chris Owens,KC,CB,11,24,6,1,0.5,2,1,4,0,0,1,0,3.4,37.2
174,Trumaine McBride,NYG,CB,6,19,2,2,1,1,0,1,1,2,1,0,6.2,37.1
175,Josh Wilson,ATL,CB,16,25,2,1,0,0,0,7,1,0,0,0,2.3,37
175,Brock Vereen,CHI,FS,16,26,8,0,0,0,0,1,1,1,0,0,2.3,37
177,Daimion Stafford,TEN,SS,15,20,7,2,1,12,2,3,1,0,0,0,2.4,36.7
178,Jimmy Smith,BAL,CB,8,22,6,0,0,0,0,8,1,0,0,0,4.5,36
178,Aaron Colvin,JAX,CB,6,21,4,0,0,0,2,2,0,0,1,1,6,36
180,Dre Kirkpatrick,CIN,CB,16,12,2,0,0,0,0,7,3,0,0,1,2.2,35
180,Danieal Manning,HOU,SS,16,25,12,1,0,0,1,2,0,0,0,0,2.2,35
182,Colin Jones,CAR,SS,16,19,4,2,1,6,1,3,0,1,0,0,2,32.6
183,Brandon Browner,NE,SS,10,20,5,1,0,0,0,6,1,0,0,0,3.2,32.5
184,Jamar Taylor,MIA,CB,12,29,0,3,0,0,0,0,0,0,0,0,2.7,32
184,Zack Bowman,NYG,CB,16,15,4,0,0,0,0,6,2,0,1,0,2,32
184,Nolan Carroll,PHI,CB,16,23,0,1,0,0,1,4,0,0,1,0,2,32
187,Tyvon Branch,OAK,SS,3,22,6,1,1,19,1,1,0,0,0,0,10.6,31.9
188,Cassius Vaughn,DET,CB,13,15,3,1,0,0,0,5,2,0,1,0,2.4,31.5
189,Tre Boston,CAR,S,11,15,8,0,0,0,0,3,1,0,0,1,2.8,31
190,Bernard Pollard,TEN,SS,5,22,5,2,1,3,1,1,0,0,0,0,6.2,30.8
191,Will Blackmon,JAX,FS,8,21,7,1,1,0,0,0,0,1,0,0,3.8,30.5
192,Usama Young,OAK,FS,6,20,2,2,1,11,2,2,0,0,0,0,5,30.1
193,Jamell Fleming,KC,FS,7,25,2,1,0,0,0,3,0,0,0,0,4.3,30
194,David Bruton,DEN,SS,14,16,5,1,0,0,0,3,0,2,0,0,2.1,29.8
195,EJ Biggers,WAS,CB,15,22,5,1,0,0,0,4,0,0,0,0,2,29.5
196,Asa Jackson,BAL,CB,7,22,5,1,0,0,0,3,0,0,0,0,4.1,28.5
196,Jeromy Miles,BAL,SS,16,14,9,0,0,0,0,1,1,1,1,0,1.8,28.5
196,Jumal Rolle,HOU,CB,10,14,1,1,0,0,0,4,3,0,0,0,2.8,28.5
196,Josh Gordy,IND,CB,16,19,5,0,0,0,0,4,1,0,0,0,1.8,28.5
196,Will Allen,PIT,SS,16,17,13,1,0,0,1,0,0,1,0,0,1.8,28.5
201,Phillip Adams,NYJ,CB,12,20,3,0,0,0,0,3,1,0,0,0,2.3,27.5
202,Isa Abdul-Quddus,DET,FS,16,19,10,0,0,0,1,2,0,0,0,0,1.7,27.3
203,Dezmen Southward,ATL,FS,16,14,5,1,1,6,2,2,1,0,0,0,1.7,27.1
204,Alan Ball,JAX,CB,7,18,4,1,0,0,0,3,1,0,0,0,3.9,27
204,Isaiah Frey,TB,FS,11,10,12,1,0,0,0,1,0,2,1,0,2.5,27
206,Danny Gorrer,BAL,CB,10,19,3,0,0,0,0,3,1,0,0,0,2.6,26.5
206,Jairus Byrd,NO,FS,4,17,5,1,0,0,1,2,0,1,0,0,6.6,26.5
208,Ron Brooks,BUF,CB,14,22,2,2,0,0,0,1,0,0,0,0,1.9,26
209,Marqueston Huff,TEN,FS,14,7,5,1,1,12,1,2,1,0,0,1,1.8,25.7
210,Kyle Wilson,NYJ,CB,16,18,2,2,1,5,1,1,0,0,0,0,1.6,25.5
210,Jason Verrett,LAC,CB,6,18,1,0,0,0,0,4,1,0,0,0,4.2,25.5
210,Phillip Thomas,WAS,SS,8,19,7,0,0,0,0,0,0,0,1,0,3.2,25.5
213,William Moore,ATL,SS,7,13,12,0,0,0,0,0,0,2,0,0,3.6,25
214,Phillip Gaines,KC,CB,13,17,0,2,0,0,1,4,0,0,0,0,1.8,24
215,Andrew Sendejo,MIN,SS,16,13,6,0,0,0,0,0,0,1,0,0,1.5,23.8
216,Quinton Carter,DEN,FS,11,13,4,1,1,6,1,1,0,1,0,0,2.1,23.6
217,Anthony Levine,BAL,SS,16,16,7,0,0,0,0,4,0,0,0,0,1.5,23.5
217,Terrence Brooks,BAL,SS,11,16,3,0,0,0,1,2,0,0,1,0,2.1,23.5
219,Darrell Stuckey,LAC,FS,16,6,4,0,0,0,1,2,0,0,2,1,1.4,23
220,Sherrod Martin,JAX,SS,13,11,3,1,0,0,1,2,1,1,0,0,1.7,22.5
221,Larry Asante,OAK,S,6,16,4,0,0,0,0,0,0,1,0,0,3.5,21
222,Kayvon Webster,DEN,CB,12,18,1,0,0,0,0,2,0,0,0,0,1.7,20.5
222,Andre Hal,HOU,FS,14,15,3,0,0,0,0,4,0,0,0,0,1.5,20.5
222,Tavon Wilson,NE,SS,16,15,3,1,0,0,1,2,0,0,0,0,1.3,20.5
222,Trenton Robinson,WAS,FS,15,11,3,1,0,0,0,1,1,0,1,0,1.4,20.5
226,Alfonzo Dennard,NE,CB,6,13,2,2,0,0,0,1,1,0,0,0,3.3,20
226,Rashaan Melvin,BAL,CB,3,13,4,1,0,0,0,1,0,1,0,0,6.7,20
226,DeAngelo Hall,WAS,FS,3,12,4,0,0,0,0,0,0,1,1,0,6.7,20
229,Winston Guy,JAX,SS,4,10,4,2,1,10,1,1,0,0,0,0,4.8,19
229,Marcus Cooper,KC,CB,13,18,0,0,0,0,0,3,0,0,0,0,1.5,19
231,Dominique Franks,BAL,CB,4,12,1,1,0,0,0,5,0,0,0,0,4.6,18.5
231,Jimmie Ward,SF,CB,8,16,1,0,0,0,0,2,0,0,0,0,2.3,18.5
233,Richard Marshall,LAC,CB,8,15,4,1,0,0,0,0,0,0,0,0,2.2,18
234,Malcolm Butler,NE,CB,10,13,1,0,0,0,0,4,0,0,0,0,1.8,17.5
235,Craig Dahl,SF,SS,16,12,0,0,0,0,0,2,1,0,0,0,1.1,17.3
236,Jeremy Lane,SEA,CB,7,8,4,1,0,0,0,3,0,1,0,0,2.4,17
237,Don Carey,DET,SS,13,6,1,1,0,0,0,0,0,0,1,1,1.3,16.5
237,Duron Harmon,NE,SS,16,8,3,0,0,0,0,1,1,0,1,0,1,16.5
239,Danny McCray,CHI,SS,15,10,6,0,0,0,0,0,0,0,1,0,1.1,16.2
240,Terrence Frederick,NO,CB,3,14,2,1,0,0,0,0,0,0,0,0,5.3,16
240,Keith McGill,OAK,FS,12,6,0,0,0,0,0,1,0,0,1,1,1.3,16
240,Chris Davis,LAC,CB,12,11,2,0,0,0,0,1,0,1,0,0,1.3,16
240,Tharold Simon,SEA,CB,10,9,2,0,0,0,0,3,1,0,0,0,1.6,16
244,Ike Taylor,PIT,CB,5,11,5,0,0,0,0,2,0,0,0,0,3.1,15.5
245,Justin Bethel,ARI,CB,16,8,0,0,0,0,1,0,0,1,1,0,0.9,15
245,Charles Godfrey,ATL,SS,12,13,4,0,0,0,0,0,0,0,0,0,1.2,15
245,Tony Carter,DEN,CB,8,5,0,0,0,0,0,1,0,0,1,1,1.9,15
248,Will Davis,MIA,CB,10,11,1,0,0,0,0,3,0,0,0,0,1.4,14.5
248,Brandon Dixon,TB,CB,14,8,1,1,0,0,0,2,1,0,0,0,1,14.5
250,Tyler Patmon,DAL,CB,11,3,0,1,0,0,0,1,1,0,0,1,1.3,14
250,RJ Stanford,MIA,CB,5,7,2,1,0,0,0,2,1,0,0,0,2.8,14
250,Crezdon Butler,TB,CB,11,13,0,0,0,0,0,1,0,0,0,0,1.3,14
250,Jamarca Sanford,NO,SS,9,11,2,2,0,0,0,0,0,0,0,0,1.6,14
254,Marcus Roberson,LAR,CB,9,8,1,1,0,0,0,1,1,0,0,0,1.5,13.5
255,Walt Aikens,MIA,SS,15,8,2,0,0,0,0,1,1,0,0,0,0.9,13
256,Jeron Johnson,SEA,SS,15,8,3,2,0,0,0,1,0,0,0,0,0.8,12.5
257,Morris Claiborne,DAL,CB,4,5,2,0,0,0,1,2,1,0,0,0,3,12
257,Sean Richardson,GB,SS,16,10,2,1,0,0,0,0,0,0,0,0,0.8,12
257,Brian Dixon,NO,CB,16,7,2,0,0,0,0,1,0,1,0,0,0.8,12
260,Darqueze Dennard,CIN,CB,14,6,1,1,1,3,1,1,0,0,0,0,0.8,11.8
261,Brandon Harris,TEN,CB,12,8,1,0,0,0,0,3,0,0,0,0,1,11.5
262,Pierre Desir,CLE,CB,5,9,0,0,0,0,0,2,0,0,0,0,2.2,11
262,Chris Maragos,PHI,FS,16,2,0,0,0,0,0,0,0,1,0,0,0.7,11
262,Steve Williams,LAC,CB,13,9,0,0,0,0,0,2,0,0,0,0,0.8,11
262,Bacarri Rambo,BUF,FS,6,2,2,0,0,0,0,2,2,0,0,0,1.8,11
266,Charles Tillman,CHI,CB,2,8,0,0,0,0,1,1,0,0,0,0,5,10
266,CJ Spillman,DAL,FS,16,6,2,0,0,0,0,0,0,0,1,0,0.6,10
266,Omar Bolden,DEN,S,15,7,0,0,0,0,0,0,0,0,1,0,0.7,10
266,Robert Golden,PIT,SS,16,0,0,0,0,0,0,0,0,0,1,1,0.6,10
270,Jeff Heath,DAL,SS,14,9,1,0,0,0,0,0,0,0,0,0,0.7,9.5
271,Taylor Mays,CIN,SS,16,2,1,1,1,6,1,0,0,0,0,0,0.6,9.1
272,Jordan Poyer,CLE,FS,16,6,4,0,0,0,0,0,0,1,0,0,0.6,9
272,Marcus Ball,NO,SS,12,5,4,2,0,0,0,0,0,0,0,0,0.8,9
272,Jayron Hosley,NYG,CB,6,8,0,0,0,0,0,1,0,0,0,0,1.5,9
275,Chimdi Chekwa,OAK,CB,10,6,1,0,0,0,0,2,0,0,0,0,0.8,8.5
275,DeShawn Shead,SEA,CB,16,6,1,0,0,0,0,2,0,0,0,0,0.5,8.5
277,James Dockery,CAR,CB,7,8,0,0,0,0,0,0,0,0,0,0,1.1,8
277,Loucheiz Purifoy,IND,CB,11,4,0,0,0,0,0,1,0,1,0,0,0.7,8
277,Keith Tandy,TB,FS,15,4,0,0,0,0,0,1,1,0,0,0,0.5,8
280,Al Louis-Jean,CHI,CB,9,5,3,0,0,0,0,1,0,0,0,0,0.8,7.5
280,Dee Milliner,NYJ,CB,3,5,1,0,0,0,0,2,0,0,0,0,2.5,7.5
282,Jarrett Bush,GB,CB,15,6,0,0,0,0,0,1,0,0,0,0,0.5,7
282,Michael Thomas,MIA,SS,8,6,2,0,0,0,0,0,0,0,0,0,0.9,7
282,Tramaine Brock,SF,CB,3,7,0,0,0,0,0,0,0,0,0,0,2.3,7
282,Brandon Ghee,TEN,CB,6,3,0,0,0,0,0,1,1,0,0,0,1.2,7
