Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
30,Marcus Peters,KC,CB,14,42,4,2,0,0,0,9,5,4,2,1,6.7,94
30,Mike Hilton,PIT,CB,16,45,15,10.5,4,0,8,6,2,1,0,0,5.9,94
32,Trumaine Johnson,LAR,CB,16,57,8,0,0,0,0,14,2,1,1,1,5.8,93
32,Kyle Fuller,CHI,CB,16,59,8,2,0,0,0,22,2,0,0,0,5.8,93
34,Earl Thomas,SEA,FS,14,56,32,1,0,0,0,7,2,0,0,1,6.6,92
35,Kenny Vaccaro,NO,SS,12,48,12,7.5,1.5,0,2,7,3,0,1,1,7.6,91.5
35,Tre Boston,LAC,S,16,56,23,1,0,0,0,8,5,0,0,0,5.7,91.5
37,Dontae Johnson,SF,CB,16,69,8,2,0,0,0,7,1,0,0,1,5.7,91
38,AJ Bouye,JAX,CB,16,53,3,0,0,0,0,18,6,0,0,0,5.7,90.5
38,Marshon Lattimore,NO,CB,13,43,9,1,0,0,0,18,5,1,0,1,7,90.5
40,Buster Skrine,NYJ,CB,15,56,7,2.5,1,0,2,9,1,2,2,0,6,90
41,Mike Adams,CAR,FS,16,48,21,1,0,0,2,10,2,2,2,0,5.6,89.5
42,Malcolm Jenkins,PHI,SS,16,60,13,3.5,1,0,2,8,2,0,1,0,5.6,89
42,Tony Jefferson,BAL,SS,16,55,23,7.5,2.5,0,5,2,1,0,0,0,5.6,89
42,Ha'Sean Clinton-Dix,GB,FS,16,65,14,2,0,0,0,6,3,0,0,0,5.6,89
42,Jalen Ramsey,JAX,CB,16,52,11,2.5,0,0,0,17,4,0,0,0,5.6,89
46,Adrian Amos,CHI,FS,13,61,7,6,0,0,0,3,1,1,1,1,6.8,88.5
46,Karl Joseph,OAK,SS,15,58,21,4,1,0,1,4,1,1,1,0,5.9,88.5
46,Budda Baker,ARI,SS,16,53,16,4.5,1,0,3,6,0,3,1,0,5.5,88.5
49,Jeff Heath,DAL,SS,15,60,7,2,0,0,0,5,3,2,0,0,5.8,87.5
49,Jalen Mills,PHI,CB,15,51,13,1,0,0,0,14,3,0,0,1,5.8,87.5
51,Kareem Jackson,HOU,SS,16,54,18,4,1,0,2,10,1,1,0,0,5.4,87
51,Byron Jones,DAL,CB,16,55,25,3.5,0,0,2,5,1,0,0,1,5.4,87
53,Reggie Nelson,OAK,FS,16,60,28,1.5,0,0,0,5,1,1,0,0,5.4,86.5
53,Chris Conte,TB,FS,16,62,15,0,0,0,0,8,1,2,0,0,5.4,86.5
53,Robert Alford,ATL,CB,16,59,8,0.5,0,0,0,20,1,0,0,0,5.4,86.5
53,Malcolm Butler,NE,CB,16,55,5,1,1,0,2,12,2,2,0,0,5.4,86.5
57,Tashaun Gipson,JAX,FS,16,53,11,5,0,0,0,7,4,0,1,0,5.3,85.5
57,Trae Waynes,MIN,CB,16,57,7,5,1,0,1,11,2,0,0,0,5.3,85.5
59,Andre Hal,HOU,FS,16,47,24,4,0,0,1,6,3,2,0,0,5.3,85
60,Antoine Bethea,ARI,FS,15,47,10,1.5,1,0,2,9,5,1,0,0,5.6,84.5
61,Justin Simmons,DEN,FS,13,49,19,4.5,1,0,2,5,2,0,0,1,6.5,84
61,Marcus Williams,NO,FS,15,58,14,1,0,0,0,6,4,0,0,0,5.6,84
63,Josh Jones,GB,SS,16,59,11,5,2,0,2,5,1,0,0,0,5.2,83.5
64,Xavien Howard,MIA,CB,16,42,6,3,1,0,1,13,4,0,0,1,5.1,82
65,Casey Hayward,LAC,CB,16,33,7,2,0,0,0,22,4,1,2,0,5.1,81.5
66,Darian Thompson,NYG,FS,16,61,14,2,0,0,2,6,1,0,0,0,5.1,81
67,Andrew Sendejo,MIN,SS,13,53,26,1,0,0,0,7,2,0,0,0,6.2,80
67,Eric Reid,SF,SS,13,53,14,4,0,0,3,4,2,0,1,0,6.2,80
67,Quandre Diggs,DET,SS,16,45,10,5,1,0,2,9,3,1,0,0,5,80
67,Daryl Worley,CAR,CB,15,50,14,4,1,0,1,10,2,0,0,0,5.3,80
71,Terrance Mitchell,KC,CB,15,48,5,0,0,0,0,17,4,0,0,0,5.3,79.5
72,Brandon Carr,BAL,CB,16,50,6,2,0,0,0,12,4,0,0,0,4.9,79
72,George Iloka,CIN,SS,16,54,25,4.5,0,0,0,5,1,0,0,0,4.9,79
72,Marcus Maye,NYJ,FS,16,57,22,0,0,0,0,2,2,1,0,0,4.9,79
75,Dre Kirkpatrick,CIN,CB,14,47,8,4.5,1,0,1,14,1,1,0,0,5.6,78.5
75,Anthony Brown,DAL,CB,16,47,9,3,1,0,2,11,2,1,0,0,4.9,78.5
77,Patrick Robinson,PHI,CB,16,39,7,3.5,1,0,0,18,4,0,0,0,4.9,78
77,Ron Parker,KC,SS,15,58,8,0,0,0,0,4,2,0,2,0,5.2,78
79,Damarious Randall,GB,SS,14,38,9,4.5,0,0,0,9,4,0,1,1,5.5,77
79,Shaquill Griffin,SEA,CB,15,50,8,2,1,0,1,15,1,0,0,0,5.1,77
81,Kendall Fuller,WAS,CB,16,43,12,2.5,0,0,0,10,4,1,0,0,4.8,76.5
81,John Johnson,LAR,SS,16,53,17,1,0,0,0,11,1,0,0,0,4.8,76.5
83,Desmond Trufant,ATL,CB,15,36,5,4,1,0,1,12,2,0,2,1,5,75.5
83,Artie Burns,PIT,CB,16,47,7,2,0,0,1,13,1,0,2,0,4.7,75.5
85,Tyvon Branch,ARI,SS,9,52,15,4,0,0,2,6,0,1,0,0,8.3,74.5
85,Darian Stewart,DEN,SS,16,52,11,3,0,0,0,5,3,0,0,0,4.7,74.5
87,Justin Evans,TB,SS,14,49,16,2,0,0,0,6,3,0,0,0,5.3,74
88,Josh Norman,WAS,CB,14,47,17,0,0,0,0,9,0,2,1,0,5.2,73.5
89,Jamar Taylor,CLE,CB,16,47,14,4,0.5,0,1,10,0,1,0,0,4.6,73
89,K'Waun Williams,SF,CB,14,42,12,5,1,0,1,5,1,2,1,0,5.2,73
91,Rodney McLeod,PHI,FS,14,39,15,2,0,0,0,6,3,1,2,0,5.2,72.5
92,Adrian Phillips,LAC,FS,15,48,14,2,0,0,1,5,2,1,0,0,4.8,72
93,Brent Grimes,TB,CB,13,44,5,2,0,0,0,11,3,0,1,0,5.5,71.5
93,Kurt Coleman,CAR,SS,12,51,25,2,0,0,0,3,0,0,1,0,6,71.5
93,EJ Gaines,BUF,CB,11,48,11,0,0,0,0,9,1,2,0,0,6.5,71.5
93,Ken Crawley,NO,CB,13,47,7,1,0,0,0,17,1,0,0,0,5.5,71.5
97,Lamarcus Joyner,LAR,FS,12,39,10,0,0,0,0,9,3,1,0,1,5.9,71
97,Trevor Williams,LAC,CB,16,46,8,2,0,0,0,13,2,0,0,0,4.4,71
99,Morgan Burnett,GB,SS,12,48,20,5.5,0,0,1,3,0,1,0,0,5.9,70.5
100,Derrick Kindred,CLE,FS,14,42,13,10.5,0,0,2,6,1,0,0,0,5,70
101,Bashaud Breeland,WAS,CB,15,35,13,0,0,0,0,19,1,0,0,1,4.6,69.5
101,Justin Coleman,SEA,CB,16,30,10,1.5,1.5,0,3,9,2,0,0,2,4.3,69.5
101,Ryan Smith,TB,CB,15,50,11,0,0,0,0,5,0,2,1,0,4.6,69.5
104,Logan Ryan,TEN,CB,15,50,12,2,0,0,0,11,0,0,0,0,4.6,69
105,Tavon Wilson,DET,SS,10,42,13,6,2,0,2,2,1,1,0,0,6.8,68.5
106,Marcus Gilchrist,HOU,FS,16,45,11,2.5,1,0,1,6,1,1,0,0,4.2,68
107,Robert McClain,TB,CB,14,41,8,2.5,0,0,0,5,3,0,0,1,4.8,67.5
108,Xavier Rhodes,MIN,CB,16,44,12,1,0,0,0,10,2,0,0,0,4.2,67
108,Nickell Robey,LAR,CB,15,39,10,2,0,0,0,9,2,1,1,0,4.5,67
108,Brian Poole,ATL,CB,15,49,14,2,1,0,3,4,0,0,0,0,4.5,67
111,Ross Cockrell,NYG,CB,16,37,13,2.5,0,0,0,11,3,0,0,0,4.1,66
111,Jourdan Lewis,DAL,CB,15,48,6,2,0,0,0,10,1,0,0,0,4.4,66
113,Bradley Roby,DEN,CB,16,35,7,1,1,0,1,17,1,0,1,0,4.1,65.5
114,Johnathan Joseph,HOU,CB,16,37,10,2,0,0,0,9,2,0,0,1,4.1,65
115,Stephon Gilmore,NE,CB,13,47,3,1,0,0,0,9,2,0,0,0,5,64.5
116,Brad McDougald,SEA,SS,16,45,23,3,0,0,0,4,0,0,0,0,4,63.5
117,DJ Hayden,DET,CB,16,35,7,1,0.5,0,1,9,0,0,2,1,3.9,62.5
118,Leonard Johnson,BUF,CB,15,41,12,2,0,0,0,7,0,1,1,0,4.1,62
118,Janoris Jenkins,NYG,CB,9,27,4,0,0,0,0,9,3,1,0,2,6.9,62
120,Tramon Williams,ARI,CB,13,39,2,0,0,0,0,12,2,0,1,0,4.7,61
120,Jimmy Smith,BAL,CB,12,26,2,1,0,0,0,9,3,0,1,2,5.1,61
122,Eli Apple,NYG,CB,11,41,8,0.5,0,0,1,8,0,0,2,0,5.5,60.5
123,Lardarius Webb,BAL,FS,16,37,2,4,2,0,2,3,2,1,0,0,3.8,60
124,Bobby McCain,MIA,CB,16,34,12,3.5,1,0,1,7,2,0,0,0,3.7,59.5
125,Byron Maxwell,SEA,CB,9,39,7,0,0,0,0,7,1,2,0,0,6.5,58.5
125,Nevin Lawson,DET,CB,15,38,7,0,0,0,1,4,0,1,1,1,3.9,58.5
125,Jaquiski Tartt,SF,SS,9,37,17,4,0.5,0,2,3,1,0,0,0,6.5,58.5
128,Prince Amukamara,CHI,CB,14,46,3,0,0,0,0,7,0,0,1,0,4.1,57.5
129,PJ Williams,NO,CB,16,34,13,1.5,0,0,0,9,2,0,0,0,3.6,57
130,Rashaan Melvin,IND,CB,10,30,6,1.5,0,0,0,13,3,0,0,0,5.6,56.5
130,Deshazor Everett,WAS,SS,14,37,21,0,0,0,1,5,0,1,0,0,4,56.5
132,Shawn Williams,CIN,SS,11,33,15,2,0,0,1,3,1,0,2,0,5,55.5
132,Jonathan Jones,NE,CB,16,38,5,1,1,0,1,8,1,0,0,0,3.5,55.5
134,Aaron Colvin,JAX,CB,16,38,7,4.5,0,0,1,5,0,0,1,0,3.4,55
134,Jabrill Peppers,CLE,FS,13,45,12,0,0,0,0,3,1,0,0,0,4.2,55
136,Davon House,GB,CB,12,37,7,4,1,0,1,4,1,0,0,0,4.5,54.5
136,Jonathan Cyprien,TEN,SS,10,38,19,3,1,0,1,1,0,0,0,0,5.4,54.5
138,Chris Harris,DEN,CB,16,32,8,1,0,0,0,7,2,1,0,0,3.3,53
138,Miles Killebrew,DET,FS,16,31,6,1,0,0,1,5,1,1,0,1,3.3,53
140,Mike Mitchell,PIT,SS,13,36,18,1,0,0,1,2,0,0,1,0,4,52
140,Will Parks,DEN,SS,16,34,15,2.5,0,0,1,4,1,0,0,0,3.2,52
142,Shareece Wright,BUF,CB,12,36,7,1,0,0,0,5,1,0,1,0,4.3,51.5
142,Xavier Woods,DAL,FS,16,33,9,1,0,0,4,3,1,0,1,0,3.2,51.5
144,Morris Claiborne,NYJ,CB,15,34,9,1.5,0,0,0,8,1,0,0,0,3.4,51
144,Ricardo Allen,ATL,FS,15,38,16,1,0,0,0,1,1,0,0,0,3.4,51
146,Ronald Darby,PHI,CB,8,30,4,0,0,0,0,9,3,0,0,0,6.2,50
146,Marlon Humphrey,BAL,CB,16,30,4,1,0,0,0,11,2,0,0,0,3.1,50
148,Dexter McDonald,OAK,CB,15,36,7,0,0,0,0,7,0,1,0,0,3.3,49.5
148,Nate Hairston,IND,CB,14,26,9,2,2,0,3,5,1,0,0,0,3.5,49.5
150,Kam Chancellor,SEA,SS,9,33,15,3,0,0,0,2,0,1,0,0,5.4,48.5
150,Darryl Roberts,NYJ,CB,15,37,1,0,0,0,0,8,1,0,0,0,3.2,48.5
152,Dominique Rodgers-Cromartie,NYG,CB,15,31,17,4.5,0.5,0,2,1,0,0,0,0,3.2,48
153,Anthony Levine,BAL,SS,16,23,5,3,3,0,4,3,1,0,1,0,3,47.5
153,Bryce Callahan,CHI,CB,12,20,5,1,1,0,1,6,2,1,0,0,4,47.5
155,Corey Graham,PHI,FS,14,34,4,1,0,0,0,4,2,0,0,0,3.4,47
155,Justin Bethel,ARI,CB,16,27,12,1,0,0,0,4,1,0,0,1,2.9,47
155,William Jackson III,CIN,CB,14,19,6,1,1,0,1,14,1,0,0,1,3.4,47
155,Clayton Fejedelem,CIN,SS,16,30,21,0.5,0,0,1,2,1,0,0,0,2.9,47
159,Aqib Talib,DEN,CB,15,23,8,0,0,0,0,7,1,1,0,1,3.1,46
159,Patrick Peterson,ARI,CB,16,30,4,0,0,0,0,8,1,0,1,0,2.9,46
159,Kayvon Webster,LAR,CB,11,34,4,0,0,0,0,7,1,0,0,0,4.2,46
159,TJ McDonald,MIA,FS,8,31,14,2,0,0,0,3,1,0,0,0,5.8,46
159,Steven Nelson,KC,CB,9,33,8,2,0,0,0,4,0,1,0,0,5.1,46
159,Kenny Moore,IND,CB,16,31,6,1,0,0,0,5,1,1,0,0,2.9,46
165,Ahkello Witherspoon,SF,CB,12,27,4,0.5,0,0,0,7,2,1,0,0,3.8,45.5
166,Vernon Hargreaves,TB,CB,9,36,5,1.5,0,0,0,5,0,0,0,0,5,45
166,Adrian Colbert,SF,FS,14,33,2,0,0,0,0,5,0,1,1,0,3.2,45
168,Sean Smith,OAK,CB,14,32,2,0.5,0,0,1,4,2,0,0,0,3.2,44.5
169,Richard Sherman,SEA,CB,9,25,10,1,0,0,0,7,2,0,0,0,4.9,44
169,Eddie Pleasant,HOU,FS,16,24,5,2.5,2,0,2,3,1,1,0,0,2.8,44
171,TJ Ward,TB,SS,12,31,11,1,0,0,0,3,0,0,1,0,3.6,43.5
171,Kevin Johnson,HOU,CB,12,35,10,1.5,0,0,0,2,0,0,0,0,3.6,43.5
173,Captain Munnerlyn,CAR,CB,14,24,5,3,2,0,5,4,0,0,0,0,3,42.5
174,TJ Green,IND,FS,16,30,14,3,0,0,1,1,0,0,0,0,2.6,42
174,Eric Murray,KC,FS,14,30,4,2,1,0,1,5,0,0,0,0,3,42
174,Leshaun Sims,TEN,CB,13,30,4,1,0,0,0,3,1,1,0,0,3.2,42
177,Josh Hawkins,GB,CB,15,27,10,0.5,0,0,0,6,0,1,0,0,2.8,41.5
178,Orlando Scandrick,DAL,CB,11,32,6,2,0,0,1,3,0,0,0,0,3.7,41
178,Rasul Douglas,PHI,CB,14,23,2,0,0,0,0,11,2,0,0,0,2.9,41
180,Terence Newman,MIN,CB,16,25,10,2,0,0,0,5,1,0,0,0,2.5,40
180,Rashard Robinson,NYJ,CB,14,22,7,1.5,0,0,0,7,1,0,1,0,2.9,40
180,Andrew Adams,NYG,FS,16,33,0,1,0,0,1,2,0,1,0,0,2.5,40
183,Briean Boddy-Calhoun,CLE,SS,13,27,10,0,0,0,1,6,0,0,0,0,3,39
184,Duron Harmon,NE,SS,16,16,7,0,0,0,0,7,4,0,0,0,2.4,38.5
185,Josh Shaw,CIN,CB,16,29,6,2,0,0,0,3,0,0,0,0,2.3,37
186,Pierre Desir,IND,CB,9,21,11,0,0,0,0,7,1,0,0,0,4.1,36.5
187,Darius Butler,IND,FS,15,23,6,0,0,0,0,4,0,1,1,0,2.4,36
188,Cordrea Tankersley,MIA,CB,11,24,7,1,0,0,0,7,0,0,0,0,3.2,35.5
189,Jimmie Ward,SF,CB,7,27,5,1,0,0,0,1,0,0,1,0,4.9,34.5
190,Joe Haden,PIT,CB,11,18,2,1,1,0,1,7,1,0,0,0,3,33
191,Phillip Gaines,KC,CB,14,23,7,3,0,0,0,3,0,0,0,0,2.3,32.5
191,Chidobe Awuzie,DAL,CB,10,14,11,0,0,0,0,7,1,1,0,0,3.2,32.5
193,Malik Hooker,IND,FS,7,16,6,0,0,0,0,4,3,0,0,0,4.6,32
194,Quincy Wilson,IND,CB,7,19,3,2,0,0,0,6,1,0,0,0,4.5,31.5
195,Juston Burris,NYJ,CB,14,18,2,1,0,0,0,2,1,1,1,0,2.2,31
195,Kavon Frazier,DAL,SS,15,21,10,2,0,0,0,0,0,1,0,0,2.1,31
197,Maurice Canady,BAL,CB,8,22,5,2,0,0,2,2,0,0,0,0,3.8,30.5
197,Kevin King,GB,CB,9,21,6,1.5,0,0,0,5,0,0,0,0,3.4,30.5
199,William Gay,PIT,FS,16,16,3,0,0,0,0,3,1,2,0,0,1.8,29.5
200,Marcus Williams,HOU,CB,15,18,0,1,0,0,0,4,1,0,0,0,1.9,29.1
201,Blake Countess,LAR,SS,16,15,6,1,0,0,0,1,1,0,0,0,1.8,29
202,Adam Jones,CIN,CB,9,19,4,0,0,0,0,4,1,0,0,0,3.1,28
203,Jordan Richards,NE,SS,16,22,3,0,0,0,0,1,0,1,0,0,1.7,27.5
203,Anthony Harris,MIN,FS,16,17,1,0,0,0,0,1,0,1,2,0,1.7,27.5
205,Da'Norris Searcy,TEN,SS,16,15,11,0,0,0,1,2,1,0,0,0,1.7,26.5
205,Rontez Miles,NYJ,FS,13,21,3,0,0,0,1,0,0,1,0,0,2,26.5
207,Jeremy Lane,SEA,CB,13,21,10,0,0,0,0,0,0,0,0,0,2,26
207,Mackensie Alexander,MIN,CB,14,13,4,1,0,0,1,6,1,0,0,0,1.9,26
207,Kentrell Brice,GB,SS,6,18,4,0,0,0,0,3,1,0,0,0,4.3,26
207,Montae Nicholson,WAS,SS,8,18,6,0,0,0,0,2,1,0,0,0,3.2,26
211,Cre'von Leblanc,CHI,CB,15,14,3,1,1,0,1,3,0,1,0,0,1.7,25.5
211,Brandon Dixon,NYG,CB,5,15,6,0.5,0,0,0,4,0,1,0,0,5.1,25.5
213,Rafael Bush,NO,S,14,17,6,1,1,0,1,1,0,0,0,0,1.8,25
213,Kevon Seymour,CAR,CB,16,18,4,0,0,0,1,4,0,0,0,0,1.6,25
215,Johnson Bademosi,NE,CB,16,21,5,0,0,0,0,1,0,0,0,0,1.5,24.5
215,Kenneth Acker,KC,CB,16,20,1,0,0,0,0,1,1,0,0,0,1.5,24.5
215,Corey Moore,HOU,FS,14,19,7,1,0,0,0,1,0,0,0,0,1.8,24.5
215,Damontae Kazee,ATL,SS,16,14,9,0,0,0,0,0,0,2,0,0,1.5,24.5
219,Troy Hill,LAR,CB,12,16,2,0,0,0,0,4,0,0,1,0,2,24
219,Marwin Evans,GB,SS,16,19,2,0,0,0,1,0,0,1,0,0,1.5,24
221,Jamal Agnew,DET,CB,13,9,0,0,0,0,0,0,0,0,0,0,1.8,23.7
222,Coty Sensabaugh,PIT,CB,14,16,3,0,0,0,0,3,1,0,0,0,1.7,23.5
222,Cody Davis,LAR,FS,7,12,7,0,0,0,1,4,1,0,0,0,3.4,23.5
224,Colin Jones,CAR,SS,16,14,8,0,0,0,0,2,1,0,0,0,1.4,23
224,David Amerson,OAK,CB,6,14,4,0,0,0,0,4,0,0,1,0,3.8,23
224,Terrence Brooks,NYJ,SS,15,10,2,0,0,0,3,3,2,0,0,0,1.5,23
227,Robert Golden,PIT,SS,16,13,6,0,0,0,0,2,1,0,0,0,1.4,22.76
228,Quinten Rollins,GB,CB,6,8,9,2,0,0,0,2,0,0,2,0,3.8,22.5
229,Keith Tandy,TB,FS,14,18,8,0,0,0,0,0,0,0,0,0,1.6,22
230,Kevin Peterson,LAR,CB,6,7,4,0,0,0,0,6,2,0,0,0,3.5,21
231,Vontae Davis,IND,CB,5,16,5,0,0,0,0,2,0,0,0,0,4.1,20.5
231,Alterraun Verner,MIA,CB,15,12,3,0,0,0,0,4,0,1,0,0,1.4,20.5
231,Marcus Cooper,CHI,CB,15,17,1,0,0,0,0,3,0,0,0,0,1.4,20.5
234,Chris Banjo,NO,FS,16,9,2,0,0,0,0,1,1,1,1,0,1.2,20
234,Ibraheim Campbell,HOU,SS,9,13,4,1,0,0,0,1,0,0,1,0,2.2,20
234,Michael Jordan,CLE,CB,15,15,4,0,0,0,0,3,0,0,0,0,1.3,20
237,Shalom Luani,OAK,SS,16,14,4,1,0,0,0,2,0,0,0,0,1.2,19
238,Leon Hall,SF,CB,9,15,1,1,0,0,1,1,0,0,0,0,2.1,18.5
238,Michael Thomas,MIA,SS,13,12,11,0,0,0,0,1,0,0,0,0,1.4,18.5
238,Jaylen Watkins,PHI,FS,12,16,1,2,0,0,0,0,0,0,0,0,1.5,18.5
238,Tye Smith,TEN,CB,15,12,5,0,0,0,0,1,1,0,0,0,1.2,18.5
242,Nate Allen,MIA,FS,7,14,6,0,0,0,0,1,0,0,0,0,2.6,18
242,Kurtis Drummond,HOU,SS,15,13,2,1,1,0,1,0,0,0,0,0,1.2,18
242,De'Vante Harris,NO,CB,11,14,3,0.5,0,0,0,2,0,0,0,0,1.6,18
245,Maurice Alexander,LAR,SS,4,13,7,0,0,0,1,0,0,0,0,0,4.4,17.5
246,Trae Elston,MIA,SS,14,9,8,0,0,0,0,1,1,0,0,0,1.2,17
247,Eric Rowe,NE,CB,8,13,1,1,0,0,0,2,0,0,0,0,2.1,16.5
248,Neiko Thorpe,SEA,CB,14,9,2,0,0,0,0,2,0,0,1,0,1.1,15
248,Curtis Riley,TEN,FS,7,8,4,0,0,0,0,2,1,0,0,0,2.1,15
248,Lenzy Pipkins,GB,CB,12,11,4,1,0,0,0,1,0,0,0,0,1.2,15
251,DeAngelo Hall,WAS,FS,5,11,3,0,0,0,0,2,0,0,0,0,2.9,14.5
251,JJ Wilcox,PIT,SS,12,9,3,0,0,0,0,1,1,0,0,0,1.2,14.5
253,Kai Nacua,CLE,SS,16,12,2,0,0,0,1,0,0,0,0,0,0.9,14
254,Nat Berhe,NYG,FS,15,7,3,1,1,0,2,0,0,0,0,0,0.9,13.7
255,Michael Davis,LAC,CB,15,11,3,0,0,0,0,1,0,0,0,0,0.9,13.5
256,Brice McCain,TEN,CB,16,9,2,0,0,0,0,3,0,0,0,0,0.8,13
256,Jalen Tabor,DET,CB,10,11,2,0,0,0,1,0,0,0,0,0,1.3,13
258,Sherrick McManis,CHI,CB,13,7,5,0,0,0,0,0,0,0,1,0,1,12.5
258,Jarrod Wilson,JAX,FS,15,9,1,0,0,0,0,0,0,0,1,0,0.8,12.5
258,Charles Washington,DET,FS,8,10,1,1,0,0,1,0,0,0,0,0,1.6,12.5
258,Darrelle Revis,KC,CB,5,10,1,0,0,0,0,2,0,0,0,0,2.5,12.5
262,Deandre Houston-Carson,CHI,FS,11,9,0,0,0,0,0,0,0,1,0,0,1.1,12
262,Jayron Kearse,MIN,SS,15,9,4,1,0,0,0,0,0,0,0,0,0.8,12
264,Quintin Demps,CHI,SS,3,11,1,0,0,0,0,0,0,0,0,0,3.8,11.5
264,Walt Aikens,MIA,SS,16,7,3,0,0,0,0,0,0,1,0,0,0.7,11.5
264,Donte Deayon,NYG,CB,4,9,1,1,0,0,0,1,0,0,0,0,2.9,11.5
264,Chuck Clark,BAL,FS,15,9,1,0,0,0,0,2,0,0,0,0,0.8,11.5
268,Jermaine Whitehead,GB,FS,10,8,3,0,0,0,0,1,0,0,0,0,1.1,11.2
269,Isaiah Johnson,TB,FS,4,2,0,0,0,0,0,0,0,0,1,1,2.8,11
269,Rayshawn Jenkins,LAC,SS,15,8,2,0,0,0,1,1,0,0,0,0,0.7,11
271,Steven Terrell,KC,FS,10,3,1,0,0,0,1,3,1,0,0,0,1,10.5
271,Peyton Thompson,JAX,FS,16,9,3,0,0,0,0,0,0,0,0,0,0.7,10.5
273,Jairus Byrd,CAR,FS,12,9,2,0,0,0,0,0,0,0,0,0,0.8,10
273,Sterling Moore,NO,CB,6,5,0,0,0,0,0,2,0,1,0,0,1.7,10
273,Antonio Hamilton,OAK,CB,8,10,0,0,0,0,0,0,0,0,0,0,1.2,10
273,Jamal Carter,DEN,SS,16,8,2,0,0,0,0,1,0,0,0,0,0.6,10
277,Darryl Morris,NYG,CB,5,6,5,0,0,0,0,1,0,0,0,0,1.9,9.5
278,Don Carey,DET,SS,13,6,0,0,0,0,0,0,0,1,0,0,0.7,9
278,Johnthan Banks,HOU,CB,3,8,2,0,0,0,0,0,0,0,0,0,3,9
278,Keith Reaser,KC,CB,2,4,0,0,1,0,1,2,0,0,0,0,4.5,9
278,Chris Milton,IND,CB,14,9,0,0,0,0,0,0,0,0,0,0,0.6,9
278,Tedric Thompson,SEA,FS,5,2,2,0,0,0,0,0,0,0,2,0,1.8,9
283,CJ Goodwin,ARI,CB,14,8,1,0,0,0,0,0,0,0,0,0,0.6,8.5
