Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
1,Landon Collins,NYG,SS,16,100,25,9.5,4,15,5,13,5,0,1,1,10.8,173.5
2,Jonathan Cyprien,JAX,SS,16,97,31,3.5,1,0,2,4,0,1,1,0,8.1,130
3,Tony Jefferson,ARI,SS,15,76,18,13,2,7,4,5,0,2,2,0,8.2,123.7
4,Antoine Bethea,SF,FS,16,95,15,2,0,0,1,3,1,1,1,0,7.3,117.5
5,Kurt Coleman,CAR,SS,15,65,30,1,1,0,2,7,4,1,0,1,7.5,113
5,Keanu Neal,ATL,SS,14,72,32,2,0,0,0,8,0,4,1,0,8.1,113
7,TJ Ward,DEN,SS,14,69,18,1,1,8,5,8,1,3,2,0,8.1,112.8
8,Morgan Burnett,GB,SS,15,67,23,3,3,8,4,9,2,0,1,0,7.4,110.3
9,Eric Berry,KC,FS,16,62,15,2.5,0,0,0,9,4,1,0,2,6.9,110
10,Logan Ryan,NE,CB,16,73,19,2,1,0,3,11,2,1,0,0,6.8,109.5
11,Brad McDougald,TB,SS,16,80,12,3,0,0,0,10,2,0,1,0,6.8,108
12,Casey Hayward,LAC,CB,16,50,7,1,0,0,0,20,7,0,0,1,6.3,101.5
13,Eric Weddle,BAL,FS,16,48,41,1.5,1,0,1,13,4,1,0,0,6.3,101
14,Malcolm Jenkins,PHI,SS,16,45,25,3.5,1,10,3,9,3,0,1,2,6.2,100
15,Daniel Sorensen,KC,FS,16,49,7,5,1,8,3,6,3,2,3,1,6.2,99.3
16,Rodney McLeod,PHI,FS,16,68,12,3,1,7,0,7,3,1,0,0,6.2,98.7
17,Tavon Wilson,DET,SS,15,73,15,4,1,0,1,2,2,0,1,0,6.6,98.5
17,Ha'Sean Clinton-Dix,GB,FS,16,61,18,1.5,0.5,0,1,7,5,1,0,0,6.2,98.5
19,Harrison Smith,MIN,FS,14,69,22,4,2,6,3,2,0,0,1,0,6.9,96.6
20,Malcolm Butler,NE,CB,16,48,15,1,1,0,1,16,4,1,2,0,6,96.5
21,Brent Grimes,TB,CB,16,51,6,0,0,0,0,24,4,0,0,1,6,96
22,Josh Norman,WAS,CB,16,52,15,2,0,0,1,18,3,2,0,0,6,95.5
23,Shawn Williams,CIN,SS,15,59,22,3,1,4,8,5,3,0,0,0,6.4,95.4
24,Marcus Cooper,ARI,CB,15,63,6,0,0,0,0,11,4,0,0,1,6.3,95
25,Bashaud Breeland,WAS,CB,14,61,11,2,1,0,1,11,3,1,0,0,6.8,94.5
25,Byron Jones,DAL,CB,16,69,14,2.5,0,0,0,10,1,1,0,0,5.9,94.5
27,Mike Adams,IND,FS,15,62,17,1.5,0,0,2,2,2,2,2,0,6.3,94
27,Vonn Bell,NO,SS,16,59,26,3,1,0,4,4,0,2,1,0,5.9,94
29,Kenny Vaccaro,NO,SS,11,50,18,5,1,0,8,4,2,2,1,0,8.5,93
30,Dominique Rodgers-Cromartie,NYG,CB,15,41,8,2,1,0,1,21,6,1,0,0,6.1,92
30,Jalen Ramsey,JAX,CB,16,55,10,2,0,0,1,14,2,1,0,1,5.8,92
32,Reggie Nelson,OAK,FS,16,50,15,0,0,0,1,12,5,0,2,0,5.7,91.5
33,Corey Graham,BUF,FS,16,58,25,2,1,9,1,9,1,0,1,0,5.7,91.4
34,Daryl Worley,CAR,CB,16,62,25,2,1,7,1,8,1,0,0,0,5.7,91.2
35,Devin McCourty,NE,FS,16,65,15,2.5,0,0,0,6,1,1,1,0,5.6,90
35,DJ Swearinger,ARI,FS,16,56,8,5,2,0,4,8,3,0,0,0,5.6,90
35,Marcus Peters,KC,CB,15,35,10,0,0,0,0,20,6,1,3,0,6,90
38,Sean Davis,PIT,FS,15,56,15,5,2.5,0,4,5,1,0,1,0,5.9,88.5
39,Janoris Jenkins,NYG,CB,15,44,5,5.5,1,0,1,18,3,0,0,0,5.9,88
39,DeShawn Shead,SEA,CB,15,56,24,0,0,0,0,14,1,1,0,0,5.9,88
39,Steven Nelson,KC,CB,15,58,6,4,0,0,1,16,0,0,2,0,5.9,88
42,Barry Church,DAL,SS,12,61,24,2,0,0,2,4,2,0,0,0,7.2,87
42,Vernon Hargreaves,TB,CB,16,68,8,3,0,0,0,9,1,0,0,0,5.4,87
44,Darian Stewart,DEN,SS,16,55,13,1,0,0,2,6,3,1,1,0,5.3,85.5
44,Xavier Rhodes,MIN,CB,14,44,8,2.5,0,0,0,11,5,1,0,1,6.1,85.5
44,Robert Alford,ATL,CB,16,49,9,1,0,0,0,19,2,0,0,1,5.3,85.5
44,Ricardo Allen,ATL,FS,16,61,29,0,0,0,1,3,2,0,0,0,5.3,85.5
48,Jason McCourty,TEN,CB,14,59,8,0,0,0,0,12,2,0,1,0,6,84
48,Chris Harris,DEN,CB,16,57,6,1,0,0,0,11,2,1,1,0,5.2,84
50,Kam Chancellor,SEA,SS,12,46,34,3.5,0,0,0,8,2,1,0,0,7,83.5
50,Isa Abdul-Quddus,MIA,FS,15,49,28,2.5,1,0,5,5,2,0,0,0,5.6,83.5
52,David Amerson,OAK,CB,15,56,8,1,0,0,0,16,2,0,0,0,5.5,83
53,Mike Mitchell,PIT,SS,16,55,23,0,0,0,1,9,1,0,1,0,5.2,82.5
54,Byron Maxwell,MIA,CB,13,43,10,1,0,0,0,15,2,4,0,0,6.3,82
55,TJ McDonald,LAR,FS,16,50,13,6.5,1,6,4,6,2,0,0,0,5.1,81.6
56,Jairus Byrd,NO,FS,16,56,26,2.5,0,0,0,4,2,0,0,0,5.1,81.5
56,Artie Burns,PIT,CB,16,51,13,2,0,0,0,13,3,0,0,0,5.1,81.5
58,Chris Conte,TB,FS,14,55,10,1,0,0,0,5,2,0,1,1,5.8,81
59,AJ Bouye,HOU,CB,15,48,14,2.5,1,6,1,16,1,0,0,0,5.3,80.1
60,Patrick Chung,NE,SS,16,49,39,1.5,1,0,1,4,1,0,0,0,5,80
60,Dwight Lowery,LAC,FS,16,49,11,1.5,0,0,0,9,1,1,1,1,5,80
62,Harold Jones-Quartey,CHI,SS,16,64,11,2,0,0,0,5,1,0,0,0,5,79.5
63,Lardarius Webb,BAL,FS,16,59,14,2,1,0,1,5,1,0,0,0,4.9,79
63,Quintin Demps,HOU,SS,13,38,17,1.5,0,0,1,9,6,1,0,0,6.1,79
65,Glover Quin,DET,FS,16,55,13,2,0,0,1,5,2,1,0,0,4.9,78.5
65,Ron Parker,KC,SS,16,52,9,1,0,0,0,12,1,2,0,0,4.9,78.5
65,Ronald Darby,BUF,CB,14,60,9,1,0,0,1,12,0,0,0,0,5.6,78.5
68,Richard Sherman,SEA,CB,16,38,20,2,0,0,0,13,4,0,1,0,4.9,78
69,George Iloka,CIN,SS,16,48,25,1,0,0,0,7,3,0,0,0,4.8,77.5
69,Brian Poole,ATL,CB,16,42,16,5.5,1,0,2,9,1,0,2,0,4.8,77.5
71,Micah Hyde,GB,SS,16,45,11,3,1,6,2,9,3,0,0,0,4.8,76.1
72,Kareem Jackson,HOU,SS,14,51,11,3.5,0,0,0,4,1,0,1,1,5.4,76
73,Keith Tandy,TB,FS,16,44,11,2,0,0,0,9,4,0,1,0,4.7,75.5
73,Jamar Taylor,CLE,CB,15,46,11,1,0,0,1,13,3,0,0,0,5,75.5
73,Ross Cockrell,PIT,CB,16,47,15,3,0,0,1,14,0,0,1,0,4.7,75.5
76,Tramaine Brock,SF,CB,16,49,10,4,0,0,0,14,1,0,0,0,4.7,75
76,Trumaine Johnson,LAR,CB,14,47,10,3,0,0,0,11,1,0,2,0,5.4,75
78,Lamarcus Joyner,LAR,FS,14,50,16,3,1,0,2,5,0,1,0,0,5.2,73
78,Jimmie Ward,SF,CB,11,42,10,2,1,0,1,12,1,1,1,0,6.6,73
80,Tre Boston,CAR,S,15,38,14,5,2,19,4,7,2,0,0,0,4.9,72.9
81,James Bradberry,CAR,CB,13,47,12,3.5,0,0,0,10,2,0,0,0,5.6,72.5
82,Adam Jones,CIN,CB,16,54,12,0,0,0,1,7,1,1,0,0,4.5,72
82,Stephon Gilmore,BUF,CB,15,42,6,0,0,0,0,12,5,0,0,0,4.8,72
82,Adrian Amos,CHI,FS,15,55,8,3,0,0,0,4,0,1,1,0,4.8,72
85,Eric Reid,SF,SS,10,48,14,0,0,0,4,6,1,1,0,0,7.1,71
85,Ladarius Gunter,GB,CB,16,50,4,1,0,0,0,12,0,2,0,0,4.4,71
87,Andrew Sendejo,MIN,SS,14,42,24,0.5,0.5,0,1,4,2,0,2,0,5,70.5
88,Darius Slay,DET,CB,13,43,1,1,1,7,1,13,2,1,0,0,5.4,70.2
89,Brandon Carr,DAL,CB,16,53,8,1,0,0,1,8,1,0,0,0,4.4,70
89,Sterling Moore,NO,CB,13,44,12,1,0,0,0,13,2,0,0,0,5.4,70
91,William Gay,PIT,FS,16,42,16,3.5,1,0,1,7,1,1,0,0,4.3,69.5
92,Briean Boddy-Calhoun,CLE,SS,14,37,4,2,1,10,1,11,3,0,0,1,4.9,69
93,Orlando Scandrick,DAL,CB,12,39,7,2,2,2,2,8,1,2,0,0,5.6,67.7
94,Bradley Roby,DEN,CB,16,34,5,0,1,0,0,8,2,1,0,2,4.2,67.5
94,Tavon Young,BAL,CB,16,41,9,2,0,0,1,8,2,0,1,0,4.2,67.5
96,Rashaan Melvin,IND,CB,15,51,8,1,0,0,0,7,0,1,0,0,4.4,66
96,Eli Apple,NYG,CB,14,41,10,4,0,0,0,7,1,1,1,0,4.7,66
98,Leodis McKelvin,PHI,CB,13,32,11,0,0,0,0,16,2,0,0,1,5,65.5
98,Trae Waynes,MIN,CB,15,41,7,1,0,0,0,11,3,0,0,0,4.4,65.5
100,EJ Gaines,LAR,CB,11,46,10,0,0,0,1,7,0,1,1,0,5.9,65
100,Karl Joseph,OAK,SS,12,44,16,1,0,0,0,6,1,0,1,0,5.4,65
100,Kevin Byard,TEN,FS,16,43,12,5,1,0,5,4,0,0,0,0,4.1,65
100,Cre'von Leblanc,CHI,CB,13,40,4,0,0,0,1,10,2,0,0,1,5,65
104,Aqib Talib,DEN,CB,13,32,11,0,0,0,0,12,3,0,0,1,5,64.5
104,Tracy Porter,CHI,CB,16,45,3,0,0,0,0,9,2,1,0,0,4,64.5
104,Calvin Pryor,NYJ,SS,15,43,17,4,0,0,0,6,0,1,0,0,4.3,64.5
107,Duke Ihenacho,WAS,FS,15,53,10,3,0,0,1,2,0,0,0,0,4.3,64
107,Clayton Geathers,IND,SS,9,49,9,2.5,0,0,0,5,0,1,0,0,7.1,64
109,Patrick Peterson,ARI,CB,16,44,6,1,0,0,0,6,3,0,0,0,3.9,63
109,Jalen Mills,PHI,CB,16,51,10,0,0,0,0,7,0,0,0,0,3.9,63
111,Joe Haden,CLE,CB,13,37,11,0,0,0,0,11,3,0,0,0,4.8,62.5
112,Rafael Bush,DET,S,16,32,17,2,1,9,1,3,2,0,0,1,3.8,61.4
113,Daimion Stafford,TEN,SS,15,42,10,2,1,0,2,2,1,0,1,0,4.1,61
113,Jahleel Addae,LAC,FS,8,41,7,3.5,0,0,0,4,1,0,0,1,7.6,61
115,Donte Whitner,WAS,SS,11,49,17,0,0,0,0,0,0,1,0,0,5.5,60.5
116,Earl Thomas,SEA,FS,11,24,22,0,0,0,0,10,2,0,1,1,5.5,60
116,Marcus Gilchrist,NYJ,FS,13,39,15,1.5,0,0,0,3,2,1,0,0,4.6,60
116,Dre Kirkpatrick,CIN,CB,15,35,11,0.5,0,0,0,10,3,0,0,0,4,60
119,Perrish Cox,TEN,CB,11,37,5,0,0,0,0,11,3,0,0,0,5.4,59.5
119,Nevin Lawson,DET,CB,16,45,11,0,0,0,0,9,0,0,0,0,3.7,59.5
121,Nolan Carroll,PHI,CB,16,40,14,0,0,0,0,9,1,0,0,0,3.7,59
121,Shareece Wright,BAL,CB,12,42,8,4,0,0,0,6,0,0,1,0,4.9,59
121,Jaquiski Tartt,SF,SS,15,39,13,5.5,1,0,3,3,0,0,0,0,3.9,59
124,Maurice Alexander,LAR,SS,14,38,12,1,1,9,1,4,2,0,0,0,4.2,58.9
125,Nickell Robey,BUF,CB,16,27,3,2,0,0,0,7,2,0,1,2,3.7,58.5
126,Bobby McCain,MIA,CB,16,32,13,2.5,1,11,2,6,1,1,0,0,3.6,58.1
127,Phillip Gaines,KC,CB,11,41,2,0,0,0,0,7,1,2,0,0,5.3,58
128,Andre Hal,HOU,FS,15,31,15,2.5,1,7,1,7,2,0,0,0,3.8,57.7
129,Ken Crawley,NO,CB,15,40,3,2,0,0,0,8,0,1,1,0,3.8,57.5
130,Buster Skrine,NYJ,CB,14,39,8,1,1,14,1,6,1,0,0,0,4.1,57.4
131,Darrelle Revis,NYJ,CB,15,43,10,1,0,0,0,5,1,0,0,0,3.8,57
132,Anthony Brown,DAL,CB,16,37,14,1,0,0,0,8,1,0,0,0,3.5,56
133,Michael Thomas,MIA,SS,16,33,12,3,1,14,3,1,0,2,0,0,3.5,55.4
134,Damarious Randall,GB,SS,10,34,4,1,0,0,0,9,3,0,0,0,5.5,55
135,Captain Munnerlyn,MIN,CB,15,38,17,2,0,0,0,3,0,1,0,0,3.6,54.5
135,Sean Smith,OAK,CB,15,33,7,1,0,0,0,11,2,0,0,0,3.6,54.5
135,Prince Amukamara,JAX,CB,14,46,3,1,0,0,0,6,0,0,0,0,3.9,54.5
138,Reshad Jones,MIA,SS,6,31,20,4,0.5,0.5,0,4,1,0,0,0,8.8,53.05
139,JJ Wilcox,DAL,SS,13,34,12,0,0,0,0,6,1,1,0,0,4,52
139,Quinten Rollins,GB,CB,13,39,2,0,0,0,1,8,1,0,0,0,4,52
141,Da'Norris Searcy,TEN,SS,14,35,5,2,0,0,0,6,1,0,1,0,3.7,51.5
141,Justin Bethel,ARI,CB,16,27,1,3,0,0,0,6,1,1,1,1,3.2,51.5
143,Johnathan Joseph,HOU,CB,13,38,7,0,0,0,0,9,0,0,0,0,3.9,50.5
143,Brice McCain,TEN,CB,16,30,7,1,0,0,0,10,2,0,0,0,3.2,50.5
145,Darius Butler,IND,FS,12,27,6,0,0,0,1,7,3,1,0,0,4.2,50
145,Tyrann Mathieu,ARI,FS,10,33,2,3,1,0,1,4,1,1,0,0,5,50
145,Rontez Miles,NYJ,FS,16,33,18,0,0,0,2,0,0,2,0,0,3.1,50
148,Terence Newman,MIN,CB,15,33,5,3,0,0,0,8,1,0,0,0,3.3,49.5
149,Vontae Davis,IND,CB,14,34,3,0,0,0,0,10,1,0,0,0,3.5,48.5
150,Quandre Diggs,DET,SS,12,39,4,2,0,0,1,1,0,1,0,0,4,48
151,Andrew Adams,NYG,FS,14,31,14,0,0,0,1,5,1,0,0,0,3.4,47
152,Marcus Williams,NYJ,CB,13,29,3,1,1,0,1,6,2,0,0,0,3.6,46.5
152,Jalen Collins,ATL,CB,8,28,3,1,0,0,0,10,2,0,0,0,5.8,46.5
154,Brandon Flowers,LAC,CB,6,24,4,6,0,0,0,5,1,0,0,1,7.7,46
155,Jerraud Powers,BAL,CB,13,26,7,2,1,0,1,5,2,0,0,0,3.5,45.5
155,DJ Hayden,OAK,CB,11,32,5,2,0,0,0,6,0,1,0,0,4.1,45.5
155,Josh Shaw,CIN,CB,16,31,16,0.5,0,0,0,3,1,0,0,0,2.8,45.5
158,Justin Simmons,DEN,FS,13,25,4,2,1,9,1,4,2,0,0,0,3.5,44.9
159,Xavien Howard,MIA,CB,7,29,11,1,0,0,0,6,0,1,0,0,6.4,44.5
160,Desmond Trufant,ATL,CB,9,25,5,1,2,8,1,4,1,1,0,0,4.9,44.3
161,Leon Hall,NYG,CB,12,20,11,2,2,11,3,2,1,1,0,0,3.6,43.6
162,Jeremy Lane,SEA,CB,16,34,13,0,0,0,0,3,0,0,0,0,2.7,43.5
163,Su'a Cravens,WAS,SS,11,23,10,3,1,4,2,5,1,0,0,0,3.9,43.4
164,TJ Green,IND,FS,15,32,12,0,0,0,3,2,0,0,0,0,2.9,43
164,Derrick Kindred,CLE,FS,12,31,14,0,0,0,0,5,0,0,0,0,3.6,43
166,Tramon Williams,CLE,CB,12,28,8,1.5,0,0,1,5,1,0,0,0,3.5,42.5
166,Will Blackmon,WAS,FS,15,24,15,0,1,0,0,3,1,1,0,0,2.8,42.5
166,Tashaun Gipson,JAX,FS,16,34,7,0,0,0,0,2,1,0,0,0,2.7,42.5
169,Antwon Blake,TEN,CB,16,34,5,0.5,0,0,0,5,0,0,0,0,2.6,41.8
170,Darryl Morris,IND,CB,11,27,7,0,0,0,2,6,1,0,0,0,3.8,41.5
171,Bacarri Rambo,MIA,FS,9,25,15,1.5,0,0,1,3,1,0,0,0,4.6,41
172,BW Webb,NO,CB,14,25,3,0,0,0,0,11,1,0,0,0,2.9,40.5
172,Ed Reynolds,CLE,S,10,27,13,1,1,0,3,1,0,0,0,0,4,40.5
174,Kendall Fuller,WAS,CB,13,32,10,0,0,0,1,2,0,0,0,0,3.1,40
175,Ibraheim Campbell,CLE,SS,14,32,13,0,0,0,1,0,0,0,0,0,2.8,39.5
176,Adrian Phillips,LAC,FS,14,25,12,1,0,0,1,3,1,0,0,0,2.8,39
177,Darqueze Dennard,CIN,CB,15,30,13,0,0,0,1,1,0,0,0,0,2.6,38.5
177,Troy Hill,LAR,CB,11,33,5,1,0,0,0,2,0,0,0,0,3.5,38.5
179,Rashard Robinson,SF,CB,14,25,3,0,0,0,0,8,1,0,0,0,2.7,37.5
180,Morris Claiborne,DAL,CB,7,24,2,2,0,0,0,4,1,0,1,0,5.3,37
181,Bryce Callahan,CHI,CB,11,30,1,0,0,0,1,5,0,0,0,0,3.3,36.5
181,Jacoby Glenn,CHI,CB,7,23,3,0,0,0,0,6,1,1,0,0,5.2,36.5
183,Trevin Wade,NYG,CB,16,23,2,0,0,0,0,3,0,0,1,1,2.2,36
183,Trevor Williams,LAC,CB,12,24,5,1.5,0,0,0,5,0,0,1,0,3,36
185,Jude Adjei-Barimah,TB,CB,10,22,0,1,2,16,2,2,0,1,0,0,3.6,35.6
186,Duron Harmon,NE,SS,16,22,5,0,0,0,0,2,1,1,1,0,2.2,35.5
186,Keith Reaser,SF,CB,15,21,3,1,0,0,1,5,0,2,0,0,2.4,35.5
186,Craig Mager,LAC,CB,11,19,11,1,0,0,0,4,1,0,1,0,3.2,35.5
186,Anthony Harris,MIN,FS,16,26,11,0,0,0,0,1,0,0,1,0,2.2,35.5
190,Nate Allen,OAK,FS,14,21,8,1,0,0,0,3,2,0,0,0,2.5,35
190,Corey White,BUF,CB,15,21,8,0,0,0,0,4,2,0,0,0,2.3,35
192,Jimmy Smith,BAL,CB,11,29,3,0,0,0,0,4,0,0,0,0,3.1,34.5
192,Jordan Poyer,CLE,FS,6,27,9,1,0,0,0,2,0,0,0,0,5.8,34.5
192,Travis Carrie,OAK,CB,16,20,3,0,0,0,0,4,1,1,1,0,2.2,34.5
195,Robert McClain,LAC,CB,14,20,17,2,0.5,4,1,1,0,0,0,0,2.4,33.9
